SYMBOL,SYMBOL P/E,ADJUSTED P/E
CHOLAFIN,27.46,27.46
INDHOTEL,45.13,49.62
FMGOETZE,19.16,18.02
KOTAKBANK,20.64,20.92
ORIENTHOT,38.06,37.69
GILLETTE,35.81,35.81
GOLDENTOBC,6.37,7.22
KANSAINER,26.81,24.92
FOSECOIND,47.30,42.39
ESABINDIA,42.16,45.49
3MINDIA,64.00,84.26
ANDHRAPAP,45.55,45.55
GABRIEL,79.95,77.24
SCHAEFFLER,49.26,49.26
AARTIIND,34.31,34.89
RALLIS,19.07,
AMJLAND,10.76,10.76
PRAKASH,7.07,7.07
MFSL,386.06,386.06
KSB,57.46,53.91
KOPRAN,44.89,44.89
HEG,38.04,38.04
GREAVESCOT,220.26,250.31
GODFRYPHLP,23.32,23.32
VARDMNPOLY,0.90,31.47
SURYAROSNI,15.12,15.12
TATAINVEST,74.91,74.91
GLFL,604.46,604.46
TIMKEN,55.70,55.70
SUDARSCHEM,111.50,74.19
SHREECEM,52.73,52.73
SAKHTISUG,8.83,8.83
IPCALAB,36.09,34.50
INGERRAND,57.49,55.99
JSWDULUX,7.35,40.49
HINDALCO,13.84,11.19
HINDZINC,14.56,14.57
HINDUNILVR,30.79,30.53
GSFC,9.31,9.31
GRASIM,19.80,19.41
AMBUJACEM,19.40,16.72
FINPIPE,16.02,16.02
FINCABLES,24.33,30.07
EIDPARRY,11.28,6.62
DCW,19.16,19.16
DCM,117.84,117.84
CGPOWER,113.70,111.49
SUDARCOLOR,18.73,13.50
CESC,12.05,12.05
BIRLACORPN,12.25,12.12
BHEL,61.81,61.81
BHARATGEAR,10.69,10.69
BEL,48.58,48.58
BAJFINANCE,31.63,31.36
ASHAPURMIN,12.74,12.60
PVP,1391.54,113.38
NAVA,16.24,16.24
CORALFINAC,9.23,9.23
GREENPLY,36.99,32.28
TNPL,4.09,4.09
AUTOAXLES,14.79,14.10
REMSONSIND,18.80,18.15
DALMIASUG,18.35,18.35
NATCOPHARM,13.12,13.12
KHAITANLTD,11.14,11.14
SWARAJENG,21.39,21.14
MRF,22.92,22.49
GARFIBRES,37.18,35.44
ANDHRSUGAR,12.57,11.72
TNPETRO,8.71,9.12
TTKPRESTIG,42.09,39.26
STARPAPER,7.79,7.79
SKFINDIA,36.33,32.72
AUSOMENT,8.78,8.78
EIMCOELECO,33.21,33.21
JAYAGROGN,12.72,12.72
CUBEXTUB,14.51,14.51
MARICO,55.04,55.04
SILINV,10.22,10.22
BIOFILCHEM,107.47,107.47
KEYFINSERV,24.37,23.64
ZENITHEXPO,379.78,379.78
SUNDRMBRAK,82.50,75.54
SANGAMIND,23.65,22.54
MOTHERSON,37.54,36.00
SOMATEX,34.23,82.81
VISAKAIND,9.10,11.52
AARTIDRUGS,20.34,20.18
STERTOOLS,30.63,56.54
CREST,29.64,29.64
INDIANCARD,21.31,18.44
HITECHGEAR,54.88,54.88
WENDT,98.02,98.02
DENORA,35.89,35.89
TVSSRICHAK,43.57,39.18
SHRIRAMFIN,21.71,21.71
PUNJABCHEM,20.57,20.07
DYNAMATECH,184.58,139.34
GUJAPOLLO,80.48,80.48
GANESHHOU,24.07,24.07
MMFL,18.30,27.30
JAGSNPHARM,35.25,34.09
ALKYLAMINE,45.50,45.50
BOSCH-HCIL,1035.06,240.87
MPHASIS,24.69,24.36
GUJRAFFIA,18.92,18.92
RUCHINFRA,23.68,23.42
RAMCOIND,8.60,8.94
KOTHARIPET,10.55,10.53
HERITGFOOD,25.63,27.25
INDRAMEDCO,17.38,17.38
BANKBARODA,6.90,5.64
MADRASFERT,14.79,13.45
GAIL,11.64,11.64
INDNIPPON,21.82,24.30
SKMEGGPROD,12.40,12.40
BANKINDIA,5.60,5.60
CONCOR,31.07,31.07
ICICIBANK,18.30,18.30
KCPSUGIND,9.57,9.57
HUDCO,8.52,8.52
INDSWFTLAB,56.54,49.96
SAREGAMA,43.05,41.90
FDC,19.01,18.06
ENGINERSIN,20.21,20.21
ADROITINFO,15.66,15.66
JAICORPLTD,18.67,18.48
ANTGRAPHIC,10.73,10.73
GMDCLTD,18.82,31.25
INDUSINDBK,59.21,59.21
ASAHIINDIA,55.83,54.50
TRIGYN,18.20,16.28
J&KBANK,7.16,7.16
KOTHARIPRO,10.99,15.79
CUB,16.55,16.55
SOUTHBANK,8.27,8.27
ASTRAZEN,102.29,100.19
CEMPRO,37.03,37.03
AXISBANK,14.20,14.20
CYIENT,28.10,26.01
SONATSOFTW,17.20,15.74
NOIDATOLL,2.80,2.80
CYBERTECH,12.66,12.66
KOKUYOCMLN,35.71,35.71
DHANBANK,10.84,10.84
SANGHVIMOV,19.68,19.04
STCINDIA,17.65,18.90
MANUGRAPH,7.94,
VIPCLOTHNG,19.13,19.13
NATIONALUM,10.18,10.18
IVC,54.89,64.35
JINDALSTEL,43.12,29.45
ALEMBICLTD,8.77,8.77
ICDSLTD,129.87,129.87
BSOFT,14.31,13.75
HCLTECH,20.53,19.72
ACCELYA,17.68,16.71
STAR,15.31,16.28
ZYDUSLIFE,24.83,22.93
GLENMARK,38.60,22.65
RAJESHEXPO,18.33,18.33
CINEVISTA,13.35,13.35
SHREERAMA,23.32,23.32
WOCKPHARMA,76.56,78.91
NRBBEARING,29.03,28.65
IOB,10.74,10.74
RAMCOSYS,53.08,19.01
GVPIL,16.43,14.97
BIL,47.93,47.93
KTKBANK,8.94,8.94
MAHLIFE,23.30,25.12
MUKTAARTS,,18.51
BLBLIMITED,3.28,3.28
AJANTPHARM,38.77,38.77
BLUESTARCO,60.01,57.92
CALSOFT,10.33,10.33
TVSMOTOR,55.41,54.90
PNBGILTS,13.84,14.14
PNC,,6.72
TAJGVK,4.92,13.65
NLCINDIA,11.32,11.32
REPRO,4.73,
CHENNPETRO,5.14,5.14
TTML,197.99,
KRBL,12.83,12.83
HAVELLS,46.16,45.24
GAEL,18.84,18.70
USHAMART,30.96,30.16
AXISCADES,201.95,172.99
UMIYA-MRO,21.09,21.09
TIPSMUSIC,38.84,38.84
STLTECH,150.84,157.03
HIKAL,,55.14
TRIDENT,30.93,30.93
MARKSANS,28.88,28.88
SMARTLINK,12.80,12.80
GODREJCP,47.06,43.16
LUPIN,17.56,16.20
UNITDSPR,57.51,54.15
TCI,14.53,14.53
MPSLTD,23.80,24.44
BHARTIARTL,32.03,29.61
ASAL,25.87,24.96
OLECTRA,56.71,57.87
PONNIERODE,6.93,11.68
PNB,6.05,6.05
APTECHT,21.59,20.33
SURANAT&P,7.29,7.29
TEAMGTY,199.82,199.82
OFSS,31.00,31.00
UNIONBANK,6.99,6.99
NUCLEUS,18.48,17.05
CANBK,5.75,5.75
GENESYS,47.86,44.24
OMAXAUTO,9.69,9.69
GODREJIND,17.59,17.22
DIVISLAB,83.95,82.42
RADICO,86.82,85.94
INDORAMA,11.16,10.97
MARUTI,28.20,28.20
VARDHACRLC,8.33,8.33
UCOBANK,10.97,10.97
BAGFILMS,14.78,14.78
JSL,18.80,18.54
NSIL,50.68,50.67
WELSPUNLIV,66.22,64.70
JAIBALAJI,44.69,43.69
IGL,15.45,15.45
DREDGECORP,76.50,76.50
TVTODAY,38.65,0.91
UNIENTER,32.29,32.29
UPL,21.27,20.48
SIL,2.03,2.03
MUKANDLTD,3.04,3.04
PETRONET,10.32,10.32
PTC,7.83,7.79
VAIBHAVGBL,12.67,12.67
BIOCON,157.33,65.01
MAHABANK,8.81,8.81
POONAWALLA,52.05,52.05
XPROINDIA,91.98,91.98
RKFORGE,123.87,108.35
DATAMATICS,21.11,17.93
CCL,34.18,34.18
EXCELINDUS,18.23,18.23
LT,27.87,26.19
APARINDS,62.74,61.49
AMBICAAGAR,13.23,13.23
CENTEXT,13.73,13.25
NIITLTD,144.38,75.85
ULTRACEMCO,38.76,38.35
TCS,16.77,15.55
COFORGE,45.49,41.58
TEXINFRA,158.48,158.48
GULFPETRO,8.39,7.94
GUFICBIO,59.98,59.98
ASTRAMICRO,83.63,83.63
WELENT,30.42,28.31
NTPC,11.32,11.32
SALSTEEL,95.63,
KOTARISUG,46.51,
JBMA,61.15,59.62
DWARKESH,63.07,63.07
INDOCO,811.56,
SUPRAJIT,35.96,35.76
PATELENG,9.38,6.00
XCHANGING,11.18,11.18
JSWSTEEL,11.43,26.44
CONSOFINVT,16.31,16.31
JPPOWER,17.25,13.25
EVEREADY,13.03,
GOKEX,54.64,54.64
SAKSOFT,15.64,15.23
ALLDIGI,14.29,13.20
IIFL,12.13,12.13
WELCORP,30.05,30.05
SSWL,26.71,26.71
CYBERMEDIA,11.18,11.60
SHAHALLOYS,5.07,
SURYALAXMI,28.17,29.66
JKPAPER,22.44,21.76
PRIMESECU,211.49,58.08
GRANULES,31.94,32.63
JSWHL,93.64,92.46
VHL,4.57,4.57
GEOJITFSL,30.91,28.70
GENUSPOWER,15.86,15.86
YESBANK,18.74,18.74
MSPL,52.84,14.36
SPLIL,10.85,10.85
MCLEODRUSS,,9.05
SEMAC,13.72,13.72
GOLDIAM,24.31,24.31
RML,26.17,25.64
HTMEDIA,83.50,8.11
SASKEN,40.05,37.35
FCSSOFT,87.45,56.02
IMPAL,17.78,17.78
SUZLON,20.12,20.58
AURIONPRO,18.40,18.04
BASML,8.74,8.74
TRIVENI,22.53,21.89
AIAENG,31.52,31.46
NAHARINDUS,8.25,8.15
ORIENTCER,20.12,19.10
EKC,9.59,9.03
VIMTALABS,36.59,36.07
KERNEX,15.07,15.07
PVRINOX,27.60,24.78
NITINSPIN,16.99,16.99
ROHLTD,28.30,29.34
ENIL,,288.29
JAGRAN,7.43,7.43
SADBHAV,1.27,3.68
SAKUMA,23.20,23.20
KEC,19.53,17.95
JKCEMENT,41.50,40.06
INDOTECH,38.62,38.62
M&MFIN,16.04,15.53
BLKASHYAP,1853.46,31.86
VISACHROME,0.56,
CENTURYPLY,55.72,54.70
KEI,51.09,51.09
VAKRANGEE,62.48,62.58
SOLARINDS,94.88,94.84
GALLANTT,31.70,31.70
UTTAMSUGAR,13.05,12.90
KKCL,19.31,19.31
SUNTV,12.00,11.61
GPIL,19.99,19.65
RSYSTEMS,15.53,14.21
EMKAY,36.08,36.08
LOKESHMACH,177.84,177.84
BALPHARMA,19.26,19.26
SWELECTES,19.83,19.06
KAMDHENU,12.76,12.76
RATNAMANI,36.38,35.85
JKLAKSHMI,17.22,16.46
PFOCUS,156.44,94.83
ALLCARGO,56.78,47.04
MUNJALAU,20.39,19.98
EMAMILTD,21.43,21.17
GMRAIRPORT,135.03,114.25
TECHM,30.34,29.28
GRINDWELL,49.95,49.95
VOLTAMP,51.00,51.00
ANTELOPUS,26.85,25.19
ACE,31.22,31.22
ANANTRAJ,38.96,38.96
BILVYAPAR,29.80,28.77
TALBROAUTO,22.73,22.73
ALICON,30.72,30.26
GEECEE,16.39,16.71
MBECL,0.22,
JMFINANCIL,11.59,11.42
FIEMIND,20.39,20.39
DCBBANK,9.09,9.09
INSPIRISYS,9.48,9.00
GTLINFRA,1.37,
NAUKRI,45.15,49.10
GESHIP,5.16,5.16
TORNTPOWER,27.19,27.19
MANALIPETC,8.58,13.12
LTFOODS,24.00,24.00
DONEAR,10.03,10.03
RUCHIRA,9.42,9.42
SOBHA,58.38,58.38
VENUSREM,19.58,19.58
JINDRILL,9.83,9.65
HIRECT,135.53,139.49
NFL,9.47,9.47
PLASTIBLEN,11.46,11.46
PARACABLES,34.52,34.53
HBLENGINE,34.37,34.04
TANLA,12.81,12.81
AVTNPL,16.65,16.65
ZEEMEDIA,,156.84
VEEDOL,11.59,11.59
LUMAXTECH,35.44,34.55
SARLAPOLY,498.63,12.32
PTL,11.07,11.07
WANBURY,15.21,14.33
AUTOIND,10.55,17.27
GANDHITUBE,14.68,14.54
PITTIENG,33.44,33.44
NETWORK18,,5084.96
UNOMINDA,56.79,55.91
IZMO,25.69,25.69
HUBTOWN,25.31,25.31
CTE,11.58,11.58
TIIL,21.26,21.26
ORIENTBELL,28.75,27.50
PGIL,35.42,35.07
REDINGTON,19.35,18.16
TTL,384.89,384.89
FSL,27.56,23.14
PFC,3.39,3.39
SMSPHARMA,34.22,34.22
INDIANB,9.36,9.36
ORIENTALTL,18.28,14.09
IDEA,4.19,
PAGEIND,52.93,51.18
LAOPALA,20.44,20.13
AMDIND,34.27,34.27
JKTYRE,16.22,12.72
ASTRAL,69.77,67.87
NAHARSPING,13.95,13.95
NAHARPOLY,8.45,8.45
THEMISMED,28.77,
NCLIND,8.67,8.08
BALAMINES,37.17,37.17
BANSWRAS,10.84,9.68
ICRA,24.05,23.93
PHOENIXLTD,43.00,42.39
NDLVENTURE,547.01,547.01
ZENITHSTL,19.03,28.25
BFUTILITIE,10.64,10.63
FORTIS,64.72,63.65
SRHHYPOLTD,9.51,8.62
ALPHAGEO,1180.74,1180.74
WEBELSOLAR,10.71,10.69
TGBHOTELS,19.64,19.64
HILTON,18.87,18.87
INSECTICID,14.28,14.28
KMSUGAR,6.12,6.12
NAVINFLUOR,56.48,56.08
TIMETECHNO,18.77,18.77
NAGREEKEXP,20.94,20.94
NELCAST,25.16,25.16
V2RETAIL,44.70,50.94
DLF,37.95,39.70
TARMAT,22.82,22.82
SPARC,4.15,4.12
SIGMAADV,87.54,83.24
ADSL,15.51,15.28
ALPA,30.42,30.42
CENTRALBK,6.10,6.10
ASIANTILES,139.22,139.22
TAKE,15.20,15.20
KPRMILL,44.04,44.04
CIEINDIA,16.13,16.13
PURVA,33.26,33.26
MOTILALOFS,30.76,30.76
INDOWIND,,266.06
NAGREEKCAP,3.91,3.91
KSCL,15.42,15.42
CENTUM,112.34,58.97
POWERGRID,15.54,15.54
SUPREMEINF,0.13,
MAANALU,51.63,51.63
IL&FSENGG,43.21,34.64
DELTACORP,,9.12
BAJAJELEC,,56.11
ENERGYDEV,,37.15
CERA,36.12,35.64
RELIGARE,475.99,475.99
BVCL,47.17,47.17
ADANIPORTS,29.97,29.57
EDELWEISS,17.91,15.63
RGL,13.47,13.47
KOLTEPATIL,31.78,31.78
COLPAL,37.33,36.76
JYOTHYLAB,25.92,25.92
KALYANIFRG,33.04,33.04
HITECHCORP,32.98,30.81
ECLERX,25.43,25.43
TARIL,33.54,33.54
BRIGADE,29.65,30.23
MANAKSIA,6.03,6.03
DVL,5.23,5.23
PATINTLOG,8.23,8.23
PPAP,7.84,89.46
ARIES,13.66,13.66
AMBIKCO,11.51,11.51
CEATLTD,22.77,20.71
BIRLAMONEY,13.25,12.69
RPOWER,,111.79
JKIL,9.69,9.48
CORDSCABLE,15.93,15.93
KNRCON,8.51,10.00
SEPC,39.75,38.15
BANG,10.09,7.24
IRB,24.90,23.81
NMDC,9.92,9.92
GSS,,7.63
NAHARCAP,3.65,3.65
RECLTD,5.15,5.15
VGUARD,40.64,39.00
NESCO,17.67,17.67
DPSCLTD,55.25,55.25
TITAGARH,59.45,59.45
KIRIINDUS,0.65,3.88
BAJAJFINSV,15.46,15.27
BAJAJ-AUTO,28.35,28.28
DIGISPICE,21.03,18.15
GOKUL,20.06,20.06
RPGLIFE,36.67,37.63
ALMONDZ,8.99,8.99
ARCHIDPLY,16.16,15.26
LOTUSEYE,1522.19,1436.19
VINYLINDIA,22.39,22.39
UBL,85.82,98.25
LPDC,10.60,10.60
ZFCVINDIA,57.55,56.89
20MICRONS,11.38,11.33
JOCIL,16.45,16.45
ALKALI,63.59,63.59
COUNCODOS,82.40,82.40
TPHQ,10.30,10.30
TATACAP,28.81,28.65
MAWANASUG,20.78,16.86
AJMERA,14.23,14.23
MHRIL,81.93,94.19
VINATIORGA,30.37,30.37
LANDSMILL,47.80,47.80
ADANIPOWER,27.64,27.64
NHPC,18.00,18.00
GLOBUSSPR,28.98,28.98
OIL,8.36,8.36
EXPLEOSOL,10.13,9.51
RTNPOWER,34.90,34.90
AMRUTANJAN,27.18,23.58
SUNTECK,20.76,20.76
ZYDUSWELL,90.99,72.41
DEN,9.07,9.07
SHILPAMED,62.90,69.58
SARDAEN,15.51,15.64
REFEX,15.46,15.46
GILLANDERS,12.82,12.82
AHLUCONT,17.72,17.83
DLINKINDIA,14.97,14.97
JSWENERGY,40.22,38.94
GODREJPROP,37.88,38.81
DBCORP,9.82,9.82
HINDCOPPER,44.11,44.11
BEARDSELL,9.28,9.28
MMTC,20.90,
NESTLEIND,71.64,73.70
TRF,,47.12
WHIRLPOOL,40.48,37.48
UNITEDTEA,11.00,11.00
JUBLFOOD,70.82,68.99
VASCONEQ,24.48,24.48
THANGAMAYL,42.09,41.90
EMMBI,19.98,18.22
DBREALTY,466.87,
HATHWAY,23.97,23.97
TEXMOPIPES,8.79,8.79
MANINFRA,23.35,23.35
LGBBROSLTD,17.17,17.11
PERSISTENT,46.40,44.84
ASIANHOTNR,,128.71
ISFT,10.08,10.08
KIRLOSBROS,39.60,36.39
KSL,15.69,15.35
SJVN,39.96,39.96
SUNDARAM,14.79,16.58
KIRLOSIND,11.53,10.36
MANAPPURAM,22.16,22.16
UMESLTD,41.17,38.88
TI,,59.59
HMVL,7.11,5.98
IMFA,13.18,13.18
BLISSGVS,47.94,47.40
AHLWEST,8.38,6.49
AHLEAST,,12.42
BAJAJCON,29.81,29.81
UGARSUGAR,22.85,22.85
PRAKASHSTL,102.74,102.74
GPPL,14.31,14.70
ADFFOODS,31.96,30.37
WAAREEINDO,6.87,6.87
KILITCH,20.65,20.65
DEEPAKNTR,30.04,29.70
CPCAP,4.77,4.77
GREENPOWER,16.12,19.14
RAMKY,9.94,13.77
CANTABIL,20.41,20.41
WABAG,31.87,31.66
ASHOKA,1.33,23.55
BEDMUTHA,21.65,21.65
JWL,63.97,59.31
OBEROIRLTY,26.30,26.12
PRESTIGE,54.98,54.98
SHAH,23.05,23.05
CGCL,23.18,23.18
RESPONIND,39.97,39.77
COALINDIA,8.30,8.30
IOLCP,34.30,32.60
GRAVITA,31.75,31.75
JINDWORLD,56.95,57.61
PENIND,15.83,15.83
RPPINFRA,65.92,96.95
JAMNAAUTO,20.88,20.19
SUMEETINDS,28.86,28.06
MOIL,16.80,16.80
ZEELEARN,5.23,9.84
A2ZINFRA,61.07,75.91
KIRLOSENG,61.72,58.99
RKDL,247.99,34.51
PSB,11.82,11.82
FMNL,7.68,7.68
SURANASOL,19.94,19.94
SHEKHAWATI,4.25,4.25
BFINVEST,4.54,4.54
KICL,56.00,50.11
SUMMITSEC,13.13,13.13
STEL,57.11,57.11
TEXRAIL,21.57,21.31
HFCL,55.82,55.82
INDTERRAIN,340.26,148.66
DHUNINV,3.91,3.92
LOVABLE,33.81,33.81
PFS,7.81,7.74
MUTHOOTFIN,10.25,10.25
VADILALIND,24.99,24.99
SYMPHONY,,38.65
PIIND,31.51,33.98
RELAXO,46.20,46.20
OMINFRAL,24.13,24.13
VSTTILLERS,33.17,33.17
DELPHIFX,50.52,35.70
KARMAENG,49.47,49.47
ASHIANA,31.16,31.16
DHANUKA,16.80,16.80
MAITHANALL,10.12,10.12
RUSHIL,21.16,21.16
INVENTURE,30.67,35.73
LTF,24.84,24.68
WINDMACHIN,480.34,7305.85
IBULLSLTD,12.32,10.87
BODALCHEM,27.65,27.64
GAYAPROJ,0.50,6.88
ASAHISONG,12.71,12.71
FILATEX,17.83,17.83
BROOKS,14.30,14.30
TDPOWERSYS,82.10,82.10
APLLTD,22.91,21.27
PGEL,77.18,77.18
PANAMAPET,6.12,6.12
PAISALO,25.43,25.37
ONELIFECAP,12.02,12.02
SHAKTIPUMP,27.44,27.44
TRITURBINE,54.07,52.38
INDOTHAI,7.11,7.11
ESSARSHPNG,1.96,
DSSL,15.04,15.04
JISLDVREQS,,58.86
POLYMED,57.29,56.40
RUPA,15.27,14.67
VIKASECO,69.08,69.08
APLAPOLLO,48.78,48.78
KANANIIND,13.25,13.25
MINDACORP,33.84,42.83
THOMASCOTT,19.25,18.30
DBSTOCKBRO,34.27,34.27
IRFC,15.02,15.02
COMPUSOFT,35.14,
RHIM,,34.76
SCHNEIDER,154.97,149.34
NDL,11.11,11.11
NBCC,30.51,33.06
TBZ,13.65,13.65
VSSL,24.56,24.56
SWANCORP,42.75,42.75
SPECIALITY,28.81,25.63
CINELINE,24.89,20.16
SAMPANN,17.15,17.15
PROZONER,45.96,45.96
THEJO,41.76,40.38
MAYURUNIQ,15.29,15.29
ROSSELLIND,18.64,18.31
DUCON,11.73,11.73
TVSHLTD,6.85,6.79
ZUARI,0.97,4.91
VETO,9.06,9.06
