SYMBOL,SYMBOL P/E,ADJUSTED P/E
PRECWIRE,44.21,44.21
ONWARDTEC,14.87,14.12
NILKAMAL,22.17,20.62
NCC,12.03,11.62
ICIL,53.08,53.08
SEAMECLTD,15.26,15.26
ELGIEQUIP,42.40,41.38
AUROPHARMA,25.85,25.36
BBTC,4.16,4.30
EIHOTEL,25.20,24.67
KANORICHEM,4.48,4.48
LICHSGFIN,4.87,4.87
GICHSGFIN,5.11,5.11
BEPL,15.01,15.01
RAIN,10.56,10.56
BANARBEADS,39.68,39.68
MOREPENLAB,28.64,34.31
WSTCSTPAPR,17.38,17.38
VENKEYS,12.65,12.65
GHCL,7.65,8.30
S&SPOWER,38.77,38.77
PRUDMOULI,5.41,5.41
PRAJIND,250.01,65.69
PGHH,34.67,34.67
VESUVIUS,38.82,38.82
TFCILTD,34.59,34.59
BOMDYEING,118.90,113.32
GTL,0.13,
NAVNETEDUL,9.49,53.99
GUJALKALI,74.44,74.44
AGI,12.61,12.48
GLAXO,41.56,42.16
TATACONSUM,64.00,63.45
ZEEL,46.39,44.84
CHOLAFIN,28.43,28.43
INDHOTEL,44.64,49.08
FMGOETZE,15.21,14.31
KOTAKBANK,19.14,19.39
ORIENTHOT,33.93,33.59
GILLETTE,37.02,37.02
GOLDENTOBC,6.24,7.08
KANSAINER,28.60,26.59
FOSECOIND,48.09,42.34
ESABINDIA,41.78,45.08
3MINDIA,77.50,92.10
ANDHRAPAP,42.76,42.76
GABRIEL,87.74,84.76
SCHAEFFLER,51.45,51.45
AARTIIND,36.29,36.91
RALLIS,19.03,
AMJLAND,10.70,10.70
PRAKASH,6.98,6.98
MFSL,495.64,495.64
KSB,55.87,52.41
KOPRAN,33.35,33.35
HEG,36.26,36.26
GREAVESCOT,219.11,249.00
GODFRYPHLP,25.07,25.07
VARDMNPOLY,0.97,33.80
SURYAROSNI,15.67,15.67
TATAINVEST,79.92,79.92
GLFL,627.95,627.95
TIMKEN,57.66,57.66
SUDARSCHEM,93.24,62.04
SHREECEM,56.39,56.39
SAKHTISUG,7.15,7.15
IPCALAB,37.86,35.94
INGERRAND,51.45,50.10
JSWDULUX,7.19,39.62
HINDALCO,14.78,11.95
HINDZINC,14.47,14.49
HINDUNILVR,32.38,32.10
GSFC,9.24,9.24
GRASIM,19.78,19.39
AMBUJACEM,20.17,17.39
FINPIPE,16.27,16.27
FINCABLES,24.47,30.24
EIDPARRY,11.20,6.57
DCW,28.17,28.17
DCM,53.29,53.29
CGPOWER,112.80,110.61
SUDARCOLOR,19.59,14.12
CESC,13.36,13.36
BIRLACORPN,12.58,12.45
BHEL,60.12,60.12
BHARATGEAR,10.60,10.60
BEL,48.24,48.24
BAJFINANCE,32.99,32.71
ASHAPURMIN,14.82,14.66
NAVA,16.07,16.07
CORALFINAC,9.20,9.20
GREENPLY,34.93,30.48
TNPL,4.10,4.10
AUTOAXLES,15.60,14.87
REMSONSIND,17.07,16.50
DALMIASUG,16.33,16.33
NATCOPHARM,11.56,11.56
KHAITANLTD,9.67,9.67
SWARAJENG,21.72,21.46
MRF,22.97,22.54
GARFIBRES,35.73,34.06
ANDHRSUGAR,12.17,11.35
TNPETRO,6.75,7.06
TTKPRESTIG,42.26,39.42
STARPAPER,7.75,7.75
SKFINDIA,36.02,32.45
AUSOMENT,7.76,7.76
EIMCOELECO,26.14,26.14
JAYAGROGN,11.59,11.59
CUBEXTUB,15.20,15.20
MARICO,56.87,56.87
SILINV,11.77,11.77
BIOFILCHEM,109.83,109.83
KEYFINSERV,21.89,21.33
ZENITHEXPO,443.83,443.83
SUNDRMBRAK,87.94,80.51
SANGAMIND,23.91,22.78
MOTHERSON,39.27,37.66
SOMATEX,34.06,82.40
VISAKAIND,9.93,12.57
AARTIDRUGS,20.61,20.44
STERTOOLS,30.89,57.02
CREST,20.86,20.86
INDIANCARD,33.73,26.98
HITECHGEAR,52.42,52.42
WENDT,93.86,93.86
DENORA,36.84,36.84
TVSSRICHAK,41.68,45.70
SHRIRAMFIN,23.23,23.23
PUNJABCHEM,20.46,19.96
DYNAMATECH,170.85,128.97
GUJAPOLLO,75.70,75.70
GANESHHOU,24.07,24.07
MMFL,31.35,31.34
JAGSNPHARM,32.69,31.62
ALKYLAMINE,42.92,42.92
BOSCH-HCIL,997.85,232.21
MPHASIS,25.35,25.02
GUJRAFFIA,21.66,21.66
RUCHINFRA,22.62,22.37
RAMCOIND,9.53,9.91
KOTHARIPET,12.23,12.20
HERITGFOOD,24.67,26.23
INDRAMEDCO,18.38,18.38
BANKBARODA,7.21,5.88
MADRASFERT,14.87,13.52
GAIL,11.85,11.85
INDNIPPON,22.88,25.48
SKMEGGPROD,12.17,12.17
BANKINDIA,5.62,5.62
CONCOR,31.26,31.26
ICICIBANK,18.32,18.32
KCPSUGIND,9.06,9.06
HUDCO,9.07,9.07
INDSWFTLAB,45.51,40.22
SAREGAMA,45.00,43.80
FDC,19.69,18.70
ENGINERSIN,19.44,19.44
ADROITINFO,15.25,15.25
JAICORPLTD,10.80,10.74
ANTGRAPHIC,9.23,9.23
GMDCLTD,20.06,33.31
INDUSINDBK,59.95,59.95
ASAHIINDIA,51.73,50.49
TRIGYN,17.07,15.28
J&KBANK,7.53,7.53
KOTHARIPRO,10.45,14.57
CUB,15.24,15.24
SOUTHBANK,8.01,8.01
ASTRAZEN,116.53,114.14
CEMPRO,36.03,36.03
AXISBANK,13.78,13.78
CYIENT,21.25,19.67
SONATSOFTW,19.58,17.92
NOIDATOLL,2.68,2.68
CYBERTECH,12.93,12.93
KOKUYOCMLN,37.27,37.27
DHANBANK,11.11,11.11
SANGHVIMOV,21.74,21.04
STCINDIA,34.35,14.73
MANUGRAPH,8.39,
VIPCLOTHNG,18.76,18.76
NATIONALUM,11.43,11.43
IVC,56.15,56.15
JINDALSTEL,41.88,28.60
ALEMBICLTD,6.79,6.79
ICDSLTD,79.21,79.21
BSOFT,15.29,14.69
HCLTECH,21.25,20.41
ACCELYA,17.88,16.89
STAR,14.44,15.36
ZYDUSLIFE,26.17,24.17
GLENMARK,35.95,21.09
RAJESHEXPO,21.82,21.82
CINEVISTA,13.94,13.94
SHREERAMA,20.69,20.69
WOCKPHARMA,72.51,74.73
NRBBEARING,29.71,29.33
IOB,10.94,10.94
RAMCOSYS,56.10,20.09
GVPIL,21.13,19.13
BIL,81.85,81.85
KTKBANK,8.26,8.26
MAHLIFE,24.57,26.49
MUKTAARTS,,18.66
BLBLIMITED,3.11,3.11
AJANTPHARM,38.99,38.99
BLUESTARCO,60.19,58.08
CALSOFT,5.35,5.35
TVSMOTOR,57.72,57.19
PNBGILTS,14.16,14.46
PNC,,7.64
TAJGVK,5.20,14.43
NLCINDIA,11.40,11.40
REPRO,4.64,
CHENNPETRO,4.92,4.92
TTML,198.83,
KRBL,13.18,13.18
HAVELLS,48.66,47.69
GAEL,18.23,18.10
USHAMART,30.20,29.42
AXISCADES,91.09,83.98
UMIYA-MRO,19.56,19.56
TIPSMUSIC,40.17,40.17
STLTECH,137.68,143.33
HIKAL,,48.83
TRIDENT,31.79,31.79
MARKSANS,27.18,27.18
SMARTLINK,13.15,13.15
GODREJCP,48.66,44.63
LUPIN,18.79,17.33
UNITDSPR,59.29,55.83
TCI,15.25,15.25
MPSLTD,26.08,26.79
BHARTIARTL,33.33,30.81
ASAL,26.75,25.82
OLECTRA,63.26,64.56
PONNIERODE,5.71,9.62
PNB,6.19,6.19
APTECHT,22.42,21.11
SURANAT&P,7.39,7.39
TEAMGTY,276.41,276.41
OFSS,29.80,29.80
UNIONBANK,6.91,6.91
NUCLEUS,17.30,15.96
CANBK,6.03,6.03
GENESYS,42.40,39.35
OMAXAUTO,10.94,10.94
GODREJIND,17.25,16.92
DIVISLAB,78.05,76.63
RADICO,86.32,85.45
INDORAMA,9.42,9.27
MARUTI,30.43,30.43
VARDHACRLC,8.60,8.60
UCOBANK,11.65,11.65
BAGFILMS,18.71,18.71
JSL,18.78,18.52
NSIL,49.17,49.16
WELSPUNLIV,73.32,71.08
JAIBALAJI,46.20,45.05
IGL,14.02,14.02
DREDGECORP,73.80,73.80
TVTODAY,39.66,0.93
UNIENTER,33.33,33.33
UPL,20.73,19.96
SIL,2.01,2.01
MUKANDLTD,3.10,3.10
PETRONET,9.98,9.98
PTC,8.35,8.30
VAIBHAVGBL,13.70,13.71
BIOCON,167.27,69.12
MAHABANK,8.36,8.36
POONAWALLA,54.17,54.17
XPROINDIA,78.45,78.45
RKFORGE,126.68,110.80
DATAMATICS,23.51,19.97
CCL,35.05,35.05
EXCELINDUS,17.46,17.46
LT,28.19,26.49
APARINDS,61.22,59.99
AMBICAAGAR,12.10,12.10
CENTEXT,15.39,14.79
NIITLTD,138.50,72.76
ULTRACEMCO,40.88,40.45
TCS,16.98,15.75
COFORGE,41.54,37.97
TEXINFRA,150.86,150.86
GULFPETRO,7.88,7.46
GUFICBIO,66.36,66.36
ASTRAMICRO,83.64,83.64
WELENT,22.83,21.25
NTPC,11.62,11.62
KOTARISUG,32.76,
JBMA,60.98,59.45
DWARKESH,53.14,53.14
INDOCO,647.58,
SUPRAJIT,38.44,38.22
PATELENG,10.10,6.46
XCHANGING,12.57,12.57
JSWSTEEL,11.09,25.66
CONSOFINVT,16.56,16.56
JPPOWER,18.95,14.55
EVEREADY,14.42,
GOKEX,54.25,54.25
SAKSOFT,16.59,16.15
ALLDIGI,14.34,13.24
IIFL,11.80,11.80
WELCORP,21.24,21.24
SSWL,23.14,23.14
CYBERMEDIA,7.62,7.91
SHAHALLOYS,3.39,
SURYALAXMI,27.41,28.87
JKPAPER,21.28,20.63
PRIMESECU,212.25,58.29
GRANULES,32.35,33.04
JSWHL,93.50,92.32
VHL,4.45,4.45
GEOJITFSL,29.02,26.94
GENUSPOWER,15.66,15.66
YESBANK,19.11,19.11
MSPL,52.14,14.16
SPLIL,10.98,10.98
MCLEODRUSS,,21.07
SEMAC,12.91,12.91
GOLDIAM,26.61,26.61
RML,25.72,25.20
HTMEDIA,84.07,8.17
SASKEN,40.54,37.81
FCSSOFT,86.23,55.24
IMPAL,17.51,17.51
SUZLON,20.70,21.17
AURIONPRO,19.26,18.88
BASML,9.02,9.02
TRIVENI,19.46,18.91
AIAENG,33.37,33.31
NAHARINDUS,10.09,9.97
ORIENTCER,19.12,18.15
EKC,8.58,8.73
VIMTALABS,35.18,34.68
KERNEX,41.33,41.33
PVRINOX,26.32,23.63
NITINSPIN,14.27,14.27
ROHLTD,29.14,30.22
ENIL,,293.27
JAGRAN,7.71,7.71
SADBHAV,1.63,11.12
SAKUMA,27.19,27.19
KEC,21.24,19.53
JKCEMENT,44.41,42.88
INDOTECH,37.85,37.85
M&MFIN,16.88,16.35
BLKASHYAP,1692.89,29.10
VISACHROME,0.53,
CENTURYPLY,56.81,55.77
KEI,55.18,55.18
VAKRANGEE,64.09,64.20
SOLARINDS,97.58,97.54
GALLANTT,32.70,32.70
UTTAMSUGAR,11.07,10.93
KKCL,20.07,20.07
SUNTV,12.31,11.92
GPIL,19.08,18.76
RSYSTEMS,14.76,13.51
EMKAY,34.55,34.55
BALPHARMA,19.88,19.88
SWELECTES,18.18,17.63
KAMDHENU,11.15,11.15
RATNAMANI,30.53,30.08
PIONEEREMB,116.49,
JKLAKSHMI,18.39,17.58
PFOCUS,143.33,86.88
ALLCARGO,48.20,39.93
MUNJALAU,18.03,17.67
EMAMILTD,23.12,22.84
GMRAIRPORT,145.74,123.31
TECHM,30.85,29.77
GRINDWELL,53.28,53.28
VOLTAMP,45.64,45.64
ANTELOPUS,21.25,19.94
ACE,29.88,29.88
ANANTRAJ,38.12,38.12
TALBROAUTO,23.02,23.02
ALICON,36.84,34.65
GEECEE,16.77,17.10
JMFINANCIL,11.17,11.00
FIEMIND,26.48,26.48
DCBBANK,7.70,7.70
INSPIRISYS,9.88,9.38
GTLINFRA,1.46,
NAUKRI,45.46,49.43
GESHIP,4.88,4.88
TORNTPOWER,27.81,27.81
MANALIPETC,8.92,17.14
LTFOODS,23.14,23.14
DONEAR,10.18,10.18
RUCHIRA,9.49,9.49
SOBHA,61.84,61.84
VENUSREM,18.95,18.95
JINDRILL,9.01,8.85
HIRECT,132.08,135.94
NFL,9.68,9.68
PLASTIBLEN,12.26,12.26
PARACABLES,37.36,37.38
HBLENGINE,35.71,35.36
TANLA,14.79,14.79
AVTNPL,16.51,16.51
ZEEMEDIA,247.16,70.01
VEEDOL,11.99,11.99
LUMAXTECH,36.41,35.49
SARLAPOLY,490.29,12.12
PTL,11.38,11.38
WANBURY,16.43,15.47
AUTOIND,11.75,27.00
GANDHITUBE,15.58,15.42
PITTIENG,31.60,31.60
NETWORK18,,5299.06
UNOMINDA,55.15,54.30
IZMO,30.02,30.02
HUBTOWN,23.47,23.47
CTE,152.48,152.48
TIIL,22.27,22.27
ORIENTBELL,25.21,24.11
PGIL,37.72,37.35
REDINGTON,17.63,16.55
TTL,332.15,332.15
FSL,28.51,23.94
PFC,3.69,3.69
SMSPHARMA,33.80,33.80
INDIANB,9.45,9.45
ORIENTALTL,18.39,14.18
IDEA,3.91,
PAGEIND,55.92,54.10
LAOPALA,22.62,22.28
AMDIND,29.98,29.98
JKTYRE,16.97,13.31
ASTRAL,68.32,66.46
NAHARSPING,14.55,14.55
NAHARPOLY,8.50,8.50
THEMISMED,874.86,498.05
NCLIND,8.47,7.90
BALAMINES,31.99,31.99
BANSWRAS,11.23,10.03
ICRA,25.24,25.12
PHOENIXLTD,41.80,41.20
NDLVENTURE,564.88,564.88
ZENITHSTL,17.39,24.46
BFUTILITIE,7.17,7.17
FORTIS,63.49,62.43
SRHHYPOLTD,9.38,8.50
ALPHAGEO,1148.47,1148.47
WEBELSOLAR,11.81,11.79
TGBHOTELS,18.77,18.77
HILTON,29.87,29.87
INSECTICID,14.61,14.61
KMSUGAR,5.35,5.35
NAVINFLUOR,54.27,53.89
TIMETECHNO,20.68,20.68
NAGREEKEXP,23.02,23.02
NELCAST,25.36,25.36
V2RETAIL,49.64,57.43
DLF,36.84,38.54
TARMAT,22.12,22.12
SPARC,4.14,4.11
SIGMAADV,45.62,44.41
ADSL,16.75,16.50
ALPA,9.32,9.32
CENTRALBK,6.20,6.20
ASIANTILES,148.03,148.03
TAKE,27.16,27.16
KPRMILL,40.79,40.79
CIEINDIA,17.29,17.29
PURVA,88.82,88.82
MOTILALOFS,27.36,27.36
INDOWIND,,195.99
NAGREEKCAP,3.90,3.90
KSCL,13.70,13.70
POWERGRID,15.77,15.77
SUPREMEINF,0.14,
MAANALU,57.55,57.55
IL&FSENGG,42.63,34.17
DELTACORP,,9.84
BAJAJELEC,,61.11
ENERGYDEV,,40.08
CERA,37.40,36.91
RELIGARE,448.80,448.80
BVCL,311.45,311.45
ADANIPORTS,29.24,28.85
EDELWEISS,15.80,13.79
RGL,10.82,10.82
KOLTEPATIL,34.83,34.83
KAUSHALYA,102.12,102.12
COLPAL,40.46,39.84
JYOTHYLAB,25.89,25.89
MADHAV,78.76,78.76
KALYANIFRG,20.39,20.39
HITECHCORP,36.89,34.11
ECLERX,23.35,23.35
TARIL,32.63,32.63
BRIGADE,26.68,26.27
MANAKSIA,5.96,5.96
DVL,4.95,4.95
PATINTLOG,8.58,8.58
PPAP,9.14,104.22
ARIES,10.93,10.93
AMBIKCO,11.17,11.17
KAVDEFENCE,284.89,284.89
CEATLTD,25.57,23.26
BIRLAMONEY,13.91,13.32
RPOWER,,118.64
JKIL,9.76,9.55
CORDSCABLE,14.59,14.59
KNRCON,8.60,8.60
SEPC,44.64,42.84
BANG,6.75,5.20
IRB,24.47,23.40
NMDC,10.14,10.14
GSS,,15.99
NAHARCAP,3.60,3.60
RECLTD,5.68,5.68
VGUARD,39.74,38.14
NESCO,17.66,17.66
DPSCLTD,55.78,55.78
TITAGARH,58.70,58.70
KIRIINDUS,0.48,2.91
BAJAJFINSV,15.69,15.49
BAJAJ-AUTO,27.83,27.76
DIGISPICE,21.28,18.36
GOKUL,21.18,21.18
RPGLIFE,36.12,37.07
ALMONDZ,7.41,7.41
ARCHIDPLY,14.06,13.27
LOTUSEYE,1638.36,1545.79
VINYLINDIA,23.88,23.88
UBL,92.78,106.21
LPDC,9.98,9.98
ZFCVINDIA,59.57,58.88
20MICRONS,9.62,9.58
JOCIL,15.97,15.97
ALKALI,65.18,65.18
COUNCODOS,77.85,77.85
TPHQ,455.37,455.37
TATACAP,28.44,28.28
MAWANASUG,15.91,12.91
AJMERA,14.48,14.48
MHRIL,88.62,101.88
VINATIORGA,30.69,30.69
LANDSMILL,54.93,54.93
ADANIPOWER,27.47,27.47
NHPC,18.09,18.09
GLOBUSSPR,27.52,27.52
OIL,8.06,8.06
EXPLEOSOL,10.30,9.61
RTNPOWER,40.73,40.73
AMRUTANJAN,26.16,22.69
SUNTECK,20.41,20.41
ZYDUSWELL,85.80,68.29
DEN,8.79,8.79
SHILPAMED,52.97,58.59
SARDAEN,14.99,15.11
REFEX,16.24,16.24
GILLANDERS,11.04,11.04
AHLUCONT,20.39,20.49
DLINKINDIA,14.10,14.10
JSWENERGY,41.66,40.33
GODREJPROP,38.13,39.07
DBCORP,10.75,10.75
HINDCOPPER,46.60,46.60
BEARDSELL,9.56,9.56
MMTC,21.60,
NESTLEIND,76.25,78.44
TRF,,47.14
WHIRLPOOL,39.77,36.81
UNITEDTEA,11.36,11.36
JUBLFOOD,71.99,70.11
VASCONEQ,25.47,25.47
THANGAMAYL,42.35,42.17
EMMBI,20.73,18.75
DBREALTY,227.43,
HATHWAY,24.93,24.93
TEXMOPIPES,8.26,8.26
MANINFRA,20.34,20.34
LGBBROSLTD,16.03,15.98
PERSISTENT,44.90,43.39
ASIANHOTNR,,101.97
ISFT,9.73,9.73
KIRLOSBROS,40.18,36.93
KSL,14.13,13.83
SJVN,41.27,41.27
SUNDARAM,17.74,20.40
KIRLOSIND,11.66,10.48
MANAPPURAM,22.91,22.91
UMESLTD,38.48,36.86
TI,,58.12
HMVL,7.54,6.34
IMFA,15.12,15.12
BLISSGVS,36.70,36.28
AHLWEST,9.82,7.45
AHLEAST,,30.34
BAJAJCON,31.53,31.53
UGARSUGAR,17.23,17.23
PRAKASHSTL,83.24,83.24
GPPL,12.96,13.31
ADFFOODS,31.26,29.71
WELINV,216.84,216.84
WAAREEINDO,7.48,7.48
KILITCH,22.66,22.66
DEEPAKNTR,29.92,29.58
CPCAP,5.63,5.63
GREENPOWER,16.73,19.86
RAMKY,10.95,15.16
CANTABIL,19.63,19.63
WABAG,30.14,29.94
ASHOKA,1.29,22.87
BEDMUTHA,22.60,22.60
JWL,66.71,61.99
OBEROIRLTY,24.89,24.72
PRESTIGE,54.15,54.15
SHAH,27.02,27.02
CGCL,19.52,19.52
RESPONIND,30.03,29.93
COALINDIA,8.09,8.09
IOLCP,27.66,26.29
GRAVITA,34.21,34.21
JINDWORLD,43.45,43.95
PENIND,15.15,15.15
RPPINFRA,70.40,103.54
JAMNAAUTO,21.18,20.47
SUMEETINDS,37.38,36.36
MOIL,18.80,18.80
ZEELEARN,5.76,10.84
A2ZINFRA,59.84,74.39
KIRLOSENG,55.89,53.41
RKDL,324.56,36.00
PSB,12.16,12.16
FMNL,7.66,7.66
SURANASOL,19.90,19.90
SHEKHAWATI,5.53,5.53
BFINVEST,6.10,6.10
KICL,64.34,48.28
SUMMITSEC,13.17,13.17
STEL,50.72,50.72
TEXRAIL,20.46,20.21
HFCL,56.10,56.10
INDTERRAIN,352.53,154.02
DHUNINV,12.73,12.80
LOVABLE,33.50,33.50
PFS,8.30,8.23
MUTHOOTFIN,10.08,10.08
VADILALIND,23.78,23.78
SYMPHONY,,42.58
PIIND,32.34,34.87
RELAXO,57.91,57.91
OMINFRAL,25.77,25.77
VSTTILLERS,36.70,36.71
DELPHIFX,56.72,40.09
KARMAENG,43.50,107.42
ASHIANA,32.37,32.37
DHANUKA,17.08,17.08
MAITHANALL,6.55,6.55
RUSHIL,22.69,22.69
INVENTURE,30.00,34.96
LTF,24.86,24.70
WINDMACHIN,461.70,7022.40
IBULLSLTD,13.08,11.53
BODALCHEM,12.61,12.61
GAYAPROJ,0.43,5.95
ASAHISONG,11.35,11.35
FILATEX,19.36,19.36
BROOKS,7.49,7.49
TDPOWERSYS,84.09,84.09
APLLTD,23.99,22.27
VASWANI,40.43,40.43
PGEL,85.55,85.55
PANAMAPET,6.07,6.07
PAISALO,24.88,24.82
ONELIFECAP,20.71,20.71
SHAKTIPUMP,29.65,29.65
TRITURBINE,55.50,53.75
INDOTHAI,16.13,16.13
ESSARSHPNG,2.27,
DSSL,18.61,18.61
JISLDVREQS,,58.91
POLYMED,60.55,59.61
RUPA,16.45,15.81
VIKASECO,38.72,38.72
APLAPOLLO,45.12,45.12
KANANIIND,11.98,11.98
MINDACORP,49.14,49.09
THOMASCOTT,26.60,25.25
DBSTOCKBRO,38.24,38.24
IRFC,16.04,16.04
COMPUSOFT,36.20,
RHIM,,36.28
SCHNEIDER,161.07,155.98
NDL,9.18,9.18
NBCC,32.51,35.23
TBZ,7.40,7.40
VSSL,22.34,22.34
SWANCORP,35.55,35.55
SPECIALITY,33.64,29.92
CINELINE,24.76,20.05
SAMPANN,18.40,18.40
PROZONER,35.80,35.80
THEJO,42.39,41.00
MAYURUNIQ,15.75,15.75
ROSSELLIND,18.42,18.09
DUCON,10.79,10.79
TVSHLTD,7.56,7.50
ZUARI,0.95,4.79
VETO,9.37,9.37
CARERATING,28.18,28.18
