Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
05 AUG 2026,20MICRONS,EQ,20 MICRONS LTD           ,Listed    ,05 AUG 2026,               5.00,          35286502,            194.85,     6875574914.70 
05 AUG 2026,21STCENMGM,EQ,21ST CENTURY MGMT SERVICE,Listed    ,05 AUG 2026,              10.00,          10500000,             42.60,      447300000.00
05 AUG 2026,360ONE,EQ,360 ONE WAM LIMITED      ,Listed    ,05 AUG 2026,               1.00,         406486596,           1192.00,   484532022432.00    
05 AUG 2026,3BBLACKBIO,EQ,3B BLACKBIO DX LTD.      ,Permitted ,05 AUG 2026,              10.00,           8582670,           1204.00,    10333534680.00
05 AUG 2026,3IINFOLTD,EQ,3I INFOTECH LIMITED      ,Listed    ,05 AUG 2026,              10.00,         207403767,             25.10,     5203760514.05 
05 AUG 2026,3MINDIA,EQ,3M INDIA LIMITED         ,Listed    ,05 AUG 2026,              10.00,          11265070,          35805.00,   403345831350.00   
05 AUG 2026,3PLAND,EQ,3P LAND HOLDINGS LIMITED ,Listed    ,05 AUG 2026,               2.00,          18000000,             31.75,      571680000.00    
05 AUG 2026,5PAISA,EQ,5PAISA CAPITAL LIMITED   ,Listed    ,05 AUG 2026,              10.00,          46882257,            367.20,    17215164770.40    
05 AUG 2026,63MOONS,EQ,63 MOONS TECHNOLOGIES LTD,Listed    ,05 AUG 2026,               2.00,          46078537,            862.95,    39763473504.15   
05 AUG 2026,A2ZINFRA,EQ,A2Z INFRA ENGINEERING LTD,Listed    ,05 AUG 2026,              10.00,         177522358,             16.65,     2952196813.55  
05 AUG 2026,AAATECH,EQ,AAA TECHNOLOGIES LIMITED ,Listed    ,05 AUG 2026,              10.00,          12826800,             91.35,     1171471644.00   
05 AUG 2026,AADHARHFC,EQ,AADHAR HOUSING FINANCE L ,Listed    ,05 AUG 2026,              10.00,         437298899,            505.20,   220923403774.80 
05 AUG 2026,AAKAAR,SM,AAKAAR MEDICAL TECHNO LTD,Listed    ,04 AUG 2026,              10.00,          14172816,             67.00,      949578672.00    
05 AUG 2026,AAKASH,EQ,AAKASH EXPLORATION SER L ,Listed    ,05 AUG 2026,               1.00,         101250000,              9.00,      911250000.00    
05 AUG 2026,AARADHYA,SM,AARADHYA DISPOSAL INDUS L,Listed    ,04 AUG 2026,              10.00,          14138000,             73.50,     1039143000.00  
05 AUG 2026,AAREYDRUGS,BE,AAREY DRUGS & PHARM LTD  ,Listed    ,05 AUG 2026,              10.00,          28354303,             84.30,     2390551285.95
05 AUG 2026,AARNAV,EQ,AARNAV FASHIONS LIMITED  ,Listed    ,05 AUG 2026,              10.00,          42238628,             30.45,     1285743836.30    
05 AUG 2026,AARON,EQ,AARON INDUSTRIES LIMITED ,Listed    ,05 AUG 2026,              10.00,          20946478,            134.90,     2825889347.00     
05 AUG 2026,AARTECH,BE,AARTECH SOLONICS LIMITED ,Listed    ,05 AUG 2026,               5.00,          31770375,             47.40,     1505280367.50   
05 AUG 2026,AARTIDRUGS,EQ,AARTI DRUGS LTD.         ,Listed    ,05 AUG 2026,              10.00,          91270000,            412.40,    37639748000.00
05 AUG 2026,AARTIIND,EQ,AARTI INDUSTRIES LTD     ,Listed    ,05 AUG 2026,               5.00,         362594491,            485.95,   176202792901.45  
05 AUG 2026,AARTIPHARM,EQ,AARTI PHARMALABS LIMITED ,Listed    ,05 AUG 2026,               5.00,          90657751,            683.00,    61919243933.00
05 AUG 2026,AARTISURF,EQ,AARTI SURFACTANTS LIMITED,Listed    ,05 AUG 2026,              10.00,           8464995,            541.15,     4580832044.25 
05 AUG 2026,AARVI,EQ,AARVI ENCON LIMITED      ,Listed    ,05 AUG 2026,              10.00,          14844100,            156.35,     2321023476.00     
05 AUG 2026,AASTHA,EQ,AASTHA SPINTEX LIMITED   ,Listed    ,05 AUG 2026,              10.00,          44142190,             92.10,     4064612855.20    
05 AUG 2026,AATMAJ,SM,AATMAJ HEALTHCARE LIMITED,Listed    ,05 AUG 2026,               5.00,          22600000,             19.95,      450870000.00    
05 AUG 2026,AAVAS,EQ,AAVAS FINANCIERS LIMITED ,Listed    ,05 AUG 2026,              10.00,          79287782,           1375.70,   109076201697.40     
05 AUG 2026,ABAN,BE,ABAN OFFSHORE LTD.       ,Listed    ,05 AUG 2026,               2.00,          58365323,             18.25,     1065167144.75      
05 AUG 2026,ABANSENT,BE,ABANS ENTERPRISES LTD.   ,Permitted ,05 AUG 2026,               2.00,          69748880,             25.80,     1800916081.60  
05 AUG 2026,ABB,EQ,ABB INDIA LIMITED        ,Listed    ,05 AUG 2026,               2.00,         211908375,           7690.50,  1629681357937.50       
05 AUG 2026,ABBOTINDIA,EQ,ABBOTT INDIA LIMITED     ,Permitted ,05 AUG 2026,              10.00,          21249302,          27785.00,   590411856070.00
05 AUG 2026,ABCAPITAL,EQ,ADITYA BIRLA CAPITAL LTD.,Listed    ,05 AUG 2026,              10.00,        2621853064,            424.70,  1113500996280.80 
05 AUG 2026,ABCOTS,EQ,A B COTSPIN INDIA LIMITED,Listed    ,05 AUG 2026,              10.00,          21963620,            199.55,     4382401098.60    
