,11-Sep-2026
The Nifty witnessed an intraday movement of about 216.7 points.The closing index was 0.34 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 115983.63
, Traded Quantity (in Lakhs), 53679.17
, Number of Trades, 40468467
, Total Market Capitalisation (Rs. Crores), 48109083.76

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23477.80,     23270.30,     23448.10,     23231.40,     23398.10,-79.70
,NIFTY50 EQL Wgt,     32182.20,     31897.65,     32075.65,     31834.05,     32008.75,-173.45
,NIFTY100 EQL Wgt,     34233.75,     33933.90,     34090.15,     33778.90,     34020.60,-213.15
,NIFTY100 LowVol30,     19504.30,     19342.75,     19493.45,     19325.05,     19438.55,-65.75
,NIFTY Alpha 50,     56713.25,     56310.50,     56411.60,     55656.70,     56315.40,-397.85
,NIFTY MIDCAP 150,     22904.25,     22769.75,     22869.80,     22569.05,     22847.85,-56.40
,NIFTY SMLCAP 50,     10005.85,      9941.50,      9959.40,      9859.30,      9948.20,-57.65
,NIFTY SMLCAP 250,     18433.40,     18332.05,     18356.20,     18160.80,     18339.90,-93.50
,NIFTY MIDSML 400,     21298.70,     21176.40,     21244.95,     20988.55,     21226.95,-71.75
,NIFTY200 QUALTY30,     19838.10,     19671.10,     19774.40,     19622.95,     19706.00,-132.10
,Nifty FinSrv25 50,     27615.85,     27317.10,     27665.40,     27189.25,     27625.90,10.05
,NIFTY AlphaLowVol,     26446.75,     26213.75,     26331.70,     26146.10,     26237.95,-208.80
,Nifty200Momentm30,     30907.60,     30662.40,     30720.40,     30319.75,     30694.00,-213.60
,Nifty100ESGSecLdr,      3935.00,      3899.95,      3929.05,      3891.35,      3920.35,-14.65
,NIFTY100 ESG,      4875.30,      4831.35,      4863.70,      4821.15,      4852.95,-22.35
,NIFTY M150 QLTY50,     23667.00,     23502.85,     23583.35,     23297.40,     23551.95,-115.05
,NIFTY INDIA MFG,     16115.70,     15979.25,     16011.20,     15847.60,     15967.45,-148.25
,Nifty200 Alpha 30,     26696.10,     26496.35,     26563.30,     26169.15,     26514.25,-181.85
,NiftyM150Momntm50,     63572.75,     63260.80,     63518.35,     62561.80,     63497.30,-75.45
,Nifty50 USD,      8523.05,      8523.05,      8523.05,      8342.80,      8482.05,-41.00
,Nifty IT,     28890.90,     28672.85,     29124.60,     28671.80,     28921.50,30.60
,Nifty Next 50,     72530.90,     71926.55,     72238.45,     71400.25,     72083.70,-447.20
,Nifty Bank,     56471.95,     55970.15,     56645.85,     55699.45,     56606.55,134.60
,NIFTY MIDCAP 100,     62357.35,     61988.20,     62264.00,     61374.45,     62197.20,-160.15
,Nifty 500,     22952.35,     22774.05,     22894.55,     22672.85,     22866.50,-85.85
,Nifty 100,     24643.05,     24427.60,     24592.00,     24368.35,     24546.55,-96.50
,Nifty Midcap 50,     17928.70,     17827.70,     17955.50,     17655.15,     17929.75,1.05
,Nifty Realty,       872.05,       863.80,       863.90,       832.80,       848.50,-23.55
,Nifty Infra,      9133.45,      9076.35,      9108.05,      9042.90,      9077.15,-56.30
,Nifty Energy,     38223.40,     38088.55,     38088.55,     37875.40,     37935.20,-288.20
,Nifty FMCG,     45185.60,     44909.30,     45276.70,     44825.60,     45053.75,-131.85
