,10-Aug-2026
The Nifty witnessed an intraday movement of about 109.85 points.The closing index was 0.05 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 121345.68
, Traded Quantity (in Lakhs), 45979.79
, Number of Trades, 37706428
, Total Market Capitalisation (Rs. Crores), 49312471.26

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24570.65,     24581.25,     24620.95,     24511.10,     24583.80,13.15
,NIFTY50 EQL Wgt,     33696.45,     33703.25,     33780.85,     33630.05,     33724.80,28.35
,NIFTY100 EQL Wgt,     35604.85,     35632.15,     35679.20,     35525.40,     35629.70,24.85
,NIFTY100 LowVol30,     20691.55,     20691.95,     20755.45,     20655.20,     20694.50,2.95
,NIFTY Alpha 50,     56016.95,     56213.35,     56503.45,     56034.80,     56242.35,225.40
,NIFTY MIDCAP 150,     23362.90,     23419.10,     23514.15,     23336.60,     23470.90,108.00
,NIFTY SMLCAP 50,      9955.90,      9941.55,      9983.75,      9913.20,      9925.30,-30.60
,NIFTY SMLCAP 250,     18356.55,     18355.70,     18426.05,     18319.25,     18345.55,-11.00
,NIFTY MIDSML 400,     21546.15,     21579.85,     21664.45,     21515.40,     21607.10,60.95
,NIFTY200 QUALTY30,     21020.40,     21044.05,     21083.35,     20994.55,     21051.45,31.05
,Nifty FinSrv25 50,     28901.80,     28936.90,     28967.40,     28761.50,     28932.35,30.55
,NIFTY AlphaLowVol,     27657.45,     27674.05,     27713.45,     27589.85,     27692.80,35.35
,Nifty200Momentm30,     31040.20,     31175.50,     31418.10,     31025.20,     31304.35,264.15
,Nifty100ESGSecLdr,      4129.00,      4129.85,      4139.45,      4120.50,      4136.65,7.65
,NIFTY100 ESG,      5132.10,      5137.00,      5141.30,      5120.45,      5134.85,2.75
,NIFTY M150 QLTY50,     24834.25,     24916.90,     25013.40,     24866.55,     25002.75,168.50
,NIFTY INDIA MFG,     16662.45,     16680.00,     16701.80,     16626.55,     16655.50,-6.95
,Nifty200 Alpha 30,     26602.15,     26736.65,     26980.65,     26611.45,     26854.10,251.95
,NiftyM150Momntm50,     63798.35,     64056.70,     64427.35,     63867.20,     64170.90,372.55
,Nifty50 USD,      8942.05,      8942.05,      9016.55,      8918.10,      8938.95,-3.10
,Nifty IT,     31547.70,     31611.55,     31955.00,     31546.40,     31631.45,83.75
,Nifty Next 50,     74697.55,     74777.15,     74837.75,     74532.05,     74766.85,69.30
,Nifty Bank,     57746.45,     57812.30,     58015.85,     57527.75,     57686.95,-59.50
,NIFTY MIDCAP 100,     63463.55,     63628.50,     63986.70,     63397.05,     63855.70,392.15
,Nifty 500,     23712.10,     23732.75,     23777.40,     23667.40,     23743.20,31.10
,Nifty 100,     25712.70,     25726.80,     25761.00,     25653.30,     25728.30,15.60
,Nifty Midcap 50,     18172.60,     18208.95,     18336.75,     18155.75,     18298.90,126.30
,Nifty Realty,       885.95,       887.35,       903.20,       881.05,       897.95,12.00
,Nifty Infra,      9504.15,      9498.45,      9501.15,      9447.80,      9465.85,-38.30
,Nifty Energy,     38749.85,     38844.80,     38847.85,     38579.35,     38748.15,-1.70
,Nifty FMCG,     49435.20,     49421.75,     49558.30,     49188.30,     49363.60,-71.60
,Nifty MNC,     33707.10,     33841.05,     33949.55,     33745.05,     33875.30,168.20
,Nifty Pharma,     26541.80,     26588.25,     26770.85,     26401.30,     26479.55,-62.25
,Nifty PSE,      9922.35,      9921.00,      9922.65,      9824.40,      9850.75,-71.60
,Nifty PSU Bank,      8786.20,      8818.10,      8856.80,      8621.45,      8639.80,-146.40
,Nifty Serv Sector,     31265.20,     31299.70,     31363.70,     31177.05,     31310.15,44.95
,Nifty Auto,     29647.90,     29696.15,     29865.50,     29576.10,     29620.05,-27.85
,Nifty Metal,     13189.85,     13220.45,     13296.45,     13158.30,     13226.70,36.85
,Nifty Media,      1554.95,      1565.95,      1567.65,      1548.10,      1559.45,4.50
,NIFTY SMLCAP 100,     19867.80,     19840.70,     19931.10,     19793.25,     19813.95,-53.85
,Nifty 200,     14231.10,     14244.75,     14272.35,     14203.75,     14255.60,24.50
,Nifty Div Opps 50,      6062.75,      6073.15,      6076.85,      6018.95,      6032.50,-30.25
,Nifty Commodities,      9991.65,      9996.75,     10022.70,      9957.25,     10011.40,19.75
,Nifty Consumption,     12197.35,     12196.50,     12251.15,     12173.55,     12229.45,32.10
,Nifty Fin Service,     26466.00,     26489.15,     26555.40,     26349.60,     26545.30,79.30
,Nifty50 Div Point,       187.24,       187.67,       187.67,       187.67,       187.67,0.43
,Nifty100 Liq 15,      7724.15,      7724.80,      7733.30,      7677.55,      7710.80,-13.35
,Nifty CPSE,      6484.65,      6489.55,      6490.80,      6454.25,      6473.10,-11.55
,Nifty GrowSect 15,     11824.25,     11831.95,     11906.60,     11822.00,     11856.90,32.65
,Nifty50 PR 2x Lev,     12417.80,     12423.40,     12463.15,     12352.70,     12425.95,8.15
,Nifty50 PR 1x Inv,       215.90,       215.90,       216.55,       215.55,       215.90,0.00
,Nifty50 TR 2x Lev,     18917.50,     18926.70,     18987.20,     18818.95,     18930.55,13.05
,Nifty50 TR 1x Inv,       175.25,       175.20,       175.70,       174.95,       175.20,-0.05
,Nifty50 Value 20,     12130.60,     12148.00,     12163.85,     12083.20,     12103.75,-26.85
,Nifty Mid Liq 15,     17015.85,     17053.60,     17327.40,     17034.55,     17272.70,256.85
,Nifty Pvt Bank,     27392.35,     27374.80,     27554.45,     27329.85,     27534.30,141.95
,NIFTY100 Qualty30,      5787.70,      5790.35,      5805.45,      5781.80,      5796.75,9.05
,Nifty GS 8 13Yr,      3063.84,      3064.40,      3065.50,      3063.75,      3065.05,1.21
,Nifty GS 10Yr,      2684.74,      2685.24,      2686.72,      2684.04,      2685.94,1.20
,Nifty GS 10Yr Cln,       879.24,       879.24,       879.73,       878.84,       879.47,0.23
,Nifty GS 4 8Yr,      3348.48,      3349.07,      3350.39,      3348.30,      3349.53,1.05
,Nifty GS 11 15Yr,      3389.19,      3389.83,      3393.86,      3387.70,      3393.86,4.67
,Nifty GS 15YrPlus,      3577.84,      3578.56,      3589.77,      3578.56,      3588.81,10.97
,Nifty GS Compsite,      3155.44,      3156.03,      3158.67,      3155.24,      3158.67,3.23
,NIFTY HEALTHCARE,     16708.90,     16733.70,     16824.70,     16606.00,     16650.95,-57.95
,NIFTY CONSR DURBL,     40089.90,     40060.15,     40454.80,     39883.15,     40240.95,151.05
,NIFTY OIL AND GAS,     11312.20,     11313.60,     11318.00,     11226.80,     11270.45,-41.75
,NIFTY500 MULTICAP,     16793.00,     16807.50,     16847.15,     16762.50,     16814.90,21.90
,NIFTY LARGEMID250,     16952.90,     16977.95,     17020.95,     16925.75,     16997.20,44.30
,NIFTY MID SELECT,     14875.00,     14911.25,     15022.30,     14865.30,     14960.60,85.60
,NIFTY TOTAL MKT,     13385.85,     13398.70,     13423.60,     13360.90,     13402.30,16.45
,NIFTY MICROCAP250,     26056.00,     26131.45,     26186.55,     26013.40,     26042.75,-13.25
,NIFTY IND DIGITAL,      8682.65,      8700.70,      8790.00,      8688.75,      8732.60,49.95
,Nifty Tata 25 Cap,     14801.90,     14809.20,     14998.30,     14774.65,     14900.25,98.35
,Nifty MidSml Hlth,     52646.45,     52787.15,     53040.55,     52213.35,     52398.55,-247.90
,Nifty Multi Mfg,     17138.25,     17152.15,     17180.30,     17061.10,     17090.40,-47.85
,Nifty Multi Infra,     14791.80,     14802.10,     14828.10,     14746.40,     14767.00,-24.80
,BHARATBOND-APR30,      1613.27,      1613.60,      1613.60,      1613.42,      1613.55,0.28
,BHARATBOND-APR31,      1466.79,      1467.07,      1467.07,      1467.07,      1467.07,0.28
,BHARATBOND-APR32,      1334.22,      1334.48,      1334.48,      1334.48,      1334.48,0.26
,BHARATBOND-APR33,      1292.71,      1292.96,      1292.96,      1292.96,      1292.96,0.25
,Nifty Ind Defence,      9732.15,      9745.75,      9783.85,      9597.05,      9635.65,-96.50
,Nifty Ind Tourism,      8162.85,      8170.00,      8173.00,      8102.45,      8131.45,-31.40
,Nifty Capital Mkt,      5204.50,      5203.45,      5314.35,      5170.10,      5295.50,91.00
,Nifty500Momentm50,     54545.15,     54760.00,     55144.35,     54498.25,     54941.35,396.20
,NiftyMS400 MQ 100,     51830.60,     52015.50,     52203.90,     51857.15,     52070.30,239.70
,NiftySml250MQ 100,     48293.35,     48332.40,     48501.65,     48155.85,     48308.05,14.70
,Nifty Top 10 EW,      8765.40,      8759.70,      8779.90,      8737.60,      8761.20,-4.20
,Nifty AQL 30,     23331.70,     23348.45,     23437.05,     23281.55,     23360.05,28.35
,Nifty AQLV 30,     20781.25,     20796.80,     20836.50,     20612.55,     20682.65,-98.60
,Nifty EV,      3394.70,      3400.35,      3416.05,      3387.75,      3392.55,-2.15
,Nifty HighBeta 50,      4510.10,      4505.50,      4536.65,      4491.75,      4517.45,7.35
,Nifty New Consump,     12128.85,     12138.55,     12229.05,     12111.15,     12195.50,66.65
,Nifty Corp MAATR,     40108.90,     40108.30,     40240.40,     39960.85,     40159.45,50.55
,Nifty Low Vol 50,     25206.55,     25214.60,     25269.80,     25155.10,     25232.00,25.45
,Nifty Mobility,     23996.30,     24008.55,     24102.20,     23879.95,     23911.75,-84.55
,Nifty Qlty LV 30,     17019.45,     17018.20,     17098.10,     16977.70,     17027.15,7.70
,Nifty Sml250 Q50,     25671.10,     25719.15,     25841.30,     25629.20,     25704.40,33.30
,Nifty Top 15 EW,     10037.00,     10041.10,     10055.60,     10006.20,     10036.75,-0.25
,Nifty100 Alpha 30,     18588.55,     18631.75,     18669.20,     18545.00,     18644.45,55.90
,Nifty100 Enh ESG,      5166.65,      5171.50,      5175.80,      5154.75,      5169.25,2.60
,Nifty200 Value 30,     15358.45,     15364.60,     15372.35,     15167.40,     15207.20,-151.25
,Nifty500 EW,     15181.25,     15193.95,     15237.00,     15144.70,     15187.40,6.15
,Nifty Multi MQ 50,     41377.20,     41535.45,     41874.80,     41383.75,     41802.70,425.50
,Nifty500 Value 50,     16450.05,     16460.35,     16465.15,     16296.20,     16330.95,-119.10
,Nifty Top 20 EW,      9049.80,      9053.50,      9077.15,      9031.10,      9054.10,4.30
,Nifty CoreHousing,     16016.85,     16007.65,     16152.95,     15945.60,     16085.90,69.05
,Nifty FinSerExBnk,     32415.00,     32405.50,     32841.45,     32269.85,     32819.75,404.75
,Nifty Housing,     12060.45,     12066.00,     12111.55,     12033.45,     12099.50,39.05
,Nifty IPO,      2329.70,      2335.55,      2340.50,      2326.75,      2331.10,1.40
,Nifty MS Fin Serv,     22294.60,     22296.15,     22649.60,     22207.70,     22645.40,350.80
,Nifty MS Ind Cons,     19014.40,     19074.45,     19133.20,     19007.25,     19056.05,41.65
,Nifty MS IT Telcm,      9853.45,      9885.70,      9981.05,      9867.80,      9897.00,43.55
,Nifty NonCyc Cons,     15647.30,     15644.50,     15705.15,     15607.80,     15665.95,18.65
,Nifty Rural,     15884.60,     15896.80,     15904.60,     15836.35,     15879.70,-4.90
,Nifty Shariah 25,      8225.80,      8234.00,      8254.75,      8205.20,      8224.45,-1.35
,Nifty Trans Logis,     26871.95,     26882.60,     27025.05,     26776.75,     26807.10,-64.85
,Nifty50 Shariah,      4435.10,      4439.50,      4453.95,      4427.45,      4435.50,0.40
,Nifty500 LMS Eql,     18760.80,     18778.90,     18831.80,     18728.40,     18789.55,28.75
,Nifty500 Shariah,      7162.05,      7176.95,      7193.35,      7157.75,      7169.85,7.80
,Nifty500 Qlty50,     20025.95,     20055.80,     20131.00,     19965.75,     20107.40,81.45
,Nifty500 LowVol50,     22813.65,     22824.10,     22849.40,     22698.75,     22748.20,-65.45
,Nifty500 MQVLv50,     31604.20,     31620.80,     31629.05,     31314.15,     31385.70,-218.50
