,21-Jul-2026
The Nifty witnessed an intraday movement of about 126.55 points.The closing index was 0.21 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 113350.33
, Traded Quantity (in Lakhs), 42929.45
, Number of Trades, 35355780
, Total Market Capitalisation (Rs. Crores), 48343129.98

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24238.50,     24216.05,     24262.20,     24135.65,     24187.70,-50.80
,NIFTY50 EQL Wgt,     32917.15,     32921.90,     32987.85,     32829.20,     32956.40,39.25
,NIFTY100 EQL Wgt,     34678.65,     34699.00,     34779.40,     34595.75,     34760.30,81.65
,NIFTY100 LowVol30,     20192.25,     20198.30,     20222.85,     20134.75,     20205.30,13.05
,NIFTY Alpha 50,     54029.65,     54143.75,     54511.30,     54046.05,     54429.20,399.55
,NIFTY MIDCAP 150,     23086.00,     23112.75,     23183.45,     23077.65,     23170.50,84.50
,NIFTY SMLCAP 50,      9611.00,      9640.15,      9677.80,      9622.05,      9659.15,48.15
,NIFTY SMLCAP 250,     18023.90,     18067.35,     18116.85,     18042.10,     18101.00,77.10
,NIFTY MIDSML 400,     21244.30,     21277.95,     21337.05,     21251.45,     21326.50,82.20
,NIFTY200 QUALTY30,     20243.45,     20256.05,     20305.55,     20149.25,     20229.35,-14.10
,Nifty FinSrv25 50,     29010.80,     28985.60,     29057.80,     28931.80,     28965.55,-45.25
,NIFTY AlphaLowVol,     27000.75,     27042.35,     27174.00,     26983.50,     27143.95,143.20
,Nifty200Momentm30,     30526.70,     30565.55,     30775.90,     30511.90,     30717.40,190.70
,Nifty100ESGSecLdr,      4083.05,      4080.60,      4087.65,      4066.80,      4079.85,-3.20
,NIFTY100 ESG,      4992.55,      4990.40,      5002.55,      4975.15,      4996.05,3.50
,NIFTY M150 QLTY50,     24186.85,     24211.25,     24233.55,     24134.65,     24197.55,10.70
,NIFTY INDIA MFG,     15999.00,     16010.20,     16092.50,     15955.70,     16073.50,74.50
,Nifty200 Alpha 30,     26059.05,     26089.80,     26280.50,     26026.55,     26207.60,148.55
