SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,80.52,86.88
WHEELS,20.62,20.62
RIIL,94.76,94.76
PREMIERPOL,21.65,21.65
RAYMOND,0.78,0.75
RSWM,15.88,14.13
SHREDIGCEM,59.32,59.32
SESHAPAPER,14.84,14.84
SMLMAH,52.48,52.48
SUNDRMFAST,37.16,36.59
EXIDEIND,43.04,42.73
ELECON,42.82,40.69
CRISIL,37.63,37.63
LMW,101.67,97.08
NELCO,581.57,217.11
MASTEK,13.53,13.02
MAHSCOOTER,56.70,56.70
LUMAXIND,31.43,29.38
TRENT,91.30,90.33
KECL,71.05,45.70
CUMMINSIND,63.26,61.44
KCP,8.05,7.75
JAYBARMARU,11.48,11.11
INFY,15.59,15.14
INDIAGLYCO,26.35,26.29
IONEXCHANG,57.93,51.52
IFBIND,36.39,34.18
IGPL,18.97,18.97
HIMATSEIDE,16.14,16.14
GNFC,7.69,7.69
GFLLIMITED,12.68,12.68
BPCL,8.20,9.06
BHARATFORG,96.99,88.76
BASF,27.77,27.77
FORCEMOT,19.46,22.13
ATUL,24.67,24.72
ARVIND,33.53,32.66
ACC,13.56,13.62
TMPV,1.54,1.46
SCI,8.88,8.88
MRPL,9.36,10.65
LINDEINDIA,111.12,111.12
HINDPETRO,50.29,50.29
ESCORTS,24.93,24.21
RELINFRA,0.62,0.82
BAJAJHLDNG,14.09,14.09
ASHOKLEY,28.02,26.17
ZUARIIND,7.38,6.78
VOLTAS,114.02,108.27
TITAN,87.45,86.16
TATASTEEL,20.98,19.51
SUNDARMFIN,23.26,22.67
SPIC,6.57,6.57
VEDL,3.77,3.57
SBIN,12.02,12.36
RELIANCE,20.34,20.34
PFIZER,30.49,29.15
NOCIL,43.12,40.98
BOSCHLTD,44.67,53.24
DRREDDY,30.70,30.70
BATAINDIA,69.73,100.42
DEEPAKFERT,19.98,19.98
CHAMBLFERT,9.55,9.55
CARBORUNIV,121.37,46.01
MAHSEAMLES,11.16,11.09
HINDOILEXP,33.19,68.33
DICIND,25.24,22.87
COROMANDEL,34.56,33.77
BALMLAWRIE,11.75,11.75
VINDHYATEL,12.31,12.31
MOTOGENFIN,0.68,
MARALOVER,10.25,9.98
ASIANPAINT,54.63,53.39
RAMCOCEM,31.69,120.16
INDIACEM,131.70,84.85
PGHL,28.22,30.27
BEML,101.64,101.64
ADOR,22.76,22.39
CENTENKA,8.95,8.86
TORNTPHARM,87.44,84.49
VTL,20.27,20.27
SUNDROP,89.66,89.66
FEDERALBNK,18.66,18.66
EPL,18.62,17.56
VLSFINANCE,37.72,37.72
SUPREMEIND,42.78,42.78
SRF,35.99,34.97
BIRLACABLE,16.07,16.07
BALRAMCHIN,35.16,35.16
AEGISLOG,33.29,33.29
WEIZMANIND,20.95,20.95
UNICHEMLAB,13.85,70.01
BBOX,60.56,47.79
HONAUT,61.47,60.57
JTEKTINDIA,50.93,48.06
SAURASHCEM,114.65,51.15
RANEHOLDIN,18.39,21.31
PRECOT,28.54,28.54
TATAELXSI,35.35,32.83
SUNPHARMA,38.63,36.99
KOHINOOR,1.06,
SHREYANIND,30.26,30.26
SANDESH,8.38,8.24
HCC,34.03,39.28
BAJAJHIND,33.22,29.93
APOLLOHOSP,64.44,63.96
ARE&M,18.95,24.11
ADANIENT,54.51,104.82
IVP,5.27,5.21
BALKRISIND,33.91,33.91
INDBANK,19.45,19.45
GINNIFILA,10.85,10.85
EICHERMOT,37.89,37.61
GVT&D,85.67,82.81
NEULANDLAB,55.53,55.53
ONGC,6.68,6.64
ITI,94.46,
ZENSARTECH,14.67,14.32
TAINWALCHM,24.14,24.04
BERGEPAINT,51.47,51.00
BANARISUG,29.76,29.76
KPIL,21.44,21.88
JYOTISTRUC,21.73,21.73
IGARASHI,94.75,94.75
BSL,53.67,53.67
BLUEDART,42.26,37.42
JAYNECOIND,15.94,15.66
MUNJALSHOW,21.54,20.20
APCOTEXIND,19.96,20.02
SOTL,12.95,12.95
HSCL,47.75,47.75
RCF,16.53,17.98
RANASUG,8.15,
KARURVYSYA,11.89,11.89
DECCANCE,28.34,52.69
WSI,205.36,238.59
UFLEX,11.02,10.71
TATAPOWER,23.02,22.83
ADVANIHOTR,19.67,19.11
THOMASCOOK,23.70,23.14
SUNFLAG,34.64,33.51
SUBROS,32.56,31.50
SPMLINFRA,21.94,21.94
SIMPLEXINF,46.45,47.26
SIEMENS,75.60,75.60
BHARATRAS,16.07,14.62
WIPRO,13.88,13.88
VSTIND,13.39,13.39
JUBLPHARMA,37.12,33.43
UNIVCABLES,27.78,27.78
TATACOMM,52.82,47.97
TOKYOPLAST,223.85,223.85
SOMANYCERA,27.91,26.95
MURUDCERA,17.35,17.35
IFCI,46.43,44.87
HLVLTD,100.20,61.28
SANOFI,23.85,22.53
M&M,20.92,20.70
LIBERTSHOE,40.24,40.73
KAJARIACER,33.72,31.97
KABRAEXTRU,3291.89,2231.24
HEIDELBERG,30.63,29.31
MODTHREAD,13.76,13.76
MODIRUBBER,474.15,474.15
MANGLMCEM,20.07,18.40
PRSMJOHNSN,190.07,
POLYPLEX,85.53,85.53
PIDILITIND,64.12,64.13
PCBL,49.37,52.21
3PLAND,25.45,25.45
EIHAHOTELS,21.54,21.10
HONDAPOWER,32.20,29.00
JINDALSAW,28.24,28.24
SAIL,17.09,15.22
RUBYMILLS,28.01,28.01
STYRENIX,14.69,14.62
ABB,54.86,54.86
IDBI,9.76,9.76
GRAPHITE,67.50,66.91
CANFINHOME,9.53,9.53
BRITANNIA,49.87,49.87
BBL,23.71,23.71
ELECTCAST,27.66,23.73
DHAMPURSUG,13.63,13.63
DCMSHRIRAM,10.98,11.59
DABUR,37.48,37.26
COSMOFIRST,13.72,13.28
CIPLA,35.56,33.31
HEROMOTOCO,20.24,19.90
HDFCBANK,14.32,14.12
HARRMALAYA,14.08,14.08
GMBREW,12.29,12.29
GIPCL,6.14,6.14
ITC,17.75,17.80
INDIANHUME,14.48,22.23
HINDCOMPOS,19.18,18.34
IOC,5.64,5.64
OSWALGREEN,,15.70
HUHTAMAKI,16.05,16.05
RICOAUTO,39.33,34.88
KAMATHOTEL,13.16,17.99
IFBAGRO,15.20,15.20
BANCOINDIA,20.25,20.80
MANINDS,24.30,24.30
APOLLOTYRE,16.72,15.15
SIYSIL,12.01,12.01
SHANTIGEAR,49.07,46.52
PRECWIRE,49.33,49.33
ONWARDTEC,14.49,13.76
NILKAMAL,21.19,19.71
NCC,12.06,11.65
ICIL,66.55,66.55
SEAMECLTD,15.00,15.00
ELGIEQUIP,43.41,42.36
AUROPHARMA,24.64,24.18
BBTC,4.18,4.32
EIHOTEL,27.49,26.91
KANORICHEM,5.83,5.83
LICHSGFIN,4.84,4.84
GICHSGFIN,5.20,5.20
BEPL,15.24,15.24
RAIN,12.26,12.26
BANARBEADS,39.99,39.99
MOREPENLAB,30.97,37.09
WSTCSTPAPR,25.21,25.21
VENKEYS,16.38,16.38
GHCL,7.77,8.43
S&SPOWER,37.79,37.79
PRUDMOULI,5.73,5.73
PRAJIND,246.39,64.74
BPL,,270.89
PGHH,34.83,34.83
VESUVIUS,37.75,37.75
TFCILTD,33.29,33.29
BOMDYEING,92.43,89.78
GTL,0.20,
NAVNETEDUL,9.00,51.20
GUJALKALI,75.36,75.36
AGI,12.69,12.56
GLAXO,40.91,41.51
TATACONSUM,65.69,65.12
ZEEL,32.77,31.95
CHOLAFIN,28.76,28.76
INDHOTEL,45.38,49.89
FMGOETZE,15.18,14.28
KOTAKBANK,19.31,19.57
ORIENTHOT,34.53,34.19
GILLETTE,37.53,37.53
GOLDENTOBC,6.12,6.94
KANSAINER,29.00,26.96
FOSECOIND,47.03,41.41
