,07-Aug-2026
The Nifty witnessed an intraday movement of about 107.65 points.The closing index was 0.27 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 118540.80
, Traded Quantity (in Lakhs), 41659.46
, Number of Trades, 35977003
, Total Market Capitalisation (Rs. Crores), 49274441.50

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24636.00,     24538.90,     24630.40,     24522.75,     24570.65,-65.35
,NIFTY50 EQL Wgt,     33756.40,     33639.65,     33767.20,     33596.00,     33696.45,-59.95
,NIFTY100 EQL Wgt,     35587.50,     35529.05,     35664.75,     35508.45,     35604.85,17.35
,NIFTY100 LowVol30,     20712.00,     20660.65,     20758.30,     20649.05,     20691.55,-20.45
,NIFTY Alpha 50,     55859.05,     55769.30,     56147.30,     55654.90,     56016.95,157.90
,NIFTY MIDCAP 150,     23310.55,     23285.05,     23402.65,     23262.70,     23362.90,52.35
,NIFTY SMLCAP 50,      9945.05,      9937.00,      9965.35,      9909.50,      9955.90,10.85
,NIFTY SMLCAP 250,     18358.65,     18323.50,     18404.45,     18301.70,     18356.55,-2.10
,NIFTY MIDSML 400,     21515.30,     21485.70,     21579.25,     21465.20,     21546.15,30.85
,NIFTY200 QUALTY30,     20874.45,     20865.45,     21065.95,     20864.80,     21020.40,145.95
,Nifty FinSrv25 50,     29321.40,     29168.90,     29187.30,     28887.75,     28901.80,-419.60
,NIFTY AlphaLowVol,     27622.50,     27571.10,     27668.80,     27555.05,     27657.45,34.95
,Nifty200Momentm30,     30917.00,     30882.15,     31086.65,     30835.90,     31040.20,123.20
,Nifty100ESGSecLdr,      4143.60,      4127.85,      4142.55,      4120.35,      4129.00,-14.60
,NIFTY100 ESG,      5143.55,      5124.85,      5151.80,      5121.65,      5132.10,-11.45
,NIFTY M150 QLTY50,     24764.95,     24720.35,     24894.00,     24719.95,     24834.25,69.30
,NIFTY INDIA MFG,     16587.60,     16553.65,     16662.85,     16551.65,     16662.45,74.85
,Nifty200 Alpha 30,     26554.85,     26529.05,     26660.40,     26456.75,     26602.15,47.30
,NiftyM150Momntm50,     63600.35,     63564.20,     63914.00,     63433.25,     63798.35,198.00
,Nifty50 USD,      8964.40,      8964.40,      8964.40,      8897.40,      8942.10,-22.30
,Nifty IT,     31106.20,     31067.05,     31799.15,     31047.45,     31547.70,441.50
,Nifty Next 50,     74526.75,     74490.30,     74848.65,     74442.40,     74697.55,170.80
,Nifty Bank,     58063.65,     57882.00,     57994.45,     57686.55,     57746.45,-317.20
,NIFTY MIDCAP 100,     63326.80,     63254.90,     63596.65,     63181.50,     63463.55,136.75
,Nifty 500,     23729.45,     23665.60,     23754.50,     23657.10,     23712.10,-17.35
,Nifty 100,     25757.40,     25672.40,     25771.20,     25664.25,     25712.70,-44.70
,Nifty Midcap 50,     18125.25,     18100.85,     18225.60,     18083.45,     18172.60,47.35
,Nifty Realty,       886.85,       884.20,       893.20,       883.85,       885.95,-0.90
,Nifty Infra,      9453.30,      9425.45,      9504.15,      9425.45,      9504.15,50.85
,Nifty Energy,     38683.25,     38676.70,     38902.00,     38611.45,     38749.85,66.60
,Nifty FMCG,     49369.85,     49325.20,     49628.85,     49217.55,     49435.20,65.35
,Nifty MNC,     33503.80,     33480.15,     33725.90,     33478.95,     33707.10,203.30
,Nifty Pharma,     26564.80,     26515.70,     26575.25,     26404.50,     26541.80,-23.00
,Nifty PSE,      9937.40,      9924.30,      9964.70,      9886.15,      9922.35,-15.05
,Nifty PSU Bank,      8729.25,      8702.60,      8869.80,      8672.20,      8786.20,56.95
,Nifty Serv Sector,     31474.20,     31336.45,     31468.70,     31236.80,     31265.20,-209.00
,Nifty Auto,     29113.40,     29012.45,     29647.90,     29011.30,     29647.90,534.50
,Nifty Metal,     13124.60,     13099.05,     13191.85,     13064.75,     13189.85,65.25
,Nifty Media,      1555.00,      1550.10,      1565.70,      1545.60,      1554.95,-0.05
,NIFTY SMLCAP 100,     19878.25,     19848.55,     19927.90,     19804.30,     19867.80,-10.45
,Nifty 200,     14244.75,     14203.85,     14260.70,     14199.90,     14231.10,-13.65
,Nifty Div Opps 50,      6030.30,      6018.80,      6072.65,      6015.95,      6062.75,32.45
,Nifty Commodities,      9956.40,      9937.00,      9992.10,      9929.80,      9991.65,35.25
,Nifty Consumption,     12171.65,     12134.40,     12218.45,     12134.20,     12197.35,25.70
,Nifty Fin Service,     26863.50,     26703.25,     26709.10,     26450.15,     26466.00,-397.50
,Nifty50 Div Point,       182.42,       187.24,       187.24,       187.24,       187.24,4.82
,Nifty100 Liq 15,      7762.65,      7710.10,      7743.40,      7694.30,      7724.15,-38.50
,Nifty CPSE,      6482.90,      6481.75,      6510.85,      6461.45,      6484.65,1.75
,Nifty GrowSect 15,     11734.65,     11705.45,     11847.50,     11700.40,     11824.25,89.60
,Nifty50 PR 2x Lev,     12485.75,     12385.65,     12477.75,     12369.40,     12417.80,-67.95
,Nifty50 PR 1x Inv,       215.30,       216.20,       216.35,       215.40,       215.90,0.60
,Nifty50 TR 2x Lev,     19013.55,     18868.50,     19008.80,     18843.80,     18917.50,-96.05
,Nifty50 TR 1x Inv,       174.80,       175.45,       175.55,       174.80,       175.25,0.45
,Nifty50 Value 20,     12124.00,     12085.85,     12157.10,     12083.50,     12130.60,6.60
,Nifty Mid Liq 15,     16949.40,     16924.70,     17112.80,     16906.35,     17015.85,66.45
