SYMBOL,SYMBOL P/E,ADJUSTED P/E
KHAITANLTD,10.27,10.27
SWARAJENG,21.70,21.44
MRF,23.14,22.70
GARFIBRES,37.06,35.23
ANDHRSUGAR,12.98,11.62
TNPETRO,8.69,9.27
TTKPRESTIG,57.29,51.18
STARPAPER,7.17,7.17
SKFINDIA,27.53,25.33
AUSOMENT,12.16,12.16
EIMCOELECO,26.65,26.65
JAYAGROGN,13.51,13.51
CUBEXTUB,14.87,14.87
MARICO,61.49,61.49
SILINV,11.56,11.56
SAMBHAAV,2100.23,2100.23
BIOFILCHEM,19.17,19.17
KEYFINSERV,21.66,21.10
ZENITHEXPO,48.31,48.31
SUNDRMBRAK,120.47,106.74
SANGAMIND,25.33,24.14
MOTHERSON,44.89,41.90
SOMATEX,33.48,88.62
VISAKAIND,8.33,18.76
AARTIDRUGS,19.24,19.24
STERTOOLS,29.97,50.74
CREST,21.83,21.83
INDIANCARD,35.87,28.69
HITECHGEAR,51.82,51.82
WENDT,97.96,97.96
DENORA,51.06,51.06
TVSSRICHAK,42.81,46.94
SHRIRAMFIN,21.63,21.63
PUNJABCHEM,22.16,21.61
DYNAMATECH,220.99,155.06
GUJAPOLLO,90.35,90.35
GANESHHOU,25.78,25.78
MMFL,27.54,27.53
JAGSNPHARM,35.09,33.88
ALKYLAMINE,51.75,51.75
BOSCH-HCIL,,230.37
MPHASIS,23.31,23.00
SKIL,1.64,1.64
GUJRAFFIA,20.13,20.13
RUCHINFRA,14.03,14.03
RAMCOIND,21.57,22.57
KOTHARIPET,11.05,11.02
HERITGFOOD,22.57,24.00
INDRAMEDCO,18.40,18.40
BANKBARODA,7.13,5.80
MADRASFERT,13.33,12.26
GAIL,18.85,18.85
INDNIPPON,24.40,27.27
SKMEGGPROD,16.28,16.28
BANKINDIA,5.48,5.48
CONCOR,31.63,31.63
ICICIBANK,17.44,17.44
KCPSUGIND,32.68,32.68
HUDCO,9.51,9.51
INDSWFTLAB,50.49,42.85
SAREGAMA,48.25,46.87
FDC,24.13,22.88
ENGINERSIN,19.75,19.75
ADROITINFO,15.10,15.10
JAICORPLTD,10.63,10.56
ANTGRAPHIC,9.36,9.36
GMDCLTD,18.67,30.99
MAHAPEXLTD,49.58,91.41
INDUSINDBK,59.32,59.32
ASAHIINDIA,64.88,62.91
TRIGYN,73.12,47.88
J&KBANK,8.26,8.26
KOTHARIPRO,122.33,
CUB,16.54,16.54
SOUTHBANK,8.30,8.30
ASTRAZEN,108.89,106.82
CEMPRO,39.83,39.83
AXISBANK,13.69,13.69
CYIENT,21.62,20.04
SONATSOFTW,17.71,16.22
NOIDATOLL,3.04,3.04
CYBERTECH,13.25,13.25
KOKUYOCMLN,34.74,34.74
DHANBANK,13.60,13.60
SANGHVIMOV,21.14,20.40
STCINDIA,1.09,13.10
MANUGRAPH,8.04,10.38
VIPCLOTHNG,20.06,20.06
NATIONALUM,10.72,10.72
IVC,55.38,55.38
JINDALSTEL,39.91,27.30
ALEMBICLTD,18.38,18.38
ICDSLTD,47.03,47.03
BSOFT,15.83,15.14
HCLTECH,20.17,19.37
ACCELYA,17.52,16.59
STAR,16.75,16.08
ZYDUSLIFE,21.99,20.49
GLENMARK,45.50,24.01
RAJESHEXPO,23.22,23.22
CINEVISTA,14.43,14.43
SHREERAMA,21.45,21.45
WOCKPHARMA,152.30,105.51
NRBBEARING,27.90,27.18
IOB,11.41,11.41
RAMCOSYS,58.02,20.74
GVPIL,17.85,16.37
BIL,32.81,32.81
KTKBANK,8.24,8.24
MAHLIFE,111.10,165.79
MUKTAARTS,,44.65
BLBLIMITED,2.56,2.56
AJANTPHARM,40.06,40.06
BLUESTARCO,64.14,61.16
CALSOFT,5.21,5.21
TVSMOTOR,50.52,50.06
PNBGILTS,15.04,15.36
PNC,,5.71
TAJGVK,5.60,17.18
NLCINDIA,10.98,10.98
CHENNPETRO,4.24,4.24
TTML,205.65,
KRBL,12.38,12.38
HAVELLS,48.48,47.50
GAEL,23.71,23.47
USHAMART,29.80,29.04
AXISCADES,90.27,83.24
UMIYA-MRO,19.57,19.57
TIPSMUSIC,42.44,42.44
STLTECH,117.46,122.28
HIKAL,,57.44
TRIDENT,33.02,33.02
MARKSANS,28.42,28.42
GOLDTECH,296.90,
SMARTLINK,15.98,15.98
GODREJCP,59.02,53.92
JISLJALEQS,,149.71
LUPIN,20.58,18.93
UNITDSPR,63.86,59.73
TCI,19.04,19.04
MPSLTD,24.40,25.06
BHARTIARTL,35.53,32.89
ASAL,26.50,25.58
OLECTRA,61.82,63.11
PONNIERODE,5.41,9.13
PNB,6.23,6.23
APTECHT,22.60,21.11
SURANAT&P,11.55,11.60
TEAMGTY,287.96,287.96
OFSS,28.29,28.29
UNIONBANK,6.49,6.49
NUCLEUS,16.50,14.44
CANBK,6.08,6.08
GENESYS,38.29,35.54
OMAXAUTO,11.35,11.35
GODREJIND,22.83,22.29
DIVISLAB,76.64,75.06
RADICO,92.82,90.92
INDORAMA,8.65,8.49
MARUTI,29.99,29.99
VARDHACRLC,12.99,12.99
UCOBANK,11.87,11.87
BAGFILMS,18.98,18.98
JSL,18.74,18.48
NSIL,50.18,50.17
WELSPUNLIV,72.57,70.35
JAIBALAJI,43.06,41.99
TVSELECT,731.21,460.66
IGL,16.93,16.93
DREDGECORP,625.35,625.35
TVTODAY,55.17,0.97
UNIENTER,32.79,32.79
UPL,21.28,21.35
MUKANDLTD,3.36,3.36
PETRONET,10.75,10.75
PTC,6.87,6.84
VAIBHAVGBL,16.66,16.67
BIOCON,192.77,74.14
MAHABANK,8.33,8.33
POONAWALLA,52.04,52.04
XPROINDIA,167.29,167.29
RKFORGE,99.90,88.05
DATAMATICS,25.92,21.64
CCL,36.26,36.26
EXCELINDUS,16.32,16.32
LT,27.33,25.64
APARINDS,47.79,46.83
AMBICAAGAR,12.28,12.28
CENTEXT,13.64,13.10
NIITLTD,136.54,72.67
ULTRACEMCO,40.80,40.37
TCS,16.59,15.39
COFORGE,35.24,32.22
TEXINFRA,145.60,145.60
GULFPETRO,5.62,5.33
GUFICBIO,59.70,59.70
ASTRAMICRO,92.39,92.39
WELENT,20.26,19.05
NTPC,13.44,13.44
KOTARISUG,31.14,
JBMA,58.29,56.96
DWARKESH,25.55,25.55
SUPRAJIT,36.90,36.69
PATELENG,10.28,6.44
XCHANGING,12.03,12.03
JSWSTEEL,10.69,24.21
CONSOFINVT,17.03,17.03
JINDALPHOT,284.82,284.82
JPPOWER,18.18,13.96
EVEREADY,14.82,
GOKEX,61.05,61.05
SAKSOFT,16.38,15.95
ALLDIGI,15.55,14.35
IIFL,10.81,10.81
WELCORP,30.03,30.03
SSWL,21.77,21.77
CYBERMEDIA,7.46,7.74
SHAHALLOYS,3.45,
SURYALAXMI,34.28,36.67
JKPAPER,22.69,22.00
PRIMESECU,160.63,51.45
GRANULES,31.53,32.20
JSWHL,100.41,98.98
GEOJITFSL,29.67,27.43
GENUSPOWER,17.34,17.34
YESBANK,19.07,19.07
MSPL,60.72,15.13
SPLIL,12.70,12.70
MCLEODRUSS,,23.20
SEMAC,13.71,13.71
GOLDIAM,31.40,31.40
RML,29.55,28.62
HTMEDIA,,12.06
SASKEN,47.10,43.26
FCSSOFT,92.14,59.06
IMPAL,14.64,14.64
SUZLON,23.09,23.61
AURIONPRO,22.33,21.89
BASML,14.39,14.39
TRIVENI,19.30,18.75
AIAENG,34.46,34.39
NAHARINDUS,9.96,9.83
ORIENTCER,22.07,20.75
EKC,8.40,8.54
VIMTALABS,32.94,32.47
KERNEX,44.20,44.20
PVRINOX,40.49,34.16
NITINSPIN,17.09,17.09
ROHLTD,30.95,32.11
ENIL,,211.15
JAGRAN,7.34,7.34
SADBHAV,1.52,10.41
SAKUMA,27.36,27.36
KEC,20.42,18.91
JKCEMENT,47.18,45.55
INDOTECH,40.11,40.11
M&MFIN,15.83,15.32
BLKASHYAP,788.33,29.32
VISACHROME,0.53,
NITCO,90.35,79.27
CENTURYPLY,65.63,64.30
KEI,50.72,50.72
VAKRANGEE,59.33,59.50
SOLARINDS,97.11,97.08
GALLANTT,30.41,30.41
UTTAMSUGAR,8.67,8.58
KKCL,20.37,20.37
SUNTV,13.09,12.65
GPIL,20.12,19.77
RSYSTEMS,14.07,12.97
EMKAY,35.45,35.45
BALPHARMA,22.33,22.33
SWELECTES,15.99,15.51
KAMDHENU,13.22,13.22
RATNAMANI,31.53,31.09
PIONEEREMB,113.03,
JKLAKSHMI,16.85,16.19
PFOCUS,74.13,69.53
MUNJALAU,22.71,26.15
EMAMILTD,23.19,22.93
GMRAIRPORT,489.70,372.08
TECHM,29.88,28.83
GRINDWELL,51.00,51.00
VOLTAMP,43.49,43.49
ANTELOPUS,23.20,21.76
ACE,28.94,28.94
ANANTRAJ,40.10,40.10
TALBROAUTO,28.97,28.97
ALICON,32.33,30.41
GEECEE,16.94,16.94
JMFINANCIL,10.11,9.97
FIEMIND,24.27,24.27
DCBBANK,7.78,7.78
INSPIRISYS,10.14,9.63
GTLINFRA,2.01,
NAUKRI,43.97,44.94
VGL,25.51,25.51
GESHIP,6.79,6.79
TORNTPOWER,29.38,29.38
MANALIPETC,8.86,17.03
LTFOODS,21.10,21.10
DONEAR,10.31,10.31
RUCHIRA,12.13,12.13
SOBHA,62.98,62.98
VENUSREM,18.09,18.09
JINDRILL,9.98,9.78
HIRECT,118.65,115.78
NFL,20.54,20.54
PLASTIBLEN,11.63,11.63
PARACABLES,34.45,34.46
HBLENGINE,20.80,20.26
TANLA,14.61,14.61
AVTNPL,16.50,16.50
ZEEMEDIA,275.15,77.94
VEEDOL,15.04,15.04
LUMAXTECH,30.20,29.34
SARLAPOLY,,15.69
PTL,11.30,11.30
WANBURY,17.39,16.53
AUTOIND,10.55,24.25
GANDHITUBE,15.57,15.40
PITTIENG,29.75,29.75
UNOMINDA,64.85,63.60
IZMO,34.73,34.73
HUBTOWN,16.57,16.57
CTE,131.64,131.64
TIIL,20.06,20.06
ORIENTBELL,42.33,39.02
PGIL,34.49,34.36
REDINGTON,16.93,15.73
TTL,628.60,628.60
FSL,27.10,24.45
PFC,4.12,4.12
SMSPHARMA,41.71,41.71
INDIANB,8.93,8.93
ORIENTALTL,21.80,16.33
IDEA,4.10,
PAGEIND,58.37,56.46
LAOPALA,22.35,22.01
RAJTV,77.49,77.49
JKTYRE,14.88,12.03
ASTRAL,73.65,71.49
NAHARSPING,46.22,46.22
NAHARPOLY,10.22,10.22
NCLIND,7.02,6.65
BALAMINES,35.13,35.13
BANSWRAS,15.64,13.44
ICRA,25.09,24.50
PHOENIXLTD,46.79,46.10
NDLVENTURE,448.22,448.22
ZENITHSTL,17.68,24.72
BFUTILITIE,7.40,7.40
FORTIS,67.89,66.99
SRHHYPOLTD,9.34,8.36
WEBELSOLAR,14.19,14.16
TGBHOTELS,18.33,18.33
HILTON,31.43,31.43
INSECTICID,12.81,12.81
KMSUGAR,4.88,4.88
NAVINFLUOR,59.59,59.09
TIMETECHNO,21.41,21.41
NAGREEKEXP,23.30,23.30
NELCAST,24.71,24.71
V2RETAIL,50.46,58.38
DLF,61.45,66.42
TARMAT,20.25,20.25
SPARC,4.49,4.45
SIGMAADV,36.96,35.97
ADSL,16.31,16.08
ALPA,9.24,9.24
CENTRALBK,6.21,6.21
ASIANTILES,160.92,160.92
TAKE,78.43,78.43
KPRMILL,41.66,41.66
CIEINDIA,17.56,17.56
PURVA,90.75,90.75
MOTILALOFS,26.39,26.39
INDOWIND,,215.43
NAGREEKCAP,3.87,3.87
KSCL,14.48,14.48
CENTUM,439.09,93.07
POWERGRID,16.73,16.73
CCCL,11.07,
SUPREMEINF,0.14,
MAANALU,52.58,52.58
IL&FSENGG,731.89,126.62
DELTACORP,19.93,19.34
BAJAJELEC,,89.54
ENERGYDEV,,14.97
CERA,39.10,38.59
RELIGARE,116.15,116.15
BVCL,310.16,310.16
ADANIPORTS,32.57,32.12
EDELWEISS,16.71,14.44
RGL,14.04,12.76
KAUSHALYA,89.50,89.50
COLPAL,43.85,43.24
JYOTHYLAB,22.26,22.26
MADHAV,313.61,313.61
KALYANIFRG,23.58,23.58
HITECHCORP,36.11,33.39
ECLERX,24.12,24.12
TARIL,33.75,33.75
BRIGADE,24.47,24.09
MANAKSIA,6.94,6.94
PATINTLOG,10.27,10.27
PPAP,9.49,685.89
ARIES,10.56,10.56
AMBIKCO,13.71,13.71
KAVDEFENCE,278.96,278.96
CEATLTD,24.06,21.80
BIRLAMONEY,13.67,13.09
RPOWER,,159.49
JKIL,9.60,9.39
CORDSCABLE,12.81,12.81
KNRCON,8.22,8.22
SEPC,21.74,21.30
BANG,6.40,4.93
IRB,27.87,26.51
NMDC,9.90,9.90
GSS,,14.33
NAHARCAP,22.95,22.95
RECLTD,6.05,6.04
VGUARD,41.71,39.74
NESCO,17.06,17.06
DPSCLTD,54.11,54.11
TITAGARH,54.47,54.47
KIRIINDUS,0.50,5.30
BAJAJFINSV,15.58,15.38
BAJAJ-AUTO,28.43,28.35
DIGISPICE,19.29,18.00
GOKUL,21.22,21.22
RPGLIFE,42.05,43.20
ALMONDZ,18.73,18.73
ARCHIDPLY,20.29,18.49
LOTUSEYE,3076.77,2949.49
VINYLINDIA,27.92,27.92
UBL,91.38,103.96
LPDC,54.85,54.85
ZFCVINDIA,52.41,51.80
20MICRONS,10.71,10.66
JOCIL,15.84,15.84
ALKALI,66.91,66.91
COUNCODOS,82.55,82.55
TPHQ,477.58,477.58
TATACAP,38.70,38.39
MAWANASUG,11.54,9.84
AJMERA,15.83,15.83
MHRIL,87.22,100.09
VINATIORGA,30.69,30.69
LANDSMILL,101.19,101.19
ADANIPOWER,28.62,28.62
NHPC,18.99,18.99
GLOBUSSPR,25.23,25.23
OIL,11.18,11.18
EXPLEOSOL,10.16,9.48
RTNPOWER,41.60,41.60
AMRUTANJAN,25.62,22.94
SUNTECK,21.73,21.73
ZYDUSWELL,90.25,72.50
DEN,8.99,8.99
SHILPAMED,49.64,56.20
SARDAEN,16.98,17.14
REFEX,19.51,19.51
GILLANDERS,19.87,19.87
AHLUCONT,20.89,21.00
DLINKINDIA,15.27,15.27
JSWENERGY,41.16,39.85
GODREJPROP,32.31,32.66
DBCORP,10.55,10.55
HINDCOPPER,50.67,50.67
BEARDSELL,9.45,9.45
MMTC,43.62,
NESTLEIND,72.23,74.28
TRF,,47.66
WHIRLPOOL,34.15,31.96
UNITEDTEA,10.77,10.77
JUBLFOOD,76.94,74.51
VASCONEQ,15.18,15.18
THANGAMAYL,64.61,64.29
EMMBI,21.33,19.29
DBREALTY,86.09,637.72
HATHWAY,26.21,26.21
TEXMOPIPES,9.13,9.13
MANINFRA,20.48,20.48
LGBBROSLTD,15.55,15.64
PERSISTENT,44.56,43.01
ASIANHOTNR,,491.69
ISFT,9.47,9.47
KIRLOSBROS,40.31,36.89
KSL,15.17,14.83
SJVN,41.42,41.42
SUNDARAM,19.08,21.95
KIRLOSIND,11.23,10.99
MANAPPURAM,34.04,34.04
UMESLTD,47.10,44.32
TI,,49.02
HMVL,8.45,7.01
IMFA,17.43,17.43
BLISSGVS,36.16,35.74
AHLWEST,10.20,7.73
AHLEAST,,30.87
BAJAJCON,31.68,31.68
UGARSUGAR,35.94,35.94
PRAKASHSTL,84.70,84.70
GPPL,14.51,14.95
ADFFOODS,38.41,36.47
WELINV,232.96,232.96
WAAREEINDO,8.38,8.38
KILITCH,21.43,21.43
DEEPAKNTR,41.59,40.92
CPCAP,4.61,4.61
GREENPOWER,17.49,20.76
RAMKY,9.18,12.09
CANTABIL,20.82,20.82
WABAG,33.32,33.09
ASHOKA,1.35,14.26
BEDMUTHA,51.33,51.33
JWL,60.53,56.45
OBEROIRLTY,25.48,25.31
PRESTIGE,53.56,53.56
SHAH,30.84,30.84
CGCL,20.84,20.84
RESPONIND,31.52,31.41
COALINDIA,8.69,8.69
IOLCP,32.30,30.36
GRAVITA,33.71,33.71
JINDWORLD,62.32,63.29
PENIND,16.04,16.04
RPPINFRA,25.24,28.31
JAMNAAUTO,23.39,22.60
SUMEETINDS,61.95,60.42
MOIL,20.42,20.42
ZEELEARN,6.94,14.42
A2ZINFRA,41.84,36.57
KIRLOSENG,59.56,57.03
RKDL,341.75,37.90
PSB,12.25,12.25
FMNL,8.54,8.54
SURANASOL,21.45,21.45
SHEKHAWATI,4.94,4.94
KICL,64.66,48.51
SUMMITSEC,15.59,15.59
STEL,51.31,51.31
TEXRAIL,26.84,26.44
HFCL,48.83,48.83
LOVABLE,13.42,13.42
PFS,5.88,5.85
MUTHOOTFIN,11.45,11.45
VADILALIND,31.33,31.33
SYMPHONY,,42.55
PIIND,31.64,33.82
RELAXO,55.74,55.74
OMINFRAL,40.77,40.77
VSTTILLERS,36.23,36.24
DELPHIFX,60.04,42.43
KARMAENG,41.69,102.95
ASHIANA,32.99,32.99
DHANUKA,15.46,15.46
MAITHANALL,6.38,6.38
RUSHIL,78.66,78.66
BGLOBAL,1.53,1.53
INVENTURE,24.84,27.12
LTF,24.46,24.31
WINDMACHIN,,746.64
IBULLSLTD,14.85,13.09
BODALCHEM,17.80,17.79
GAYAPROJ,0.46,10.43
ASAHISONG,22.53,22.53
FILATEX,18.09,18.09
BROOKS,32.45,32.45
TDPOWERSYS,74.69,74.69
APLLTD,23.87,22.12
VASWANI,40.90,40.90
PGEL,85.51,85.51
PANAMAPET,13.87,13.87
PAISALO,27.01,26.94
ONELIFECAP,25.59,25.59
SHAKTIPUMP,30.77,30.77
TRITURBINE,56.51,54.81
INDOTHAI,41.26,41.26
ESSARSHPNG,,66.82
DSSL,18.50,18.50
JISLDVREQS,5.10,0.89
POLYMED,54.07,53.24
RUPA,17.99,16.98
VIKASECO,258.27,258.27
APLAPOLLO,42.69,42.69
KANANIIND,11.60,11.60
MINDACORP,59.74,59.66
THOMASCOTT,20.43,19.56
DBSTOCKBRO,37.94,37.94
IRFC,16.43,16.43
COMPUSOFT,36.36,355.27
RHIM,,43.51
SCHNEIDER,152.08,147.28
NDL,10.09,10.09
NBCC,34.52,37.50
TBZ,9.24,9.24
VSSL,20.06,20.06
SWANCORP,36.29,36.29
SPECIALITY,30.73,27.05
CINELINE,22.80,18.47
SAMPANN,19.90,19.90
PROZONER,39.59,39.59
THEJO,42.67,41.11
MAYURUNIQ,18.53,18.53
ROSSELLIND,14.00,13.81
DUCON,8.93,8.93
TVSHLTD,7.56,7.50
ZUARI,1.22,
VETO,9.42,9.42
CARERATING,29.46,29.46
PCJEWELLER,11.32,11.31
INDUSTOWER,14.29,14.29
VMART,41.33,41.17
REPCOHOME,5.45,5.45
JUSTDIAL,12.14,11.71
