Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
24 JUL 2026,20MICRONS,EQ,20 MICRONS LTD           ,Listed    ,24 JUL 2026,               5.00,          35286502,            204.25,     7206562303.45 
24 JUL 2026,21STCENMGM,EQ,21ST CENTURY MGMT SERVICE,Listed    ,24 JUL 2026,              10.00,          10500000,             37.10,      389655000.00
24 JUL 2026,360ONE,EQ,360 ONE WAM LIMITED      ,Listed    ,24 JUL 2026,               1.00,         406486596,           1102.30,   448070174770.80    
24 JUL 2026,3BBLACKBIO,EQ,3B BLACKBIO DX LTD.      ,Permitted ,24 JUL 2026,              10.00,           8582670,           1278.10,    10969510527.00
24 JUL 2026,3IINFOLTD,EQ,3I INFOTECH LIMITED      ,Listed    ,24 JUL 2026,              10.00,         207403767,             19.75,     4094150360.60 
24 JUL 2026,3MINDIA,EQ,3M INDIA LIMITED         ,Listed    ,24 JUL 2026,              10.00,          11265070,          35500.00,   399909985000.00   
24 JUL 2026,3PLAND,EQ,3P LAND HOLDINGS LIMITED ,Listed    ,24 JUL 2026,               2.00,          18000000,             31.55,      568260000.00    
24 JUL 2026,5PAISA,EQ,5PAISA CAPITAL LIMITED   ,Listed    ,24 JUL 2026,              10.00,          46882257,            373.10,    17491770086.70    
24 JUL 2026,63MOONS,EQ,63 MOONS TECHNOLOGIES LTD,Listed    ,24 JUL 2026,               2.00,          46078537,            708.30,    32637427757.10   
24 JUL 2026,A2ZINFRA,EQ,A2Z INFRA ENGINEERING LTD,Listed    ,24 JUL 2026,              10.00,         177522358,             12.45,     2211928580.70  
24 JUL 2026,AAATECH,EQ,AAA TECHNOLOGIES LIMITED ,Listed    ,24 JUL 2026,              10.00,          12826800,             89.65,     1150050888.00   
24 JUL 2026,AADHARHFC,EQ,AADHAR HOUSING FINANCE L ,Listed    ,24 JUL 2026,              10.00,         437298899,            495.00,   216462955005.00 
24 JUL 2026,AAKAAR,SM,AAKAAR MEDICAL TECHNO LTD,Listed    ,24 JUL 2026,              10.00,          14172816,             71.20,     1009104499.20    
24 JUL 2026,AAKASH,EQ,AAKASH EXPLORATION SER L ,Listed    ,24 JUL 2026,               1.00,         101250000,              8.90,      903150000.00    
24 JUL 2026,AARADHYA,SM,AARADHYA DISPOSAL INDUS L,Listed    ,24 JUL 2026,              10.00,          14138000,             72.00,     1017936000.00  
24 JUL 2026,AAREYDRUGS,BE,AAREY DRUGS & PHARM LTD  ,Listed    ,24 JUL 2026,              10.00,          28354303,             77.50,     2197458482.50
24 JUL 2026,AARNAV,EQ,AARNAV FASHIONS LIMITED  ,Listed    ,24 JUL 2026,              10.00,          42238628,             28.30,     1196197944.95    
24 JUL 2026,AARON,EQ,AARON INDUSTRIES LIMITED ,Listed    ,24 JUL 2026,              10.00,          20946478,            135.25,     2833011149.50     
24 JUL 2026,AARTECH,BE,AARTECH SOLONICS LIMITED ,Listed    ,24 JUL 2026,               5.00,          31770375,             47.95,     1522754073.75   
24 JUL 2026,AARTIDRUGS,EQ,AARTI DRUGS LTD.         ,Listed    ,24 JUL 2026,              10.00,          91270000,            404.50,    36918715000.00
24 JUL 2026,AARTIIND,EQ,AARTI INDUSTRIES LTD     ,Listed    ,24 JUL 2026,               5.00,         362594491,            477.80,   173247647799.80  
24 JUL 2026,AARTIPHARM,EQ,AARTI PHARMALABS LIMITED ,Listed    ,24 JUL 2026,               5.00,          90657751,            673.80,    61085192623.80
24 JUL 2026,AARTISURF,EQ,AARTI SURFACTANTS LIMITED,Listed    ,24 JUL 2026,              10.00,           8464995,            381.60,     3230242092.00 
24 JUL 2026,AARVI,EQ,AARVI ENCON LIMITED      ,Listed    ,24 JUL 2026,              10.00,          14844100,            154.90,     2299202649.00     
24 JUL 2026,AASTHA,EQ,AASTHA SPINTEX LIMITED   ,Listed    ,24 JUL 2026,              10.00,          44142190,            102.60,     4529871537.80    
24 JUL 2026,AATMAJ,SM,AATMAJ HEALTHCARE LIMITED,Listed    ,22 JUL 2026,               5.00,          22600000,             17.75,      401150000.00    
24 JUL 2026,AAVAS,EQ,AAVAS FINANCIERS LIMITED ,Listed    ,24 JUL 2026,              10.00,          79287782,           1379.00,   109337851378.00     
24 JUL 2026,ABAN,BE,ABAN OFFSHORE LTD.       ,Listed    ,24 JUL 2026,               2.00,          58365323,             14.95,      871394272.40      
24 JUL 2026,ABANSENT,BE,ABANS ENTERPRISES LTD.   ,Permitted ,24 JUL 2026,               2.00,          69748880,             26.20,     1827420656.00  
24 JUL 2026,ABB,EQ,ABB INDIA LIMITED        ,Listed    ,24 JUL 2026,               2.00,         211908375,           7375.50,  1562930219812.50       
