SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,85.74,92.51
WHEELS,22.02,22.02
RIIL,106.30,106.30
PREMIERPOL,22.04,22.04
RAYMOND,67.89,14.71
RSWM,19.41,16.83
SHREDIGCEM,60.12,60.12
SESHAPAPER,18.04,18.04
SMLMAH,50.70,50.70
SUNDRMFAST,34.24,33.69
EXIDEIND,41.11,40.82
ELECON,39.66,37.69
CRISIL,36.44,36.44
LMW,99.27,94.79
NELCO,565.74,207.39
MASTEK,14.32,13.78
MAHSCOOTER,50.62,50.62
LUMAXIND,41.08,37.29
TRENT,93.12,92.08
KECL,65.20,41.93
CUMMINSIND,71.38,69.38
KCP,7.56,7.31
JAYBARMARU,12.07,11.68
INFY,15.46,15.02
INDIAGLYCO,30.70,30.61
IONEXCHANG,43.27,39.84
IFBIND,36.69,34.24
IGPL,649.60,649.60
HIMATSEIDE,16.01,16.01
GNFC,9.72,9.72
BPCL,8.37,9.29
BHARATFORG,94.18,86.25
BASF,38.63,38.63
FORCEMOT,18.55,21.13
ATUL,24.84,24.89
ARVIND,31.61,30.77
ACC,13.40,13.46
TMPV,,29.15
SCI,9.79,9.79
MRPL,9.42,10.74
LINDEINDIA,114.70,114.70
HINDPETRO,2175.14,2175.14
ESCORTS,24.67,25.06
BAJAJHLDNG,55.92,150.08
ASHOKLEY,25.31,23.61
VOLTAS,88.13,84.79
TITAN,84.89,83.64
TATASTEEL,21.45,19.90
SUNDARMFIN,24.88,24.18
SPIC,7.63,7.63
VEDL,6.27,5.73
SBIN,11.11,11.42
RELIANCE,19.90,19.90
PFIZER,29.88,28.56
NOCIL,47.94,45.15
BOSCHLTD,44.24,52.75
DRREDDY,30.15,30.15
BATAINDIA,67.04,96.55
DEEPAKFERT,19.64,19.64
CHAMBLFERT,9.60,9.60
CARBORUNIV,146.60,48.66
MAHSEAMLES,10.78,10.72
HINDOILEXP,33.58,69.13
DICIND,24.36,22.07
COROMANDEL,34.08,33.30
BALMLAWRIE,14.89,14.89
MOTOGENFIN,0.71,
MARALOVER,11.69,11.38
ASIANPAINT,56.41,55.08
RAMCOCEM,31.24,121.81
INDIACEM,133.82,86.22
PGHL,33.01,33.01
BEML,103.48,103.48
ADOR,22.69,22.32
CENTENKA,8.97,8.88
TORNTPHARM,85.96,83.06
VTL,21.62,21.62
SUNDROP,125.96,125.96
FEDERALBNK,18.10,18.10
EPL,18.74,17.68
VLSFINANCE,36.33,36.33
SUPREMEIND,49.75,49.75
SRF,35.72,34.71
BIRLACABLE,34.45,34.45
BALRAMCHIN,36.84,36.84
AEGISLOG,39.63,39.63
WEIZMANIND,17.09,17.09
UNICHEMLAB,14.58,73.71
BBOX,59.33,46.83
HONAUT,63.38,62.45
JTEKTINDIA,48.65,45.91
SAURASHCEM,43.82,27.80
RANEHOLDIN,16.02,18.22
PRECOT,25.81,25.81
TATAELXSI,34.81,32.33
SUNPHARMA,41.52,38.25
KOHINOOR,1.06,
SHREYANIND,29.73,29.73
SANDESH,11.11,10.83
HCC,34.29,39.80
BAJAJHIND,31.52,28.40
APOLLOHOSP,66.01,65.51
ARE&M,18.53,23.57
ADANIENT,57.08,113.85
IVP,8.29,8.15
BALKRISIND,31.73,31.73
INDBANK,19.49,19.49
GINNIFILA,10.96,10.96
EICHERMOT,43.75,43.38
GVT&D,87.25,84.17
NEULANDLAB,67.68,67.68
ONGC,6.50,6.45
ITI,89.93,
ZENSARTECH,15.27,14.90
TAINWALCHM,17.35,17.35
BERGEPAINT,56.44,54.48
BANARISUG,29.65,29.65
KPIL,21.25,21.69
JYOTISTRUC,22.97,22.97
IGARASHI,115.31,115.31
BSL,54.01,54.01
BLUEDART,48.20,41.92
JAYNECOIND,14.97,14.71
MUNJALSHOW,24.90,23.16
APCOTEXIND,20.50,20.56
SOTL,22.17,22.17
HSCL,47.72,47.72
RCF,16.11,17.52
RANASUG,7.58,
KARURVYSYA,11.98,11.98
DECCANCE,26.95,50.10
WSI,205.91,239.23
UFLEX,10.45,10.16
TATAPOWER,27.08,26.82
ADVANIHOTR,19.86,19.30
THOMASCOOK,21.59,21.10
SUNFLAG,32.13,31.07
SUBROS,30.86,29.86
SPMLINFRA,21.51,21.51
SIMPLEXINF,49.06,49.99
SIEMENS,103.08,103.08
BHARATRAS,14.74,13.41
WIPRO,13.91,13.91
VSTIND,13.38,13.38
JUBLPHARMA,38.50,34.68
UNIVCABLES,52.68,52.68
TATACOMM,55.81,50.53
TOKYOPLAST,212.52,212.52
SOMANYCERA,27.08,26.16
MURUDCERA,16.45,16.45
IFCI,45.57,44.04
HLVLTD,97.58,59.67
SANOFI,25.03,23.58
M&M,22.21,21.95
LIBERTSHOE,39.83,40.32
KAJARIACER,38.83,36.58
KABRAEXTRU,2486.78,1692.11
HEIDELBERG,29.78,28.50
MODTHREAD,13.69,13.69
MANGLMCEM,20.16,18.49
PRSMJOHNSN,87.57,
POLYPLEX,84.63,84.63
PIDILITIND,67.08,66.80
PCBL,49.85,52.72
3PLAND,25.21,25.21
OSWALAGRO,59.13,35.55
EIHAHOTELS,21.94,21.24
HONDAPOWER,32.57,29.34
JINDALSAW,27.24,27.24
SAIL,17.93,15.80
RUBYMILLS,29.69,29.69
STYRENIX,23.18,23.02
ABB,100.52,100.52
IDBI,9.70,9.70
GRAPHITE,76.06,75.26
CANFINHOME,9.62,9.62
BRITANNIA,51.84,51.84
BBL,23.49,23.49
ELECTCAST,27.12,23.26
DHAMPURSUG,13.30,13.30
DCMSHRIRAM,11.48,12.12
DABUR,38.79,38.56
COSMOFIRST,14.86,14.35
CIPLA,35.21,32.99
HEROMOTOCO,19.76,19.43
HDFCBANK,14.33,14.14
HARRMALAYA,13.30,13.30
GMBREW,12.20,12.20
GIPCL,6.25,6.25
ITC,17.30,17.10
INDIANHUME,14.44,22.16
HINDCOMPOS,24.60,23.25
IOC,4.86,4.86
OSWALGREEN,,15.19
HUHTAMAKI,16.53,16.53
RICOAUTO,35.73,31.69
KAMATHOTEL,12.77,17.47
IFBAGRO,15.11,15.11
BANCOINDIA,18.61,19.12
MANINDS,23.29,23.29
APOLLOTYRE,19.59,18.76
SIYSIL,11.52,11.52
SHANTIGEAR,49.46,46.89
PRECWIRE,41.71,41.71
ONWARDTEC,15.29,14.52
NILKAMAL,24.67,22.66
NCC,12.37,11.93
ICIL,63.56,63.56
SEAMECLTD,14.32,14.32
ELGIEQUIP,42.59,41.55
AUROPHARMA,25.90,25.56
BBTC,4.15,4.29
EIHOTEL,34.57,29.84
KANORICHEM,32.67,32.67
LICHSGFIN,5.19,5.19
GICHSGFIN,5.14,5.14
BEPL,13.99,13.99
RAIN,18.34,18.34
BANARBEADS,40.57,40.57
MOREPENLAB,32.32,42.67
WSTCSTPAPR,23.86,23.86
VENKEYS,15.12,15.12
GHCL,8.58,8.58
S&SPOWER,38.73,38.73
PRUDMOULI,5.50,5.50
PRAJIND,238.18,62.58
BPL,,267.29
PGHH,34.80,34.80
VESUVIUS,34.79,34.79
TFCILTD,30.34,30.34
BOMDYEING,91.64,89.01
GTL,0.20,
NAVNETEDUL,9.64,54.86
GUJALKALI,73.87,73.87
AGI,12.60,12.47
GLAXO,42.69,43.33
TATACONSUM,62.38,61.87
ZEEL,39.76,38.76
