index_name,mp_index_name,symbol,as_of_date
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,ANGELONE,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,BSE,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,BAJFINANCE,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,BAJAJFINSV,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,BAJAJHLDNG,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,CDSL,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,CHOLAFIN,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,CAMS,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,HDFCAMC,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,HDFCLIFE,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,ICICIGI,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,ICICIPRULI,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,IRFC,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,JIOFIN,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,LTF,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,LICHSGFIN,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,LICI,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,MFSL,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,MCX,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,MUTHOOTFIN,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,PAYTM,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,POLICYBZR,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,PNBHOUSING,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,PFC,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,RECLTD,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,SBICARD,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,SBILIFE,2026-09-14
NIFTY FINANCIAL SERVICES EX-BANK,Nifty FinSerExBnk,SHRIRAMFIN,2026-09-14
NIFTY FINANCIAL SERVICES 25/50,Nifty FinSrv25 50,AXISBANK,2026-09-14
NIFTY FINANCIAL SERVICES 25/50,Nifty FinSrv25 50,BSE,2026-09-14
NIFTY FINANCIAL SERVICES 25/50,Nifty FinSrv25 50,BAJFINANCE,2026-09-14
NIFTY FINANCIAL SERVICES 25/50,Nifty FinSrv25 50,BAJAJFINSV,2026-09-14
NIFTY FINANCIAL SERVICES 25/50,Nifty FinSrv25 50,CHOLAFIN,2026-09-14
NIFTY FINANCIAL SERVICES 25/50,Nifty FinSrv25 50,HDFCBANK,2026-09-14
NIFTY FINANCIAL SERVICES 25/50,Nifty FinSrv25 50,HDFCLIFE,2026-09-14
NIFTY FINANCIAL SERVICES 25/50,Nifty FinSrv25 50,ICICIBANK,2026-09-14
NIFTY FINANCIAL SERVICES 25/50,Nifty FinSrv25 50,ICICIGI,2026-09-14
NIFTY FINANCIAL SERVICES 25/50,Nifty FinSrv25 50,JIOFIN,2026-09-14
NIFTY FINANCIAL SERVICES 25/50,Nifty FinSrv25 50,KOTAKBANK,2026-09-14
NIFTY FINANCIAL SERVICES 25/50,Nifty FinSrv25 50,LICHSGFIN,2026-09-14
NIFTY FINANCIAL SERVICES 25/50,Nifty FinSrv25 50,MFSL,2026-09-14
NIFTY FINANCIAL SERVICES 25/50,Nifty FinSrv25 50,MUTHOOTFIN,2026-09-14
NIFTY FINANCIAL SERVICES 25/50,Nifty FinSrv25 50,PFC,2026-09-14
NIFTY FINANCIAL SERVICES 25/50,Nifty FinSrv25 50,RECLTD,2026-09-14
NIFTY FINANCIAL SERVICES 25/50,Nifty FinSrv25 50,SBICARD,2026-09-14
NIFTY FINANCIAL SERVICES 25/50,Nifty FinSrv25 50,SBILIFE,2026-09-14
NIFTY FINANCIAL SERVICES 25/50,Nifty FinSrv25 50,SHRIRAMFIN,2026-09-14
NIFTY FINANCIAL SERVICES 25/50,Nifty FinSrv25 50,SBIN,2026-09-14
NIFTY FMCG,Nifty FMCG,BRITANNIA,2026-09-14
NIFTY FMCG,Nifty FMCG,COLPAL,2026-09-14
NIFTY FMCG,Nifty FMCG,DABUR,2026-09-14
NIFTY FMCG,Nifty FMCG,EMAMILTD,2026-09-14
NIFTY FMCG,Nifty FMCG,GODREJCP,2026-09-14
NIFTY FMCG,Nifty FMCG,HINDUNILVR,2026-09-14
NIFTY FMCG,Nifty FMCG,ITC,2026-09-14
NIFTY FMCG,Nifty FMCG,MARICO,2026-09-14
NIFTY FMCG,Nifty FMCG,NESTLEIND,2026-09-14
NIFTY FMCG,Nifty FMCG,PATANJALI,2026-09-14
NIFTY FMCG,Nifty FMCG,RADICO,2026-09-14
NIFTY FMCG,Nifty FMCG,TATACONSUM,2026-09-14
NIFTY FMCG,Nifty FMCG,UBL,2026-09-14
NIFTY FMCG,Nifty FMCG,UNITDSPR,2026-09-14
NIFTY FMCG,Nifty FMCG,VBL,2026-09-14
NIFTY IT,Nifty IT,COFORGE,2026-09-14
NIFTY IT,Nifty IT,HCLTECH,2026-09-14
NIFTY IT,Nifty IT,INFY,2026-09-14
NIFTY IT,Nifty IT,LTM,2026-09-14
NIFTY IT,Nifty IT,MPHASIS,2026-09-14
NIFTY IT,Nifty IT,OFSS,2026-09-14
NIFTY IT,Nifty IT,PERSISTENT,2026-09-14
NIFTY IT,Nifty IT,TCS,2026-09-14
NIFTY IT,Nifty IT,TECHM,2026-09-14
NIFTY IT,Nifty IT,WIPRO,2026-09-14
NIFTY MEDIA,Nifty Media,DBCORP,2026-09-14
NIFTY MEDIA,Nifty Media,HATHWAY,2026-09-14
NIFTY MEDIA,Nifty Media,NAZARA,2026-09-14
NIFTY MEDIA,Nifty Media,NETWORK18,2026-09-14
NIFTY MEDIA,Nifty Media,PVRINOX,2026-09-14
NIFTY MEDIA,Nifty Media,PFOCUS,2026-09-14
NIFTY MEDIA,Nifty Media,SAREGAMA,2026-09-14
NIFTY MEDIA,Nifty Media,SUNTV,2026-09-14
NIFTY MEDIA,Nifty Media,TIPSMUSIC,2026-09-14
NIFTY MEDIA,Nifty Media,ZEEL,2026-09-14
NIFTY METAL,Nifty Metal,APLAPOLLO,2026-09-14
NIFTY METAL,Nifty Metal,ADANIENT,2026-09-14
NIFTY METAL,Nifty Metal,HINDALCO,2026-09-14
NIFTY METAL,Nifty Metal,HINDCOPPER,2026-09-14
NIFTY METAL,Nifty Metal,HINDZINC,2026-09-14
NIFTY METAL,Nifty Metal,JSWSTEEL,2026-09-14
NIFTY METAL,Nifty Metal,JSL,2026-09-14
NIFTY METAL,Nifty Metal,JINDALSTEL,2026-09-14
NIFTY METAL,Nifty Metal,LLOYDSME,2026-09-14
NIFTY METAL,Nifty Metal,NMDC,2026-09-14
NIFTY METAL,Nifty Metal,NATIONALUM,2026-09-14
NIFTY METAL,Nifty Metal,SAIL,2026-09-14
NIFTY METAL,Nifty Metal,TATASTEEL,2026-09-14
NIFTY METAL,Nifty Metal,VEDL,2026-09-14
NIFTY METAL,Nifty Metal,WELCORP,2026-09-14
NIFTY PHARMA,Nifty Pharma,ABBOTINDIA,2026-09-14
NIFTY PHARMA,Nifty Pharma,AJANTPHARM,2026-09-14
NIFTY PHARMA,Nifty Pharma,ALKEM,2026-09-14
NIFTY PHARMA,Nifty Pharma,AUROPHARMA,2026-09-14
NIFTY PHARMA,Nifty Pharma,BIOCON,2026-09-14
NIFTY PHARMA,Nifty Pharma,CIPLA,2026-09-14
NIFTY PHARMA,Nifty Pharma,DIVISLAB,2026-09-14
NIFTY PHARMA,Nifty Pharma,DRREDDY,2026-09-14
NIFTY PHARMA,Nifty Pharma,GLAND,2026-09-14
NIFTY PHARMA,Nifty Pharma,GLENMARK,2026-09-14
NIFTY PHARMA,Nifty Pharma,IPCALAB,2026-09-14
NIFTY PHARMA,Nifty Pharma,LAURUSLABS,2026-09-14
NIFTY PHARMA,Nifty Pharma,LUPIN,2026-09-14
NIFTY PHARMA,Nifty Pharma,MANKIND,2026-09-14
NIFTY PHARMA,Nifty Pharma,PPLPHARMA,2026-09-14
NIFTY PHARMA,Nifty Pharma,SAILIFE,2026-09-14
NIFTY PHARMA,Nifty Pharma,SUNPHARMA,2026-09-14
NIFTY PHARMA,Nifty Pharma,TORNTPHARM,2026-09-14
NIFTY PHARMA,Nifty Pharma,WOCKPHARMA,2026-09-14
NIFTY PHARMA,Nifty Pharma,ZYDUSLIFE,2026-09-14
NIFTY PSU BANK,Nifty PSU Bank,BANKBARODA,2026-09-14
NIFTY PSU BANK,Nifty PSU Bank,BANKINDIA,2026-09-14
NIFTY PSU BANK,Nifty PSU Bank,MAHABANK,2026-09-14
NIFTY PSU BANK,Nifty PSU Bank,CANBK,2026-09-14
NIFTY PSU BANK,Nifty PSU Bank,CENTRALBK,2026-09-14
NIFTY PSU BANK,Nifty PSU Bank,INDIANB,2026-09-14
NIFTY PSU BANK,Nifty PSU Bank,IOB,2026-09-14
NIFTY PSU BANK,Nifty PSU Bank,PSB,2026-09-14
NIFTY PSU BANK,Nifty PSU Bank,PNB,2026-09-14
NIFTY PSU BANK,Nifty PSU Bank,SBIN,2026-09-14
NIFTY PSU BANK,Nifty PSU Bank,UCOBANK,2026-09-14
NIFTY PSU BANK,Nifty PSU Bank,UNIONBANK,2026-09-14
NIFTY PRIVATE BANK,Nifty Pvt Bank,AXISBANK,2026-09-14
NIFTY PRIVATE BANK,Nifty Pvt Bank,BANDHANBNK,2026-09-14
NIFTY PRIVATE BANK,Nifty Pvt Bank,FEDERALBNK,2026-09-14
NIFTY PRIVATE BANK,Nifty Pvt Bank,HDFCBANK,2026-09-14
NIFTY PRIVATE BANK,Nifty Pvt Bank,ICICIBANK,2026-09-14
NIFTY PRIVATE BANK,Nifty Pvt Bank,IDFCFIRSTB,2026-09-14
NIFTY PRIVATE BANK,Nifty Pvt Bank,INDUSINDBK,2026-09-14
NIFTY PRIVATE BANK,Nifty Pvt Bank,KOTAKBANK,2026-09-14
NIFTY PRIVATE BANK,Nifty Pvt Bank,RBLBANK,2026-09-14
NIFTY PRIVATE BANK,Nifty Pvt Bank,YESBANK,2026-09-14
NIFTY REALTY,Nifty Realty,ABREL,2026-09-14
NIFTY REALTY,Nifty Realty,ANANTRAJ,2026-09-14
NIFTY REALTY,Nifty Realty,BRIGADE,2026-09-14
NIFTY REALTY,Nifty Realty,DLF,2026-09-14
NIFTY REALTY,Nifty Realty,GODREJPROP,2026-09-14
NIFTY REALTY,Nifty Realty,LODHA,2026-09-14
NIFTY REALTY,Nifty Realty,OBEROIRLTY,2026-09-14
NIFTY REALTY,Nifty Realty,PHOENIXLTD,2026-09-14
NIFTY REALTY,Nifty Realty,PRESTIGE,2026-09-14
NIFTY REALTY,Nifty Realty,SOBHA,2026-09-14
NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,ABBOTINDIA,2026-09-14
NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,ALKEM,2026-09-14
NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,APOLLOHOSP,2026-09-14
NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,AUROPHARMA,2026-09-14
NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,BIOCON,2026-09-14
NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,CIPLA,2026-09-14
NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,DIVISLAB,2026-09-14
NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,DRREDDY,2026-09-14
NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,FORTIS,2026-09-14
NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,GLENMARK,2026-09-14
NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,IPCALAB,2026-09-14
NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,LAURUSLABS,2026-09-14
NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,LUPIN,2026-09-14
NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,MANKIND,2026-09-14
NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,MAXHEALTH,2026-09-14
NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,PPLPHARMA,2026-09-14
NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,SUNPHARMA,2026-09-14
NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,SYNGENE,2026-09-14
NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,TORNTPHARM,2026-09-14
NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,ZYDUSLIFE,2026-09-14
NIFTY OIL & GAS,NIFTY OIL AND GAS,ATGL,2026-09-14
NIFTY OIL & GAS,NIFTY OIL AND GAS,AEGISLOG,2026-09-14
NIFTY OIL & GAS,NIFTY OIL AND GAS,AEGISVOPAK,2026-09-14
NIFTY OIL & GAS,NIFTY OIL AND GAS,BPCL,2026-09-14
NIFTY OIL & GAS,NIFTY OIL AND GAS,CASTROLIND,2026-09-14
NIFTY OIL & GAS,NIFTY OIL AND GAS,CHENNPETRO,2026-09-14
NIFTY OIL & GAS,NIFTY OIL AND GAS,GAIL,2026-09-14
NIFTY OIL & GAS,NIFTY OIL AND GAS,HINDPETRO,2026-09-14
NIFTY OIL & GAS,NIFTY OIL AND GAS,IOC,2026-09-14
NIFTY OIL & GAS,NIFTY OIL AND GAS,IGL,2026-09-14
NIFTY OIL & GAS,NIFTY OIL AND GAS,MGL,2026-09-14
NIFTY OIL & GAS,NIFTY OIL AND GAS,ONGC,2026-09-14
NIFTY OIL & GAS,NIFTY OIL AND GAS,OIL,2026-09-14
NIFTY OIL & GAS,NIFTY OIL AND GAS,PETRONET,2026-09-14
NIFTY OIL & GAS,NIFTY OIL AND GAS,RELIANCE,2026-09-14
NIFTY CONSUMER DURABLES,NIFTY CONSR DURBL,AMBER,2026-09-14
NIFTY CONSUMER DURABLES,NIFTY CONSR DURBL,BATAINDIA,2026-09-14
NIFTY CONSUMER DURABLES,NIFTY CONSR DURBL,BLUESTARCO,2026-09-14
NIFTY CONSUMER DURABLES,NIFTY CONSR DURBL,CROMPTON,2026-09-14
NIFTY CONSUMER DURABLES,NIFTY CONSR DURBL,DIXON,2026-09-14
NIFTY CONSUMER DURABLES,NIFTY CONSR DURBL,HAVELLS,2026-09-14
NIFTY CONSUMER DURABLES,NIFTY CONSR DURBL,KAJARIACER,2026-09-14
NIFTY CONSUMER DURABLES,NIFTY CONSR DURBL,KALYANKJIL,2026-09-14
NIFTY CONSUMER DURABLES,NIFTY CONSR DURBL,LGEINDIA,2026-09-14
NIFTY CONSUMER DURABLES,NIFTY CONSR DURBL,PGEL,2026-09-14
NIFTY CONSUMER DURABLES,NIFTY CONSR DURBL,TITAN,2026-09-14
NIFTY CONSUMER DURABLES,NIFTY CONSR DURBL,VOLTAS,2026-09-14
NIFTY CONSUMER DURABLES,NIFTY CONSR DURBL,WHIRLPOOL,2026-09-14
NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP,Nifty Tata 25 Cap,INDHOTEL,2026-09-14
NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP,Nifty Tata 25 Cap,TCS,2026-09-14
NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP,Nifty Tata 25 Cap,TATACONSUM,2026-09-14
NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP,Nifty Tata 25 Cap,TMCV,2026-09-14
NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP,Nifty Tata 25 Cap,TMPV,2026-09-14
NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP,Nifty Tata 25 Cap,TATAPOWER,2026-09-14
NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP,Nifty Tata 25 Cap,TATASTEEL,2026-09-14
NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP,Nifty Tata 25 Cap,TITAN,2026-09-14
NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP,Nifty Tata 25 Cap,TRENT,2026-09-14
NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP,Nifty Tata 25 Cap,VOLTAS,2026-09-14
