,22-Jul-2026
The Nifty witnessed an intraday movement of about 204.9 points.The closing index was 0.79 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 111459.97
, Traded Quantity (in Lakhs), 42662.67
, Number of Trades, 35320601
, Total Market Capitalisation (Rs. Crores), 47909998.20

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24187.70,     24150.45,     24166.30,     23961.40,     23996.25,-191.45
,NIFTY50 EQL Wgt,     32956.40,     32901.55,     32934.05,     32706.50,     32776.10,-180.30
,NIFTY100 EQL Wgt,     34760.30,     34744.75,     34750.05,     34479.30,     34528.20,-232.10
,NIFTY100 LowVol30,     20205.30,     20177.40,     20186.55,     20060.90,     20144.65,-60.65
,NIFTY Alpha 50,     54429.20,     54541.55,     54655.05,     53905.30,     53981.80,-447.40
,NIFTY MIDCAP 150,     23170.50,     23164.20,     23164.65,     22890.60,     22925.55,-244.95
,NIFTY SMLCAP 50,      9659.15,      9644.85,      9646.30,      9471.65,      9483.75,-175.40
,NIFTY SMLCAP 250,     18101.00,     18102.00,     18103.20,     17850.65,     17863.75,-237.25
,NIFTY MIDSML 400,     21326.50,     21323.10,     21323.55,     21056.70,     21082.60,-243.90
,NIFTY200 QUALTY30,     20229.35,     20238.40,     20270.70,     20135.85,     20192.55,-36.80
,Nifty FinSrv25 50,     28965.55,     28934.80,     28939.10,     28526.65,     28583.70,-381.85
,NIFTY AlphaLowVol,     27143.95,     27134.90,     27152.45,     26978.10,     27130.80,-13.15
,Nifty200Momentm30,     30717.40,     30756.05,     30860.10,     30504.50,     30565.95,-151.45
,Nifty100ESGSecLdr,      4079.85,      4076.70,      4077.95,      4044.15,      4048.85,-31.00
,NIFTY100 ESG,      4996.05,      4994.90,      4996.95,      4956.55,      4964.30,-31.75
,NIFTY M150 QLTY50,     24197.55,     24191.15,     24198.00,     23939.65,     23977.70,-219.85
,NIFTY INDIA MFG,     16073.50,     16074.95,     16084.50,     15964.35,     15992.95,-80.55
,Nifty200 Alpha 30,     26207.60,     26251.35,     26327.55,     25949.65,     25995.05,-212.55
,NiftyM150Momntm50,     62832.60,     62841.55,     62930.05,     62153.35,     62238.50,-594.10
,Nifty50 USD,      8708.80,      8708.80,      8712.95,      8602.50,      8609.15,-99.65
,Nifty IT,     28984.40,     28881.95,     28913.35,     28502.95,     28549.85,-434.55
,Nifty Next 50,     72777.10,     72860.10,     72862.75,     72196.70,     72296.65,-480.45
,Nifty Bank,     57835.35,     57768.40,     57824.00,     56970.60,     57126.80,-708.55
,NIFTY MIDCAP 100,     62987.60,     62966.30,     62968.10,     62196.05,     62300.60,-687.00
,Nifty 500,     23352.15,     23334.30,     23335.60,     23118.05,     23145.05,-207.10
,Nifty 100,     25263.45,     25237.05,     25247.15,     25038.15,     25069.65,-193.80
,Nifty Midcap 50,     18091.20,     18073.70,     18073.80,     17855.65,     17884.15,-207.05
,Nifty Realty,       927.35,       925.65,       927.85,       899.15,       903.00,-24.35
,Nifty Infra,      9450.55,      9428.20,      9437.60,      9354.35,      9369.95,-80.60
,Nifty Energy,     39587.25,     39637.35,     39700.20,     39376.75,     39435.65,-151.60
,Nifty FMCG,     48917.20,     48900.40,     49362.70,     48643.10,     49233.80,316.60
,Nifty MNC,     32695.65,     32731.70,     32833.10,     32530.35,     32694.35,-1.30
,Nifty Pharma,     26092.85,     25935.45,     25935.45,     25545.60,     25752.25,-340.60
,Nifty PSE,     10044.60,     10032.55,     10043.50,      9985.15,     10021.45,-23.15
,Nifty PSU Bank,      8538.95,      8532.10,      8532.10,      8351.15,      8381.80,-157.15
,Nifty Serv Sector,     31121.25,     31062.55,     31070.95,     30730.85,     30793.60,-327.65
,Nifty Auto,     27280.60,     27348.70,     27549.35,     27280.05,     27329.65,49.05
,Nifty Metal,     12623.30,     12655.60,     12684.20,     12540.85,     12562.85,-60.45
,Nifty Media,      1537.40,      1538.40,      1539.30,      1494.45,      1496.20,-41.20
,NIFTY SMLCAP 100,     19428.05,     19418.50,     19422.15,     19112.10,     19129.25,-298.80
,Nifty 200,     14010.75,     13998.10,     14000.50,     13876.85,     13894.15,-116.60
,Nifty Div Opps 50,      5855.95,      5852.90,      5855.05,      5807.65,      5825.25,-30.70
,Nifty Commodities,      9971.70,      9971.30,      9972.85,      9879.80,      9899.95,-71.75
,Nifty Consumption,     11799.80,     11802.20,     11824.10,     11755.40,     11793.25,-6.55
,Nifty Fin Service,     26531.65,     26496.55,     26511.45,     26127.80,     26188.85,-342.80
,Nifty50 Div Point,       141.10,       141.10,       141.10,       141.10,       141.10,0.00
,Nifty100 Liq 15,      7525.35,      7512.35,      7521.70,      7431.70,      7452.55,-72.80
,Nifty CPSE,      6682.60,      6678.55,      6693.55,      6650.70,      6686.70,4.10
,Nifty GrowSect 15,     11159.45,     11132.15,     11167.65,     11096.30,     11118.05,-41.40
,Nifty50 PR 2x Lev,     12069.85,     12030.95,     12045.10,     11842.45,     11877.05,-192.80
,Nifty50 PR 1x Inv,       218.95,       219.35,       221.05,       219.20,       220.70,1.75
,Nifty50 TR 2x Lev,     18318.20,     18259.15,     18280.65,     17973.05,     18025.60,-292.60
,Nifty50 TR 1x Inv,       178.05,       178.35,       179.75,       178.25,       179.50,1.45
,Nifty50 Value 20,     11975.60,     11965.20,     11968.15,     11830.35,     11854.30,-121.30
,Nifty Mid Liq 15,     16756.50,     16758.90,     16771.50,     16519.10,     16559.90,-196.60
,Nifty Pvt Bank,     27881.40,     27808.10,     27872.80,     27433.65,     27493.45,-387.95
,NIFTY100 Qualty30,      5557.65,      5559.40,      5570.00,      5529.35,      5557.80,0.15
,Nifty GS 8 13Yr,      3049.38,      3049.94,      3049.95,      3044.40,      3045.95,-3.43
,Nifty GS 10Yr,      2671.31,      2671.82,      2671.82,      2665.41,      2667.76,-3.55
,Nifty GS 10Yr Cln,       877.78,       877.78,       877.78,       875.65,       876.43,-1.35
,Nifty GS 4 8Yr,      3327.51,      3328.10,      3328.86,      3326.24,      3327.08,-0.43
,Nifty GS 11 15Yr,      3363.99,      3364.63,      3365.10,      3359.79,      3361.34,-2.65
,Nifty GS 15YrPlus,      3557.24,      3557.97,      3557.97,      3550.25,      3551.77,-5.47
,Nifty GS Compsite,      3138.08,      3138.66,      3138.67,      3132.81,      3134.51,-3.57
,NIFTY HEALTHCARE,     16547.50,     16457.50,     16457.50,     16244.20,     16350.95,-196.55
,NIFTY CONSR DURBL,     39529.75,     39514.80,     39616.00,     39057.75,     39188.70,-341.05
,NIFTY OIL AND GAS,     11311.95,     11306.95,     11307.40,     11194.30,     11243.15,-68.80
,NIFTY500 MULTICAP,     16552.75,     16543.20,     16543.65,     16373.30,     16391.25,-161.50
,NIFTY LARGEMID250,     16734.75,     16723.75,     16724.55,     16559.85,     16582.05,-152.70
,NIFTY MID SELECT,     14814.30,     14797.15,     14800.55,     14603.30,     14626.35,-187.95
,NIFTY TOTAL MKT,     13174.25,     13165.20,     13165.80,     13041.30,     13055.70,-118.55
,NIFTY MICROCAP250,     25292.05,     25317.40,     25326.35,     24972.90,     24992.10,-299.95
,NIFTY IND DIGITAL,      8220.55,      8221.30,      8223.95,      8087.85,      8118.95,-101.60
,Nifty Tata 25 Cap,     14167.95,     14170.70,     14176.75,     14059.65,     14098.80,-69.15
,Nifty MidSml Hlth,     51577.00,     51407.85,     51407.85,     50299.20,     50704.80,-872.20
,Nifty Multi Mfg,     16542.25,     16530.40,     16530.40,     16381.05,     16402.85,-139.40
,Nifty Multi Infra,     14751.80,     14734.75,     14745.70,     14613.65,     14627.05,-124.75
,BHARATBOND-APR30,      1604.47,      1604.80,      1604.80,      1604.67,      1604.67,0.20
,BHARATBOND-APR31,      1459.74,      1460.02,      1460.02,      1459.98,      1460.00,0.26
,BHARATBOND-APR32,      1328.04,      1328.30,      1328.30,      1328.29,      1328.29,0.25
,BHARATBOND-APR33,      1287.89,      1288.14,      1288.14,      1288.14,      1288.14,0.25
,Nifty Ind Defence,      9435.20,      9446.20,      9480.25,      9392.05,      9422.35,-12.85
,Nifty Ind Tourism,      7976.25,      7949.80,      7956.80,      7832.95,      7847.95,-128.30
,Nifty Capital Mkt,      5383.20,      5386.20,      5393.85,      5298.95,      5327.30,-55.90
,Nifty500Momentm50,     53823.60,     53936.60,     54095.40,     53429.15,     53534.60,-289.00
,NiftyMS400 MQ 100,     50956.35,     50961.05,     50963.90,     50344.00,     50398.10,-558.25
,NiftySml250MQ 100,     47856.40,     47966.95,     47971.35,     47301.00,     47404.55,-451.85
,Nifty Top 10 EW,      8564.45,      8544.00,      8555.25,      8465.95,      8479.35,-85.10
,Nifty AQL 30,     22990.00,     22987.25,     23006.75,     22818.05,     22991.40,1.40
,Nifty AQLV 30,     20384.85,     20371.05,     20371.05,     20204.05,     20325.00,-59.85
,Nifty EV,      3176.25,      3182.05,      3191.55,      3158.80,      3164.10,-12.15
,Nifty HighBeta 50,      4457.00,      4449.70,      4457.30,      4378.85,      4387.85,-69.15
