,07-Jul-2026
The Nifty witnessed an intraday movement of about 181.95 points.The closing index was 0.13 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 127892.33
, Traded Quantity (in Lakhs), 47076.94
, Number of Trades, 38097829
, Total Market Capitalisation (Rs. Crores), 48011196.13

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24430.35,     24464.45,     24530.90,     24348.95,     24398.70,-31.65
,NIFTY50 EQL Wgt,     33094.90,     33041.85,     33194.25,     32986.70,     33045.50,-49.40
,NIFTY100 EQL Wgt,     34797.35,     34798.05,     34829.00,     34617.95,     34668.95,-128.40
,NIFTY100 LowVol30,     20191.60,     20198.75,     20316.10,     20190.25,     20236.45,44.85
,NIFTY Alpha 50,     53904.40,     54014.15,     54069.45,     53259.30,     53366.95,-537.45
,NIFTY MIDCAP 150,     22973.35,     23016.80,     23026.75,     22826.70,     22912.30,-61.05
,NIFTY SMLCAP 50,      9578.15,      9597.60,      9602.50,      9507.10,      9531.70,-46.45
,NIFTY SMLCAP 250,     18078.60,     18111.00,     18118.20,     17910.00,     17953.10,-125.50
,NIFTY MIDSML 400,     21198.10,     21237.50,     21245.80,     21047.85,     21110.45,-87.65
,NIFTY200 QUALTY30,     20077.80,     20065.40,     20189.05,     20028.15,     20128.75,50.95
,Nifty FinSrv25 50,     29422.60,     29546.35,     29563.55,     29344.50,     29404.75,-17.85
,NIFTY AlphaLowVol,     26946.90,     26930.30,     27028.00,     26894.00,     26971.60,24.70
,Nifty200Momentm30,     30725.95,     30763.25,     30789.25,     30198.15,     30285.10,-440.85
,Nifty100ESGSecLdr,      4111.00,      4117.70,      4127.00,      4096.00,      4104.40,-6.60
,NIFTY100 ESG,      4977.80,      4982.15,      5005.55,      4976.15,      4984.45,6.65
,NIFTY M150 QLTY50,     24106.75,     24172.60,     24183.35,     23983.90,     24074.85,-31.90
,NIFTY INDIA MFG,     16127.20,     16133.60,     16141.30,     15983.75,     16010.75,-116.45
,Nifty200 Alpha 30,     26315.70,     26358.05,     26373.65,     25920.30,     25974.35,-341.35
,NiftyM150Momntm50,     62553.55,     62684.30,     62716.80,     61680.65,     61784.00,-769.55
,Nifty50 USD,      8873.50,      8873.50,      8928.20,      8806.10,      8885.70,12.20
,Nifty IT,     27276.45,     27248.30,     28156.20,     27248.30,     27939.15,662.70
,Nifty Next 50,     72685.60,     72845.35,     72871.05,     72107.50,     72248.45,-437.15
,Nifty Bank,     58291.50,     58567.85,     58581.10,     58110.10,     58200.70,-90.80
,NIFTY MIDCAP 100,     62471.50,     62579.80,     62611.40,     62047.60,     62285.30,-186.20
,Nifty 500,     23433.95,     23472.40,     23485.35,     23332.90,     23368.85,-65.10
,Nifty 100,     25464.45,     25503.70,     25524.60,     25362.65,     25409.65,-54.80
,Nifty Midcap 50,     17863.55,     17904.70,     17909.45,     17763.00,     17864.05,0.50
,Nifty Realty,       906.95,       910.45,       911.10,       890.70,       892.60,-14.35
,Nifty Infra,      9520.15,      9525.40,      9539.00,      9434.60,      9454.00,-66.15
,Nifty Energy,     39481.45,     39545.65,     39617.10,     39116.85,     39188.45,-293.00
,Nifty FMCG,     50196.35,     50202.65,     50367.75,     49958.05,     50225.85,29.50
,Nifty MNC,     33181.10,     33210.15,     33249.70,     32914.25,     32994.35,-186.75
,Nifty Pharma,     25866.25,     25874.40,     26022.75,     25645.90,     25677.70,-188.55
,Nifty PSE,     10029.10,     10038.00,     10052.95,      9931.75,      9957.90,-71.20
,Nifty PSU Bank,      8333.95,      8351.90,      8382.85,      8286.55,      8298.30,-35.65
,Nifty Serv Sector,     31248.00,     31358.65,     31548.50,     31276.60,     31338.15,90.15
,Nifty Auto,     27353.95,     27414.25,     27452.80,     27244.60,     27343.50,-10.45
,Nifty Metal,     12722.45,     12689.60,     12707.25,     12553.90,     12582.75,-139.70
,Nifty Media,      1497.95,      1502.30,      1503.50,      1473.50,      1486.80,-11.15
,NIFTY SMLCAP 100,     19319.10,     19352.25,     19360.05,     19161.95,     19213.40,-105.70
,Nifty 200,     14076.65,     14098.90,     14107.60,     14020.50,     14044.05,-32.60
,Nifty Div Opps 50,      5798.55,      5801.00,      5834.20,      5800.00,      5816.60,18.05
,Nifty Commodities,      9948.60,      9948.10,      9963.50,      9885.00,      9907.65,-40.95
,Nifty Consumption,     11873.20,     11860.25,     11900.20,     11843.85,     11874.35,1.15
,Nifty Fin Service,     26993.85,     27111.75,     27127.15,     26928.15,     26985.05,-8.80
,Nifty50 Div Point,       126.28,       128.89,       128.89,       128.89,       128.89,2.61
,Nifty100 Liq 15,      7571.50,      7553.65,      7572.20,      7516.50,      7531.40,-40.10
,Nifty CPSE,      6742.60,      6737.30,      6748.20,      6665.40,      6690.15,-52.45
,Nifty GrowSect 15,     10932.15,     10938.50,     11083.05,     10938.50,     11032.95,100.80
,Nifty50 PR 2x Lev,     12348.60,     12381.30,     12447.75,     12265.10,     12314.85,-33.75
,Nifty50 PR 1x Inv,       216.50,       216.25,       217.25,       215.65,       216.80,0.30
,Nifty50 TR 2x Lev,     18718.45,     18772.05,     18872.80,     18595.90,     18671.35,-47.10
,Nifty50 TR 1x Inv,       176.15,       175.90,       176.75,       175.45,       176.40,0.25
,Nifty50 Value 20,     12099.55,     12138.15,     12159.60,     12067.05,     12092.95,-6.60
,Nifty Mid Liq 15,     16606.75,     16641.65,     16649.90,     16451.70,     16582.65,-24.10
,Nifty Pvt Bank,     28347.25,     28498.35,     28501.65,     28256.60,     28305.35,-41.90
,NIFTY100 Qualty30,      5549.05,      5546.40,      5574.00,      5539.05,      5558.25,9.20
,Nifty GS 8 13Yr,      3056.74,      3057.30,      3058.14,      3052.88,      3053.42,-3.32
,Nifty GS 10Yr,      2683.77,      2684.27,      2685.25,      2679.64,      2681.21,-2.56
,Nifty GS 10Yr Cln,       884.44,       884.44,       884.77,       882.90,       883.42,-1.02
,Nifty GS 4 8Yr,      3329.96,      3330.55,      3333.45,      3330.19,      3330.32,0.36
,Nifty GS 11 15Yr,      3382.44,      3383.08,      3386.13,      3379.04,      3381.11,-1.33
,Nifty GS 15YrPlus,      3597.50,      3598.23,      3599.49,      3594.59,      3594.94,-2.56
,Nifty GS Compsite,      3150.90,      3151.48,      3152.72,      3147.50,      3148.39,-2.51
,NIFTY HEALTHCARE,     16481.35,     16482.30,     16578.75,     16320.05,     16343.90,-137.45
,NIFTY CONSR DURBL,     37376.45,     37512.85,     37810.55,     37290.00,     37709.30,332.85
,NIFTY OIL AND GAS,     11261.10,     11287.65,     11327.95,     11214.85,     11248.90,-12.20
,NIFTY500 MULTICAP,     16577.70,     16605.75,     16613.45,     16497.55,     16520.05,-57.65
,NIFTY LARGEMID250,     16729.75,     16758.45,     16765.20,     16665.85,     16689.55,-40.20
