Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
06 AUG 2026,20MICRONS,EQ,20 MICRONS LTD           ,Listed    ,06 AUG 2026,               5.00,          35286502,            191.70,     6764775298.40 
06 AUG 2026,21STCENMGM,EQ,21ST CENTURY MGMT SERVICE,Listed    ,06 AUG 2026,              10.00,          10500000,             43.30,      454650000.00
06 AUG 2026,360ONE,EQ,360 ONE WAM LIMITED      ,Listed    ,06 AUG 2026,               1.00,         406486596,           1186.00,   482093102856.00    
06 AUG 2026,3BBLACKBIO,EQ,3B BLACKBIO DX LTD.      ,Permitted ,06 AUG 2026,              10.00,           8582670,           1205.90,    10349841753.00
06 AUG 2026,3IINFOLTD,EQ,3I INFOTECH LIMITED      ,Listed    ,06 AUG 2026,              10.00,         207403767,             25.50,     5288796058.50 
06 AUG 2026,3MINDIA,EQ,3M INDIA LIMITED         ,Listed    ,06 AUG 2026,              10.00,          11265070,          36000.00,   405542520000.00   
06 AUG 2026,3PLAND,EQ,3P LAND HOLDINGS LIMITED ,Listed    ,06 AUG 2026,               2.00,          18000000,             32.10,      577800000.00    
06 AUG 2026,5PAISA,EQ,5PAISA CAPITAL LIMITED   ,Listed    ,06 AUG 2026,              10.00,          46882257,            366.10,    17163594287.70    
06 AUG 2026,63MOONS,EQ,63 MOONS TECHNOLOGIES LTD,Listed    ,06 AUG 2026,               2.00,          46078537,            858.20,    39544600453.40   
06 AUG 2026,A2ZINFRA,EQ,A2Z INFRA ENGINEERING LTD,Listed    ,06 AUG 2026,              10.00,         177522358,             16.75,     2969949049.35  
06 AUG 2026,AAATECH,EQ,AAA TECHNOLOGIES LIMITED ,Listed    ,06 AUG 2026,              10.00,          12826800,             93.10,     1194431616.00   
06 AUG 2026,AADHARHFC,EQ,AADHAR HOUSING FINANCE L ,Listed    ,06 AUG 2026,              10.00,         437298899,            514.90,   225165203095.10 
06 AUG 2026,AAKAAR,SM,AAKAAR MEDICAL TECHNO LTD,Listed    ,06 AUG 2026,              10.00,          14172816,             63.65,      902099738.40    
06 AUG 2026,AAKASH,EQ,AAKASH EXPLORATION SER L ,Listed    ,06 AUG 2026,               1.00,         101250000,              9.00,      910237500.00    
06 AUG 2026,AARADHYA,SM,AARADHYA DISPOSAL INDUS L,Listed    ,06 AUG 2026,              10.00,          14138000,             73.50,     1039143000.00  
06 AUG 2026,AAREYDRUGS,BE,AAREY DRUGS & PHARM LTD  ,Listed    ,06 AUG 2026,              10.00,          28354303,             81.80,     2319381985.40
06 AUG 2026,AARNAV,EQ,AARNAV FASHIONS LIMITED  ,Listed    ,06 AUG 2026,              10.00,          42238628,             30.85,     1303484060.10    
06 AUG 2026,AARON,EQ,AARON INDUSTRIES LIMITED ,Listed    ,06 AUG 2026,              10.00,          20946478,            134.55,     2818767544.45     
06 AUG 2026,AARTECH,BE,AARTECH SOLONICS LIMITED ,Listed    ,06 AUG 2026,               5.00,          31770375,             47.25,     1501150218.75   
06 AUG 2026,AARTIDRUGS,EQ,AARTI DRUGS LTD.         ,Listed    ,06 AUG 2026,              10.00,          91270000,            410.85,    37498279500.00
06 AUG 2026,AARTIIND,EQ,AARTI INDUSTRIES LTD     ,Listed    ,06 AUG 2026,               5.00,         362594491,            501.20,   181732358889.20  
06 AUG 2026,AARTIPHARM,EQ,AARTI PHARMALABS LIMITED ,Listed    ,06 AUG 2026,               5.00,          90657751,            692.25,    62757828129.75
06 AUG 2026,AARTISURF,EQ,AARTI SURFACTANTS LIMITED,Listed    ,06 AUG 2026,              10.00,           8464995,            551.35,     4667174993.25 
06 AUG 2026,AARVI,EQ,AARVI ENCON LIMITED      ,Listed    ,06 AUG 2026,              10.00,          14844100,            155.85,     2313749867.00     
06 AUG 2026,AASTHA,EQ,AASTHA SPINTEX LIMITED   ,Listed    ,06 AUG 2026,              10.00,          44142190,             82.90,     3658504707.20    
06 AUG 2026,AATMAJ,SM,AATMAJ HEALTHCARE LIMITED,Listed    ,05 AUG 2026,               5.00,          22600000,             19.95,      450870000.00    
06 AUG 2026,AAVAS,EQ,AAVAS FINANCIERS LIMITED ,Listed    ,06 AUG 2026,              10.00,          79287782,           1376.30,   109123774366.60     
06 AUG 2026,ABAN,BE,ABAN OFFSHORE LTD.       ,Listed    ,06 AUG 2026,               2.00,          58365323,             19.15,     1118279588.70      
06 AUG 2026,ABANSENT,BE,ABANS ENTERPRISES LTD.   ,Permitted ,06 AUG 2026,               2.00,          69748880,             26.50,     1846950342.40  
06 AUG 2026,ABB,EQ,ABB INDIA LIMITED        ,Listed    ,06 AUG 2026,               2.00,         211908375,           7735.00,  1639111280625.00       
06 AUG 2026,ABBOTINDIA,EQ,ABBOTT INDIA LIMITED     ,Permitted ,06 AUG 2026,              10.00,          21249302,          27855.00,   591899307210.00
06 AUG 2026,ABCAPITAL,EQ,ADITYA BIRLA CAPITAL LTD.,Listed    ,06 AUG 2026,              10.00,        2621853064,            421.50,  1105111066476.00 
06 AUG 2026,ABCOTS,EQ,A B COTSPIN INDIA LIMITED,Listed    ,06 AUG 2026,              10.00,          21963620,            200.85,     4411832349.40    
06 AUG 2026,ABDL,EQ,ALLIED BLEND N DISTILS L ,Listed    ,06 AUG 2026,               2.00,         279710151,            605.00,   169224641355.00      
06 AUG 2026,ABFRL,EQ,ADITYA BIRLA FASHION & RT,Listed    ,06 AUG 2026,              10.00,        1220510115,             63.25,    77209469874.90     
06 AUG 2026,ABHAPOWER,SM,ABHA POWER N STEEL LTD   ,Listed    ,06 AUG 2026,              10.00,          18587830,             26.00,      483283580.00 
06 AUG 2026,ABINFRA,EQ,A B INFRABUILD LIMITED   ,Listed    ,06 AUG 2026,               1.00,         638789360,             10.00,     6394281493.60   
06 AUG 2026,ABLBL,EQ,ADITYA BIRLA LIFES BRAN L,Listed    ,06 AUG 2026,              10.00,        1220521649,             94.65,   115534579294.35     
06 AUG 2026,ABMINTLLTD,EQ,ABM INTERNATIONAL LTD    ,Listed    ,06 AUG 2026,              10.00,           9408000,             41.40,      389585280.00
06 AUG 2026,ABMKNO,EQ,A B M KNOWLEDGEWARE LTD. ,Permitted ,06 AUG 2026,               5.00,          20002200,            190.85,     3817819914.00    
06 AUG 2026,ABNINT,IT,A B N INTERCORP LIMITED  ,Listed    ,Not Traded ,              10.00,            419532,            200.00,       83906400.00    
06 AUG 2026,ABREL,EQ,ADITYA BIRLA REAL EST LTD,Listed    ,06 AUG 2026,              10.00,         111695680,           1390.80,   155346351744.00     
06 AUG 2026,ABSLAMC,EQ,ADIT BIRL SUN LIF AMC LTD,Listed    ,06 AUG 2026,               5.00,         289175042,           1024.10,   296144160512.20   
06 AUG 2026,ABSMARINE,ST,ABS MARINE SERVICES LTD  ,Listed    ,06 AUG 2026,              10.00,          24550000,            223.60,     5489380000.00 
