SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,81.76,88.21
WHEELS,20.73,20.73
RIIL,93.90,93.90
PREMIERPOL,21.14,21.14
RAYMOND,65.46,15.45
RSWM,15.28,13.60
SHREDIGCEM,58.78,58.78
SESHAPAPER,14.85,14.85
SMLMAH,48.36,48.36
SUNDRMFAST,38.40,37.80
EXIDEIND,44.05,43.73
ELECON,41.61,39.54
CRISIL,38.33,38.33
LMW,107.78,102.92
NELCO,595.64,222.36
MASTEK,13.37,12.87
MAHSCOOTER,56.18,56.18
LUMAXIND,28.22,26.51
TRENT,88.89,87.94
KECL,71.91,46.25
CUMMINSIND,63.80,61.97
KCP,8.09,7.79
JAYBARMARU,10.37,10.03
INFY,15.83,15.38
INDIAGLYCO,24.84,24.78
IONEXCHANG,57.82,51.42
IFBIND,35.47,33.32
IGPL,18.20,18.20
HIMATSEIDE,16.06,16.06
GNFC,7.71,7.71
GFLLIMITED,8.86,8.86
BPCL,8.07,8.92
BHARATFORG,139.83,447.10
BASF,27.14,27.14
FORCEMOT,19.05,21.67
ATUL,24.88,24.93
ARVIND,35.08,34.18
ACC,13.36,13.42
TMPV,1.55,1.46
SCI,8.49,8.49
MRPL,9.09,10.34
LINDEINDIA,109.49,109.49
HINDPETRO,50.05,50.05
ESCORTS,24.93,24.22
RELINFRA,0.61,0.82
BAJAJHLDNG,14.20,14.20
ASHOKLEY,27.47,25.65
ZUARIIND,7.36,6.76
VOLTAS,113.39,107.66
TITAN,78.45,77.43
TATASTEEL,21.08,19.61
SUNDARMFIN,22.87,22.28
SPIC,6.53,6.53
VEDL,3.88,3.68
SBIN,11.47,11.78
RELIANCE,20.37,20.37
PFIZER,30.35,29.02
NOCIL,42.19,40.11
BOSCHLTD,54.30,54.30
DRREDDY,30.38,30.38
BATAINDIA,68.27,98.31
DEEPAKFERT,19.61,19.61
CHAMBLFERT,9.38,9.38
CARBORUNIV,113.74,46.16
MAHSEAMLES,11.05,11.03
HINDOILEXP,34.54,71.12
DICIND,25.14,22.77
COROMANDEL,34.81,34.02
BALMLAWRIE,11.56,11.56
VINDHYATEL,12.18,12.18
