SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,84.66,90.07
WHEELS,26.36,26.36
RIIL,119.94,119.94
PREMIERPOL,22.71,22.71
RAYMOND,68.95,14.94
RSWM,17.91,15.53
SHREDIGCEM,45.72,45.72
SESHAPAPER,21.42,21.42
SMLMAH,35.88,35.88
SUPERSPIN,77.37,
SUNDRMFAST,33.22,32.69
EXIDEIND,38.61,38.30
ELECON,36.24,43.30
CRISIL,35.56,35.56
LMW,129.87,123.10
NELCO,711.11,219.95
MASTEK,12.03,11.56
MAHSCOOTER,46.61,46.61
LUMAXIND,41.68,37.84
TRENT,102.16,101.01
CUMMINSIND,74.91,72.81
KCP,7.93,7.67
JAYBARMARU,13.54,13.09
JBCHEPHARM,52.01,50.61
INFY,13.56,13.17
INDIAGLYCO,27.98,27.90
IONEXCHANG,43.01,39.60
IFBIND,36.01,33.61
IGPL,623.51,623.51
HIMATSEIDE,18.37,18.37
GNFC,9.78,9.78
BPCL,5.42,5.36
BHARATFORG,91.75,84.02
BASF,37.34,37.34
FORCEMOT,19.71,22.52
ATUL,28.11,28.18
ARVIND,34.96,34.04
ACC,11.74,11.89
TMPV,,30.33
SCI,10.58,10.58
MRPL,13.55,13.55
LINDEINDIA,124.64,124.64
HINDPETRO,5.04,5.04
ESCORTS,24.12,24.49
BAJAJHLDNG,54.64,146.65
ASHOKLEY,25.98,24.25
VOLTAS,84.68,81.48
TITAN,76.99,75.85
TATASTEEL,21.98,20.63
SUNDARMFIN,25.31,24.60
SPIC,7.85,7.85
VEDL,6.79,6.19
SBIN,11.35,11.66
RELIANCE,18.51,18.51
PFIZER,28.33,27.06
NOCIL,53.68,50.55
BOSCHLTD,43.43,51.77
DRREDDY,26.99,26.99
BATAINDIA,65.32,94.07
DEEPAKFERT,27.42,27.42
CHAMBLFERT,10.37,10.37
CARBORUNIV,162.35,53.89
MAHSEAMLES,11.23,11.16
HINDOILEXP,33.38,68.73
DICIND,24.64,22.33
COROMANDEL,30.98,30.31
BALMLAWRIE,15.23,15.23
