SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,75.69,80.52
WHEELS,23.61,23.61
RIIL,108.38,108.38
PREMIERPOL,23.57,23.57
RAYMOND,70.62,15.30
RSWM,19.55,16.96
SHREDIGCEM,44.36,44.36
SESHAPAPER,21.62,21.62
SMLMAH,36.08,36.08
SUNDRMFAST,33.55,33.00
EXIDEIND,43.49,43.15
ELECON,41.16,39.12
CRISIL,36.38,36.38
LMW,130.20,123.41
NELCO,568.27,208.31
MASTEK,12.46,11.99
MAHSCOOTER,46.28,46.28
LUMAXIND,40.20,36.49
TRENT,89.26,88.26
KECL,60.29,38.78
CUMMINSIND,74.07,71.99
KCP,7.63,7.37
JAYBARMARU,12.60,12.19
INFY,14.01,13.62
INDIAGLYCO,31.92,31.83
IONEXCHANG,43.02,39.61
IFBIND,36.41,33.98
IGPL,627.12,627.12
HIMATSEIDE,16.45,16.45
GNFC,9.17,9.17
BPCL,8.21,9.12
BHARATFORG,94.64,86.67
BASF,38.73,38.73
FORCEMOT,18.73,21.40
ATUL,26.35,26.41
ARVIND,32.03,31.19
ACC,11.76,11.90
TMPV,,28.28
SCI,9.44,9.44
MRPL,9.94,11.32
LINDEINDIA,115.96,115.96
HINDPETRO,2156.66,2156.66
ESCORTS,23.80,24.17
BAJAJHLDNG,54.22,145.51
ASHOKLEY,24.12,22.50
VOLTAS,86.61,83.33
TITAN,82.22,81.01
TATASTEEL,21.87,20.53
SUNDARMFIN,24.46,23.78
SPIC,7.45,7.45
VEDL,6.52,5.94
SBIN,10.97,11.28
RELIANCE,19.58,19.58
PFIZER,29.46,28.14
NOCIL,48.67,45.83
BOSCHLTD,44.98,53.62
DRREDDY,30.72,30.72
BATAINDIA,64.76,93.27
DEEPAKFERT,27.00,27.00
CHAMBLFERT,9.48,9.48
CARBORUNIV,147.31,48.90
MAHSEAMLES,10.64,10.58
HINDOILEXP,35.32,72.71
DICIND,24.56,22.26
COROMANDEL,33.56,32.79
BALMLAWRIE,14.85,14.85
MOTOGENFIN,0.72,
MARALOVER,72.42,61.19
ASIANPAINT,60.53,58.96
RAMCOCEM,31.25,121.82
INDIACEM,136.77,88.12
PGHL,34.04,34.04
BEML,101.97,101.97
ADOR,22.42,22.05
CENTENKA,12.15,11.97
TATACHEM,,212.66
TORNTPHARM,80.18,77.94
VTL,25.12,25.12
SUNDROP,129.66,129.66
FEDERALBNK,18.11,18.11
EPL,18.93,17.85
VLSFINANCE,36.65,36.65
SUPREMEIND,50.90,50.90
SRF,35.96,34.94
BIRLACABLE,35.03,35.03
BALRAMCHIN,37.85,37.85
AEGISLOG,43.42,43.42
WEIZMANIND,17.34,17.34
UNICHEMLAB,14.79,74.75
BBOX,64.21,50.68
HONAUT,63.84,62.85
JTEKTINDIA,47.38,44.72
SAURASHCEM,44.03,27.93
RANEHOLDIN,15.83,18.01
PRECOT,27.64,27.64
TATAELXSI,32.24,29.94
SUNPHARMA,40.54,37.35
KOHINOOR,1.04,
SHREYANIND,29.38,29.38
SANDESH,11.11,10.83
HCC,35.11,40.75
BAJAJHIND,31.84,28.69
APOLLOHOSP,65.09,64.59
ARE&M,17.91,22.78
ADANIENT,42.03,161.05
IVP,8.54,8.40
BALKRISIND,31.28,31.28
INDBANK,19.89,19.89
GINNIFILA,9.83,8.89
EICHERMOT,44.93,44.52
GVT&D,89.87,86.69
NEULANDLAB,64.96,64.96
ONGC,6.79,6.74
ITI,91.30,
ZENSARTECH,14.31,13.96
