SYMBOL,SYMBOL P/E,ADJUSTED P/E
KAUSHALYA,103.09,103.09
COLPAL,40.97,40.34
JYOTHYLAB,22.76,22.76
MADHAV,78.92,78.92
KALYANIFRG,24.81,24.81
HITECHCORP,36.45,33.70
ECLERX,22.82,22.82
TARIL,33.23,33.23
BRIGADE,26.19,25.78
MANAKSIA,7.05,7.05
DVL,10.68,10.68
PATINTLOG,8.85,8.85
PPAP,9.82,112.00
ARIES,10.41,10.41
AMBIKCO,13.40,13.40
KAVDEFENCE,276.67,276.67
CEATLTD,25.57,23.26
BIRLAMONEY,13.79,13.20
RPOWER,,123.51
JKIL,9.91,9.70
CORDSCABLE,13.69,13.69
KNRCON,9.01,9.01
SEPC,22.17,21.72
BANG,6.84,5.27
IRB,24.91,23.82
NMDC,10.02,10.02
GSS,,16.88
NAHARCAP,3.75,3.75
RECLTD,6.03,6.02
VGUARD,38.29,36.75
NESCO,17.71,17.71
DPSCLTD,56.16,56.16
TITAGARH,67.30,67.30
KIRIINDUS,0.50,4.03
BAJAJFINSV,15.58,15.39
BAJAJ-AUTO,27.74,27.66
DIGISPICE,21.76,18.78
GOKUL,21.26,21.26
RPGLIFE,36.79,37.76
ALMONDZ,7.37,7.37
ARCHIDPLY,13.65,12.88
LOTUSEYE,3073.41,2946.26
VINYLINDIA,23.84,23.84
UBL,93.58,107.13
LPDC,57.37,57.37
ZFCVINDIA,60.12,59.42
20MICRONS,9.88,9.84
JOCIL,15.82,15.82
ALKALI,64.27,64.27
COUNCODOS,80.85,80.85
TPHQ,455.37,455.37
TATACAP,28.69,28.53
MAWANASUG,16.45,13.35
AJMERA,15.24,15.24
MHRIL,90.51,104.04
VINATIORGA,30.63,30.63
LANDSMILL,98.72,98.72
ADANIPOWER,27.73,27.73
NHPC,18.11,18.11
GLOBUSSPR,28.56,28.56
OIL,7.56,7.56
EXPLEOSOL,10.47,9.77
RTNPOWER,41.84,41.84
AMRUTANJAN,26.03,23.30
SUNTECK,20.86,20.86
ZYDUSWELL,90.25,71.82
DEN,8.89,8.89
SHILPAMED,49.98,55.28
SARDAEN,15.24,15.37
REFEX,16.21,16.21
GILLANDERS,11.10,11.10
AHLUCONT,20.72,20.83
DLINKINDIA,14.72,14.72
JSWENERGY,42.08,40.74
GODREJPROP,39.17,40.14
DBCORP,10.66,10.66
HINDCOPPER,56.44,56.44
BEARDSELL,9.95,9.95
MMTC,24.77,
NESTLEIND,77.92,80.16
TRF,,47.68
WHIRLPOOL,40.92,37.89
UNITEDTEA,11.52,11.52
JUBLFOOD,72.26,70.37
VASCONEQ,15.94,15.94
THANGAMAYL,41.93,41.75
EMMBI,20.45,18.49
DBREALTY,235.56,
HATHWAY,25.49,25.49
TEXMOPIPES,9.04,9.04
MANINFRA,21.78,21.78
LGBBROSLTD,15.24,15.19
PERSISTENT,44.91,43.40
ASIANHOTNR,,492.95
ISFT,9.57,9.57
KIRLOSBROS,40.02,36.78
KSL,14.01,13.70
SJVN,41.79,41.79
SUNDARAM,18.33,21.09
KIRLOSIND,11.09,10.85
MANAPPURAM,34.69,34.69
UMESLTD,34.19,32.75
TI,,53.73
HMVL,8.11,6.82
IMFA,15.14,15.14
BLISSGVS,37.66,37.22
AHLWEST,9.68,7.34
AHLEAST,,30.71
BAJAJCON,31.48,31.48
UGARSUGAR,17.56,17.56
PRAKASHSTL,83.04,83.04
GPPL,14.23,14.65
ADFFOODS,31.02,29.49
WELINV,219.33,219.33
WAAREEINDO,8.19,8.19
KILITCH,22.93,22.93
DEEPAKNTR,31.28,30.92
CPCAP,4.96,4.96
GREENPOWER,17.22,20.45
RAMKY,9.96,13.10
CANTABIL,19.55,19.55
WABAG,33.03,32.80
ASHOKA,1.29,13.87
BEDMUTHA,56.09,56.09
JWL,66.95,62.22
OBEROIRLTY,24.54,24.38
PRESTIGE,53.95,53.95
SHAH,25.34,25.34
CGCL,19.65,19.65
RESPONIND,30.44,30.33
COALINDIA,8.21,8.21
IOLCP,35.80,33.65
GRAVITA,32.64,32.64
JINDWORLD,46.04,46.57
PENIND,15.54,15.54
RPPINFRA,69.30,101.92
JAMNAAUTO,24.76,23.94
SUMEETINDS,43.59,42.39
MOIL,18.64,18.64
ZEELEARN,5.73,10.78
A2ZINFRA,58.96,51.54
KIRLOSENG,58.84,56.23
RKDL,341.58,37.88
PSB,12.19,12.19
FMNL,7.79,7.79
SURANASOL,20.43,20.43
SHEKHAWATI,5.36,5.36
BFINVEST,6.27,6.27
KICL,67.04,50.30
SUMMITSEC,13.65,13.65
STEL,52.03,52.03
TEXRAIL,20.65,20.40
HFCL,52.67,52.67
INDTERRAIN,356.92,155.94
DHUNINV,12.16,12.22
LOVABLE,33.37,33.37
PFS,8.36,8.29
MUTHOOTFIN,10.13,10.13
VADILALIND,33.40,33.40
SYMPHONY,,44.13
PIIND,31.87,34.05
RELAXO,58.80,58.80
OMINFRAL,40.92,40.92
VSTTILLERS,37.08,37.09
DELPHIFX,57.57,40.69
KARMAENG,45.44,112.21
ASHIANA,32.05,32.05
DHANUKA,16.97,16.97
MAITHANALL,6.43,6.43
RUSHIL,23.31,23.31
INVENTURE,30.00,34.96
LTF,24.14,23.99
WINDMACHIN,459.36,6986.72
IBULLSLTD,14.02,12.36
BODALCHEM,12.65,12.65
GAYAPROJ,0.46,10.34
ASAHISONG,12.59,12.59
FILATEX,19.36,19.36
BROOKS,7.19,7.19
TDPOWERSYS,82.50,82.50
APLLTD,23.66,21.96
VASWANI,40.48,40.48
PGEL,87.51,87.51
PANAMAPET,14.37,14.37
PAISALO,24.85,24.79
ONELIFECAP,22.25,22.25
SHAKTIPUMP,30.01,30.01
TRITURBINE,57.91,56.15
INDOTHAI,18.81,18.81
ESSARSHPNG,,64.96
DSSL,18.44,18.44
JISLDVREQS,6.26,0.97
POLYMED,54.86,54.01
RUPA,18.09,17.07
VIKASECO,38.72,38.72
APLAPOLLO,44.51,44.51
KANANIIND,11.60,11.60
MINDACORP,48.16,48.11
THOMASCOTT,24.84,23.57
DBSTOCKBRO,36.41,36.41
IRFC,16.13,16.13
COMPUSOFT,35.82,
RHIM,,44.79
SCHNEIDER,152.40,147.58
NDL,10.09,10.09
NBCC,34.67,37.66
TBZ,9.00,9.00
VSSL,23.07,23.07
SWANCORP,35.59,35.59
SPECIALITY,33.79,29.74
CINELINE,25.17,20.39
SAMPANN,19.18,19.18
PROZONER,36.45,36.45
THEJO,49.39,47.59
MAYURUNIQ,16.22,16.22
ROSSELLIND,18.27,17.95
DUCON,9.42,9.42
TVSHLTD,7.73,7.66
ZUARI,0.98,4.97
