,17-Jul-2026
The Nifty witnessed an intraday movement of about 268.25 points.The closing index was 1.09 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 114403.00
, Traded Quantity (in Lakhs), 45647.11
, Number of Trades, 34464808
, Total Market Capitalisation (Rs. Crores), 48017663.89

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24072.75,     24127.60,     24367.30,     24099.05,     24334.30,261.55
,NIFTY50 EQL Wgt,     32609.70,     32673.00,     32889.25,     32647.65,     32844.55,234.85
,NIFTY100 EQL Wgt,     34380.90,     34420.40,     34538.10,     34351.35,     34491.15,110.25
,NIFTY100 LowVol30,     20013.05,     20014.90,     20144.10,     19996.70,     20104.85,91.80
,NIFTY Alpha 50,     53990.10,     54045.40,     54045.40,     53333.30,     53651.30,-338.80
,NIFTY MIDCAP 150,     23060.05,     23091.90,     23092.25,     22876.45,     22967.90,-92.15
,NIFTY SMLCAP 50,      9597.90,      9619.10,      9621.00,      9489.55,      9576.65,-21.25
,NIFTY SMLCAP 250,     18109.05,     18124.40,     18134.55,     17871.85,     18003.50,-105.55
,NIFTY MIDSML 400,     21262.80,     21288.30,     21289.75,     21059.50,     21164.50,-98.30
,NIFTY200 QUALTY30,     19989.05,     20030.80,     20146.30,     20004.60,     20117.05,128.00
,Nifty FinSrv25 50,     28922.00,     29022.50,     29332.85,     28946.05,     29250.60,328.60
,NIFTY AlphaLowVol,     26723.40,     26692.80,     26782.10,     26608.30,     26762.65,39.25
,Nifty200Momentm30,     30564.15,     30578.75,     30580.45,     30094.95,     30201.75,-362.40
,Nifty100ESGSecLdr,      4059.10,      4068.55,      4101.55,      4063.45,      4095.95,36.85
,NIFTY100 ESG,      4954.70,      4968.90,      5000.85,      4965.45,      4991.25,36.55
,NIFTY M150 QLTY50,     24122.90,     24155.60,     24162.45,     23913.80,     24004.00,-118.90
,NIFTY INDIA MFG,     15954.10,     15957.05,     15966.20,     15882.40,     15925.65,-28.45
,Nifty200 Alpha 30,     26187.15,     26212.40,     26212.40,     25779.05,     25888.30,-298.85
,NiftyM150Momntm50,     62715.90,     62793.60,     62798.00,     61798.75,     62140.60,-575.30
