SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,77.11,82.03
WHEELS,24.34,24.34
RIIL,116.24,116.24
PREMIERPOL,21.56,21.56
RAYMOND,72.94,15.81
RSWM,18.59,16.12
SHREDIGCEM,43.24,43.24
SESHAPAPER,20.79,20.79
SMLMAH,38.05,38.05
SUNDRMFAST,34.06,33.51
EXIDEIND,41.87,41.55
ELECON,47.72,45.35
CRISIL,35.47,35.47
LMW,133.40,126.45
NELCO,681.08,210.66
MASTEK,13.43,12.90
MAHSCOOTER,48.76,48.76
LUMAXIND,42.64,38.71
TRENT,90.04,89.03
KECL,55.98,36.00
CUMMINSIND,73.48,71.42
KCP,8.13,7.87
JAYBARMARU,15.56,15.05
JBCHEPHARM,55.67,54.18
INFY,15.18,14.74
INDIAGLYCO,29.61,29.52
IONEXCHANG,46.82,43.11
IFBIND,39.79,37.13
IGPL,602.56,602.56
HIMATSEIDE,18.00,18.00
GNFC,9.27,9.27
BPCL,5.48,5.42
BHARATFORG,93.35,85.49
BASF,36.90,36.90
FORCEMOT,19.32,22.08
ATUL,26.92,26.98
ARVIND,33.96,33.06
ACC,12.15,12.30
TMPV,,29.85
SCI,10.06,10.06
MRPL,15.07,15.07
LINDEINDIA,122.95,122.95
HINDPETRO,5.03,5.03
ESCORTS,24.31,24.69
RELINFRA,0.55,0.73
BAJAJHLDNG,54.81,147.10
ASHOKLEY,25.49,23.78
VOLTAS,89.20,85.83
TITAN,80.54,79.35
TATASTEEL,22.21,20.85
SUNDARMFIN,25.09,24.39
SPIC,7.84,7.84
VEDL,6.65,6.06
SBIN,11.24,11.55
RELIANCE,18.36,18.36
PFIZER,29.99,28.65
NOCIL,51.47,48.47
BOSCHLTD,44.39,52.93
DRREDDY,24.86,24.86
BATAINDIA,66.62,95.93
DEEPAKFERT,25.86,25.86
CHAMBLFERT,10.02,10.02
CARBORUNIV,149.67,49.68
MAHSEAMLES,11.15,11.08
HINDOILEXP,32.54,67.00
DICIND,25.29,22.91
COROMANDEL,32.02,31.33
BALMLAWRIE,15.15,15.15
MOTOGENFIN,0.75,
MARALOVER,68.26,57.67
ASIANPAINT,60.15,58.59
RAMCOCEM,32.04,124.90
INDIACEM,,138.41
PGHL,34.87,34.87
BEML,111.11,111.11
ADOR,28.29,27.66
CENTENKA,11.38,11.22
TATACHEM,,223.62
TORNTPHARM,78.38,76.19
VTL,26.79,26.79
SUNDROP,119.35,119.35
FEDERALBNK,18.31,18.31
EPL,19.24,18.15
VLSFINANCE,36.87,36.87
SUPREMEIND,49.67,49.67
SRF,44.28,42.81
BIRLACABLE,34.19,34.19
BALRAMCHIN,36.13,36.13
AEGISLOG,41.03,41.03
WEIZMANIND,17.81,17.81
UNICHEMLAB,16.62,84.02
BBOX,73.37,57.90
HONAUT,64.36,63.36
JTEKTINDIA,51.98,49.06
SAURASHCEM,42.01,26.66
RANEHOLDIN,16.17,18.39
PRECOT,26.66,26.66
TATAELXSI,37.90,35.09
SUNPHARMA,39.86,36.73
KOHINOOR,1.12,
SHREYANIND,29.49,29.49
SANDESH,11.43,11.14
HCC,38.92,45.17
BAJAJHIND,33.51,30.19
APOLLOHOSP,64.50,64.01
ARE&M,18.57,23.63
ADANIENT,44.35,169.96
IVP,8.99,8.84
BALKRISIND,34.46,34.46
INDBANK,20.39,20.39
GINNIFILA,10.96,9.92
EICHERMOT,42.46,42.07
RAJSREESUG,93.00,33.59
GVT&D,93.96,90.64
NEULANDLAB,67.04,67.04
ONGC,6.68,6.64
ITI,95.55,
ZENSARTECH,15.87,15.48
TAINWALCHM,20.14,20.14
BERGEPAINT,53.37,51.51
BANARISUG,29.71,29.71
KPIL,22.23,22.68
JYOTISTRUC,24.39,24.39
IGARASHI,123.20,123.20
BSL,55.61,55.61
BLUEDART,47.43,41.25
JAYNECOIND,19.69,19.28
MUNJALSHOW,24.59,22.87
APCOTEXIND,26.55,26.67
SOTL,22.53,22.53
HSCL,44.31,44.31
RCF,16.79,18.26
RANASUG,0.68,
KARURVYSYA,11.87,11.87
DECCANCE,28.31,52.63
WSI,224.51,260.84
UFLEX,9.99,9.71
TATAPOWER,27.38,27.11
ADVANIHOTR,20.48,19.90
THOMASCOOK,22.70,22.19
SUNFLAG,30.89,29.87
SUBROS,32.37,31.32
SPMLINFRA,21.49,21.49
SIMPLEXINF,55.76,56.81
SIEMENS,97.98,97.98
BHARATRAS,16.02,14.58
WIPRO,13.35,13.35
VSTIND,14.01,14.01
JUBLPHARMA,38.95,35.08
UNIVCABLES,46.07,46.07
TATACOMM,51.99,49.12
TOKYOPLAST,126.70,126.70
SOMANYCERA,29.73,28.71
MURUDCERA,16.90,16.90
IFCI,47.39,45.80
HLVLTD,237.40,96.63
SANOFI,24.86,23.42
M&M,23.59,23.29
LIBERTSHOE,40.75,41.25
KAJARIACER,40.27,37.94
HEIDELBERG,26.57,25.57
MODTHREAD,13.55,13.55
MANGLMCEM,20.59,18.87
PRSMJOHNSN,94.02,
POLYPLEX,83.81,83.81
PIDILITIND,65.05,64.78
PCBL,64.28,69.21
3PLAND,26.96,26.96
OSWALAGRO,63.79,38.35
EIHAHOTELS,22.81,22.08
HONDAPOWER,33.84,30.41
JINDALSAW,18.96,18.96
SAIL,23.40,20.46
RUBYMILLS,29.26,29.26
STYRENIX,21.86,21.71
ABB,93.84,93.84
IDBI,9.81,9.81
GRAPHITE,71.58,70.82
CANFINHOME,11.45,11.45
BRITANNIA,50.18,50.18
BBL,26.10,26.10
ELECTCAST,29.79,25.55
DHAMPURSUG,14.17,14.17
DCMSHRIRAM,18.87,18.43
DABUR,41.62,41.36
COSMOFIRST,13.94,13.46
CIPLA,29.78,28.14
HEROMOTOCO,18.38,18.07
HDFCBANK,16.20,15.97
HARRMALAYA,14.02,14.02
GMBREW,12.42,12.42
GIPCL,6.43,6.43
ITC,16.98,16.77
INDIANHUME,15.36,23.59
HINDCOMPOS,20.76,19.81
IOC,4.86,4.86
OSWALGREEN,,15.99
HUHTAMAKI,14.23,14.25
RICOAUTO,33.93,30.09
KAMATHOTEL,14.27,19.52
IFBAGRO,16.68,16.68
BANCOINDIA,20.04,20.59
MANINDS,24.75,24.75
APOLLOTYRE,20.40,19.53
SIYSIL,12.76,12.76
SHANTIGEAR,44.38,42.45
PRECWIRE,45.58,45.58
ONWARDTEC,14.58,13.87
NILKAMAL,18.99,17.45
NCC,12.68,12.23
ICIL,65.09,65.09
SEAMECLTD,14.45,14.45
ELGIEQUIP,42.89,41.84
AUROPHARMA,25.46,25.12
BBTC,4.20,4.35
EIHOTEL,35.09,30.29
KANORICHEM,30.43,30.43
LICHSGFIN,5.42,5.42
GICHSGFIN,5.28,5.28
BEPL,15.00,15.00
