SYMBOL,SYMBOL P/E,ADJUSTED P/E
ASTRAL,68.49,66.49
NAHARSPING,42.98,42.98
NAHARPOLY,9.30,9.30
NCLIND,7.26,6.87
BALAMINES,42.74,42.74
BANSWRAS,16.71,14.36
ICRA,28.13,27.47
PHOENIXLTD,46.24,45.55
NDLVENTURE,492.16,492.16
ZENITHSTL,17.53,24.50
BFUTILITIE,7.55,7.54
FORTIS,70.24,69.31
SRHHYPOLTD,9.30,8.33
WEBELSOLAR,15.18,15.15
TGBHOTELS,18.33,18.33
HILTON,33.54,33.54
INSECTICID,13.75,13.75
KMSUGAR,4.49,4.49
NAVINFLUOR,59.09,58.60
TIMETECHNO,19.02,19.02
NAGREEKEXP,26.03,26.03
NELCAST,26.37,26.37
V2RETAIL,51.89,60.03
DLF,62.14,67.17
TARMAT,19.75,19.75
SPARC,5.00,4.96
SIGMAADV,37.76,36.75
ADSL,17.68,17.43
ALPA,10.18,10.42
CENTRALBK,6.57,6.66
ASIANTILES,156.89,156.89
TAKE,85.92,85.92
KPRMILL,46.58,46.58
CIEINDIA,20.86,20.86
PURVA,88.99,88.99
MOTILALOFS,30.89,30.89
INDOWIND,,222.91
NAGREEKCAP,4.20,4.20
KSCL,15.90,15.90
CENTUM,463.01,98.14
POWERGRID,16.69,16.69
CCCL,11.71,
SUPREMEINF,0.14,
MAANALU,57.93,57.93
IL&FSENGG,726.41,125.67
DELTACORP,21.58,20.94
BAJAJELEC,,89.76
ENERGYDEV,,15.03
CERA,40.80,40.27
RELIGARE,119.42,119.42
BVCL,311.90,311.90
ADANIPORTS,34.64,34.16
EDELWEISS,17.70,15.30
RGL,14.33,13.02
KAUSHALYA,90.80,90.80
COLPAL,42.31,41.72
JYOTHYLAB,21.37,21.37
MADHAV,340.15,340.15
KALYANIFRG,23.43,23.43
HITECHCORP,35.73,33.03
ECLERX,18.52,18.52
TARIL,39.40,39.40
BRIGADE,22.57,22.22
MANAKSIA,7.30,7.30
PATINTLOG,11.03,11.03
PPAP,8.24,595.42
ARIES,10.47,10.47
AMBIKCO,13.99,13.99
KAVDEFENCE,312.17,312.17
CEATLTD,22.59,20.81
BIRLAMONEY,13.88,13.33
RPOWER,,177.89
JKIL,9.61,9.40
CORDSCABLE,13.38,13.38
KNRCON,8.86,8.86
SEPC,23.82,23.34
BANG,6.91,5.33
IRB,30.42,28.94
NMDC,10.15,10.15
GSS,,15.71
NAHARCAP,23.35,23.35
RECLTD,5.97,5.96
VGUARD,44.12,42.03
NESCO,19.06,19.06
DPSCLTD,56.68,56.68
TITAGARH,58.97,58.97
KIRIINDUS,0.46,4.91
BAJAJFINSV,15.11,14.92
BAJAJ-AUTO,27.51,27.43
DIGISPICE,21.60,20.17
GOKUL,22.32,22.32
RPGLIFE,34.37,35.32
ALMONDZ,19.01,19.01
ARCHIDPLY,19.94,18.18
LOTUSEYE,3248.52,3114.13
VINYLINDIA,28.74,28.74
UBL,86.81,98.76
LPDC,58.89,58.89
ZFCVINDIA,53.55,52.95
20MICRONS,10.59,10.54
JOCIL,15.84,15.84
ALKALI,155.57,155.57
COUNCODOS,63.87,63.87
TPHQ,544.22,544.22
TATACAP,39.34,39.01
MAWANASUG,10.61,9.05
AJMERA,16.93,16.93
MHRIL,70.67,78.38
VINATIORGA,30.37,30.37
LANDSMILL,101.19,101.19
ADANIPOWER,33.38,33.38
NHPC,19.19,19.19
GLOBUSSPR,28.90,28.90
OIL,10.63,10.63
EXPLEOSOL,10.21,9.52
RTNPOWER,94.42,94.42
AMRUTANJAN,27.08,24.24
SUNTECK,24.04,24.04
ZYDUSWELL,95.91,77.05
DEN,8.62,8.62
SHILPAMED,48.06,54.41
SARDAEN,16.58,16.74
REFEX,21.45,21.45
GILLANDERS,20.57,20.57
AHLUCONT,21.53,21.64
DLINKINDIA,17.87,17.87
JSWENERGY,37.68,36.61
GODREJPROP,30.60,30.93
DBCORP,10.78,10.78
HINDCOPPER,51.99,51.99
BEARDSELL,10.09,10.09
MMTC,47.92,
NESTLEIND,78.68,81.22
TRF,,37.20
WHIRLPOOL,34.85,32.62
UNITEDTEA,11.02,11.02
JUBLFOOD,77.68,75.24
VASCONEQ,15.98,15.98
THANGAMAYL,55.82,55.55
EMMBI,23.07,20.86
DBREALTY,87.29,646.62
HATHWAY,26.41,26.41
TEXMOPIPES,9.43,9.43
MANINFRA,22.01,22.01
LGBBROSLTD,16.15,16.24
PERSISTENT,38.74,37.40
ASIANHOTNR,,452.12
ISFT,9.52,9.52
KIRLOSBROS,42.17,38.59
KSL,14.93,14.60
SJVN,44.18,44.18
SUNDARAM,19.52,22.46
KIRLOSIND,12.09,11.82
MANAPPURAM,30.56,30.56
UMESLTD,55.36,52.09
TI,546.48,44.53
HMVL,7.91,6.57
IMFA,17.26,17.26
BLISSGVS,41.39,40.90
AHLWEST,10.45,7.92
AHLEAST,,23.58
BAJAJCON,42.03,42.08
UGARSUGAR,33.34,33.34
PRAKASHSTL,87.42,87.42
GPPL,15.04,15.50
ADFFOODS,38.74,36.78
WELINV,205.70,205.70
WAAREEINDO,6.55,6.55
KILITCH,23.35,23.35
DEEPAKNTR,38.95,38.32
CPCAP,4.66,4.66
GREENPOWER,17.10,19.99
RAMKY,9.97,13.12
CANTABIL,23.53,23.53
WABAG,36.87,36.61
ASHOKA,1.44,15.21
BEDMUTHA,49.67,49.67
JWL,65.14,60.75
OBEROIRLTY,27.22,27.03
PRESTIGE,54.52,54.52
SHAH,32.05,32.05
CGCL,23.09,23.09
RESPONIND,36.25,36.12
COALINDIA,8.92,8.92
IOLCP,32.05,30.13
GRAVITA,32.92,32.92
JINDWORLD,47.67,48.41
PENIND,16.35,16.35
RPPINFRA,25.87,29.01
JAMNAAUTO,24.15,23.34
SUMEETINDS,67.59,65.92
MOIL,21.08,21.08
ZEELEARN,7.61,15.81
A2ZINFRA,,27.86
KIRLOSENG,60.51,57.93
RKDL,331.40,36.75
PSB,13.37,13.37
FMNL,9.87,9.87
SURANASOL,123.88,123.88
SHEKHAWATI,5.56,5.56
KICL,64.17,48.15
SUMMITSEC,16.04,16.04
STEL,52.62,52.62
TEXRAIL,26.75,26.35
HFCL,95.32,95.38
LOVABLE,14.53,14.53
PFS,6.27,6.23
MUTHOOTFIN,11.16,11.16
VADILALIND,28.75,28.75
SYMPHONY,,43.34
PIIND,30.09,32.16
RELAXO,56.30,56.30
OMINFRAL,41.78,41.78
VSTTILLERS,37.37,37.38
DELPHIFX,68.97,48.74
KARMAENG,45.30,111.85
ASHIANA,32.81,32.81
DHANUKA,17.08,17.08
MAITHANALL,6.70,6.70
RUSHIL,73.80,73.80
INVENTURE,25.66,28.02
LTF,26.48,26.30
WINDMACHIN,,738.59
IBULLSLTD,18.84,15.83
BODALCHEM,16.34,16.33
GAYAPROJ,0.50,11.29
ASAHISONG,16.78,16.78
FILATEX,12.70,12.70
BROOKS,38.52,38.52
TDPOWERSYS,77.93,77.93
APLLTD,23.99,22.22
VASWANI,42.96,42.96
PGEL,82.77,82.77
PANAMAPET,12.09,12.09
PAISALO,27.58,27.51
ONELIFECAP,25.48,25.48
SHAKTIPUMP,27.52,27.52
TRITURBINE,60.26,58.45
INDOTHAI,48.30,48.30
ESSARSHPNG,,77.35
DSSL,20.18,20.18
JISLDVREQS,5.55,0.97
POLYMED,55.73,54.88
RUPA,18.50,17.47
VIKASECO,283.64,283.64
APLAPOLLO,41.27,41.27
KANANIIND,11.75,11.75
MINDACORP,61.17,61.08
THOMASCOTT,21.34,20.44
DBSTOCKBRO,39.63,39.63
IRFC,16.94,16.94
COMPUSOFT,36.42,355.80
RHIM,,43.75
SCHNEIDER,163.55,158.38
NDL,10.57,10.57
NBCC,37.49,40.73
TBZ,6.32,6.32
VSSL,21.92,21.92
SWANCORP,36.31,36.31
SPECIALITY,30.36,26.72
CINELINE,24.33,23.39
SAMPANN,21.55,21.55
PROZONER,42.44,42.44
THEJO,42.08,40.54
MAYURUNIQ,20.03,20.03
ROSSELLIND,13.92,13.74
DUCON,9.41,9.41
TVSHLTD,8.36,8.28
ZUARI,1.28,
VETO,9.75,9.75
CARERATING,28.87,28.87
PCJEWELLER,11.92,11.91
INDUSTOWER,14.17,14.17
VMART,50.68,50.47
REPCOHOME,5.93,5.93
JUSTDIAL,9.50,9.16
ATULAUTO,31.74,30.98
ORIENTCEM,8.30,8.22
ESSENTIA,669.76,669.76
