Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
17 JUL 2026,20MICRONS,EQ,20 MICRONS LTD           ,Listed    ,17 JUL 2026,               5.00,          35286502,            204.65,     7221029769.30 
17 JUL 2026,21STCENMGM,EQ,21ST CENTURY MGMT SERVICE,Listed    ,17 JUL 2026,              10.00,          10500000,             33.70,      354060000.00
17 JUL 2026,360ONE,EQ,360 ONE WAM LIMITED      ,Listed    ,17 JUL 2026,               1.00,         406486596,           1113.70,   452704121965.20    
17 JUL 2026,3BBLACKBIO,EQ,3B BLACKBIO DX LTD.      ,Permitted ,17 JUL 2026,              10.00,           8582670,           1250.40,    10731770568.00
17 JUL 2026,3IINFOLTD,EQ,3I INFOTECH LIMITED      ,Listed    ,17 JUL 2026,              10.00,         207403767,             18.30,     3795488936.10 
17 JUL 2026,3MINDIA,EQ,3M INDIA LIMITED         ,Listed    ,17 JUL 2026,              10.00,          11265070,          34870.00,   392812990900.00   
17 JUL 2026,3PLAND,EQ,3P LAND HOLDINGS LIMITED ,Listed    ,17 JUL 2026,               2.00,          18000000,             31.95,      574740000.00    
17 JUL 2026,5PAISA,EQ,5PAISA CAPITAL LIMITED   ,Listed    ,17 JUL 2026,              10.00,          46882257,            365.60,    17140153159.20    
17 JUL 2026,63MOONS,EQ,63 MOONS TECHNOLOGIES LTD,Listed    ,17 JUL 2026,               2.00,          46078537,            724.15,    33367772568.55   
17 JUL 2026,A2ZINFRA,EQ,A2Z INFRA ENGINEERING LTD,Listed    ,17 JUL 2026,              10.00,         177522358,             12.85,     2279387076.70  
17 JUL 2026,AAATECH,EQ,AAA TECHNOLOGIES LIMITED ,Listed    ,17 JUL 2026,              10.00,          12826800,             89.40,     1146715920.00   
17 JUL 2026,AADHARHFC,EQ,AADHAR HOUSING FINANCE L ,Listed    ,17 JUL 2026,              10.00,         437298899,            517.25,   226192855507.75 
17 JUL 2026,AAKAAR,SM,AAKAAR MEDICAL TECHNO LTD,Listed    ,17 JUL 2026,              10.00,          14172816,             72.00,     1020442752.00    
17 JUL 2026,AAKASH,EQ,AAKASH EXPLORATION SER L ,Listed    ,17 JUL 2026,               1.00,         101250000,              8.95,      906187500.00    
17 JUL 2026,AARADHYA,SM,AARADHYA DISPOSAL INDUS L,Listed    ,17 JUL 2026,              10.00,          14138000,             75.00,     1060350000.00  
17 JUL 2026,AAREYDRUGS,BE,AAREY DRUGS & PHARM LTD  ,Listed    ,17 JUL 2026,              10.00,          28354303,             74.90,     2123737294.70
17 JUL 2026,AARNAV,EQ,AARNAV FASHIONS LIMITED  ,Listed    ,17 JUL 2026,              10.00,          42238628,             28.35,     1197042717.50    
17 JUL 2026,AARON,EQ,AARON INDUSTRIES LIMITED ,Listed    ,17 JUL 2026,              10.00,          20946478,            117.75,     2466238319.70     
17 JUL 2026,AARTECH,BE,AARTECH SOLONICS LIMITED ,Listed    ,17 JUL 2026,               5.00,          31770375,             47.60,     1511634442.50   
17 JUL 2026,AARTIDRUGS,EQ,AARTI DRUGS LTD.         ,Listed    ,17 JUL 2026,              10.00,          91270000,            422.30,    38543321000.00
17 JUL 2026,AARTIIND,EQ,AARTI INDUSTRIES LTD     ,Listed    ,17 JUL 2026,               5.00,         362594491,            493.95,   179103548829.45  
17 JUL 2026,AARTIPHARM,EQ,AARTI PHARMALABS LIMITED ,Listed    ,17 JUL 2026,               5.00,          90657751,            707.90,    64176621932.90
17 JUL 2026,AARTISURF,EQ,AARTI SURFACTANTS LIMITED,Listed    ,17 JUL 2026,              10.00,           8464995,            392.30,     3320817538.50 
17 JUL 2026,AARVI,EQ,AARVI ENCON LIMITED      ,Listed    ,17 JUL 2026,              10.00,          14844100,            148.85,     2209841167.00     
17 JUL 2026,AASTHA,BE,AASTHA SPINTEX LIMITED   ,Listed    ,17 JUL 2026,              10.00,          44142190,            116.15,     5126673946.60    
17 JUL 2026,AATMAJ,SM,AATMAJ HEALTHCARE LIMITED,Listed    ,17 JUL 2026,               5.00,          22600000,             18.50,      418100000.00    
17 JUL 2026,AAVAS,EQ,AAVAS FINANCIERS LIMITED ,Listed    ,17 JUL 2026,              10.00,          79287782,           1481.40,   117456920254.80     
17 JUL 2026,ABAN,BE,ABAN OFFSHORE LTD.       ,Listed    ,17 JUL 2026,               2.00,          58365323,             14.60,      853301022.25      
17 JUL 2026,ABANSENT,BE,ABANS ENTERPRISES LTD.   ,Permitted ,17 JUL 2026,               2.00,          69748880,             28.25,     1969708371.20  
17 JUL 2026,ABB,EQ,ABB INDIA LIMITED        ,Listed    ,17 JUL 2026,               2.00,         211908375,           7506.00,  1590584262750.00       
