Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
20 JUL 2026,20MICRONS,EQ,20 MICRONS LTD           ,Listed    ,20 JUL 2026,               5.00,          35286502,            206.25,     7278546767.55 
20 JUL 2026,21STCENMGM,EQ,21ST CENTURY MGMT SERVICE,Listed    ,20 JUL 2026,              10.00,          10500000,             34.40,      360990000.00
20 JUL 2026,360ONE,EQ,360 ONE WAM LIMITED      ,Listed    ,20 JUL 2026,               1.00,         406486596,           1126.50,   457907150394.00    
20 JUL 2026,3BBLACKBIO,EQ,3B BLACKBIO DX LTD.      ,Permitted ,20 JUL 2026,              10.00,           8582670,           1267.40,    10877675958.00
20 JUL 2026,3IINFOLTD,EQ,3I INFOTECH LIMITED      ,Listed    ,20 JUL 2026,              10.00,         207403767,             18.70,     3882598518.25 
20 JUL 2026,3MINDIA,EQ,3M INDIA LIMITED         ,Listed    ,20 JUL 2026,              10.00,          11265070,          35240.00,   396981066800.00   
20 JUL 2026,3PLAND,EQ,3P LAND HOLDINGS LIMITED ,Listed    ,20 JUL 2026,               2.00,          18000000,             31.70,      570780000.00    
20 JUL 2026,5PAISA,EQ,5PAISA CAPITAL LIMITED   ,Listed    ,20 JUL 2026,              10.00,          46882257,            377.80,    17712116694.60    
20 JUL 2026,63MOONS,EQ,63 MOONS TECHNOLOGIES LTD,Listed    ,20 JUL 2026,               2.00,          46078537,            728.60,    33572822058.20   
20 JUL 2026,A2ZINFRA,EQ,A2Z INFRA ENGINEERING LTD,Listed    ,20 JUL 2026,              10.00,         177522358,             12.60,     2233231263.65  
20 JUL 2026,AAATECH,EQ,AAA TECHNOLOGIES LIMITED ,Listed    ,20 JUL 2026,              10.00,          12826800,             92.70,     1188787824.00   
20 JUL 2026,AADHARHFC,EQ,AADHAR HOUSING FINANCE L ,Listed    ,20 JUL 2026,              10.00,         437298899,            510.55,   223262952884.45 
20 JUL 2026,AAKAAR,SM,AAKAAR MEDICAL TECHNO LTD,Listed    ,20 JUL 2026,              10.00,          14172816,             69.00,      977924304.00    
20 JUL 2026,AAKASH,EQ,AAKASH EXPLORATION SER L ,Listed    ,20 JUL 2026,               1.00,         101250000,              9.00,      909225000.00    
20 JUL 2026,AARADHYA,SM,AARADHYA DISPOSAL INDUS L,Listed    ,20 JUL 2026,              10.00,          14138000,             75.00,     1060350000.00  
20 JUL 2026,AAREYDRUGS,BE,AAREY DRUGS & PHARM LTD  ,Listed    ,20 JUL 2026,              10.00,          28354303,             76.00,     2155210571.05
20 JUL 2026,AARNAV,EQ,AARNAV FASHIONS LIMITED  ,Listed    ,20 JUL 2026,              10.00,          42238628,             31.50,     1331361554.55    
20 JUL 2026,AARON,EQ,AARON INDUSTRIES LIMITED ,Listed    ,20 JUL 2026,              10.00,          20946478,            116.00,     2429372518.45     
