SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,78.02,82.99
WHEELS,23.19,23.19
RIIL,109.20,109.20
PREMIERPOL,23.82,23.82
RAYMOND,70.67,15.31
RSWM,19.57,16.97
SHREDIGCEM,44.10,44.10
SESHAPAPER,20.77,20.77
SMLMAH,36.66,36.66
SUNDRMFAST,33.75,33.21
EXIDEIND,44.29,43.95
ELECON,41.55,39.49
CRISIL,37.17,37.17
LMW,131.52,124.66
NELCO,568.91,208.55
MASTEK,12.73,12.25
MAHSCOOTER,47.24,47.24
LUMAXIND,40.12,36.42
TRENT,89.65,88.64
KECL,60.88,39.16
CUMMINSIND,73.89,71.82
KCP,7.95,7.69
JAYBARMARU,13.27,12.83
INFY,14.48,14.06
INDIAGLYCO,31.03,30.94
IONEXCHANG,44.03,40.54
IFBIND,36.90,34.43
IGPL,608.32,608.32
HIMATSEIDE,16.69,16.69
GNFC,9.33,9.33
BPCL,8.32,9.24
BHARATFORG,95.09,87.08
BASF,39.43,39.43
FORCEMOT,18.74,21.41
ATUL,26.38,26.44
ARVIND,32.58,31.73
ACC,11.98,12.13
TMPV,,28.58
SCI,9.45,9.45
MRPL,9.86,11.24
LINDEINDIA,118.22,118.22
HINDPETRO,2212.94,2212.94
ESCORTS,24.14,24.52
BAJAJHLDNG,53.14,142.63
ASHOKLEY,24.41,22.78
VOLTAS,86.46,83.19
TITAN,82.47,81.25
TATASTEEL,22.14,20.78
SUNDARMFIN,24.49,23.80
SPIC,7.55,7.55
VEDL,6.47,5.89
SBIN,11.11,11.41
RELIANCE,19.83,19.83
PFIZER,29.41,28.10
NOCIL,49.24,46.37
BOSCHLTD,44.25,52.76
DRREDDY,31.15,31.15
BATAINDIA,66.50,95.77
DEEPAKFERT,27.32,27.32
CHAMBLFERT,9.57,9.57
CARBORUNIV,149.09,49.49
MAHSEAMLES,10.84,10.78
HINDOILEXP,34.59,71.22
DICIND,25.21,22.84
COROMANDEL,31.69,31.01
BALMLAWRIE,14.91,14.91
MOTOGENFIN,0.72,
MARALOVER,70.00,59.15
ASIANPAINT,61.08,59.49
RAMCOCEM,30.97,120.74
INDIACEM,137.26,88.43
PGHL,34.08,34.08
BEML,102.31,102.31
ADOR,22.65,22.28
CENTENKA,12.00,11.83
TATACHEM,,216.50
TORNTPHARM,79.68,77.45
VTL,25.79,25.79
SUNDROP,122.07,122.07
FEDERALBNK,18.05,18.05
EPL,19.00,17.92
VLSFINANCE,36.98,36.98
SUPREMEIND,51.43,51.43
SRF,39.32,38.20
BIRLACABLE,34.14,34.14
BALRAMCHIN,38.59,38.59
AEGISLOG,42.86,42.86
WEIZMANIND,17.36,17.36
UNICHEMLAB,14.72,74.39
BBOX,63.75,50.31
HONAUT,64.16,63.17
JTEKTINDIA,47.64,44.96
SAURASHCEM,44.64,28.33
RANEHOLDIN,15.91,18.10
PRECOT,27.93,27.93
TATAELXSI,32.42,30.10
SUNPHARMA,40.31,37.14
KOHINOOR,1.08,
SHREYANIND,28.83,28.83
SANDESH,11.19,10.91
HCC,36.12,41.92
BAJAJHIND,32.24,29.05
APOLLOHOSP,65.65,65.15
ARE&M,18.43,23.45
ADANIENT,43.95,168.42
IVP,8.67,8.52
BALKRISIND,31.33,31.33
INDBANK,19.98,19.98
GINNIFILA,10.08,9.12
EICHERMOT,44.41,44.01
GVT&D,93.04,89.76
NEULANDLAB,65.09,65.09
ONGC,6.77,6.73
ITI,92.30,
ZENSARTECH,14.61,14.26
TAINWALCHM,17.63,17.63
BERGEPAINT,53.75,51.88
BANARISUG,29.47,29.47
KPIL,21.87,22.32
JYOTISTRUC,22.88,22.88
IGARASHI,115.97,115.97
BSL,54.19,54.19
BLUEDART,46.15,40.13
JAYNECOIND,14.46,14.20
MUNJALSHOW,24.91,23.17
APCOTEXIND,28.38,28.51
SOTL,22.48,22.48
HSCL,48.20,48.20
RCF,16.17,17.59
RANASUG,7.60,
KARURVYSYA,11.94,11.94
DECCANCE,27.65,51.41
WSI,208.30,242.01
UFLEX,10.80,10.51
TATAPOWER,27.43,27.17
ADVANIHOTR,20.21,19.64
THOMASCOOK,22.16,21.66
SUNFLAG,31.45,30.41
SUBROS,31.31,30.30
SPMLINFRA,22.54,22.54
SIMPLEXINF,50.93,51.88
SIEMENS,102.82,102.82
BHARATRAS,14.91,13.57
WIPRO,13.02,13.02
VSTIND,13.50,13.50
JUBLPHARMA,39.60,35.67
UNIVCABLES,47.62,47.62
TATACOMM,55.42,50.18
TOKYOPLAST,121.89,121.89
SOMANYCERA,27.88,26.93
MURUDCERA,16.32,16.32
IFCI,44.30,42.81
HLVLTD,227.57,92.63
SANOFI,25.35,23.88
M&M,23.71,23.40
LIBERTSHOE,39.93,40.42
KAJARIACER,40.05,37.73
HEIDELBERG,26.87,25.87
MODTHREAD,12.86,12.86
MANGLMCEM,20.95,19.21
PRSMJOHNSN,91.03,
POLYPLEX,85.52,85.52
PIDILITIND,66.20,65.93
PCBL,63.99,68.90
3PLAND,26.30,26.30
OSWALAGRO,58.83,35.37
EIHAHOTELS,22.11,21.41
HONDAPOWER,33.45,30.05
JINDALSAW,28.40,28.40
SAIL,22.70,19.84
RUBYMILLS,32.03,32.03
STYRENIX,22.94,22.78
ABB,103.47,103.47
IDBI,9.92,9.92
GRAPHITE,71.93,71.17
CANFINHOME,9.66,9.66
BRITANNIA,51.47,51.47
BBL,24.04,24.04
ELECTCAST,27.28,23.41
