SYMBOL,SYMBOL P/E,ADJUSTED P/E
SCHAEFFLER,41.27,41.27
AARTIIND,41.27,41.99
RALLIS,19.59,
AMJLAND,10.52,10.52
PRAKASH,6.65,6.65
MFSL,497.88,497.88
KSB,60.30,56.55
KOPRAN,37.41,37.41
HEG,56.05,56.05
GREAVESCOT,157.55,168.19
GODFRYPHLP,28.27,28.27
VARDMNPOLY,38.30,38.30
SURYAROSNI,18.23,18.23
TATAINVEST,104.57,104.57
GLFL,317.91,317.91
TIMKEN,56.90,56.90
SUDARSCHEM,714.63,145.85
SHREECEM,55.45,55.45
SAKHTISUG,7.12,7.12
IPCALAB,38.10,36.18
INGERRAND,52.46,51.05
JSWDULUX,6.76,36.29
HINDALCO,15.71,13.48
HINDZINC,13.04,13.06
HINDUNILVR,45.23,44.68
GSFC,9.61,9.61
GRASIM,20.97,20.48
AMBUJACEM,20.49,17.65
FINPIPE,18.12,18.12
FINCABLES,22.73,27.76
EIDPARRY,9.90,6.09
DCW,28.18,28.18
CGPOWER,107.38,105.29
SUDARCOLOR,18.41,13.00
CESC,13.48,13.48
BIRLACORPN,12.18,12.05
BHEL,59.52,59.52
BHARATGEAR,11.53,11.53
BEL,46.56,46.56
BAJFINANCE,33.79,33.48
ASHAPURMIN,16.67,16.49
NAVA,15.04,15.04
CORALFINAC,9.18,9.18
GREENPLY,28.22,25.30
TNPL,4.21,4.21
AUTOAXLES,16.54,15.72
REMSONSIND,13.29,12.90
DALMIASUG,12.15,12.15
NATCOPHARM,12.08,12.08
KHAITANLTD,10.21,10.21
SWARAJENG,21.42,21.16
MRF,23.33,22.89
GARFIBRES,36.29,34.49
ANDHRSUGAR,12.42,11.12
TNPETRO,8.67,9.24
TTKPRESTIG,50.62,47.21
STARPAPER,7.02,7.02
SKFINDIA,27.30,25.12
AUSOMENT,12.62,12.62
EIMCOELECO,26.19,26.19
JAYAGROGN,13.36,13.36
CUBEXTUB,14.74,14.74
MARICO,63.25,63.25
SILINV,11.49,11.49
SAMBHAAV,2086.96,2086.96
BIOFILCHEM,19.07,19.07
KEYFINSERV,21.61,21.06
ZENITHEXPO,47.10,47.10
SUNDRMBRAK,118.93,105.38
SANGAMIND,24.91,23.74
MOTHERSON,44.56,41.58
SOMATEX,32.38,85.70
VISAKAIND,8.35,18.80
AARTIDRUGS,19.12,19.12
STERTOOLS,29.56,50.04
CREST,21.98,21.98
INDIANCARD,35.62,28.49
HITECHGEAR,51.77,51.77
WENDT,97.93,97.93
DENORA,50.56,50.56
TVSSRICHAK,42.99,47.14
SHRIRAMFIN,21.68,21.68
PUNJABCHEM,22.20,21.65
DYNAMATECH,216.74,152.08
GUJAPOLLO,88.51,88.51
GANESHHOU,24.28,24.28
MMFL,27.24,27.23
JAGSNPHARM,34.24,33.06
ALKYLAMINE,51.46,51.46
BOSCH-HCIL,,230.52
MPHASIS,24.11,23.79
GUJRAFFIA,20.38,20.38
RUCHINFRA,13.86,13.86
RAMCOIND,21.26,22.25
KOTHARIPET,10.84,10.81
HERITGFOOD,22.30,23.71
INDRAMEDCO,18.44,18.44
BANKBARODA,6.99,5.69
MADRASFERT,13.20,12.14
GAIL,18.95,18.95
INDNIPPON,23.67,26.45
SKMEGGPROD,13.81,13.81
BANKINDIA,5.41,5.41
CONCOR,32.37,32.37
ICICIBANK,17.26,17.26
KCPSUGIND,31.49,31.49
HUDCO,9.15,9.15
INDSWFTLAB,49.74,42.21
SAREGAMA,49.13,47.72
FDC,23.57,22.35
ENGINERSIN,19.42,19.42
ADROITINFO,15.61,15.61
JAICORPLTD,10.39,10.33
ANTGRAPHIC,9.48,9.48
GMDCLTD,18.39,30.53
MAHAPEXLTD,49.32,90.94
INDUSINDBK,58.45,58.45
ASAHIINDIA,64.32,62.37
TRIGYN,73.78,48.31
J&KBANK,8.25,8.25
KOTHARIPRO,120.40,
CUB,16.82,16.82
SOUTHBANK,8.17,8.17
ASTRAZEN,107.61,105.57
CEMPRO,38.31,38.31
AXISBANK,13.65,13.65
CYIENT,21.95,20.35
SONATSOFTW,17.97,16.45
NOIDATOLL,3.10,3.10
CYBERTECH,13.36,13.36
KOKUYOCMLN,34.50,34.50
DHANBANK,13.11,13.11
SANGHVIMOV,20.50,19.79
STCINDIA,1.08,13.02
MANUGRAPH,8.44,10.90
VIPCLOTHNG,20.13,20.13
NATIONALUM,10.57,10.57
IVC,55.04,55.04
JINDALSTEL,39.48,27.01
ALEMBICLTD,18.19,18.19
BSOFT,14.64,14.06
HCLTECH,20.52,19.71
ACCELYA,17.51,16.58
STAR,16.73,16.06
ZYDUSLIFE,21.81,20.33
GLENMARK,45.27,23.88
RAJESHEXPO,22.79,22.79
CINEVISTA,14.44,14.44
SHREERAMA,20.51,20.51
WOCKPHARMA,154.33,106.92
NRBBEARING,28.14,27.41
IOB,11.32,11.32
RAMCOSYS,55.12,19.71
GVPIL,17.08,15.67
BIL,34.27,34.27
KTKBANK,7.99,7.99
MAHLIFE,111.10,165.79
MUKTAARTS,,44.41
BLBLIMITED,2.51,2.51
AJANTPHARM,39.54,39.54
BLUESTARCO,64.22,61.24
CALSOFT,5.18,5.18
TVSMOTOR,52.04,51.57
PNBGILTS,14.75,15.07
PNC,,5.77
TAJGVK,5.59,17.17
NLCINDIA,11.00,11.00
CHENNPETRO,4.28,4.28
TTML,203.05,
KRBL,12.21,12.21
HAVELLS,48.08,47.10
GAEL,23.58,23.35
USHAMART,30.41,29.63
AXISCADES,87.79,80.95
UMIYA-MRO,19.62,19.62
TIPSMUSIC,41.22,41.22
STLTECH,112.10,116.70
HIKAL,,56.15
TRIDENT,32.62,32.62
MARKSANS,27.69,27.69
GOLDTECH,286.97,
SMARTLINK,15.90,15.90
GODREJCP,58.65,53.58
JISLJALEQS,,147.94
LUPIN,20.45,18.82
UNITDSPR,65.01,60.81
TCI,18.81,18.81
MPSLTD,23.70,24.34
BHARTIARTL,35.47,32.83
ASAL,26.45,25.52
OLECTRA,61.10,62.38
PONNIERODE,5.34,9.01
PNB,6.23,6.23
APTECHT,22.51,21.03
SURANAT&P,11.52,11.57
TEAMGTY,279.59,279.59
OFSS,28.92,28.92
UNIONBANK,6.42,6.42
NUCLEUS,16.35,14.31
CANBK,5.94,5.94
GENESYS,36.48,33.86
OMAXAUTO,10.78,10.78
GODREJIND,22.42,21.89
DIVISLAB,76.76,75.17
RADICO,83.10,82.24
INDORAMA,8.59,8.44
MARUTI,30.15,30.15
VARDHACRLC,8.91,8.91
UCOBANK,11.87,11.87
BAGFILMS,18.74,18.74
JSL,18.75,18.49
NSIL,50.08,50.07
WELSPUNLIV,71.11,68.93
JAIBALAJI,42.50,41.44
TVSELECT,716.78,451.57
IGL,16.98,16.98
DREDGECORP,625.05,625.05
TVTODAY,54.40,0.95
UNIENTER,32.44,32.44
UPL,20.97,21.04
MUKANDLTD,3.33,3.33
PETRONET,10.94,10.94
PTC,6.86,6.82
VAIBHAVGBL,17.05,17.06
BIOCON,191.10,73.50
MAHABANK,8.28,8.28
POONAWALLA,52.12,52.12
XPROINDIA,165.36,165.36
RKFORGE,100.73,88.78
DATAMATICS,25.47,21.27
CCL,36.68,36.68
EXCELINDUS,16.36,16.36
LT,26.60,25.01
APARINDS,45.85,44.93
AMBICAAGAR,12.31,12.31
CENTEXT,13.59,13.06
NIITLTD,136.64,72.72
ULTRACEMCO,41.06,40.62
TCS,17.33,16.08
COFORGE,38.87,35.54
TEXINFRA,147.16,147.16
GULFPETRO,5.90,5.59
GUFICBIO,60.56,60.56
ASTRAMICRO,87.38,87.38
WELENT,20.18,18.97
NTPC,13.17,13.17
KOTARISUG,31.65,
JBMA,57.77,56.45
DWARKESH,52.97,52.97
INDOCO,679.03,
SUPRAJIT,36.58,36.38
PATELENG,9.95,6.22
XCHANGING,12.34,12.34
JSWSTEEL,10.71,24.26
CONSOFINVT,17.18,17.18
JINDALPHOT,283.14,283.14
JPPOWER,18.08,13.89
EVEREADY,14.78,
GOKEX,59.52,59.52
SAKSOFT,16.16,15.74
ALLDIGI,15.58,14.38
IIFL,10.98,10.98
WELCORP,30.85,30.85
SSWL,21.85,21.85
CYBERMEDIA,7.26,7.53
SHAHALLOYS,3.44,
SURYALAXMI,34.95,37.38
JKPAPER,21.60,20.94
PRIMESECU,160.10,51.28
GRANULES,31.63,32.30
JSWHL,100.24,98.82
GEOJITFSL,28.77,26.60
GENUSPOWER,16.86,16.86
YESBANK,18.96,18.96
MSPL,60.86,15.17
SPLIL,12.51,12.51
MCLEODRUSS,,22.80
SEMAC,13.78,13.78
GOLDIAM,31.66,31.66
RML,28.96,28.05
HTMEDIA,,12.21
SASKEN,45.11,41.43
FCSSOFT,90.92,58.29
IMPAL,14.41,14.41
SUZLON,20.99,21.47
AURIONPRO,19.62,19.24
BASML,14.34,14.34
TRIVENI,18.40,17.87
AIAENG,34.23,34.16
NAHARINDUS,9.88,9.75
ORIENTCER,22.03,20.71
EKC,8.21,8.35
VIMTALABS,33.77,33.29
KERNEX,43.46,43.46
PVRINOX,40.31,34.00
NITINSPIN,16.87,16.87
ROHLTD,30.76,31.91
ENIL,,210.81
JAGRAN,7.33,7.33
SADBHAV,1.67,11.45
SAKUMA,27.36,27.36
KEC,20.48,18.96
JKCEMENT,46.46,44.85
INDOTECH,39.69,39.69
M&MFIN,16.29,15.76
BLKASHYAP,788.76,29.34
VISACHROME,0.53,
NITCO,86.64,76.03
CENTURYPLY,65.50,64.17
KEI,50.41,50.41
VAKRANGEE,58.94,59.11
SOLARINDS,95.11,95.08
GALLANTT,31.93,31.93
UTTAMSUGAR,8.48,8.40
KKCL,20.18,20.18
SUNTV,13.13,12.70
GPIL,20.77,20.41
RSYSTEMS,14.14,13.04
EMKAY,34.37,34.37
BALPHARMA,22.04,22.04
SWELECTES,15.84,15.36
KAMDHENU,12.88,12.88
RATNAMANI,30.90,30.47
PIONEEREMB,112.49,
JKLAKSHMI,16.52,15.88
PFOCUS,74.51,69.89
MUNJALAU,22.16,25.51
EMAMILTD,22.80,22.54
GMRAIRPORT,489.52,371.94
TECHM,31.02,29.94
GRINDWELL,51.72,51.72
VOLTAMP,43.99,43.99
ANTELOPUS,22.04,20.68
ACE,29.37,29.37
ANANTRAJ,39.65,39.65
TALBROAUTO,29.56,29.56
ALICON,32.14,30.22
GEECEE,16.77,16.77
JMFINANCIL,9.98,9.84
FIEMIND,23.99,23.99
DCBBANK,7.98,7.98
INSPIRISYS,10.36,9.83
GTLINFRA,1.97,
NAUKRI,45.52,46.51
VGL,25.29,25.29
GESHIP,6.68,6.68
TORNTPOWER,29.22,29.22
MANALIPETC,8.75,16.82
LTFOODS,20.75,20.75
DONEAR,10.09,10.09
RUCHIRA,12.08,12.08
SOBHA,62.20,62.20
VENUSREM,17.61,17.61
JINDRILL,9.80,9.61
HIRECT,116.79,113.97
NFL,20.62,20.62
PLASTIBLEN,11.57,11.57
PARACABLES,34.07,34.09
HBLENGINE,20.26,19.73
TANLA,14.87,14.87
AVTNPL,16.58,16.58
ZEEMEDIA,273.77,77.55
VEEDOL,15.03,15.03
LUMAXTECH,30.11,29.25
SARLAPOLY,,15.39
PTL,11.26,11.26
WANBURY,16.51,15.69
AUTOIND,10.25,23.55
GANDHITUBE,15.52,15.35
PITTIENG,29.23,29.23
UNOMINDA,64.94,63.68
IZMO,34.48,34.48
HUBTOWN,16.03,16.03
CTE,130.20,130.20
TIIL,19.90,19.90
ORIENTBELL,41.49,38.25
PGIL,34.09,33.96
REDINGTON,16.93,15.72
TTL,617.57,617.57
FSL,27.19,24.53
PFC,4.12,4.12
SMSPHARMA,40.52,40.52
INDIANB,8.96,8.96
ORIENTALTL,21.72,16.27
IDEA,4.06,
PAGEIND,58.95,57.03
LAOPALA,22.51,22.16
RAJTV,78.28,78.28
JKTYRE,14.92,12.07
ASTRAL,73.93,71.76
NAHARSPING,46.30,46.30
NAHARPOLY,9.73,9.73
NCLIND,7.01,6.64
BALAMINES,34.46,34.46
BANSWRAS,16.22,13.94
ICRA,24.92,24.33
PHOENIXLTD,44.39,43.76
NDLVENTURE,452.06,452.06
ZENITHSTL,17.09,23.90
BFUTILITIE,7.29,7.29
FORTIS,68.12,67.21
SRHHYPOLTD,9.26,8.29
WEBELSOLAR,14.25,14.23
TGBHOTELS,19.64,19.64
HILTON,31.36,31.36
INSECTICID,13.17,13.17
KMSUGAR,4.87,4.87
NAVINFLUOR,58.05,57.57
TIMETECHNO,21.83,21.83
NAGREEKEXP,21.72,21.72
NELCAST,24.64,24.64
V2RETAIL,50.11,57.96
DLF,62.60,67.66
TARMAT,20.24,20.24
SPARC,4.37,4.33
SIGMAADV,38.80,37.77
ADSL,15.94,15.71
ALPA,9.21,9.21
CENTRALBK,6.14,6.14
ASIANTILES,173.58,173.58
TAKE,77.64,77.64
KPRMILL,41.16,41.16
CIEINDIA,17.34,17.34
PURVA,88.89,88.89
MOTILALOFS,25.99,25.99
INDOWIND,,215.43
NAGREEKCAP,3.91,3.91
KSCL,14.35,14.35
CENTUM,433.17,91.82
POWERGRID,16.52,16.52
SUPREMEINF,0.13,
MAANALU,51.06,51.06
IL&FSENGG,768.37,132.93
DELTACORP,19.92,19.33
BAJAJELEC,,88.90
ENERGYDEV,,14.83
CERA,39.46,38.95
RELIGARE,113.81,113.81
BVCL,307.30,307.30
ADANIPORTS,32.65,32.19
EDELWEISS,16.30,14.09
RGL,13.83,12.57
KAUSHALYA,89.55,89.55
COLPAL,43.88,43.27
JYOTHYLAB,22.45,22.45
MADHAV,317.41,317.41
KALYANIFRG,23.68,23.68
HITECHCORP,36.26,33.52
ECLERX,25.26,25.26
TARIL,32.98,32.98
BRIGADE,25.22,24.83
MANAKSIA,6.85,6.85
PATINTLOG,10.27,10.27
PPAP,9.29,671.50
ARIES,10.44,10.44
AMBIKCO,13.42,13.42
KAVDEFENCE,274.29,274.29
CEATLTD,24.28,22.00
BIRLAMONEY,13.60,13.02
RPOWER,,157.48
JKIL,9.44,9.24
CORDSCABLE,12.83,12.83
KNRCON,8.07,8.07
SEPC,21.05,20.63
BANG,6.66,5.13
IRB,27.63,26.28
NMDC,9.95,9.95
GSS,,14.41
NAHARCAP,23.22,23.22
RECLTD,6.05,6.04
VGUARD,41.41,39.45
NESCO,17.74,17.74
DPSCLTD,55.32,55.32
TITAGARH,54.09,54.09
KIRIINDUS,0.49,5.22
BAJAJFINSV,15.70,15.50
BAJAJ-AUTO,28.91,28.83
DIGISPICE,18.97,17.71
GOKUL,20.82,20.82
RPGLIFE,39.93,40.99
ALMONDZ,12.63,12.63
ARCHIDPLY,20.69,18.86
LOTUSEYE,3066.94,2940.06
VINYLINDIA,26.89,26.89
UBL,91.76,104.40
LPDC,53.96,53.96
ZFCVINDIA,54.18,53.55
20MICRONS,10.58,10.53
JOCIL,15.52,15.52
ALKALI,66.20,66.20
COUNCODOS,82.29,82.29
TPHQ,455.37,455.37
TATACAP,27.53,27.37
MAWANASUG,11.41,9.73
AJMERA,15.93,15.93
MHRIL,85.05,97.61
VINATIORGA,30.39,30.39
LANDSMILL,102.42,102.42
ADANIPOWER,27.86,27.86
NHPC,18.64,18.64
GLOBUSSPR,24.80,24.80
OIL,11.25,11.25
EXPLEOSOL,10.13,9.45
RTNPOWER,41.02,41.02
AMRUTANJAN,25.50,22.82
SUNTECK,21.47,21.47
ZYDUSWELL,88.65,71.21
DEN,8.94,8.94
SHILPAMED,48.41,54.80
SARDAEN,16.91,17.07
REFEX,19.31,19.31
GILLANDERS,19.90,19.90
AHLUCONT,20.94,21.05
DLINKINDIA,15.38,15.38
JSWENERGY,40.76,39.45
GODREJPROP,33.21,33.57
DBCORP,10.56,10.56
HINDCOPPER,49.70,49.70
BEARDSELL,9.37,9.37
MMTC,42.86,
NESTLEIND,74.52,76.63
TRF,,46.66
WHIRLPOOL,33.53,31.38
UNITEDTEA,10.77,10.77
JUBLFOOD,77.79,75.34
VASCONEQ,14.89,14.89
THANGAMAYL,63.36,63.05
EMMBI,21.43,19.38
DBREALTY,85.52,633.46
HATHWAY,26.04,26.04
TEXMOPIPES,9.07,9.07
MANINFRA,20.28,20.28
LGBBROSLTD,15.55,15.65
PERSISTENT,45.91,44.32
ASIANHOTNR,,496.66
ISFT,9.69,9.69
KIRLOSBROS,40.81,37.35
KSL,15.35,15.00
SJVN,41.19,41.19
SUNDARAM,19.08,21.95
KIRLOSIND,11.10,10.85
MANAPPURAM,34.17,34.17
UMESLTD,48.51,45.64
TI,,48.73
HMVL,8.29,6.88
IMFA,17.08,17.08
BLISSGVS,35.43,35.01
AHLWEST,9.75,7.39
AHLEAST,,30.46
BAJAJCON,31.10,31.10
UGARSUGAR,34.28,34.28
PRAKASHSTL,83.87,83.87
GPPL,14.51,14.96
ADFFOODS,36.61,34.76
WELINV,228.53,228.53
WAAREEINDO,7.97,7.97
KILITCH,21.76,21.76
DEEPAKNTR,40.90,40.25
CPCAP,4.61,4.61
GREENPOWER,17.34,20.58
RAMKY,9.09,11.96
CANTABIL,20.83,20.83
WABAG,31.91,31.68
ASHOKA,1.34,14.10
BEDMUTHA,49.58,49.58
JWL,60.05,56.00
OBEROIRLTY,25.43,25.26
PRESTIGE,54.79,54.79
SHAH,27.73,27.73
CGCL,19.47,19.47
RESPONIND,31.07,30.97
COALINDIA,8.33,8.33
IOLCP,31.38,29.50
GRAVITA,30.88,30.88
JINDWORLD,61.69,62.65
PENIND,16.05,16.05
RPPINFRA,25.41,28.51
JAMNAAUTO,22.84,22.07
SUMEETINDS,58.87,57.41
MOIL,20.33,20.33
ZEELEARN,7.21,14.98
A2ZINFRA,40.89,35.74
KIRLOSENG,57.19,54.76
RKDL,335.79,37.24
PSB,12.15,12.15
FMNL,8.41,8.41
SURANASOL,20.63,20.63
SHEKHAWATI,4.93,4.93
KICL,64.08,48.08
SUMMITSEC,15.42,15.42
STEL,50.83,50.83
TEXRAIL,26.11,25.72
HFCL,47.78,47.78
LOVABLE,13.44,13.44
PFS,8.29,8.22
MUTHOOTFIN,11.41,11.41
VADILALIND,31.24,31.24
SYMPHONY,,43.16
PIIND,31.23,33.37
RELAXO,54.43,54.43
OMINFRAL,42.32,42.32
VSTTILLERS,35.90,35.90
DELPHIFX,57.57,40.69
KARMAENG,41.93,103.55
ASHIANA,32.90,32.90
DHANUKA,15.52,15.52
MAITHANALL,6.35,6.35
RUSHIL,82.05,82.05
INVENTURE,25.11,27.42
LTF,24.37,24.22
WINDMACHIN,,733.27
IBULLSLTD,14.11,12.44
BODALCHEM,17.94,17.93
GAYAPROJ,0.46,10.47
ASAHISONG,23.40,23.40
FILATEX,17.66,17.66
BROOKS,31.84,31.84
TDPOWERSYS,72.94,72.94
APLLTD,24.00,22.23
VASWANI,40.77,40.77
PGEL,86.36,86.36
PANAMAPET,12.85,12.85
PAISALO,27.28,27.21
ONELIFECAP,25.57,25.57
SHAKTIPUMP,30.15,30.15
TRITURBINE,55.24,53.57
INDOTHAI,41.33,41.33
ESSARSHPNG,,65.42
DSSL,17.95,17.95
JISLDVREQS,5.11,0.89
POLYMED,53.01,52.20
RUPA,17.81,16.81
VIKASECO,253.66,253.66
APLAPOLLO,42.62,42.62
KANANIIND,11.44,11.44
MINDACORP,58.97,58.89
THOMASCOTT,19.34,18.52
DBSTOCKBRO,39.27,39.27
IRFC,16.25,16.25
COMPUSOFT,36.36,355.27
RHIM,,42.51
SCHNEIDER,149.91,145.18
NDL,9.88,9.88
NBCC,34.38,37.35
TBZ,9.60,9.60
VSSL,20.03,20.03
SWANCORP,35.92,35.92
SPECIALITY,31.15,27.41
CINELINE,22.44,18.18
SAMPANN,19.62,19.62
PROZONER,39.04,39.04
THEJO,42.24,40.70
MAYURUNIQ,17.81,17.81
ROSSELLIND,14.07,13.88
DUCON,8.91,8.91
TVSHLTD,7.59,7.53
ZUARI,1.24,
VETO,9.30,9.30
CARERATING,28.98,28.98
PCJEWELLER,11.16,11.15
INDUSTOWER,14.07,14.07
VMART,41.28,41.13
REPCOHOME,5.36,5.36
JUSTDIAL,12.30,11.86
ATULAUTO,30.55,29.81
ORIENTCEM,13.22,13.01
ESSENTIA,546.11,546.11
