SYMBOL,SYMBOL P/E,ADJUSTED P/E
DCMSHRIRAM,19.06,18.62
DABUR,42.03,41.76
COSMOFIRST,13.76,13.29
CIPLA,30.09,28.43
HEROMOTOCO,18.18,17.87
HDFCBANK,16.20,15.97
HARRMALAYA,12.74,12.74
GMBREW,13.08,13.08
GIPCL,6.29,6.29
ITC,17.12,16.92
INDIANHUME,13.02,19.99
HINDCOMPOS,20.88,19.92
IOC,4.80,4.80
OSWALGREEN,,15.51
HUHTAMAKI,13.34,13.37
RICOAUTO,33.56,29.76
KAMATHOTEL,14.15,19.36
IFBAGRO,15.22,15.22
BANCOINDIA,19.99,20.53
MANINDS,25.27,25.27
APOLLOTYRE,20.35,19.48
SIYSIL,12.48,12.48
SHANTIGEAR,44.23,42.30
PRECWIRE,45.83,45.83
ONWARDTEC,14.06,13.38
NILKAMAL,18.43,16.94
NCC,12.56,12.11
ICIL,66.60,66.60
SEAMECLTD,14.48,14.48
ELGIEQUIP,44.05,42.98
AUROPHARMA,26.09,25.74
BBTC,4.20,4.34
EIHOTEL,34.13,29.46
KANORICHEM,29.66,29.66
LICHSGFIN,5.30,5.30
GICHSGFIN,5.25,5.25
BEPL,14.05,14.05
RAIN,16.91,16.91
BANARBEADS,42.44,42.44
MOREPENLAB,34.92,46.11
WSTCSTPAPR,23.22,23.22
VENKEYS,14.21,14.21
GHCL,8.35,8.35
S&SPOWER,44.05,44.05
PRUDMOULI,6.31,6.31
PRAJIND,272.83,71.69
BPL,,298.38
PGHH,33.70,33.70
VESUVIUS,36.12,36.12
TFCILTD,28.18,28.18
BOMDYEING,96.80,94.02
GTL,0.20,
NAVNETEDUL,9.96,40.40
GUJALKALI,208.23,208.23
AGI,13.06,12.93
GLAXO,39.91,40.50
TATACONSUM,66.89,66.31
ZEEL,35.36,34.47
CHOLAFIN,29.22,29.22
INDHOTEL,47.43,52.42
FMGOETZE,14.04,13.21
KOTAKBANK,19.56,19.83
ORIENTHOT,33.57,33.26
GILLETTE,38.79,38.79
GOLDENTOBC,6.37,7.22
KANSAINER,28.17,26.14
FOSECOIND,44.74,39.39
ESABINDIA,42.15,45.74
3MINDIA,74.94,89.05
ANDHRAPAP,64.93,64.93
GABRIEL,71.44,68.59
SCHAEFFLER,52.06,52.06
AARTIIND,40.51,41.21
RALLIS,23.61,
AMJLAND,10.41,10.41
PRAKASH,6.89,6.89
MFSL,521.04,521.04
KSB,66.42,62.29
KOPRAN,35.54,35.54
HEG,44.94,44.94
GREAVESCOT,156.60,167.17
GODFRYPHLP,26.41,26.41
VARDMNPOLY,42.38,42.38
SURYAROSNI,19.45,19.45
TATAINVEST,109.46,109.46
TIMKEN,59.53,59.53
SUDARSCHEM,644.03,131.44
SHREECEM,54.26,54.26
SAKHTISUG,7.02,7.02
IPCALAB,37.70,35.80
INGERRAND,53.69,52.24
JSWDULUX,6.72,36.08
HINDALCO,16.16,13.87
HINDZINC,16.14,16.17
HINDUNILVR,47.55,46.75
GSFC,9.73,9.73
GRASIM,21.48,20.98
AMBUJACEM,19.43,17.01
FINPIPE,18.63,18.63
FINCABLES,24.45,29.86
EIDPARRY,9.66,5.94
DCW,29.64,29.64
CGPOWER,119.88,117.47
SUDARCOLOR,18.33,12.94
CESC,13.39,13.39
BIRLACORPN,12.99,12.86
BHEL,86.33,86.33
BHARATGEAR,11.25,11.25
BEL,49.29,49.29
BAJFINANCE,32.35,32.05
ASHAPURMIN,15.59,15.42
NAVA,16.25,16.25
CORALFINAC,9.35,9.35
GREENPLY,32.60,29.92
TNPL,4.00,4.00
AUTOAXLES,16.19,15.39
REMSONSIND,14.07,13.65
DALMIASUG,12.43,12.43
NATCOPHARM,12.55,12.55
KHAITANLTD,10.13,10.13
SWARAJENG,23.10,22.81
MRF,23.46,23.02
GARFIBRES,35.57,33.81
ANDHRSUGAR,12.55,11.23
TNPETRO,8.84,9.42
TTKPRESTIG,54.78,48.93
STARPAPER,6.64,6.64
SKFINDIA,28.84,26.54
AUSOMENT,10.88,10.88
EIMCOELECO,25.98,25.98
JAYAGROGN,12.09,12.09
CUBEXTUB,15.60,15.60
MARICO,61.59,61.59
SILINV,11.69,11.69
SAMBHAAV,2196.45,2196.45
BIOFILCHEM,19.90,19.90
KEYFINSERV,22.24,21.67
ZENITHEXPO,46.42,46.42
SUNDRMBRAK,120.32,106.61
SANGAMIND,34.05,31.68
MOTHERSON,43.03,40.16
SOMATEX,37.37,98.90
VISAKAIND,7.86,17.71
AARTIDRUGS,18.51,18.51
STERTOOLS,29.23,49.48
CREST,21.49,21.49
INDIANCARD,38.13,30.49
HITECHGEAR,58.61,58.61
WENDT,105.93,105.93
DENORA,51.94,51.94
TVSSRICHAK,44.65,48.96
SHRIRAMFIN,24.26,24.26
PUNJABCHEM,20.90,20.38
DYNAMATECH,227.25,159.46
GUJAPOLLO,87.70,87.70
GANESHHOU,22.84,22.84
MMFL,25.11,25.10
JAGSNPHARM,35.44,34.21
ALKYLAMINE,55.54,55.54
BOSCH-HCIL,,232.94
MPHASIS,23.17,22.86
GUJRAFFIA,20.99,20.99
RUCHINFRA,13.63,13.63
RAMCOIND,23.63,24.73
KOTHARIPET,10.74,10.72
HERITGFOOD,20.52,21.66
INDRAMEDCO,18.95,18.95
BANKBARODA,6.49,6.49
MADRASFERT,13.49,12.40
GAIL,18.41,18.41
INDNIPPON,22.54,25.20
SKMEGGPROD,16.15,16.15
BANKINDIA,6.25,6.03
CONCOR,28.63,28.63
ICICIBANK,17.17,17.17
KCPSUGIND,22.28,22.28
HUDCO,10.16,10.16
INDSWFTLAB,49.58,42.08
SAREGAMA,44.62,43.34
FDC,25.00,23.70
ENGINERSIN,20.70,20.70
ADROITINFO,14.58,14.58
JAICORPLTD,11.29,11.23
ANTGRAPHIC,9.74,9.74
GMDCLTD,19.47,32.31
MAHAPEXLTD,48.58,89.56
INDUSINDBK,88.95,88.95
ASAHIINDIA,65.87,63.87
TRIGYN,69.81,45.71
J&KBANK,7.83,7.83
KOTHARIPRO,124.05,
CUB,17.11,17.11
SOUTHBANK,7.95,7.95
ASTRAZEN,108.18,106.13
CEMPRO,45.21,45.21
AXISBANK,15.24,15.24
CYIENT,19.46,18.19
SONATSOFTW,16.66,15.25
NOIDATOLL,3.22,3.22
CYBERTECH,13.83,13.83
KOKUYOCMLN,35.44,35.44
DHANBANK,13.02,13.02
SANGHVIMOV,21.81,21.05
STCINDIA,1.12,13.45
MANUGRAPH,9.15,11.82
VIPCLOTHNG,21.99,21.99
NATIONALUM,11.04,11.04
IVC,54.37,54.37
JINDALSTEL,31.12,22.67
ALEMBICLTD,18.10,18.10
ICDSLTD,47.67,47.67
BSOFT,14.83,14.18
HCLTECH,18.75,17.97
ACCELYA,16.50,15.63
STAR,17.28,16.59
ZYDUSLIFE,23.00,21.43
GLENMARK,46.98,24.79
RAJESHEXPO,24.51,24.51
CINEVISTA,14.58,14.58
SHREERAMA,23.22,23.22
WOCKPHARMA,149.53,103.59
NRBBEARING,28.13,27.40
IOB,12.48,12.48
RAMCOSYS,74.98,27.02
GVPIL,19.70,18.07
BIL,31.94,31.94
KTKBANK,7.73,7.73
MUKTAARTS,,41.51
BLBLIMITED,2.54,2.54
AJANTPHARM,39.13,39.13
BLUESTARCO,63.06,60.14
CALSOFT,7.05,7.05
TVSMOTOR,53.38,52.83
PNBGILTS,8.66,8.76
PNC,,5.98
TAJGVK,5.62,17.27
NLCINDIA,11.16,11.16
CHENNPETRO,5.51,5.51
KRBL,13.04,13.04
HAVELLS,45.03,44.15
GAEL,23.88,23.64
USHAMART,32.38,31.48
AXISCADES,94.54,87.18
UMIYA-MRO,4.25,4.25
TIPSMUSIC,41.94,41.94
STLTECH,508.71,613.67
HIKAL,,60.45
TRIDENT,35.00,35.00
MARKSANS,29.92,29.92
GOLDTECH,301.57,
SMARTLINK,13.65,13.65
GODREJCP,59.77,54.61
JISLJALEQS,,157.14
LUPIN,21.37,19.66
UNITDSPR,53.61,51.76
TCI,18.90,18.90
MPSLTD,19.98,20.51
BHARTIARTL,36.02,33.33
ASAL,29.03,27.94
OLECTRA,64.98,66.34
PONNIERODE,5.68,11.87
PNB,6.95,6.95
APTECHT,24.61,22.99
SURANAT&P,11.92,11.97
TEAMGTY,286.92,286.92
OFSS,36.73,36.73
UNIONBANK,6.39,6.39
NUCLEUS,17.06,14.93
CANBK,6.61,6.61
GENESYS,41.15,38.19
OMAXAUTO,13.31,12.78
GODREJIND,20.88,20.38
DIVISLAB,70.43,68.97
RADICO,91.43,89.56
INDORAMA,8.00,7.86
MARUTI,29.99,29.99
VARDHACRLC,12.81,12.81
UCOBANK,11.80,11.80
BAGFILMS,18.20,18.20
JSL,18.37,18.11
NSIL,49.61,49.60
WELSPUNLIV,73.90,71.64
JAIBALAJI,46.42,45.26
TVSELECT,766.00,482.58
IGL,17.10,17.10
DREDGECORP,620.24,620.24
TVTODAY,57.66,1.01
UNIENTER,36.20,36.20
UPL,20.35,20.42
MUKANDLTD,3.13,3.13
PETRONET,10.91,10.91
PTC,6.94,6.91
VAIBHAVGBL,16.08,16.09
BIOCON,177.36,68.21
MAHABANK,8.98,8.98
POONAWALLA,75.38,75.38
XPROINDIA,172.22,172.22
RKFORGE,130.48,102.44
DATAMATICS,26.19,21.87
CCL,41.60,41.60
EXCELINDUS,14.97,14.97
LT,27.90,26.18
APARINDS,57.86,56.47
AMBICAAGAR,12.30,12.30
CENTEXT,13.72,13.19
NIITLTD,221.83,92.52
ULTRACEMCO,41.39,40.84
TCS,14.81,13.74
COFORGE,38.82,35.48
TEXINFRA,146.82,146.82
GULFPETRO,7.31,6.73
GUFICBIO,60.43,60.43
ASTRAMICRO,93.99,93.99
WELENT,20.85,19.60
NTPC,13.50,13.50
KOTARISUG,32.57,
JBMA,58.72,57.39
DWARKESH,25.63,25.63
SUPRAJIT,37.22,37.01
PATELENG,11.60,7.26
XCHANGING,11.71,11.71
JSWSTEEL,11.54,29.72
CONSOFINVT,15.62,15.62
JINDALPHOT,306.20,306.20
JPPOWER,25.85,25.85
EVEREADY,15.01,
GOKEX,60.86,60.86
SAKSOFT,16.81,16.37
ALLDIGI,14.74,13.57
IIFL,12.75,12.75
WELCORP,33.06,33.06
SSWL,19.84,19.84
CYBERMEDIA,8.58,8.96
SHAHALLOYS,3.90,
SURYALAXMI,35.07,37.51
JKPAPER,22.95,22.13
PRIMESECU,66.62,36.86
GRANULES,36.73,36.41
JSWHL,101.56,100.11
GEOJITFSL,27.83,25.94
GENUSPOWER,16.54,16.54
YESBANK,21.13,21.13
MSPL,66.07,16.47
SPLIL,12.92,12.92
MCLEODRUSS,,23.11
SEMAC,14.05,14.05
GOLDIAM,37.11,37.11
RML,32.84,31.82
HTMEDIA,,12.72
SASKEN,50.70,46.56
IMPAL,14.94,14.94
SUZLON,23.33,23.85
AURIONPRO,21.70,21.29
BASML,13.56,13.56
TRIVENI,36.59,35.55
AIAENG,34.86,34.78
NAHARINDUS,9.95,9.82
ORIENTCER,22.65,21.29
EKC,8.72,8.87
VIMTALABS,32.21,31.74
KERNEX,40.45,40.45
PVRINOX,60.20,45.81
NITINSPIN,17.39,17.39
ROHLTD,31.10,32.27
ENIL,,210.03
JAGRAN,7.52,7.52
SADBHAV,1.51,10.36
SAKUMA,28.01,28.01
KEC,21.77,20.15
JKCEMENT,42.18,40.79
INDOTECH,36.03,36.03
M&MFIN,16.77,16.16
BLKASHYAP,768.22,28.57
VISACHROME,0.55,
NITCO,90.75,79.63
CENTURYPLY,64.05,62.75
KEI,52.12,52.12
VAKRANGEE,59.04,59.20
SOLARINDS,90.61,90.57
GALLANTT,33.02,33.02
UTTAMSUGAR,8.84,8.74
KKCL,20.11,20.11
SUNTV,13.37,12.92
GPIL,21.22,20.85
RSYSTEMS,13.11,12.09
EMKAY,47.71,47.71
BALPHARMA,19.61,19.61
SWELECTES,16.73,16.23
KAMDHENU,11.71,11.71
RATNAMANI,34.54,34.06
PIONEEREMB,112.83,
JKLAKSHMI,16.67,16.03
PFOCUS,62.94,59.04
MUNJALAU,21.80,25.10
EMAMILTD,23.25,22.98
GMRAIRPORT,507.07,385.28
TECHM,29.10,28.01
GRINDWELL,53.69,53.69
VOLTAMP,45.30,45.30
ANTELOPUS,31.17,31.17
ACE,28.02,28.02
ANANTRAJ,37.01,37.01
TALBROAUTO,30.61,30.61
ALICON,29.93,28.15
GEECEE,16.52,16.52
JMFINANCIL,10.12,9.98
FIEMIND,22.74,22.74
DCBBANK,8.19,8.19
INSPIRISYS,10.53,10.00
GTLINFRA,2.17,
NAUKRI,44.25,45.22
VGL,25.67,25.67
GESHIP,6.86,6.86
TORNTPOWER,28.87,28.87
MANALIPETC,8.06,15.49
LTFOODS,21.77,21.77
DONEAR,10.11,10.11
RUCHIRA,11.35,11.35
SOBHA,81.11,81.11
VENUSREM,22.14,22.14
JINDRILL,10.42,10.22
HIRECT,92.71,90.47
NFL,21.09,21.09
PLASTIBLEN,12.50,12.50
PARACABLES,34.23,34.24
HBLENGINE,22.16,21.58
TANLA,13.59,13.59
AVTNPL,16.31,16.31
ZEEMEDIA,277.40,78.58
VEEDOL,15.52,15.52
LUMAXTECH,30.23,29.37
SARLAPOLY,,16.01
PTL,11.70,11.70
WANBURY,15.00,14.25
AUTOIND,11.13,25.58
GANDHITUBE,15.27,15.10
PITTIENG,30.41,30.41
UNOMINDA,64.41,63.17
IZMO,30.26,30.26
HUBTOWN,17.22,17.22
CTE,120.81,120.81
TIIL,19.34,19.34
ORIENTBELL,41.82,38.55
PGIL,33.86,33.73
REDINGTON,16.73,15.54
TTL,675.72,675.72
FSL,25.11,22.66
PFC,3.97,3.96
SMSPHARMA,43.32,43.32
INDIANB,9.32,8.92
ORIENTALTL,22.78,17.07
IDEA,4.40,
PAGEIND,59.31,57.37
LAOPALA,21.28,20.96
RAJTV,78.67,78.67
JKTYRE,15.07,12.18
ASTRAL,66.18,64.24
NAHARSPING,44.02,44.02
NAHARPOLY,9.11,9.11
NCLIND,7.03,6.66
BALAMINES,45.28,45.28
BANSWRAS,15.19,13.06
ICRA,27.46,26.82
PHOENIXLTD,47.97,47.26
NDLVENTURE,482.18,482.18
ZENITHSTL,17.15,23.98
BFUTILITIE,7.16,7.16
FORTIS,68.55,67.64
SRHHYPOLTD,9.48,8.50
WEBELSOLAR,14.39,14.37
TGBHOTELS,17.96,17.96
HILTON,34.39,34.39
INSECTICID,13.67,13.67
KMSUGAR,4.67,4.67
NAVINFLUOR,59.42,58.92
TIMETECHNO,18.29,18.29
NAGREEKEXP,24.45,24.45
NELCAST,24.05,24.05
V2RETAIL,49.94,57.77
DLF,62.27,67.31
TARMAT,19.34,19.34
SPARC,5.80,5.75
SIGMAADV,37.56,36.55
ADSL,16.52,16.29
ALPA,10.06,10.30
CENTRALBK,6.39,6.47
ASIANTILES,144.26,144.26
TAKE,88.85,88.85
KPRMILL,43.99,43.99
CIEINDIA,20.32,20.32
PURVA,90.88,90.88
MOTILALOFS,30.42,30.42
INDOWIND,,215.66
NAGREEKCAP,4.07,4.07
KSCL,15.06,15.06
CENTUM,445.95,94.53
POWERGRID,16.29,16.29
CCCL,11.59,
SUPREMEINF,0.15,
MAANALU,55.63,55.63
IL&FSENGG,685.17,118.53
DELTACORP,20.60,19.99
BAJAJELEC,,88.82
ENERGYDEV,,14.71
CERA,39.64,39.12
RELIGARE,123.45,123.45
BVCL,324.96,324.96
ADANIPORTS,33.11,32.66
EDELWEISS,16.86,14.57
RGL,14.34,13.02
KAUSHALYA,107.15,107.15
COLPAL,42.34,41.75
JYOTHYLAB,22.22,22.22
MADHAV,339.22,339.22
KALYANIFRG,24.55,24.55
HITECHCORP,37.02,34.23
ECLERX,20.72,20.72
TARIL,36.92,36.92
BRIGADE,24.04,23.67
MANAKSIA,7.06,7.06
PATINTLOG,11.50,11.50
PPAP,9.13,660.12
ARIES,10.56,10.56
AMBIKCO,14.09,14.09
KAVDEFENCE,301.76,301.76
CEATLTD,23.20,21.37
BIRLAMONEY,13.83,13.28
RPOWER,,166.41
JKIL,9.85,9.63
CORDSCABLE,12.80,12.80
KNRCON,8.54,8.54
SEPC,23.14,22.67
BANG,6.51,5.02
IRB,28.71,27.30
NMDC,10.01,10.01
GSS,,14.99
NAHARCAP,23.03,23.03
RECLTD,5.68,5.68
VGUARD,43.40,41.35
NESCO,18.77,18.77
DPSCLTD,56.53,56.53
TITAGARH,55.25,55.25
KIRIINDUS,0.46,4.93
BAJAJFINSV,15.43,15.23
BAJAJ-AUTO,28.34,28.26
DIGISPICE,21.65,20.21
GOKUL,21.65,21.65
RPGLIFE,38.15,39.20
ALMONDZ,19.15,19.15
ARCHIDPLY,19.92,18.16
LOTUSEYE,3132.90,3003.29
VINYLINDIA,28.56,28.56
UBL,84.95,96.65
LPDC,57.28,57.28
ZFCVINDIA,50.87,50.30
20MICRONS,10.18,10.13
JOCIL,15.41,15.41
ALKALI,149.43,149.43
COUNCODOS,66.87,66.87
TPHQ,499.80,499.80
TATACAP,39.29,38.97
MAWANASUG,11.81,10.07
AJMERA,16.26,16.26
MHRIL,68.99,76.51
VINATIORGA,30.69,30.69
LANDSMILL,95.02,95.02
ADANIPOWER,32.16,32.16
NHPC,18.72,18.72
GLOBUSSPR,28.72,28.72
OIL,10.70,10.70
EXPLEOSOL,10.37,9.68
RTNPOWER,90.32,90.32
AMRUTANJAN,26.73,23.93
SUNTECK,23.22,23.22
ZYDUSWELL,92.21,74.07
DEN,8.22,8.22
SHILPAMED,49.77,56.35
SARDAEN,16.42,16.57
REFEX,20.58,20.58
GILLANDERS,20.22,20.22
AHLUCONT,21.03,21.14
DLINKINDIA,18.63,18.63
JSWENERGY,35.56,34.54
GODREJPROP,31.55,31.89
DBCORP,10.82,10.82
HINDCOPPER,51.09,51.09
BEARDSELL,9.60,9.60
MMTC,45.38,
NESTLEIND,79.60,82.18
TRF,,36.65
WHIRLPOOL,34.03,31.85
UNITEDTEA,10.89,10.89
JUBLFOOD,77.28,74.84
VASCONEQ,14.94,14.94
THANGAMAYL,58.32,58.04
EMMBI,21.59,19.52
DBREALTY,84.04,622.54
HATHWAY,25.21,25.21
TEXMOPIPES,9.07,9.07
MANINFRA,20.98,20.98
LGBBROSLTD,15.59,15.68
PERSISTENT,40.85,39.44
ASIANHOTNR,,503.59
ISFT,9.37,9.37
KIRLOSBROS,41.95,38.39
KSL,15.80,15.45
SJVN,42.66,42.66
SUNDARAM,18.63,21.43
KIRLOSIND,12.24,11.98
MANAPPURAM,31.44,31.44
UMESLTD,51.32,48.29
TI,537.58,43.80
HMVL,7.97,6.62
IMFA,17.01,17.01
BLISSGVS,41.26,40.78
AHLWEST,10.49,7.95
AHLEAST,,30.37
BAJAJCON,44.20,44.25
UGARSUGAR,32.89,32.89
PRAKASHSTL,86.16,86.16
GPPL,14.90,15.36
ADFFOODS,38.80,36.83
WELINV,217.05,217.05
WAAREEINDO,6.51,6.51
KILITCH,21.83,21.83
DEEPAKNTR,40.16,39.51
CPCAP,4.91,4.91
GREENPOWER,16.50,19.28
RAMKY,9.48,12.47
CANTABIL,22.07,22.07
WABAG,35.65,35.40
ASHOKA,1.38,14.61
BEDMUTHA,49.02,49.02
JWL,61.42,57.28
OBEROIRLTY,27.35,27.15
PRESTIGE,54.52,54.52
SHAH,30.97,30.97
CGCL,25.61,25.61
RESPONIND,34.19,34.07
COALINDIA,8.74,8.74
IOLCP,35.86,33.71
GRAVITA,35.34,35.34
JINDWORLD,45.30,46.00
PENIND,16.52,16.52
RPPINFRA,25.41,28.50
JAMNAAUTO,23.57,22.78
SUMEETINDS,71.79,70.01
MOIL,20.58,20.58
ZEELEARN,7.66,15.90
A2ZINFRA,,27.57
KIRLOSENG,63.21,60.51
RKDL,330.70,36.68
PSB,13.13,13.13
FMNL,9.45,9.45
SURANASOL,115.21,115.21
SHEKHAWATI,5.61,5.61
KICL,65.36,49.04
SUMMITSEC,15.87,15.87
STEL,51.80,51.80
TEXRAIL,27.06,26.66
HFCL,100.02,100.08
LOVABLE,14.42,14.42
PFS,6.15,6.12
MUTHOOTFIN,11.57,11.57
VADILALIND,29.45,29.45
SYMPHONY,,43.65
PIIND,29.97,32.03
RELAXO,53.72,53.72
OMINFRAL,42.48,42.48
VSTTILLERS,37.35,37.36
DELPHIFX,74.75,52.83
KARMAENG,44.02,108.70
ASHIANA,31.87,31.87
DHANUKA,16.10,16.10
MAITHANALL,6.63,6.63
RUSHIL,71.79,71.79
INVENTURE,24.56,26.82
LTF,26.97,26.79
WINDMACHIN,,752.14
IBULLSLTD,19.95,16.76
BODALCHEM,15.67,15.66
GAYAPROJ,0.47,10.73
ASAHISONG,18.29,18.29
FILATEX,14.80,14.80
BROOKS,35.78,35.78
TDPOWERSYS,71.32,71.32
APLLTD,23.94,22.18
VASWANI,42.00,42.00
PGEL,86.10,86.10
PANAMAPET,12.16,12.16
PAISALO,27.76,27.69
ONELIFECAP,25.98,25.98
SHAKTIPUMP,27.45,27.45
TRITURBINE,55.48,53.80
INDOTHAI,42.11,42.11
ESSARSHPNG,,73.30
DSSL,19.38,19.38
JISLDVREQS,5.37,0.93
POLYMED,52.95,52.14
RUPA,18.17,17.15
VIKASECO,274.41,274.41
APLAPOLLO,41.22,41.22
KANANIIND,11.67,11.67
MINDACORP,60.86,60.77
THOMASCOTT,21.06,20.17
DBSTOCKBRO,47.55,47.55
IRFC,16.43,16.43
COMPUSOFT,37.16,363.06
RHIM,,43.67
SCHNEIDER,167.07,161.79
NDL,10.40,10.40
NBCC,35.56,38.63
TBZ,7.64,7.64
VSSL,21.38,21.38
SWANCORP,36.91,36.91
SPECIALITY,29.07,25.59
CINELINE,23.79,22.88
SAMPANN,20.09,20.09
PROZONER,39.05,39.05
THEJO,41.49,39.97
MAYURUNIQ,18.88,18.88
ROSSELLIND,13.50,13.32
DUCON,8.99,8.99
TVSHLTD,8.23,8.15
ZUARI,1.27,
VETO,9.43,9.43
CARERATING,28.37,28.37
PCJEWELLER,11.90,11.89
INDUSTOWER,14.70,14.70
VMART,50.01,49.81
REPCOHOME,5.69,5.69
JUSTDIAL,9.35,9.02
ATULAUTO,31.54,30.77
ORIENTCEM,8.24,8.16
ESSENTIA,628.54,628.54
