SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,72.39,77.01
WHEELS,22.38,22.38
RIIL,107.72,107.72
PREMIERPOL,22.06,22.06
RAYMOND,68.63,14.87
RSWM,19.88,17.24
SHREDIGCEM,59.31,59.31
SESHAPAPER,17.73,17.73
SMLMAH,42.25,42.25
SUNDRMFAST,34.06,33.51
EXIDEIND,43.09,42.75
ELECON,40.28,38.28
CRISIL,36.79,36.79
LMW,100.58,96.05
NELCO,568.39,208.36
MASTEK,14.13,13.59
MAHSCOOTER,52.42,52.42
LUMAXIND,40.60,36.86
TRENT,93.31,92.26
KECL,68.70,44.19
CUMMINSIND,71.21,69.21
KCP,7.62,7.36
JAYBARMARU,12.08,11.68
INFY,15.46,15.02
INDIAGLYCO,31.13,31.04
IONEXCHANG,43.94,40.46
IFBIND,37.21,34.73
IGPL,643.15,643.15
HIMATSEIDE,16.29,16.29
GNFC,9.68,9.68
BPCL,8.41,9.34
BHARATFORG,94.48,86.52
BASF,39.18,39.18
FORCEMOT,18.25,20.79
ATUL,24.82,24.87
ARVIND,32.27,31.42
ACC,13.54,13.60
TMPV,,28.76
SCI,9.79,9.79
MRPL,9.23,10.52
LINDEINDIA,116.18,116.18
HINDPETRO,2199.22,2199.22
ESCORTS,24.70,25.09
BAJAJHLDNG,55.82,149.80
ASHOKLEY,25.29,23.59
VOLTAS,86.81,83.53
TITAN,84.90,83.64
TATASTEEL,22.23,20.87
SUNDARMFIN,24.82,24.12
SPIC,7.69,7.69
VEDL,6.52,5.94
SBIN,10.99,11.29
RELIANCE,19.64,19.64
PFIZER,29.59,28.29
NOCIL,49.95,47.03
BOSCHLTD,43.73,52.13
DRREDDY,30.08,30.08
BATAINDIA,66.88,96.31
DEEPAKFERT,27.79,27.79
CHAMBLFERT,9.91,9.91
CARBORUNIV,147.30,48.89
MAHSEAMLES,10.96,10.90
HINDOILEXP,33.10,68.16
DICIND,24.78,22.45
COROMANDEL,33.81,33.03
BALMLAWRIE,15.13,15.13
MOTOGENFIN,0.71,
MARALOVER,75.90,64.14
ASIANPAINT,56.66,55.33
RAMCOCEM,31.47,122.68
INDIACEM,133.42,85.96
PGHL,33.59,33.59
BEML,104.96,104.96
ADOR,21.82,21.46
CENTENKA,9.05,8.96
TORNTPHARM,86.79,84.37
VTL,25.92,25.92
SUNDROP,127.25,127.25
FEDERALBNK,18.35,18.35
EPL,19.04,17.96
VLSFINANCE,36.58,36.58
SUPREMEIND,50.03,50.03
SRF,36.25,35.22
BIRLACABLE,35.19,35.19
BALRAMCHIN,37.45,37.45
AEGISLOG,40.68,40.68
WEIZMANIND,17.16,17.16
UNICHEMLAB,14.85,75.06
BBOX,60.46,47.72
HONAUT,64.34,63.39
JTEKTINDIA,48.45,45.72
SAURASHCEM,44.58,28.29
RANEHOLDIN,15.94,18.13
PRECOT,26.58,26.58
TATAELXSI,34.96,32.46
SUNPHARMA,41.29,38.04
KOHINOOR,1.05,
SHREYANIND,30.10,30.10
SANDESH,11.19,10.90
HCC,34.96,40.58
BAJAJHIND,32.03,28.86
APOLLOHOSP,65.62,65.13
ARE&M,18.04,22.95
ADANIENT,56.62,112.93
IVP,8.36,8.22
BALKRISIND,28.63,28.63
INDBANK,19.91,19.91
GINNIFILA,11.15,11.15
EICHERMOT,43.01,42.64
GVT&D,85.16,82.15
NEULANDLAB,69.43,69.43
ONGC,6.41,6.37
ITI,91.15,
ZENSARTECH,15.68,15.30
TAINWALCHM,17.03,17.03
BERGEPAINT,56.30,54.35
BANARISUG,29.47,29.47
KPIL,21.60,22.04
JYOTISTRUC,23.33,23.33
IGARASHI,118.12,118.12
BSL,54.29,54.29
BLUEDART,48.62,42.28
JAYNECOIND,15.29,15.02
MUNJALSHOW,25.08,23.33
APCOTEXIND,21.92,21.98
SOTL,22.97,22.97
HSCL,48.31,48.31
RCF,16.42,17.85
RANASUG,7.68,
KARURVYSYA,11.98,11.98
DECCANCE,26.98,50.15
WSI,209.22,243.08
UFLEX,10.54,10.25
TATAPOWER,27.17,26.91
ADVANIHOTR,19.83,19.27
THOMASCOOK,21.70,21.21
SUNFLAG,32.27,31.21
SUBROS,30.99,29.98
SPMLINFRA,21.94,21.94
SIMPLEXINF,49.25,50.18
SIEMENS,102.86,102.86
BHARATRAS,14.84,13.51
WIPRO,13.71,13.71
VSTIND,13.42,13.42
JUBLPHARMA,39.14,35.25
UNIVCABLES,53.31,53.31
TATACOMM,56.03,50.73
TOKYOPLAST,218.60,218.60
SOMANYCERA,26.90,25.98
MURUDCERA,16.41,16.41
IFCI,44.19,42.71
HLVLTD,98.41,60.18
SANOFI,25.42,23.96
M&M,24.05,23.75
LIBERTSHOE,40.17,40.66
KAJARIACER,39.40,37.12
HEIDELBERG,30.26,28.95
MODTHREAD,13.65,13.65
MANGLMCEM,20.11,18.44
PRSMJOHNSN,90.11,
POLYPLEX,85.99,85.99
PIDILITIND,67.08,66.80
PCBL,55.58,58.78
3PLAND,25.60,25.60
OSWALAGRO,59.55,35.80
EIHAHOTELS,22.08,21.38
HONDAPOWER,33.47,30.07
JINDALSAW,27.59,27.59
SAIL,18.13,15.98
RUBYMILLS,30.26,30.26
STYRENIX,23.41,23.25
ABB,100.78,100.78
IDBI,9.71,9.71
GRAPHITE,76.17,75.36
CANFINHOME,9.69,9.69
BRITANNIA,51.77,51.77
BBL,24.21,24.21
ELECTCAST,27.55,23.64
DHAMPURSUG,13.53,13.53
DCMSHRIRAM,11.43,12.07
DABUR,39.49,39.25
COSMOFIRST,14.96,14.45
CIPLA,35.40,33.17
HEROMOTOCO,19.11,18.79
HDFCBANK,14.22,14.03
HARRMALAYA,13.84,13.84
GMBREW,12.22,12.22
GIPCL,6.27,6.27
ITC,17.38,17.17
INDIANHUME,14.70,22.57
HINDCOMPOS,24.71,23.35
IOC,4.86,4.86
OSWALGREEN,,14.32
HUHTAMAKI,16.44,16.44
RICOAUTO,36.17,32.08
KAMATHOTEL,13.03,17.82
IFBAGRO,15.52,15.52
BANCOINDIA,18.64,19.15
MANINDS,23.29,23.29
APOLLOTYRE,19.63,18.80
SIYSIL,12.12,12.12
SHANTIGEAR,50.35,47.73
PRECWIRE,42.41,42.41
ONWARDTEC,15.49,14.71
NILKAMAL,26.31,24.18
NCC,12.48,12.03
ICIL,65.19,65.19
SEAMECLTD,14.44,14.44
ELGIEQUIP,43.19,42.13
AUROPHARMA,26.14,25.80
BBTC,4.16,4.30
EIHOTEL,34.95,30.17
KANORICHEM,34.39,34.39
LICHSGFIN,5.44,5.44
GICHSGFIN,5.16,5.16
BEPL,14.33,14.33
RAIN,18.58,18.58
BANARBEADS,40.81,40.81
MOREPENLAB,33.14,43.75
WSTCSTPAPR,24.19,24.19
VENKEYS,15.28,15.28
GHCL,8.56,8.56
S&SPOWER,38.79,38.79
PRUDMOULI,5.44,5.44
PRAJIND,239.06,62.82
BPL,,266.58
PGHH,35.30,35.30
VESUVIUS,35.26,35.26
TFCILTD,30.21,30.21
BOMDYEING,92.93,90.26
GTL,0.20,
NAVNETEDUL,9.84,55.97
GUJALKALI,75.56,75.56
AGI,12.70,12.57
GLAXO,42.95,43.59
TATACONSUM,62.49,61.98
ZEEL,38.31,37.35
CHOLAFIN,26.75,26.75
INDHOTEL,46.36,51.06
FMGOETZE,14.84,13.96
KOTAKBANK,19.18,19.43
ORIENTHOT,33.37,33.07
GILLETTE,39.30,39.30
GOLDENTOBC,6.30,7.15
KANSAINER,28.10,26.07
FOSECOIND,43.34,38.16
ESABINDIA,41.57,45.12
3MINDIA,76.40,90.79
ANDHRAPAP,66.47,66.47
GABRIEL,79.52,76.39
SCHAEFFLER,41.43,41.43
AARTIIND,42.03,42.76
RALLIS,19.88,
AMJLAND,10.57,10.57
