SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,77.88,82.85
WHEELS,23.88,23.88
RIIL,114.04,114.04
PREMIERPOL,22.17,22.17
RAYMOND,71.47,15.49
RSWM,19.57,16.97
SHREDIGCEM,43.72,43.72
SESHAPAPER,20.97,20.97
SMLMAH,36.88,36.88
SUNDRMFAST,33.87,33.33
EXIDEIND,43.18,42.85
ELECON,43.25,41.10
CRISIL,36.88,36.88
LMW,131.55,124.69
NELCO,541.31,198.43
MASTEK,13.38,12.86
MAHSCOOTER,47.85,47.85
LUMAXIND,40.91,37.14
TRENT,90.84,89.83
KECL,58.24,37.46
CUMMINSIND,72.84,70.79
KCP,7.97,7.71
JAYBARMARU,13.29,12.86
INFY,14.97,14.53
INDIAGLYCO,31.11,31.02
IONEXCHANG,44.99,41.42
IFBIND,37.56,35.05
IGPL,594.93,594.93
HIMATSEIDE,17.25,17.25
GNFC,9.34,9.34
BPCL,5.66,5.59
BHARATFORG,96.11,88.02
BASF,38.62,38.62
FORCEMOT,19.26,22.01
ATUL,26.18,26.24
ARVIND,33.11,32.24
ACC,12.18,12.33
TMPV,,29.34
SCI,9.86,9.86
MRPL,9.65,11.00
LINDEINDIA,120.92,120.92
HINDPETRO,5.21,5.21
ESCORTS,24.41,24.79
RELINFRA,0.52,0.70
BAJAJHLDNG,52.50,140.90
ASHOKLEY,24.78,23.12
VOLTAS,89.73,86.33
TITAN,81.28,80.08
TATASTEEL,22.13,20.77
SUNDARMFIN,24.52,23.83
SPIC,7.66,7.66
VEDL,6.46,5.88
SBIN,11.49,11.80
RELIANCE,20.36,20.36
PFIZER,28.99,27.69
NOCIL,49.51,46.63
BOSCHLTD,43.62,52.00
DRREDDY,24.63,24.63
BATAINDIA,67.09,96.61
DEEPAKFERT,27.43,27.43
CHAMBLFERT,9.73,9.73
CARBORUNIV,151.65,50.34
MAHSEAMLES,11.01,10.95
HINDOILEXP,34.14,70.30
DICIND,24.52,22.22
COROMANDEL,31.40,30.73
BALMLAWRIE,15.15,15.15
MOTOGENFIN,0.72,
MARALOVER,70.00,59.15
ASIANPAINT,61.04,59.46
RAMCOCEM,31.61,123.25
INDIACEM,131.51,84.73
PGHL,34.79,34.79
BEML,104.31,104.31
ADOR,30.89,30.19
CENTENKA,11.81,11.63
TATACHEM,,217.11
TORNTPHARM,79.24,77.02
VTL,25.98,25.98
SUNDROP,118.94,118.94
FEDERALBNK,17.92,17.92
EPL,19.47,18.37
VLSFINANCE,37.60,37.60
SUPREMEIND,51.19,51.19
SRF,46.38,44.84
BIRLACABLE,32.03,32.03
BALRAMCHIN,37.07,37.07
AEGISLOG,43.89,43.89
WEIZMANIND,17.54,17.54
UNICHEMLAB,16.59,83.83
BBOX,68.38,53.97
HONAUT,64.36,63.36
JTEKTINDIA,48.53,45.80
SAURASHCEM,46.63,29.59
RANEHOLDIN,16.03,18.23
PRECOT,27.81,27.81
TATAELXSI,33.65,31.25
SUNPHARMA,40.59,37.40
KOHINOOR,1.10,
SHREYANIND,29.08,29.08
