,14-Jul-2026
The Nifty witnessed an intraday movement of about 133.4 points.The closing index was 0.66 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 120723.96
, Traded Quantity (in Lakhs), 43193.73
, Number of Trades, 36575761
, Total Market Capitalisation (Rs. Crores), 47866401.61

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24211.00,     24068.00,     24157.10,     24023.70,     24052.05,-158.95
,NIFTY50 EQL Wgt,     32825.75,     32640.90,     32771.90,     32545.80,     32586.90,-238.85
,NIFTY100 EQL Wgt,     34548.55,     34360.30,     34436.75,     34263.95,     34331.15,-217.40
,NIFTY100 LowVol30,     20100.75,     19968.40,     20089.90,     19948.95,     19972.40,-128.35
,NIFTY Alpha 50,     54090.85,     53910.15,     54057.25,     53653.65,     53960.35,-130.50
,NIFTY MIDCAP 150,     23167.40,     23100.85,     23139.20,     22995.65,     23053.60,-113.80
,NIFTY SMLCAP 50,      9638.20,      9610.00,      9612.35,      9519.30,      9533.70,-104.50
,NIFTY SMLCAP 250,     18171.85,     18124.40,     18126.25,     17955.15,     17974.90,-196.95
,NIFTY MIDSML 400,     21353.10,     21293.70,     21304.50,     21165.35,     21204.65,-148.45
,NIFTY200 QUALTY30,     20133.95,     20037.65,     20135.15,     19937.85,     19958.60,-175.35
,Nifty FinSrv25 50,     29263.65,     29073.40,     29097.20,     28868.50,     28947.60,-316.05
,NIFTY AlphaLowVol,     26805.75,     26630.60,     26806.10,     26630.60,     26695.60,-110.15
,Nifty200Momentm30,     30570.25,     30477.55,     30804.70,     30456.70,     30677.65,107.40
,Nifty100ESGSecLdr,      4072.80,      4048.05,      4068.35,      4045.25,      4053.45,-19.35
,NIFTY100 ESG,      4971.15,      4942.05,      4956.55,      4929.70,      4940.85,-30.30
,NIFTY M150 QLTY50,     24154.15,     24094.40,     24124.70,     23971.00,     24059.85,-94.30
,NIFTY INDIA MFG,     15900.15,     15821.95,     15878.50,     15791.45,     15850.45,-49.70
,Nifty200 Alpha 30,     26308.05,     26223.05,     26445.00,     26149.95,     26366.55,58.50
,NiftyM150Momntm50,     62882.50,     62716.45,     62927.45,     62556.95,     62773.15,-109.35
,Nifty50 USD,      8773.35,      8773.30,      8901.65,      8530.85,      8662.25,-111.10
,Nifty IT,     29015.85,     29020.40,     29285.05,     28674.50,     28724.75,-291.10
,Nifty Next 50,     72111.40,     71757.25,     71938.55,     71449.15,     71851.60,-259.80
,Nifty Bank,     58131.45,     57832.55,     57840.05,     57286.90,     57462.30,-669.15
,NIFTY MIDCAP 100,     63040.95,     62854.20,     62993.80,     62602.30,     62766.40,-274.55
,Nifty 500,     23347.05,     23235.25,     23287.45,     23167.85,     23199.45,-147.60
,Nifty 100,     25240.80,     25096.30,     25173.45,     25052.60,     25088.65,-152.15
,Nifty Midcap 50,     18089.55,     18019.60,     18066.90,     17944.95,     17988.15,-101.40
,Nifty Realty,       937.15,       931.05,       935.25,       917.10,       918.65,-18.50
,Nifty Infra,      9381.15,      9319.05,      9378.35,      9310.65,      9350.75,-30.40
,Nifty Energy,     39220.35,     39119.55,     39337.05,     39035.60,     39203.15,-17.20
,Nifty FMCG,     48809.90,     48593.15,     49074.35,     48466.45,     48524.95,-284.95
,Nifty MNC,     32448.30,     32269.45,     32400.95,     32218.55,     32282.15,-166.15
