SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,76.10,80.95
WHEELS,23.44,23.44
RIIL,114.35,114.35
PREMIERPOL,19.70,19.70
RAYMOND,69.45,15.05
RSWM,17.48,15.15
SHREDIGCEM,43.96,43.96
SESHAPAPER,20.88,20.88
SMLMAH,35.12,35.12
SUNDRMFAST,33.10,32.57
EXIDEIND,41.67,41.35
ELECON,32.82,39.22
CRISIL,33.73,33.73
LMW,129.06,122.33
NELCO,669.63,207.12
MASTEK,12.32,11.84
MAHSCOOTER,47.43,47.43
LUMAXIND,41.40,37.59
TRENT,90.79,89.77
KECL,52.16,33.55
CUMMINSIND,72.74,70.70
KCP,7.65,7.39
JAYBARMARU,14.07,13.61
JBCHEPHARM,55.12,53.65
INFY,14.72,14.29
INDIAGLYCO,28.24,28.16
IONEXCHANG,41.15,37.89
IFBIND,35.15,32.81
IGPL,585.29,585.29
HIMATSEIDE,16.60,16.60
GNFC,9.18,9.18
BPCL,5.41,5.35
BHARATFORG,91.39,83.69
BASF,36.21,36.21
FORCEMOT,19.22,21.96
ATUL,27.11,27.17
ARVIND,32.78,31.92
ACC,11.77,11.91
TMPV,,28.96
SCI,9.76,9.76
MRPL,13.53,13.53
LINDEINDIA,119.86,119.86
HINDPETRO,4.97,4.97
ESCORTS,23.91,24.28
BAJAJHLDNG,52.69,141.41
ASHOKLEY,25.01,23.33
VOLTAS,82.86,79.73
TITAN,80.28,79.09
TATASTEEL,22.34,20.97
SUNDARMFIN,25.78,25.06
SPIC,7.65,7.65
VEDL,6.71,6.12
SBIN,11.02,11.32
RELIANCE,18.06,18.06
PFIZER,28.70,27.42
NOCIL,52.13,49.09
BOSCHLTD,44.30,52.82
DRREDDY,27.17,27.17
BATAINDIA,64.07,92.27
DEEPAKFERT,25.99,25.99
CHAMBLFERT,9.90,9.90
CARBORUNIV,150.71,50.03
MAHSEAMLES,10.98,10.92
HINDOILEXP,33.00,67.95
DICIND,24.04,21.78
COROMANDEL,31.22,30.55
BALMLAWRIE,14.76,14.76
MOTOGENFIN,0.71,
MARALOVER,65.94,55.72
ASIANPAINT,60.46,58.90
RAMCOCEM,31.03,120.96
INDIACEM,,134.71
PGHL,31.80,31.80
BEML,104.65,104.65
ADOR,27.27,26.66
CENTENKA,10.90,10.74
TATACHEM,,222.36
TORNTPHARM,77.04,74.88
VTL,25.69,25.69
SUNDROP,118.75,118.75
FEDERALBNK,17.98,17.98
EPL,18.99,17.92
VLSFINANCE,36.36,36.36
SUPREMEIND,47.36,47.36
SRF,43.76,42.31
BIRLACABLE,31.57,31.57
BALRAMCHIN,34.65,34.65
AEGISLOG,39.50,39.50
WEIZMANIND,17.32,17.32
UNICHEMLAB,15.95,80.61
BBOX,76.06,60.03
HONAUT,64.07,63.08
JTEKTINDIA,50.57,47.72
SAURASHCEM,41.67,26.44
RANEHOLDIN,15.88,18.06
PRECOT,25.83,25.83
TATAELXSI,35.92,33.26
SUNPHARMA,39.18,36.09
KOHINOOR,1.10,
SHREYANIND,29.53,29.53
SANDESH,11.21,10.93
HCC,37.33,43.33
BAJAJHIND,32.69,29.46
APOLLOHOSP,64.29,63.80
ARE&M,17.06,21.71
ADANIENT,42.53,162.97
IVP,8.99,8.84
BALKRISIND,33.70,33.70
INDBANK,20.66,20.66
GINNIFILA,10.79,9.76
EICHERMOT,43.17,42.78
RAJSREESUG,90.11,32.55
GVT&D,92.74,89.46
NEULANDLAB,66.58,66.58
ONGC,6.64,6.60
ITI,93.70,
ZENSARTECH,13.25,12.93
TAINWALCHM,17.04,17.04
BERGEPAINT,53.93,52.05
BANARISUG,29.47,29.47
KPIL,22.08,22.53
JYOTISTRUC,24.09,24.09
IGARASHI,120.05,120.05
BSL,54.94,54.94
BLUEDART,45.94,39.94
JAYNECOIND,18.01,17.63
MUNJALSHOW,23.89,22.22
APCOTEXIND,25.41,25.52
SOTL,20.78,20.78
HSCL,42.82,42.82
RCF,16.71,18.17
RANASUG,0.67,
KARURVYSYA,11.34,11.34
DECCANCE,27.68,51.47
WSI,214.05,248.68
UFLEX,9.43,9.17
TATAPOWER,26.96,26.70
ADVANIHOTR,20.08,19.51
THOMASCOOK,22.17,21.67
SUNFLAG,29.40,28.43
SUBROS,31.27,30.26
SPMLINFRA,20.90,20.90
SIMPLEXINF,53.75,54.76
SIEMENS,97.09,97.09
BHARATRAS,15.23,13.86
WIPRO,12.92,12.92
VSTIND,15.44,15.44
JUBLPHARMA,38.87,35.01
UNIVCABLES,42.79,42.79
TATACOMM,53.42,50.48
TOKYOPLAST,126.60,126.60
SOMANYCERA,28.15,27.19
MURUDCERA,16.56,16.56
IFCI,45.80,44.27
HLVLTD,237.71,96.76
SANOFI,25.14,23.69
M&M,23.16,22.87
LIBERTSHOE,41.12,41.62
KAJARIACER,38.87,36.62
HEIDELBERG,26.90,25.89
MODTHREAD,13.55,13.55
MANGLMCEM,19.69,18.05
PRSMJOHNSN,92.71,
POLYPLEX,78.17,78.17
PIDILITIND,64.63,64.36
PCBL,59.01,63.53
3PLAND,26.67,26.67
OSWALAGRO,64.49,38.77
