,24-Jul-2026
The Nifty witnessed an intraday movement of about 217.3 points.The closing index was 0.43 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 110468.21
, Traded Quantity (in Lakhs), 42198.45
, Number of Trades, 35415629
, Total Market Capitalisation (Rs. Crores), 47474922.11

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23869.60,     23666.35,     23823.60,     23606.30,     23767.45,-102.15
,NIFTY50 EQL Wgt,     32637.25,     32387.35,     32574.35,     32304.45,     32501.10,-136.15
,NIFTY100 EQL Wgt,     34343.00,     34084.60,     34356.45,     33986.50,     34264.10,-78.90
,NIFTY100 LowVol30,     20088.85,     19922.55,     20085.10,     19922.55,     20046.30,-42.55
,NIFTY Alpha 50,     53347.25,     52936.75,     53081.40,     52538.85,     53021.40,-325.85
,NIFTY MIDCAP 150,     22705.25,     22567.35,     22709.25,     22409.55,     22685.25,-20.00
,NIFTY SMLCAP 50,      9384.40,      9329.25,      9374.55,      9246.65,      9362.65,-21.75
,NIFTY SMLCAP 250,     17651.25,     17535.70,     17619.95,     17379.65,     17601.20,-50.05
,NIFTY MIDSML 400,     20863.55,     20733.50,     20853.20,     20575.35,     20831.30,-32.25
,NIFTY200 QUALTY30,     20131.25,     19985.00,     20170.95,     19979.50,     20156.20,24.95
,Nifty FinSrv25 50,     28407.65,     28196.35,     28479.25,     28077.95,     28351.40,-56.25
,NIFTY AlphaLowVol,     27027.30,     26846.95,     26918.80,     26770.50,     26883.00,-144.30
,Nifty200Momentm30,     30230.25,     30037.40,     30139.10,     29862.95,     30058.40,-171.85
,Nifty100ESGSecLdr,      4018.85,      3984.85,      4009.80,      3971.05,      3999.95,-18.90
,NIFTY100 ESG,      4940.55,      4899.20,      4930.90,      4881.15,      4921.00,-19.55
,NIFTY M150 QLTY50,     23794.70,     23657.50,     23897.75,     23514.75,     23869.80,75.10
,NIFTY INDIA MFG,     15922.80,     15819.65,     15876.80,     15740.65,     15844.95,-77.85
,Nifty200 Alpha 30,     25717.75,     25559.05,     25695.05,     25373.45,     25650.85,-66.90
,NiftyM150Momntm50,     61586.90,     61233.10,     61557.70,     60760.75,     61469.80,-117.10
,Nifty50 USD,      8564.35,      8564.35,      8569.75,      8346.85,      8535.55,-28.80
,Nifty IT,     28533.55,     28204.85,     28812.30,     28141.00,     28767.95,234.40
,Nifty Next 50,     71840.45,     71285.15,     71979.75,     71063.20,     71766.00,-74.45
,Nifty Bank,     56592.00,     56169.40,     56831.45,     56023.60,     56693.50,101.50
,NIFTY MIDCAP 100,     61685.00,     61295.45,     61689.85,     60898.60,     61622.35,-62.65
,Nifty 500,     22982.40,     22805.55,     22956.95,     22713.50,     22913.30,-69.10
,Nifty 100,     24932.50,     24723.85,     24901.80,     24659.80,     24840.75,-91.75
,Nifty Midcap 50,     17690.50,     17581.30,     17732.35,     17478.30,     17709.45,18.95
,Nifty Realty,       886.70,       879.15,       889.65,       868.40,       881.80,-4.90
,Nifty Infra,      9279.75,      9195.45,      9257.30,      9155.85,      9240.85,-38.90
,Nifty Energy,     39045.25,     38837.05,     38967.05,     38635.55,     38821.80,-223.45
,Nifty FMCG,     49033.20,     48739.20,     49244.55,     48692.10,     49053.30,20.10
,Nifty MNC,     32444.30,     32276.60,     32490.10,     32181.95,     32360.75,-83.55
,Nifty Pharma,     25653.55,     25464.20,     25686.65,     25458.15,     25548.15,-105.40
,Nifty PSE,      9978.45,      9921.70,      9976.10,      9866.35,      9952.30,-26.15
,Nifty PSU Bank,      8297.65,      8243.25,      8367.25,      8202.30,      8345.65,48.00
,Nifty Serv Sector,     30595.35,     30307.50,     30514.10,     30193.00,     30442.30,-153.05
,Nifty Auto,     27520.80,     27350.75,     27353.20,     27032.00,     27217.95,-302.85
,Nifty Metal,     12469.70,     12392.20,     12431.75,     12295.10,     12401.55,-68.15
,Nifty Media,      1499.50,      1493.85,      1535.10,      1484.75,      1527.45,27.95
,NIFTY SMLCAP 100,     18936.35,     18824.80,     18896.10,     18648.50,     18874.95,-61.40
,Nifty 200,     13805.85,     13696.00,     13791.30,     13651.00,     13762.40,-43.45
,Nifty Div Opps 50,      5807.10,      5761.70,      5805.95,      5741.25,      5797.00,-10.10
,Nifty Commodities,      9794.95,      9740.75,      9789.95,      9689.80,      9764.75,-30.20
,Nifty Consumption,     11787.70,     11683.55,     11720.30,     11632.10,     11700.15,-87.55
,Nifty Fin Service,     25992.05,     25784.65,     26025.75,     25672.75,     25909.90,-82.15
,Nifty50 Div Point,       141.10,       157.04,       157.04,       157.04,       157.04,15.94
,Nifty100 Liq 15,      7378.75,      7310.85,      7353.35,      7260.10,      7332.50,-46.25
,Nifty CPSE,      6680.75,      6654.70,      6681.55,      6616.80,      6648.10,-32.65
,Nifty GrowSect 15,     11118.35,     11012.25,     11104.70,     10981.30,     11066.60,-51.75
,Nifty50 PR 2x Lev,     11749.95,     11548.20,     11703.05,     11489.25,     11647.75,-102.20
,Nifty50 PR 1x Inv,       221.90,       223.85,       224.40,       222.40,       222.90,1.00
,Nifty50 TR 2x Lev,     17832.65,     17550.30,     17785.30,     17460.85,     17701.40,-131.25
,Nifty50 TR 1x Inv,       180.45,       181.90,       182.35,       180.70,       181.15,0.70
,Nifty50 Value 20,     11793.25,     11702.75,     11808.75,     11694.10,     11785.50,-7.75
,Nifty Mid Liq 15,     16360.00,     16255.55,     16401.20,     16129.40,     16380.90,20.90
,Nifty Pvt Bank,     27281.30,     27068.60,     27369.75,     27014.60,     27277.55,-3.75
,NIFTY100 Qualty30,      5540.65,      5501.95,      5543.75,      5499.35,      5537.45,-3.20
,Nifty GS 8 13Yr,      3040.12,      3040.68,      3045.94,      3036.90,      3044.88,4.76
,Nifty GS 10Yr,      2663.64,      2664.15,      2668.76,      2658.98,      2666.87,3.23
,Nifty GS 10Yr Cln,       874.89,       874.89,       876.43,       873.17,       875.80,0.91
,Nifty GS 4 8Yr,      3322.02,      3322.61,      3325.47,      3320.02,      3324.63,2.61
,Nifty GS 11 15Yr,      3361.39,      3362.04,      3366.56,      3358.15,      3362.34,0.95
,Nifty GS 15YrPlus,      3540.67,      3541.39,      3552.66,      3538.82,      3547.13,6.46
,Nifty GS Compsite,      3128.61,      3129.19,      3135.04,      3126.29,      3132.72,4.11
,NIFTY HEALTHCARE,     16295.65,     16176.75,     16308.85,     16173.50,     16236.25,-59.40
,NIFTY CONSR DURBL,     39004.30,     38599.10,     39062.15,     38507.70,     38948.40,-55.90
,NIFTY OIL AND GAS,     11128.50,     11071.10,     11105.00,     10986.65,     11077.00,-51.50
,NIFTY500 MULTICAP,     16258.40,     16139.00,     16238.95,     16056.70,     16213.30,-45.10
,NIFTY LARGEMID250,     16457.00,     16338.15,     16446.15,     16262.25,     16419.45,-37.55
,NIFTY MID SELECT,     14428.35,     14335.25,     14451.10,     14232.90,     14436.05,7.70
,NIFTY TOTAL MKT,     12964.10,     12866.00,     12951.95,     12811.20,     12929.20,-34.90
,NIFTY MICROCAP250,     24822.50,     24704.95,     24953.80,     24458.25,     24926.65,104.15
,NIFTY IND DIGITAL,      8080.25,      8010.15,      8096.95,      7943.10,      8087.70,7.45
,Nifty Tata 25 Cap,     14110.05,     13938.10,     14117.80,     13937.50,     14085.95,-24.10
,Nifty MidSml Hlth,     50360.95,     49986.85,     50420.55,     49878.80,     50340.60,-20.35
,Nifty Multi Mfg,     16324.00,     16224.80,     16291.50,     16142.00,     16264.90,-59.10
,Nifty Multi Infra,     14482.25,     14369.35,     14437.25,     14273.00,     14416.65,-65.60
,BHARATBOND-APR30,      1604.36,      1604.69,      1604.69,      1604.04,      1604.04,-0.32
,BHARATBOND-APR31,      1460.82,      1461.10,      1461.10,      1460.01,      1460.01,-0.81
,BHARATBOND-APR32,      1327.80,      1328.05,      1328.05,      1327.72,      1327.72,-0.08
,BHARATBOND-APR33,      1287.76,      1288.01,      1288.01,      1287.74,      1287.74,-0.02
,Nifty Ind Defence,      9386.25,      9317.90,      9383.75,      9251.00,      9354.45,-31.80
,Nifty Ind Tourism,      7754.65,      7686.20,      7767.45,      7622.05,      7753.15,-1.50
,Nifty Capital Mkt,      5257.10,      5228.95,      5263.50,      5184.10,      5243.85,-13.25
,Nifty500Momentm50,     52837.35,     52462.70,     52613.55,     52129.20,     52432.80,-404.55
,NiftyMS400 MQ 100,     49929.80,     49607.80,     49908.35,     49347.00,     49855.95,-73.85
,NiftySml250MQ 100,     46777.45,     46402.45,     46616.30,     46028.10,     46541.20,-236.25
,Nifty Top 10 EW,      8451.65,      8359.60,      8455.60,      8358.05,      8444.40,-7.25
,Nifty AQL 30,     22902.10,     22759.90,     22866.20,     22725.10,     22817.00,-85.10
,Nifty AQLV 30,     20270.35,     20147.60,     20228.85,     20107.20,     20198.25,-72.10
,Nifty EV,      3155.90,      3133.80,      3156.90,      3113.05,      3150.00,-5.90
,Nifty HighBeta 50,      4331.70,      4305.80,      4333.50,      4253.40,      4317.25,-14.45
,Nifty New Consump,     11648.90,     11552.35,     11598.65,     11443.10,     11575.00,-73.90
,Nifty Corp MAATR,     38453.85,     38162.00,     38359.95,     38031.65,     38317.65,-136.20
,Nifty Low Vol 50,     24555.50,     24367.60,     24554.50,     24367.60,     24512.45,-43.05
,Nifty Mobility,     22533.05,     22369.15,     22370.75,     22122.95,     22307.65,-225.40
,Nifty Qlty LV 30,     16558.80,     16438.85,     16567.85,     16436.30,     16535.10,-23.70
,Nifty Sml250 Q50,     24844.30,     24710.45,     24986.45,     24525.80,     24941.40,97.10
,Nifty Top 15 EW,      9654.30,      9562.55,      9627.50,      9534.90,      9615.00,-39.30
,Nifty100 Alpha 30,     17917.20,     17787.75,     17911.25,     17706.50,     17846.20,-71.00
,Nifty100 Enh ESG,      4974.15,      4932.55,      4964.40,      4914.35,      4954.50,-19.65
,Nifty200 Value 30,     15003.50,     14907.75,     15006.50,     14828.10,     14971.75,-31.75
,Nifty500 EW,     14670.45,     14575.90,     14669.45,     14468.50,     14649.80,-20.65
,Nifty Multi MQ 50,     40646.10,     40368.60,     40566.85,     40181.05,     40417.70,-228.40
,Nifty500 Value 50,     15926.65,     15835.85,     15925.45,     15734.05,     15898.65,-28.00
,Nifty Top 20 EW,      8691.50,      8612.25,      8671.80,      8587.95,      8657.05,-34.45
,Nifty CoreHousing,     15656.65,     15520.30,     15647.70,     15425.65,     15590.45,-66.20
,Nifty FinSerExBnk,     31415.40,     31192.15,     31452.90,     30899.30,     31286.45,-128.95
,Nifty Housing,     11852.05,     11760.30,     11859.00,     11706.10,     11822.05,-30.00
,Nifty IPO,      2288.60,      2272.85,      2282.40,      2247.30,      2280.20,-8.40
,Nifty MS Fin Serv,     21820.45,     21683.05,     21920.95,     21568.50,     21883.70,63.25
