SYMBOL,SYMBOL P/E,ADJUSTED P/E
NAVA,15.82,15.82
CORALFINAC,9.10,9.10
GREENPLY,36.28,31.67
TNPL,4.33,4.33
AUTOAXLES,17.29,16.44
REMSONSIND,16.12,15.58
DALMIASUG,14.20,14.20
NATCOPHARM,11.73,11.73
KHAITANLTD,10.66,10.66
SWARAJENG,21.85,21.59
MRF,23.43,23.00
GARFIBRES,37.43,35.58
ANDHRSUGAR,13.30,11.84
TNPETRO,9.03,9.63
TTKPRESTIG,46.44,43.32
STARPAPER,7.18,7.18
SKFINDIA,28.01,25.77
AUSOMENT,9.94,9.94
EIMCOELECO,26.76,26.76
JAYAGROGN,12.73,12.73
CUBEXTUB,15.30,15.30
MARICO,63.09,63.09
SILINV,11.86,11.86
SAMBHAAV,1544.85,1544.85
BIOFILCHEM,19.32,19.32
KEYFINSERV,21.17,20.63
ZENITHEXPO,46.87,46.87
SUNDRMBRAK,119.31,105.71
SANGAMIND,25.21,24.02
MOTHERSON,40.04,37.73
SOMATEX,35.30,85.39
VISAKAIND,8.81,19.84
AARTIDRUGS,19.45,19.29
STERTOOLS,31.61,53.51
CREST,22.38,22.38
INDIANCARD,35.82,28.65
HITECHGEAR,51.52,51.52
WENDT,96.83,96.83
DENORA,38.79,38.79
TVSSRICHAK,42.97,47.12
SHRIRAMFIN,22.67,22.67
PUNJABCHEM,21.60,21.07
DYNAMATECH,225.54,158.26
GUJAPOLLO,79.34,79.34
GANESHHOU,24.47,24.47
MMFL,27.29,27.28
JAGSNPHARM,34.12,33.00
ALKYLAMINE,51.84,51.84
BOSCH-HCIL,,240.27
MPHASIS,24.27,23.95
GUJRAFFIA,20.43,20.43
RUCHINFRA,13.89,13.89
RAMCOIND,9.42,9.61
KOTHARIPET,11.94,11.91
HERITGFOOD,23.12,24.58
INDRAMEDCO,18.42,18.42
BANKBARODA,7.10,5.80
MADRASFERT,13.37,12.29
GAIL,11.61,11.61
INDNIPPON,23.87,26.68
SKMEGGPROD,11.45,11.45
BANKINDIA,5.43,5.43
CONCOR,32.06,32.06
ICICIBANK,18.68,18.68
KCPSUGIND,33.20,33.20
HUDCO,9.38,9.38
INDSWFTLAB,48.01,40.76
SAREGAMA,48.19,46.81
FDC,23.41,22.20
ENGINERSIN,18.43,18.43
ADROITINFO,14.15,14.15
JAICORPLTD,10.77,10.70
ANTGRAPHIC,9.48,9.48
GMDCLTD,18.65,30.98
INDUSINDBK,60.62,60.62
ASAHIINDIA,66.27,64.27
TRIGYN,85.05,53.26
J&KBANK,7.46,7.46
KOTHARIPRO,10.38,14.48
CUB,14.45,14.45
SOUTHBANK,8.16,8.16
ASTRAZEN,110.65,108.56
CEMPRO,38.93,38.93
AXISBANK,14.25,14.25
CYIENT,23.03,21.32
SONATSOFTW,20.88,19.12
NOIDATOLL,2.91,2.91
CYBERTECH,13.51,13.51
KOKUYOCMLN,34.77,34.77
DHANBANK,11.19,11.19
SANGHVIMOV,19.01,18.39
STCINDIA,35.02,15.02
MANUGRAPH,8.90,11.50
VIPCLOTHNG,19.75,19.75
NATIONALUM,10.04,10.04
IVC,55.43,55.43
JINDALSTEL,41.62,28.42
ALEMBICLTD,7.42,7.42
ICDSLTD,47.25,47.25
BSOFT,15.69,15.07
HCLTECH,21.43,20.59
ACCELYA,17.87,16.89
STAR,14.94,15.89
ZYDUSLIFE,21.82,20.36
GLENMARK,35.00,20.54
RAJESHEXPO,22.26,22.26
CINEVISTA,14.07,14.07
SHREERAMA,21.75,21.75
WOCKPHARMA,165.63,114.74
NRBBEARING,28.87,28.12
IOB,11.02,11.02
RAMCOSYS,51.04,18.27
GVPIL,20.17,18.26
BIL,75.89,75.89
KTKBANK,7.62,7.62
MAHLIFE,25.56,27.56
MUKTAARTS,,43.16
BLBLIMITED,2.44,2.44
AJANTPHARM,38.68,38.68
BLUESTARCO,67.42,64.30
CALSOFT,5.22,5.22
TVSMOTOR,57.90,57.37
PNBGILTS,14.70,15.02
PNC,,8.23
TAJGVK,5.48,15.84
NLCINDIA,10.96,10.96
CHENNPETRO,4.73,4.73
TTML,209.45,
KRBL,13.20,13.20
HAVELLS,49.43,48.44
GAEL,19.92,19.77
USHAMART,30.26,29.48
AXISCADES,92.83,85.58
UMIYA-MRO,19.20,19.20
TIPSMUSIC,41.01,41.01
STLTECH,123.70,128.77
HIKAL,,59.49
TRIDENT,32.16,32.16
MARKSANS,28.29,28.29
GOLDTECH,285.41,
SMARTLINK,12.66,12.66
GODREJCP,59.70,54.54
JISLJALEQS,,166.39
LUPIN,20.43,18.80
UNITDSPR,59.09,55.65
TCI,15.26,15.26
MPSLTD,25.16,25.84
BHARTIARTL,36.35,33.67
ASAL,27.01,26.07
OLECTRA,61.46,62.72
PONNIERODE,5.71,9.62
PNB,5.88,5.88
APTECHT,23.49,21.95
SURANAT&P,11.22,11.27
TEAMGTY,280.42,280.42
OFSS,28.91,28.91
UNIONBANK,6.43,6.43
NUCLEUS,17.40,16.05
CANBK,5.81,5.81
GENESYS,38.06,35.33
OMAXAUTO,10.07,10.07
GODREJIND,18.67,18.31
DIVISLAB,77.92,76.50
RADICO,84.92,84.06
INDORAMA,10.28,10.11
MARUTI,31.04,31.04
VARDHACRLC,8.69,8.69
UCOBANK,11.71,11.71
BAGFILMS,19.22,19.22
JSL,18.63,18.37
NSIL,50.94,50.93
WELSPUNLIV,68.62,66.52
JAIBALAJI,42.53,41.48
TVSELECT,733.58,462.15
IGL,14.16,14.16
DREDGECORP,643.90,643.90
TVTODAY,48.47,0.95
UNIENTER,32.60,32.60
UPL,22.53,21.69
MUKANDLTD,3.43,3.43
PETRONET,10.92,10.92
PTC,7.43,7.40
VAIBHAVGBL,16.71,16.72
BIOCON,188.69,72.57
MAHABANK,8.12,8.12
POONAWALLA,52.80,52.80
XPROINDIA,93.59,93.59
RKFORGE,116.09,101.54
DATAMATICS,25.01,20.89
CCL,35.58,35.58
EXCELINDUS,16.97,16.97
LT,28.22,26.52
APARINDS,50.14,49.14
AMBICAAGAR,12.48,12.48
CENTEXT,14.59,14.01
NIITLTD,143.17,75.21
ULTRACEMCO,41.44,41.00
TCS,17.88,16.58
COFORGE,40.76,37.27
TEXINFRA,154.72,154.72
GULFPETRO,6.58,6.23
GUFICBIO,60.99,60.99
ASTRAMICRO,90.96,90.96
WELENT,21.38,20.06
NTPC,12.01,12.01
KOTARISUG,32.76,
JBMA,64.41,62.79
DWARKESH,49.87,49.87
INDOCO,660.30,
SUPRAJIT,38.50,38.28
PATELENG,10.63,6.65
XCHANGING,12.68,12.68
JSWSTEEL,11.29,26.12
CONSOFINVT,17.67,17.67
JPPOWER,20.05,15.40
EVEREADY,15.07,
GOKEX,59.77,59.77
SAKSOFT,17.56,17.10
ALLDIGI,14.52,13.40
IIFL,11.65,11.65
WELCORP,19.51,19.51
SSWL,23.53,23.53
CYBERMEDIA,7.58,7.87
SHAHALLOYS,3.51,
SURYALAXMI,36.74,39.30
JKPAPER,21.11,20.46
PRIMESECU,202.20,55.53
GRANULES,31.55,32.22
JSWHL,90.95,89.87
VHL,5.05,5.05
GEOJITFSL,28.95,26.88
GENUSPOWER,16.23,16.23
YESBANK,19.12,19.12
MSPL,52.43,14.25
SPLIL,12.32,12.32
MCLEODRUSS,,22.93
SEMAC,13.36,13.36
GOLDIAM,32.03,32.03
RML,31.13,30.16
HTMEDIA,,75.65
SASKEN,40.03,37.34
FCSSOFT,90.48,57.97
IMPAL,18.05,18.05
SUZLON,21.02,21.50
AURIONPRO,19.82,19.43
BASML,15.73,15.73
TRIVENI,18.66,18.13
AIAENG,34.45,34.38
NAHARINDUS,9.94,9.82
ORIENTCER,22.44,21.10
EKC,8.40,8.54
VIMTALABS,34.79,34.30
KERNEX,43.38,43.38
PVRINOX,25.26,22.67
NITINSPIN,18.12,18.12
ROHLTD,25.82,26.65
ENIL,,216.62
JAGRAN,7.40,7.40
SADBHAV,1.58,10.82
SAKUMA,27.03,27.03
KEC,21.04,19.48
JKCEMENT,45.81,44.23
INDOTECH,39.73,39.73
M&MFIN,17.29,16.75
BLKASHYAP,791.39,29.43
VISACHROME,0.53,
NITCO,90.77,79.64
CENTURYPLY,57.48,56.43
KEI,48.18,48.18
VAKRANGEE,64.52,64.63
SOLARINDS,97.21,97.17
GALLANTT,34.74,34.74
UTTAMSUGAR,9.12,9.02
KKCL,20.71,20.71
SUNTV,13.78,13.31
GPIL,20.52,20.16
RSYSTEMS,15.23,14.05
EMKAY,33.66,33.66
BALPHARMA,22.54,22.54
SWELECTES,16.15,15.66
KAMDHENU,11.38,11.38
RATNAMANI,31.10,30.67
PIONEEREMB,131.01,
JKLAKSHMI,17.11,16.43
PFOCUS,76.96,72.19
MUNJALAU,22.45,25.85
EMAMILTD,22.86,22.59
GMRAIRPORT,235.92,204.12
TECHM,31.30,30.21
GRINDWELL,52.82,52.82
VOLTAMP,45.71,45.71
ANTELOPUS,22.11,20.74
ACE,30.13,30.13
ANANTRAJ,40.45,40.45
TALBROAUTO,24.76,24.76
ALICON,33.98,31.93
GEECEE,17.97,17.97
JMFINANCIL,10.41,10.26
FIEMIND,24.08,24.08
DCBBANK,7.82,7.82
INSPIRISYS,9.53,9.07
GTLINFRA,2.15,
NAUKRI,46.67,47.69
VGL,25.54,25.54
GESHIP,5.33,5.33
TORNTPOWER,29.35,29.35
MANALIPETC,8.82,16.95
LTFOODS,22.52,22.52
DONEAR,10.11,10.11
RUCHIRA,11.88,11.88
SOBHA,63.63,63.63
VENUSREM,18.23,18.23
JINDRILL,8.41,8.27
HIRECT,119.28,116.40
NFL,16.66,16.66
PLASTIBLEN,11.60,11.60
PARACABLES,36.36,36.37
HBLENGINE,43.36,42.80
TANLA,15.28,15.28
AVTNPL,16.62,16.62
ZEEMEDIA,248.54,70.40
VEEDOL,12.84,12.84
LUMAXTECH,32.87,31.93
SARLAPOLY,,15.84
PTL,11.40,11.40
WANBURY,15.12,14.37
AUTOIND,10.46,24.05
GANDHITUBE,15.66,15.49
PITTIENG,29.67,29.67
NETWORK18,,5422.72
UNOMINDA,54.42,53.57
IZMO,31.11,31.11
HUBTOWN,25.09,25.09
CTE,155.08,155.08
TIIL,20.33,20.33
ORIENTBELL,37.60,34.89
PGIL,35.97,35.84
REDINGTON,18.07,16.97
TTL,638.62,638.62
FSL,33.52,30.25
PFC,4.14,4.13
SMSPHARMA,33.25,33.25
INDIANB,8.90,8.90
ORIENTALTL,21.27,15.94
IDEA,4.03,
PAGEIND,58.70,56.79
LAOPALA,22.59,22.24
JKTYRE,15.24,12.33
ASTRAL,72.13,70.02
NAHARSPING,51.43,51.43
NAHARPOLY,8.57,8.57
THEMISMED,862.14,490.80
NCLIND,8.65,8.08
BALAMINES,31.14,31.14
BANSWRAS,11.72,10.47
ICRA,25.24,25.12
PHOENIXLTD,42.89,42.29
NDLVENTURE,478.48,478.48
ZENITHSTL,17.67,24.86
BFUTILITIE,7.38,7.37
FORTIS,66.69,65.81
SRHHYPOLTD,9.47,8.49
WEBELSOLAR,13.98,13.96
TGBHOTELS,18.79,18.79
HILTON,31.91,31.91
INSECTICID,13.85,13.85
KMSUGAR,4.85,4.85
NAVINFLUOR,58.39,57.91
TIMETECHNO,21.77,21.77
NAGREEKEXP,22.94,22.94
HGS,405.45,204.14
NELCAST,25.71,25.71
V2RETAIL,49.38,57.12
DLF,37.22,38.94
TARMAT,20.13,20.13
SPARC,4.34,4.31
SIGMAADV,43.67,42.51
ADSL,16.42,16.18
ALPA,9.25,9.25
CENTRALBK,6.24,6.24
ASIANTILES,162.71,162.71
TAKE,30.49,30.49
KPRMILL,41.96,41.96
CIEINDIA,17.63,17.63
PURVA,86.78,86.78
MOTILALOFS,26.35,26.35
INDOWIND,,199.49
NAGREEKCAP,3.90,3.90
KSCL,13.57,13.57
POWERGRID,16.76,16.76
SUPREMEINF,0.14,
MAANALU,58.36,58.36
IL&FSENGG,43.45,34.83
DELTACORP,19.90,19.32
BAJAJELEC,,121.52
ENERGYDEV,,14.64
CERA,39.57,39.05
RELIGARE,121.69,121.69
BVCL,306.62,306.62
ADANIPORTS,29.87,29.47
EDELWEISS,16.18,14.04
RGL,13.74,12.48
KAUSHALYA,101.00,101.00
COLPAL,41.91,41.27
JYOTHYLAB,22.71,22.71
MADHAV,78.65,78.65
KALYANIFRG,23.41,23.41
HITECHCORP,36.10,33.37
ECLERX,25.59,25.59
TARIL,32.97,32.97
BRIGADE,26.27,25.86
MANAKSIA,7.02,7.02
DVL,9.79,9.79
PATINTLOG,9.32,9.32
PPAP,9.45,441.62
ARIES,10.46,10.46
AMBIKCO,14.23,14.23
KAVDEFENCE,284.55,284.55
CEATLTD,24.33,22.13
BIRLAMONEY,13.99,13.40
RPOWER,,160.60
JKIL,9.49,9.29
CORDSCABLE,13.25,13.25
KNRCON,8.15,8.15
SEPC,21.59,21.16
BANG,6.90,5.32
IRB,25.54,24.43
NMDC,9.89,9.89
GSS,,16.62
NAHARCAP,6.97,6.97
RECLTD,6.04,6.04
VGUARD,37.70,36.18
NESCO,18.16,18.16
DPSCLTD,57.23,57.23
TITAGARH,68.22,68.22
KIRIINDUS,0.50,4.01
BAJAJFINSV,16.26,16.05
BAJAJ-AUTO,28.68,28.61
DIGISPICE,21.91,20.25
GOKUL,21.12,21.12
RPGLIFE,38.11,39.12
ALMONDZ,7.03,7.03
ARCHIDPLY,20.37,18.57
LOTUSEYE,3038.23,2912.54
VINYLINDIA,24.19,24.19
UBL,92.00,104.67
LPDC,56.56,56.56
ZFCVINDIA,55.80,55.15
20MICRONS,10.24,10.20
JOCIL,16.14,16.14
ALKALI,65.57,65.57
COUNCODOS,78.63,78.63
TPHQ,466.48,466.48
TATACAP,28.26,28.10
MAWANASUG,11.59,9.88
AJMERA,16.78,16.78
MHRIL,86.29,99.20
VINATIORGA,30.59,30.59
LANDSMILL,98.72,98.72
ADANIPOWER,28.35,28.35
NHPC,18.86,18.86
GLOBUSSPR,26.24,26.24
OIL,9.74,9.74
EXPLEOSOL,10.08,9.40
RTNPOWER,42.42,42.42
AMRUTANJAN,26.02,23.29
SUNTECK,21.48,21.48
ZYDUSWELL,90.33,72.56
DEN,9.03,9.03
SHILPAMED,50.12,56.78
SARDAEN,15.80,15.94
REFEX,16.98,16.98
GILLANDERS,19.99,19.99
AHLUCONT,21.00,21.11
DLINKINDIA,14.92,14.92
JSWENERGY,42.42,41.07
GODREJPROP,34.20,34.59
DBCORP,10.66,10.66
HINDCOPPER,52.12,52.12
BEARDSELL,9.48,9.48
MMTC,24.65,
NESTLEIND,77.41,79.64
TRF,,46.81
WHIRLPOOL,35.42,33.15
UNITEDTEA,10.77,10.77
JUBLFOOD,69.81,67.99
VASCONEQ,15.76,15.76
THANGAMAYL,39.47,39.30
EMMBI,20.88,18.88
DBREALTY,226.95,
HATHWAY,25.81,25.81
TEXMOPIPES,8.93,8.93
MANINFRA,19.10,19.10
LGBBROSLTD,15.33,15.28
PERSISTENT,45.73,44.19
ASIANHOTNR,,478.21
ISFT,10.14,10.14
KIRLOSBROS,39.14,35.97
KSL,15.01,14.67
SJVN,42.69,42.69
SUNDARAM,18.63,21.43
KIRLOSIND,11.66,11.40
MANAPPURAM,34.52,34.52
UMESLTD,33.82,32.40
TI,,51.00
HMVL,14.39,10.67
IMFA,18.95,18.95
BLISSGVS,36.78,36.35
AHLWEST,9.63,7.30
AHLEAST,,30.69
BAJAJCON,30.68,30.68
UGARSUGAR,35.18,35.18
PRAKASHSTL,84.08,84.08
GPPL,14.20,14.62
ADFFOODS,32.70,31.08
WELINV,225.48,225.48
WAAREEINDO,8.05,8.05
KILITCH,22.62,22.62
DEEPAKNTR,42.45,41.77
CPCAP,4.90,4.90
GREENPOWER,17.68,20.99
RAMKY,9.52,12.53
CANTABIL,21.60,21.60
WABAG,33.95,33.71
ASHOKA,1.32,14.19
BEDMUTHA,55.45,55.45
JWL,68.23,63.40
OBEROIRLTY,25.73,25.56
PRESTIGE,56.85,56.85
SHAH,25.99,25.99
CGCL,19.41,19.41
RESPONIND,31.13,31.02
COALINDIA,8.22,8.22
IOLCP,32.35,30.41
GRAVITA,31.36,31.36
JINDWORLD,47.79,48.35
PENIND,16.44,16.44
RPPINFRA,71.78,105.57
JAMNAAUTO,24.39,23.57
SUMEETINDS,42.80,41.85
MOIL,18.90,18.90
ZEELEARN,5.92,11.14
A2ZINFRA,57.98,50.68
KIRLOSENG,57.57,55.13
RKDL,335.79,37.24
PSB,12.18,12.18
FMNL,7.82,7.82
SURANASOL,20.20,20.20
SHEKHAWATI,5.32,5.32
BFINVEST,6.45,6.45
KICL,65.57,49.19
SUMMITSEC,15.86,15.86
STEL,51.97,51.97
TEXRAIL,21.44,21.18
HFCL,51.29,51.29
INDTERRAIN,375.95,164.25
DHUNINV,11.61,11.68
LOVABLE,34.00,34.00
PFS,8.18,8.11
MUTHOOTFIN,10.13,10.13
VADILALIND,34.09,34.09
SYMPHONY,,47.09
PIIND,32.08,34.28
RELAXO,56.75,56.75
OMINFRAL,42.91,42.91
VSTTILLERS,36.96,36.96
DELPHIFX,57.92,40.93
KARMAENG,42.45,104.83
ASHIANA,32.88,32.88
DHANUKA,17.02,17.02
MAITHANALL,6.36,6.36
RUSHIL,78.12,78.12
BGLOBAL,1.61,1.61
INVENTURE,30.34,35.35
LTF,24.92,24.76
WINDMACHIN,,744.39
IBULLSLTD,12.91,11.38
BODALCHEM,19.48,19.47
GAYAPROJ,0.45,10.28
ASAHISONG,13.48,13.48
FILATEX,17.82,17.82
BROOKS,7.34,7.34
TDPOWERSYS,72.78,72.78
APLLTD,23.61,21.87
VASWANI,40.23,40.23
PGEL,89.79,89.79
PANAMAPET,13.12,13.12
PAISALO,27.72,27.65
ONELIFECAP,24.42,24.42
SHAKTIPUMP,30.15,30.15
TRITURBINE,55.65,53.96
INDOTHAI,32.01,32.01
ESSARSHPNG,,67.28
DSSL,18.82,18.82
JISLDVREQS,6.01,0.93
POLYMED,54.61,53.78
RUPA,17.95,16.94
VIKASECO,38.72,38.72
APLAPOLLO,43.86,43.86
KANANIIND,11.52,11.52
MINDACORP,48.56,48.51
THOMASCOTT,24.53,23.28
DBSTOCKBRO,38.40,38.40
IRFC,16.40,16.40
COMPUSOFT,36.53,
RHIM,,44.73
SCHNEIDER,151.42,146.64
NDL,10.31,10.31
NBCC,34.73,37.73
TBZ,9.49,9.49
VSSL,20.51,20.51
SWANCORP,35.84,35.84
SPECIALITY,30.75,27.07
CINELINE,24.53,19.87
SAMPANN,18.91,18.91
PROZONER,36.79,36.79
THEJO,48.17,46.41
MAYURUNIQ,17.77,17.77
ROSSELLIND,13.96,13.78
DUCON,8.88,8.88
TVSHLTD,7.72,7.65
