,20-Jul-2026
The Nifty witnessed an intraday movement of about 130.25 points.The closing index was 0.39 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 107795.45
, Traded Quantity (in Lakhs), 42777.09
, Number of Trades, 34167108
, Total Market Capitalisation (Rs. Crores), 48144567.04

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24334.30,     24190.05,     24266.10,     24135.85,     24238.50,-95.80
,NIFTY50 EQL Wgt,     32844.55,     32823.55,     32934.85,     32761.10,     32917.15,72.60
,NIFTY100 EQL Wgt,     34491.15,     34461.90,     34704.65,     34406.15,     34678.65,187.50
,NIFTY100 LowVol30,     20104.85,     20082.20,     20206.55,     20050.50,     20192.25,87.40
,NIFTY Alpha 50,     53651.30,     53598.85,     54156.35,     53549.05,     54029.65,378.35
,NIFTY MIDCAP 150,     22967.90,     22933.85,     23119.95,     22903.60,     23086.00,118.10
,NIFTY SMLCAP 50,      9576.65,      9570.60,      9639.35,      9544.90,      9611.00,34.35
,NIFTY SMLCAP 250,     18003.50,     17975.20,     18073.00,     17936.35,     18023.90,20.40
,NIFTY MIDSML 400,     21164.50,     21132.50,     21276.50,     21100.60,     21244.30,79.80
,NIFTY200 QUALTY30,     20117.05,     20126.35,     20264.60,     20088.45,     20243.45,126.40
,Nifty FinSrv25 50,     29250.60,     28967.40,     29054.95,     28784.50,     29010.80,-239.80
,NIFTY AlphaLowVol,     26762.65,     26749.30,     27025.70,     26720.40,     27000.75,238.10
,Nifty200Momentm30,     30201.75,     30204.50,     30582.90,     30154.40,     30526.70,324.95
,Nifty100ESGSecLdr,      4095.95,      4072.10,      4087.80,      4064.65,      4083.05,-12.90
,NIFTY100 ESG,      4991.25,      4976.75,      4995.15,      4966.45,      4992.55,1.30
,NIFTY M150 QLTY50,     24004.00,     23979.40,     24222.10,     23950.30,     24186.85,182.85
,NIFTY INDIA MFG,     15925.65,     15916.35,     16018.10,     15896.95,     15999.00,73.35
,Nifty200 Alpha 30,     25888.30,     25890.00,     26122.05,     25857.85,     26059.05,170.75
,NiftyM150Momntm50,     62140.60,     62056.55,     62703.95,     62011.25,     62563.95,423.35
,Nifty50 USD,      8757.30,      8757.30,      8757.30,      8645.45,      8711.15,-46.15
,Nifty IT,     29226.60,     29324.45,     29483.15,     29113.75,     29161.85,-64.75
,Nifty Next 50,     71828.40,     71745.35,     72533.60,     71595.40,     72460.05,631.65
,Nifty Bank,     58521.40,     57738.25,     58111.00,     57533.10,     57945.00,-576.40
,NIFTY MIDCAP 100,     62428.05,     62335.75,     62894.75,     62249.75,     62801.75,373.70
,Nifty 500,     23336.30,     23244.30,     23363.30,     23219.45,     23338.05,1.75
,Nifty 100,     25327.65,     25199.40,     25309.75,     25161.55,     25286.45,-41.20
,Nifty Midcap 50,     17930.85,     17902.00,     18068.35,     17867.50,     18040.15,109.30
,Nifty Realty,       918.70,       916.00,       918.55,       906.80,       917.50,-1.20
,Nifty Infra,      9377.35,      9354.65,      9454.55,      9347.80,      9443.00,65.65
,Nifty Energy,     39277.00,     39273.10,     39734.80,     39236.35,     39663.45,386.45
,Nifty FMCG,     48748.70,     48800.55,     49141.15,     48601.80,     49067.45,318.75
,Nifty MNC,     32498.40,     32510.40,     32671.60,     32383.05,     32618.60,120.20
,Nifty Pharma,     25645.00,     25699.30,     26126.20,     25657.60,     26003.15,358.15
,Nifty PSE,      9938.55,      9933.30,     10041.75,      9915.45,     10029.60,91.05
,Nifty PSU Bank,      8381.75,      8397.25,      8643.50,      8381.10,      8615.10,233.35
,Nifty Serv Sector,     31439.45,     31138.25,     31248.70,     31022.10,     31199.85,-239.60
,Nifty Auto,     27099.75,     27103.10,     27103.10,     26806.05,     27028.35,-71.40
,Nifty Metal,     12436.95,     12472.85,     12594.10,     12454.90,     12543.75,106.80
,Nifty Media,      1521.45,      1525.40,      1546.60,      1518.05,      1538.05,16.60
,NIFTY SMLCAP 100,     19296.30,     19274.80,     19396.10,     19231.05,     19326.45,30.15
,Nifty 200,     14014.15,     13953.20,     14026.70,     13935.75,     14012.65,-1.50
,Nifty Div Opps 50,      5825.65,      5833.45,      5875.05,      5824.75,      5870.05,44.40
,Nifty Commodities,      9832.10,      9840.70,      9942.10,      9824.65,      9930.85,98.75
,Nifty Consumption,     11705.00,     11693.50,     11772.45,     11671.35,     11761.40,56.40
,Nifty Fin Service,     26903.35,     26557.30,     26623.30,     26360.40,     26574.65,-328.70
,Nifty50 Div Point,       141.10,       141.10,       141.10,       141.10,       141.10,0.00
,Nifty100 Liq 15,      7501.05,      7466.70,      7528.70,      7458.00,      7524.05,23.00
,Nifty CPSE,      6615.45,      6628.40,      6695.80,      6610.80,      6683.85,68.40
,Nifty GrowSect 15,     11144.25,     11175.80,     11175.80,     11114.45,     11127.75,-16.50
,Nifty50 PR 2x Lev,     12223.20,     12073.75,     12149.60,     12019.75,     12122.45,-100.75
,Nifty50 PR 1x Inv,       217.55,       218.90,       219.40,       218.20,       218.45,0.90
,Nifty50 TR 2x Lev,     18550.90,     18324.10,     18439.25,     18242.10,     18398.05,-152.85
,Nifty50 TR 1x Inv,       176.90,       178.00,       178.40,       177.45,       177.65,0.75
,Nifty50 Value 20,     12140.40,     12040.05,     12098.45,     12008.50,     12053.90,-86.50
