SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,75.20,80.00
WHEELS,24.14,24.14
RIIL,114.70,114.70
PREMIERPOL,22.09,22.09
RAYMOND,71.05,15.40
RSWM,19.42,16.84
SHREDIGCEM,43.62,43.62
SESHAPAPER,20.53,20.53
SMLMAH,37.53,37.53
SUNDRMFAST,34.03,33.48
EXIDEIND,41.46,41.14
ELECON,45.44,43.18
CRISIL,36.68,36.68
LMW,133.71,126.74
NELCO,651.72,201.58
MASTEK,12.95,12.45
MAHSCOOTER,47.97,47.97
LUMAXIND,42.76,38.82
TRENT,89.04,88.04
KECL,55.42,35.64
CUMMINSIND,73.41,71.35
KCP,8.00,7.74
JAYBARMARU,14.94,14.45
JBCHEPHARM,56.71,55.19
INFY,14.82,14.38
INDIAGLYCO,30.95,30.86
IONEXCHANG,46.04,42.39
IFBIND,38.47,35.90
IGPL,605.06,605.06
HIMATSEIDE,17.57,17.57
GNFC,9.19,9.19
BPCL,5.52,5.45
BHARATFORG,91.38,83.69
BASF,38.76,38.76
FORCEMOT,19.83,22.65
ATUL,26.26,26.32
ARVIND,33.75,32.86
ACC,12.19,12.34
TMPV,,29.04
SCI,10.11,10.11
MRPL,8.89,10.14
LINDEINDIA,121.46,121.46
HINDPETRO,5.07,5.07
ESCORTS,23.90,24.27
BAJAJHLDNG,53.69,144.08
ASHOKLEY,25.06,23.38
VOLTAS,91.05,87.61
TITAN,80.16,78.97
TATASTEEL,21.99,20.64
SUNDARMFIN,24.96,24.26
SPIC,7.72,7.72
VEDL,6.42,5.85
SBIN,11.16,11.47
RELIANCE,18.34,18.34
PFIZER,29.79,28.46
NOCIL,50.04,47.12
BOSCHLTD,44.13,52.61
DRREDDY,24.76,24.76
BATAINDIA,65.07,93.70
DEEPAKFERT,26.47,26.47
CHAMBLFERT,9.96,9.96
CARBORUNIV,150.89,50.09
MAHSEAMLES,11.09,11.02
HINDOILEXP,33.66,69.30
DICIND,24.69,22.37
COROMANDEL,31.96,31.27
BALMLAWRIE,15.25,15.25
MOTOGENFIN,0.73,
MARALOVER,72.74,61.46
ASIANPAINT,60.56,58.99
RAMCOCEM,31.87,124.25
INDIACEM,,141.04
PGHL,34.87,34.87
BEML,108.70,108.70
ADOR,28.91,28.27
CENTENKA,11.81,11.64
TATACHEM,,218.61
TORNTPHARM,79.43,77.21
VTL,26.18,26.18
SUNDROP,119.14,119.14
FEDERALBNK,18.04,18.04
EPL,19.35,18.25
VLSFINANCE,36.39,36.39
SUPREMEIND,51.51,51.51
SRF,44.83,43.34
BIRLACABLE,33.47,33.47
BALRAMCHIN,36.44,36.44
AEGISLOG,41.90,41.90
WEIZMANIND,17.57,17.57
UNICHEMLAB,16.57,83.76
BBOX,71.22,56.21
HONAUT,66.59,65.56
JTEKTINDIA,50.94,48.07
SAURASHCEM,42.91,27.22
RANEHOLDIN,16.06,18.27
PRECOT,27.40,27.40
TATAELXSI,33.50,31.11
SUNPHARMA,40.49,37.30
KOHINOOR,1.11,
SHREYANIND,29.64,29.64
SANDESH,11.29,11.01
HCC,37.99,44.09
BAJAJHIND,32.52,29.31
APOLLOHOSP,65.62,65.12
ARE&M,18.41,23.42
ADANIENT,43.97,168.52
IVP,8.94,8.79
BALKRISIND,33.14,33.14
INDBANK,20.36,20.36
GINNIFILA,10.68,9.66
EICHERMOT,43.09,42.70
RAJSREESUG,90.23,32.59
GVT&D,97.51,94.06
NEULANDLAB,67.37,67.37
ONGC,6.65,6.60
ITI,93.57,
ZENSARTECH,15.07,14.71
TAINWALCHM,18.80,18.80
BERGEPAINT,53.23,51.38
BANARISUG,29.54,29.54
KPIL,21.51,21.94
JYOTISTRUC,24.14,24.14
