SYMBOL,SYMBOL P/E,ADJUSTED P/E
BHARATRAS,15.72,14.30
WIPRO,13.89,13.89
VSTIND,13.49,13.49
JUBLPHARMA,37.38,33.66
UNIVCABLES,28.00,28.00
TATACOMM,54.13,49.16
TOKYOPLAST,220.79,220.79
SOMANYCERA,28.20,27.24
MURUDCERA,17.24,17.24
IFCI,47.04,45.46
HLVLTD,97.99,59.93
SANOFI,24.14,22.81
M&M,21.09,20.87
LIBERTSHOE,39.73,40.22
KAJARIACER,34.84,33.03
KABRAEXTRU,2842.84,1926.87
HEIDELBERG,30.42,29.12
MODTHREAD,13.71,13.71
MODIRUBBER,487.46,487.46
MANGLMCEM,20.14,18.47
PRSMJOHNSN,182.56,
POLYPLEX,85.64,85.64
PIDILITIND,61.61,61.62
PCBL,49.03,51.85
3PLAND,25.26,25.26
EIHAHOTELS,21.89,21.44
HONDAPOWER,32.41,29.19
JINDALSAW,28.15,28.15
SAIL,16.78,14.94
RUBYMILLS,27.36,27.36
STYRENIX,16.04,15.96
ABB,54.61,54.61
IDBI,9.76,9.76
GRAPHITE,66.38,65.80
CANFINHOME,9.54,9.54
BRITANNIA,52.01,52.01
BBL,24.16,24.16
ELECTCAST,27.40,23.51
DHAMPURSUG,13.81,13.81
DCMSHRIRAM,11.15,11.78
DABUR,37.33,37.11
COSMOFIRST,15.52,14.99
CIPLA,35.15,32.93
HEROMOTOCO,19.22,18.91
HDFCBANK,14.47,14.27
HARRMALAYA,13.74,13.74
GMBREW,12.20,12.20
GIPCL,6.26,6.26
ITC,17.94,18.00
INDIANHUME,14.81,22.74
HINDCOMPOS,19.45,18.59
IOC,5.60,5.60
OSWALGREEN,,15.31
HUHTAMAKI,15.96,15.96
RICOAUTO,37.62,33.36
KAMATHOTEL,13.21,18.07
IFBAGRO,15.29,15.29
BANCOINDIA,19.89,20.43
MANINDS,23.88,23.88
APOLLOTYRE,20.29,19.42
SIYSIL,11.91,11.91
SHANTIGEAR,49.22,46.67
PRECWIRE,44.88,44.88
ONWARDTEC,15.08,14.32
NILKAMAL,20.69,19.24
NCC,12.41,11.97
ICIL,66.27,66.27
SEAMECLTD,14.85,14.85
ELGIEQUIP,43.55,42.50
AUROPHARMA,26.05,25.71
BBTC,4.20,4.35
EIHOTEL,31.12,27.19
KANORICHEM,5.50,5.50
LICHSGFIN,4.91,4.91
GICHSGFIN,5.17,5.17
BEPL,15.31,15.31
RAIN,19.58,19.58
BANARBEADS,39.90,39.90
MOREPENLAB,26.98,32.31
WSTCSTPAPR,24.25,24.25
VENKEYS,16.70,16.70
GHCL,7.89,8.57
S&SPOWER,39.35,39.35
PRUDMOULI,5.55,5.55
PRAJIND,245.69,64.56
BPL,,270.89
PGHH,35.47,35.47
VESUVIUS,38.66,38.66
TFCILTD,32.89,32.89
BOMDYEING,93.57,90.88
GTL,0.20,
NAVNETEDUL,9.05,51.48
GUJALKALI,75.66,75.66
AGI,12.77,12.64
GLAXO,41.98,42.59
TATACONSUM,65.81,65.24
ZEEL,35.25,34.36
CHOLAFIN,27.80,27.80
INDHOTEL,46.24,50.84
FMGOETZE,14.70,13.83
KOTAKBANK,19.51,19.77
ORIENTHOT,35.58,35.23
GILLETTE,37.37,37.37
GOLDENTOBC,6.34,7.19
KANSAINER,27.33,25.40
FOSECOIND,45.76,40.30
ESABINDIA,41.98,45.57
3MINDIA,77.05,91.56
ANDHRAPAP,44.58,44.58
GABRIEL,90.94,87.86
SCHAEFFLER,52.18,52.18
AARTIIND,32.93,33.49
RALLIS,19.77,
AMJLAND,10.67,10.67
PRAKASH,6.73,6.73
MFSL,496.72,496.72
KSB,60.75,56.99
KOPRAN,35.48,35.48
HEG,36.51,36.51
GREAVESCOT,226.17,257.02
GODFRYPHLP,26.64,26.64
VARDMNPOLY,37.92,37.92
SURYAROSNI,18.14,18.14
TATAINVEST,79.56,79.56
GLFL,625.81,625.81
TIMKEN,57.61,57.61
SUDARSCHEM,204.33,97.34
SHREECEM,59.32,59.32
SAKHTISUG,7.49,7.49
IPCALAB,36.32,34.48
INGERRAND,52.76,51.38
JSWDULUX,6.90,37.08
HINDALCO,17.12,14.69
HINDZINC,13.94,13.95
HINDUNILVR,32.90,32.62
GSFC,9.51,9.51
GRASIM,20.73,20.25
AMBUJACEM,20.89,18.01
FINPIPE,17.13,17.13
FINCABLES,21.28,25.53
EIDPARRY,10.35,6.36
DCW,28.61,28.61
DCM,53.18,53.18
CGPOWER,111.77,109.60
SUDARCOLOR,19.58,13.82
CESC,13.55,13.55
BIRLACORPN,12.55,12.42
BHEL,58.97,58.97
BHARATGEAR,12.01,12.01
BEL,46.55,46.55
BAJFINANCE,34.65,34.35
ASHAPURMIN,16.50,16.32
NAVA,15.59,15.59
CORALFINAC,8.90,8.90
GREENPLY,36.32,31.69
TNPL,4.29,4.29
AUTOAXLES,17.20,16.35
REMSONSIND,15.96,15.43
DALMIASUG,14.23,14.23
NATCOPHARM,11.58,11.58
KHAITANLTD,10.03,10.03
SWARAJENG,21.66,21.40
MRF,23.26,22.83
GARFIBRES,38.07,36.19
ANDHRSUGAR,13.56,12.07
TNPETRO,8.92,9.51
TTKPRESTIG,45.47,42.41
STARPAPER,7.24,7.24
SKFINDIA,27.76,25.54
AUSOMENT,9.87,9.87
EIMCOELECO,27.29,27.29
JAYAGROGN,12.27,12.27
CUBEXTUB,15.09,15.09
MARICO,58.20,58.20
SILINV,11.78,11.78
SAMBHAAV,1523.72,1523.72
BIOFILCHEM,19.22,19.22
KEYFINSERV,21.86,21.30
ZENITHEXPO,46.42,46.42
SUNDRMBRAK,118.78,105.25
SANGAMIND,25.36,24.17
MOTHERSON,39.01,36.76
SOMATEX,35.40,85.62
VISAKAIND,8.78,19.78
AARTIDRUGS,19.78,19.62
STERTOOLS,31.19,52.80
CREST,22.18,22.18
INDIANCARD,35.93,28.74
HITECHGEAR,50.69,50.69
WENDT,95.60,95.60
DENORA,38.31,38.31
TVSSRICHAK,42.91,47.05
SHRIRAMFIN,22.61,22.61
PUNJABCHEM,20.84,20.33
DYNAMATECH,225.31,158.09
GUJAPOLLO,79.87,79.87
GANESHHOU,24.48,24.48
MMFL,27.22,27.20
JAGSNPHARM,34.29,33.16
ALKYLAMINE,43.63,43.63
BOSCH-HCIL,,248.77
MPHASIS,23.78,23.46
GUJRAFFIA,20.12,20.12
RUCHINFRA,13.63,13.63
RAMCOIND,9.30,9.49
KOTHARIPET,11.71,11.68
HERITGFOOD,23.15,24.61
INDRAMEDCO,18.49,18.49
BANKBARODA,7.04,5.74
MADRASFERT,13.40,12.31
GAIL,11.66,11.66
INDNIPPON,24.07,26.90
SKMEGGPROD,11.35,11.35
BANKINDIA,5.43,5.43
CONCOR,31.45,31.45
ICICIBANK,18.61,18.61
KCPSUGIND,31.96,31.96
HUDCO,9.57,9.57
INDSWFTLAB,48.34,41.04
SAREGAMA,47.32,46.05
FDC,23.29,22.09
ENGINERSIN,18.28,18.28
ADROITINFO,14.96,14.96
JAICORPLTD,10.71,10.65
ANTGRAPHIC,9.48,9.48
GMDCLTD,18.49,30.70
INDUSINDBK,60.45,60.45
ASAHIINDIA,66.34,64.34
TRIGYN,83.72,52.43
J&KBANK,7.54,7.54
KOTHARIPRO,10.15,14.16
CUB,14.23,14.23
SOUTHBANK,8.12,8.12
ASTRAZEN,109.46,107.39
CEMPRO,37.97,37.97
AXISBANK,14.14,14.14
CYIENT,23.27,21.54
SONATSOFTW,21.15,19.36
NOIDATOLL,2.97,2.97
CYBERTECH,13.34,13.34
KOKUYOCMLN,34.46,34.46
DHANBANK,10.99,10.99
SANGHVIMOV,19.05,18.44
STCINDIA,34.91,14.97
MANUGRAPH,9.34,12.07
VIPCLOTHNG,19.76,19.76
NATIONALUM,10.26,10.26
IVC,55.63,55.63
JINDALSTEL,42.33,28.91
ALEMBICLTD,7.16,7.16
ICDSLTD,51.97,51.97
BSOFT,15.77,15.15
HCLTECH,21.32,20.48
ACCELYA,17.82,16.84
STAR,14.45,15.37
ZYDUSLIFE,22.00,20.53
GLENMARK,34.93,20.50
RAJESHEXPO,22.28,22.28
CINEVISTA,14.00,14.00
SHREERAMA,20.64,20.64
WOCKPHARMA,165.15,114.42
NRBBEARING,28.61,27.87
IOB,11.08,11.08
RAMCOSYS,53.59,19.19
GVPIL,20.19,18.27
BIL,79.97,79.97
KTKBANK,7.79,7.79
MAHLIFE,25.51,27.51
MUKTAARTS,,42.26
BLBLIMITED,2.46,2.46
AJANTPHARM,38.81,38.81
BLUESTARCO,65.70,62.66
CALSOFT,5.19,5.19
TVSMOTOR,57.52,56.99
PNBGILTS,14.58,14.89
PNC,,7.92
TAJGVK,5.45,15.13
NLCINDIA,11.06,11.06
REPRO,5.77,
CHENNPETRO,4.73,4.73
TTML,207.73,
KRBL,13.02,13.02
HAVELLS,49.81,48.82
GAEL,19.43,19.28
USHAMART,30.24,29.46
AXISCADES,93.44,86.14
UMIYA-MRO,20.27,20.27
TIPSMUSIC,39.87,39.87
STLTECH,127.83,133.08
HIKAL,,59.14
TRIDENT,32.19,32.19
MARKSANS,29.03,29.03
GOLDTECH,283.18,
SMARTLINK,13.29,13.29
GODREJCP,58.17,53.15
JISLJALEQS,,164.21
LUPIN,20.58,18.93
UNITDSPR,58.90,55.47
TCI,15.25,15.25
MPSLTD,24.76,25.43
BHARTIARTL,33.76,31.21
ASAL,26.98,26.04
OLECTRA,61.62,62.89
PONNIERODE,5.69,9.60
PNB,5.93,5.93
APTECHT,23.19,21.67
SURANAT&P,11.46,11.51
TEAMGTY,273.55,273.55
OFSS,29.60,29.60
UNIONBANK,6.43,6.43
NUCLEUS,17.44,16.09
CANBK,5.85,5.85
GENESYS,40.34,37.44
OMAXAUTO,9.57,9.57
GODREJIND,18.28,17.92
DIVISLAB,76.04,74.65
RADICO,84.74,83.89
INDORAMA,10.44,10.27
MARUTI,31.08,31.08
VARDHACRLC,8.58,8.58
UCOBANK,11.72,11.72
BAGFILMS,19.18,19.18
JSL,18.73,18.47
NSIL,50.70,50.69
WELSPUNLIV,71.33,69.15
JAIBALAJI,44.47,43.36
TVSELECT,740.76,466.68
IGL,13.96,13.96
DREDGECORP,79.79,79.79
TVTODAY,48.43,0.95
UNIENTER,32.56,32.56
UPL,21.15,20.36
MUKANDLTD,3.40,3.40
PETRONET,10.93,10.93
PTC,9.26,9.21
VAIBHAVGBL,16.98,16.99
BIOCON,186.48,71.72
MAHABANK,8.00,8.00
POONAWALLA,52.55,52.55
XPROINDIA,84.64,84.64
RKFORGE,117.37,102.66
DATAMATICS,25.48,21.28
CCL,34.64,34.64
EXCELINDUS,17.45,17.45
LT,27.97,26.28
APARINDS,52.48,51.43
AMBICAAGAR,12.28,12.28
CENTEXT,17.26,16.58
NIITLTD,142.25,74.73
ULTRACEMCO,41.43,40.99
TCS,17.78,16.49
COFORGE,40.35,36.89
TEXINFRA,154.74,154.74
GULFPETRO,6.87,6.50
GUFICBIO,62.01,62.01
ASTRAMICRO,90.30,90.30
WELENT,24.14,22.46
NTPC,11.76,11.76
KOTARISUG,33.03,
JBMA,64.13,62.52
DWARKESH,52.76,52.76
INDOCO,665.72,
SUPRAJIT,38.07,37.85
PATELENG,10.47,6.54
XCHANGING,12.82,12.82
JSWSTEEL,11.36,26.28
CONSOFINVT,18.19,18.19
JPPOWER,20.13,15.46
EVEREADY,15.01,
GOKEX,58.30,58.30
SAKSOFT,17.69,17.23
ALLDIGI,14.50,13.38
IIFL,11.46,11.46
WELCORP,19.75,19.75
SSWL,23.43,23.43
CYBERMEDIA,7.35,7.63
SHAHALLOYS,3.51,
SURYALAXMI,36.90,39.47
JKPAPER,20.94,20.30
PRIMESECU,206.42,56.69
GRANULES,30.89,31.55
JSWHL,92.15,91.06
VHL,4.95,4.95
GEOJITFSL,29.19,27.10
GENUSPOWER,16.23,16.23
YESBANK,19.12,19.12
MSPL,51.12,13.89
SPLIL,12.83,12.83
MCLEODRUSS,,22.49
SEMAC,13.36,13.36
GOLDIAM,31.87,31.87
RML,30.18,29.23
HTMEDIA,,80.61
SASKEN,42.04,39.20
FCSSOFT,89.88,57.58
IMPAL,18.24,18.24
SUZLON,20.99,21.46
AURIONPRO,19.79,19.40
BASML,15.96,15.96
TRIVENI,19.60,19.04
AIAENG,34.03,33.96
NAHARINDUS,10.15,10.02
ORIENTCER,22.29,20.95
EKC,8.34,8.49
VIMTALABS,36.03,35.52
KERNEX,46.07,46.07
PVRINOX,26.29,23.60
NITINSPIN,18.10,18.10
ROHLTD,25.80,26.62
ENIL,,218.20
JAGRAN,7.42,7.42
SADBHAV,1.57,10.73
SAKUMA,26.86,26.86
KEC,20.84,19.29
JKCEMENT,45.23,43.66
INDOTECH,40.71,40.71
M&MFIN,17.00,16.47
BLKASHYAP,793.28,29.50
VISACHROME,0.53,
NITCO,89.90,78.88
CENTURYPLY,57.23,56.19
KEI,52.75,52.75
VAKRANGEE,64.95,65.07
SOLARINDS,97.43,97.39
GALLANTT,34.83,34.83
UTTAMSUGAR,9.60,9.50
KKCL,21.71,21.71
SUNTV,13.74,13.28
GPIL,20.54,20.19
RSYSTEMS,16.70,15.28
EMKAY,34.45,34.45
BALPHARMA,22.14,22.14
SWELECTES,16.33,15.84
KAMDHENU,11.38,11.38
RATNAMANI,31.14,30.70
PIONEEREMB,123.49,
JKLAKSHMI,17.17,16.48
PFOCUS,78.00,73.17
MUNJALAU,22.53,25.94
EMAMILTD,22.80,22.53
GMRAIRPORT,238.18,206.07
TECHM,31.29,30.20
GRINDWELL,52.99,52.99
VOLTAMP,45.07,45.07
ANTELOPUS,22.60,21.20
ACE,29.95,29.95
ANANTRAJ,40.73,40.73
TALBROAUTO,24.62,24.62
ALICON,33.11,31.15
GEECEE,17.99,17.99
JMFINANCIL,10.65,10.49
FIEMIND,23.94,23.94
DCBBANK,7.85,7.85
INSPIRISYS,9.39,8.94
GTLINFRA,2.10,
NAUKRI,46.35,47.36
VGL,25.39,25.39
GESHIP,5.47,5.47
TORNTPOWER,28.28,28.28
MANALIPETC,8.81,16.93
LTFOODS,22.64,22.64
DONEAR,10.20,10.20
RUCHIRA,11.96,11.96
SOBHA,62.98,62.98
VENUSREM,17.87,17.87
JINDRILL,8.45,8.32
HIRECT,117.59,114.75
NFL,16.66,16.66
PLASTIBLEN,11.47,11.47
PARACABLES,35.53,35.55
HBLENGINE,42.77,42.23
TANLA,15.24,15.24
AVTNPL,16.64,16.64
ZEEMEDIA,243.70,69.03
VEEDOL,13.04,13.04
LUMAXTECH,33.04,32.10
SARLAPOLY,,15.84
PTL,11.51,11.51
WANBURY,14.73,14.00
AUTOIND,10.61,24.38
GANDHITUBE,16.00,15.83
PITTIENG,30.04,30.04
NETWORK18,,5546.39
UNOMINDA,54.91,54.06
IZMO,31.35,31.35
HUBTOWN,24.85,24.85
CTE,164.02,164.02
TIIL,20.41,20.41
ORIENTBELL,37.60,34.89
PGIL,36.30,36.16
REDINGTON,18.16,17.05
TTL,629.60,629.60
FSL,34.18,30.84
PFC,4.12,4.12
SMSPHARMA,33.24,33.24
INDIANB,8.90,8.90
ORIENTALTL,21.27,15.94
IDEA,4.05,
PAGEIND,58.05,56.15
LAOPALA,22.89,22.54
JKTYRE,15.25,12.33
ASTRAL,72.75,70.62
NAHARSPING,53.50,53.50
NAHARPOLY,8.69,8.69
THEMISMED,929.38,529.08
NCLIND,8.28,7.73
BALAMINES,30.67,30.67
BANSWRAS,11.55,10.32
ICRA,25.32,25.20
PHOENIXLTD,42.39,41.79
NDLVENTURE,470.82,470.82
ZENITHSTL,17.61,24.77
BFUTILITIE,7.28,7.28
FORTIS,66.17,65.30
SRHHYPOLTD,9.33,8.36
WEBELSOLAR,13.80,13.78
TGBHOTELS,18.69,18.69
HILTON,31.43,31.43
INSECTICID,13.74,13.74
KMSUGAR,4.97,4.97
NAVINFLUOR,58.96,58.47
TIMETECHNO,21.63,21.63
NAGREEKEXP,23.08,23.08
HGS,396.88,199.82
NELCAST,26.33,26.33
V2RETAIL,49.17,56.89
DLF,35.82,37.48
TARMAT,20.04,20.04
SPARC,4.33,4.30
SIGMAADV,45.81,44.60
ADSL,16.41,16.17
ALPA,9.31,9.31
CENTRALBK,6.19,6.19
ASIANTILES,160.50,160.50
TAKE,30.53,30.53
KPRMILL,41.71,41.71
CIEINDIA,17.25,17.25
PURVA,87.12,87.12
MOTILALOFS,26.14,26.14
INDOWIND,,200.58
NAGREEKCAP,4.04,4.04
KSCL,13.56,13.56
POWERGRID,16.55,16.55
SUPREMEINF,0.15,
MAANALU,58.51,58.51
IL&FSENGG,43.41,34.80
DELTACORP,20.01,19.43
BAJAJELEC,,125.86
ENERGYDEV,,14.54
CERA,39.70,39.18
RELIGARE,119.55,119.55
BVCL,314.85,314.85
ADANIPORTS,29.97,29.57
EDELWEISS,16.37,14.20
RGL,13.93,12.66
KAUSHALYA,99.96,99.96
COLPAL,40.56,39.94
JYOTHYLAB,22.25,22.25
MADHAV,77.20,77.20
KALYANIFRG,23.80,23.80
HITECHCORP,36.40,33.65
ECLERX,25.55,25.55
TARIL,32.83,32.83
BRIGADE,26.11,25.70
MANAKSIA,7.03,7.03
DVL,9.89,9.89
PATINTLOG,9.59,9.59
PPAP,9.27,433.27
ARIES,10.47,10.47
AMBIKCO,14.23,14.23
KAVDEFENCE,278.04,278.04
CEATLTD,24.80,22.56
BIRLAMONEY,13.94,13.34
RPOWER,,161.94
JKIL,9.64,9.44
CORDSCABLE,13.91,13.91
KNRCON,8.25,8.25
SEPC,21.34,20.92
BANG,6.86,5.29
IRB,25.48,24.37
NMDC,9.94,9.94
GSS,,17.16
NAHARCAP,6.98,6.98
RECLTD,6.04,6.04
VGUARD,37.53,36.02
NESCO,17.72,17.72
DPSCLTD,56.39,56.39
TITAGARH,67.48,67.48
KIRIINDUS,0.49,3.94
BAJAJFINSV,16.33,16.12
BAJAJ-AUTO,28.06,27.99
DIGISPICE,20.93,19.35
GOKUL,21.03,21.03
RPGLIFE,37.96,38.96
ALMONDZ,6.99,6.99
ARCHIDPLY,20.14,18.36
LOTUSEYE,3014.95,2890.22
VINYLINDIA,24.32,24.32
UBL,95.84,109.72
LPDC,56.74,56.74
ZFCVINDIA,58.26,57.58
20MICRONS,10.28,10.23
JOCIL,15.73,15.73
ALKALI,67.51,67.51
COUNCODOS,78.63,78.63
TPHQ,477.58,477.58
TATACAP,27.94,27.78
MAWANASUG,12.17,10.38
AJMERA,15.16,15.16
MHRIL,89.84,103.28
VINATIORGA,30.51,30.51
LANDSMILL,98.72,98.72
ADANIPOWER,27.86,27.86
NHPC,18.95,18.95
GLOBUSSPR,25.95,25.95
OIL,9.69,9.69
EXPLEOSOL,10.19,9.51
RTNPOWER,42.13,42.13
AMRUTANJAN,25.85,23.14
SUNTECK,21.12,21.12
ZYDUSWELL,93.01,74.02
DEN,8.93,8.93
SHILPAMED,51.82,58.70
SARDAEN,15.60,15.73
REFEX,16.96,16.96
GILLANDERS,19.92,19.92
AHLUCONT,20.93,21.04
DLINKINDIA,14.60,14.60
JSWENERGY,42.35,41.00
GODREJPROP,38.49,39.44
DBCORP,10.65,10.65
HINDCOPPER,51.83,51.83
BEARDSELL,9.42,9.42
MMTC,24.65,
NESTLEIND,76.91,79.12
TRF,,46.79
WHIRLPOOL,35.25,32.99
UNITEDTEA,10.73,10.73
JUBLFOOD,69.07,67.26
VASCONEQ,15.86,15.86
THANGAMAYL,37.50,37.33
EMMBI,21.21,19.18
DBREALTY,226.72,
HATHWAY,25.51,25.51
TEXMOPIPES,8.90,8.90
MANINFRA,21.35,21.35
LGBBROSLTD,15.20,15.16
PERSISTENT,45.10,43.59
ASIANHOTNR,,475.38
ISFT,9.77,9.77
KIRLOSBROS,39.81,36.59
KSL,14.74,14.42
SJVN,42.43,42.43
SUNDARAM,18.63,21.43
KIRLOSIND,11.64,11.38
MANAPPURAM,33.73,33.73
UMESLTD,33.51,32.10
TI,,53.77
HMVL,8.59,7.22
IMFA,15.09,15.09
BLISSGVS,38.62,38.17
AHLWEST,9.32,7.07
AHLEAST,,30.72
BAJAJCON,31.88,31.88
UGARSUGAR,37.18,37.18
PRAKASHSTL,83.24,83.24
GPPL,14.25,14.66
ADFFOODS,32.64,31.03
WELINV,225.13,225.13
WAAREEINDO,7.83,7.83
KILITCH,22.56,22.56
DEEPAKNTR,29.91,29.57
CPCAP,4.86,4.86
GREENPOWER,17.54,20.82
RAMKY,9.53,12.55
CANTABIL,21.65,21.65
WABAG,32.93,32.69
ASHOKA,1.31,14.10
BEDMUTHA,54.36,54.36
JWL,66.92,62.18
OBEROIRLTY,24.60,24.43
PRESTIGE,54.30,54.30
SHAH,25.99,25.99
CGCL,19.51,19.51
RESPONIND,31.70,31.59
COALINDIA,8.25,8.25
IOLCP,32.79,30.82
GRAVITA,31.26,31.26
JINDWORLD,47.17,47.71
PENIND,16.16,16.16
RPPINFRA,71.25,104.79
JAMNAAUTO,24.64,23.81
SUMEETINDS,40.68,39.78
MOIL,18.95,18.95
ZEELEARN,5.87,11.04
A2ZINFRA,58.45,51.09
KIRLOSENG,58.82,56.34
RKDL,336.49,37.32
PSB,12.24,12.24
FMNL,7.87,7.87
SURANASOL,19.95,19.95
SHEKHAWATI,5.59,5.59
BFINVEST,6.42,6.42
KICL,64.72,48.56
SUMMITSEC,14.02,14.02
STEL,51.61,51.61
TEXRAIL,20.65,20.40
HFCL,51.35,51.35
INDTERRAIN,359.06,156.87
DHUNINV,11.59,11.65
LOVABLE,33.72,33.72
PFS,8.09,8.02
MUTHOOTFIN,10.06,10.06
VADILALIND,33.80,33.80
SYMPHONY,,45.37
PIIND,32.00,34.19
RELAXO,56.46,56.46
OMINFRAL,42.30,42.30
VSTTILLERS,36.87,36.88
DELPHIFX,57.83,40.87
KARMAENG,42.04,103.82
ASHIANA,33.07,33.07
DHANUKA,16.77,16.77
MAITHANALL,6.36,6.36
RUSHIL,84.06,84.06
INVENTURE,30.34,35.35
LTF,24.91,24.76
WINDMACHIN,,749.29
IBULLSLTD,13.18,11.62
BODALCHEM,19.17,19.16
GAYAPROJ,0.45,10.11
ASAHISONG,13.48,13.48
FILATEX,18.11,18.11
BROOKS,7.28,7.28
TDPOWERSYS,73.77,73.77
APLLTD,23.07,21.42
VASWANI,40.81,40.81
PGEL,88.92,88.92
PANAMAPET,13.05,13.05
PAISALO,27.27,27.20
ONELIFECAP,24.03,24.03
SHAKTIPUMP,30.19,30.19
TRITURBINE,56.30,54.60
INDOTHAI,25.80,25.80
ESSARSHPNG,,65.55
DSSL,18.60,18.60
JISLDVREQS,6.01,0.93
POLYMED,54.50,53.67
RUPA,17.87,16.87
VIKASECO,38.72,38.72
APLAPOLLO,43.38,43.38
KANANIIND,11.60,11.60
MINDACORP,48.20,48.15
THOMASCOTT,24.10,22.87
DBSTOCKBRO,37.66,37.66
IRFC,16.28,16.28
COMPUSOFT,35.98,
RHIM,,44.30
SCHNEIDER,150.05,145.31
NDL,10.31,10.31
NBCC,34.49,37.47
TBZ,9.10,9.10
VSSL,20.56,20.56
SWANCORP,36.23,36.23
SPECIALITY,32.46,28.57
CINELINE,24.81,20.09
SAMPANN,18.87,18.87
PROZONER,36.32,36.32
THEJO,46.48,44.78
MAYURUNIQ,17.55,17.55
ROSSELLIND,13.84,13.65
DUCON,8.68,8.68
TVSHLTD,7.70,7.63
