Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
16 JUL 2026,20MICRONS,EQ,20 MICRONS LTD           ,Listed    ,16 JUL 2026,               5.00,          35286502,            205.00,     7234085775.00 
16 JUL 2026,21STCENMGM,EQ,21ST CENTURY MGMT SERVICE,Listed    ,16 JUL 2026,              10.00,          10500000,             33.05,      347130000.00
16 JUL 2026,360ONE,EQ,360 ONE WAM LIMITED      ,Listed    ,16 JUL 2026,               1.00,         406486596,           1081.30,   439533956254.80    
16 JUL 2026,3BBLACKBIO,EQ,3B BLACKBIO DX LTD.      ,Permitted ,16 JUL 2026,              10.00,           8582670,           1268.50,    10887116895.00
16 JUL 2026,3IINFOLTD,EQ,3I INFOTECH LIMITED      ,Listed    ,16 JUL 2026,              10.00,         207403767,             18.15,     3764378371.05 
16 JUL 2026,3MINDIA,EQ,3M INDIA LIMITED         ,Listed    ,16 JUL 2026,              10.00,          11265070,          35445.00,   399290406150.00   
16 JUL 2026,3PLAND,EQ,3P LAND HOLDINGS LIMITED ,Listed    ,16 JUL 2026,               2.00,          18000000,             32.00,      576000000.00    
16 JUL 2026,5PAISA,EQ,5PAISA CAPITAL LIMITED   ,Listed    ,16 JUL 2026,              10.00,          46882257,            385.05,    18052013057.85    
16 JUL 2026,63MOONS,EQ,63 MOONS TECHNOLOGIES LTD,Listed    ,16 JUL 2026,               2.00,          46078537,            693.60,    31960073263.20   
16 JUL 2026,A2ZINFRA,EQ,A2Z INFRA ENGINEERING LTD,Listed    ,16 JUL 2026,              10.00,         177522358,             13.35,     2371698702.90  
16 JUL 2026,AAATECH,EQ,AAA TECHNOLOGIES LIMITED ,Listed    ,16 JUL 2026,              10.00,          12826800,             94.10,     1207130148.00   
16 JUL 2026,AADHARHFC,EQ,AADHAR HOUSING FINANCE L ,Listed    ,16 JUL 2026,              10.00,         437298899,            514.95,   225187068040.05 
16 JUL 2026,AAKAAR,SM,AAKAAR MEDICAL TECHNO LTD,Listed    ,16 JUL 2026,              10.00,          14172816,             71.00,     1006269936.00    
16 JUL 2026,AAKASH,EQ,AAKASH EXPLORATION SER L ,Listed    ,16 JUL 2026,               1.00,         101250000,              9.05,      918337500.00    
16 JUL 2026,AARADHYA,SM,AARADHYA DISPOSAL INDUS L,Listed    ,16 JUL 2026,              10.00,          14138000,             75.00,     1060350000.00  
16 JUL 2026,AAREYDRUGS,BE,AAREY DRUGS & PHARM LTD  ,Listed    ,16 JUL 2026,              10.00,          28354303,             76.40,     2166835835.25
16 JUL 2026,AARNAV,EQ,AARNAV FASHIONS LIMITED  ,Listed    ,16 JUL 2026,              10.00,          42238628,             31.35,     1324180987.80    
16 JUL 2026,AARON,EQ,AARON INDUSTRIES LIMITED ,Listed    ,16 JUL 2026,              10.00,          20946478,            117.25,     2456393475.05     
16 JUL 2026,AARTECH,BE,AARTECH SOLONICS LIMITED ,Listed    ,16 JUL 2026,               5.00,          31770375,             48.50,     1540863187.50   
16 JUL 2026,AARTIDRUGS,EQ,AARTI DRUGS LTD.         ,Listed    ,16 JUL 2026,              10.00,          91270000,            419.90,    38324273000.00
16 JUL 2026,AARTIIND,EQ,AARTI INDUSTRIES LTD     ,Listed    ,16 JUL 2026,               5.00,         362594491,            504.75,   183019569332.25  
16 JUL 2026,AARTIPHARM,EQ,AARTI PHARMALABS LIMITED ,Listed    ,16 JUL 2026,               5.00,          90657751,            717.40,    65037870567.40
16 JUL 2026,AARTISURF,EQ,AARTI SURFACTANTS LIMITED,Listed    ,16 JUL 2026,              10.00,           8464995,            386.85,     3274683315.75 
16 JUL 2026,AARVI,EQ,AARVI ENCON LIMITED      ,Listed    ,16 JUL 2026,              10.00,          14844100,            153.50,     2278866232.00     
16 JUL 2026,AASTHA,BE,AASTHA SPINTEX LIMITED   ,Listed    ,16 JUL 2026,              10.00,          44142190,            122.25,     5396382727.50    
16 JUL 2026,AATMAJ,SM,AATMAJ HEALTHCARE LIMITED,Listed    ,16 JUL 2026,               5.00,          22600000,             19.70,      445220000.00    
16 JUL 2026,AAVAS,EQ,AAVAS FINANCIERS LIMITED ,Listed    ,16 JUL 2026,              10.00,          79287782,           1500.80,   118995103225.60     
