SYMBOL,SYMBOL P/E,ADJUSTED P/E
KPIL,22.87,23.34
JYOTISTRUC,25.01,25.01
IGARASHI,127.40,127.40
BSL,56.58,56.58
BLUEDART,47.69,41.47
JAYNECOIND,19.02,18.62
MUNJALSHOW,24.56,22.84
APCOTEXIND,26.12,26.23
SOTL,21.83,21.83
HSCL,45.72,45.72
RCF,16.76,18.22
RANASUG,0.68,
KARURVYSYA,11.71,11.71
DECCANCE,27.94,51.95
WSI,220.40,256.07
UFLEX,9.58,9.32
TATAPOWER,27.36,27.09
ADVANIHOTR,20.76,20.17
THOMASCOOK,23.22,22.70
SUNFLAG,30.72,29.71
SUBROS,33.23,32.16
SPMLINFRA,21.99,21.99
SIMPLEXINF,56.38,57.44
SIEMENS,100.63,100.63
BHARATRAS,15.51,14.12
WIPRO,13.83,13.83
VSTIND,15.60,15.60
JUBLPHARMA,39.31,35.41
UNIVCABLES,45.16,45.16
TATACOMM,53.59,50.63
TOKYOPLAST,133.24,133.24
SOMANYCERA,29.48,28.47
MURUDCERA,16.99,16.99
IFCI,46.56,45.00
HLVLTD,243.74,99.21
SANOFI,25.62,24.14
M&M,23.90,23.59
LIBERTSHOE,41.30,41.80
KAJARIACER,39.59,37.30
HEIDELBERG,27.32,26.30
MODTHREAD,13.48,13.48
MANGLMCEM,20.21,18.53
PRSMJOHNSN,96.45,
POLYPLEX,77.84,77.84
PIDILITIND,66.54,66.27
PCBL,64.04,68.95
3PLAND,27.25,27.25
OSWALAGRO,64.74,38.92
EIHAHOTELS,22.57,21.85
HONDAPOWER,34.37,30.88
JINDALSAW,18.33,18.33
SAIL,23.72,20.73
RUBYMILLS,26.44,26.44
STYRENIX,21.55,21.40
ABB,97.50,97.50
IDBI,9.80,9.80
GRAPHITE,70.90,70.15
CANFINHOME,11.27,11.27
BRITANNIA,51.18,51.18
BBL,25.38,25.38
ELECTCAST,29.69,25.47
DHAMPURSUG,14.24,14.24
DCMSHRIRAM,18.54,18.11
DABUR,42.65,42.39
COSMOFIRST,14.41,13.92
CIPLA,30.74,29.04
HEROMOTOCO,18.35,18.04
HDFCBANK,16.44,16.21
HARRMALAYA,12.84,12.84
GMBREW,14.37,14.37
GIPCL,6.15,6.15
ITC,17.50,17.29
INDIANHUME,13.54,20.79
HINDCOMPOS,20.77,19.82
IOC,4.92,4.92
OSWALGREEN,,16.08
HUHTAMAKI,13.79,13.82
RICOAUTO,35.07,31.10
KAMATHOTEL,14.00,19.14
IFBAGRO,15.97,15.97
BANCOINDIA,20.11,20.65
MANINDS,25.16,25.16
APOLLOTYRE,21.08,20.18
SIYSIL,12.36,12.36
SHANTIGEAR,44.74,42.78
PRECWIRE,45.30,45.30
ONWARDTEC,14.10,13.42
NILKAMAL,18.26,16.78
NCC,13.20,12.73
ICIL,68.15,68.15
SEAMECLTD,14.59,14.59
ELGIEQUIP,44.30,43.21
AUROPHARMA,26.20,25.86
BBTC,4.30,4.45
EIHOTEL,34.81,30.05
KANORICHEM,30.85,30.85
LICHSGFIN,5.39,5.39
GICHSGFIN,5.30,5.30
BEPL,13.82,13.82
RAIN,16.29,16.29
BANARBEADS,37.74,37.74
MOREPENLAB,34.82,45.97
WSTCSTPAPR,22.21,22.21
VENKEYS,14.43,14.43
GHCL,8.37,8.37
S&SPOWER,45.44,45.44
PRUDMOULI,6.42,6.42
PRAJIND,282.11,74.13
BPL,,291.02
PGHH,33.96,33.96
VESUVIUS,36.69,36.69
TFCILTD,30.42,30.42
BOMDYEING,97.66,94.86
GTL,0.21,
NAVNETEDUL,9.99,40.52
GUJALKALI,213.53,213.53
AGI,13.00,12.87
GLAXO,39.28,39.87
TATACONSUM,67.56,66.98
ZEEL,36.09,35.18
CHOLAFIN,30.17,30.17
INDHOTEL,47.87,52.90
FMGOETZE,14.38,13.53
KOTAKBANK,19.77,20.05
ORIENTHOT,34.30,33.99
GILLETTE,38.71,38.71
GOLDENTOBC,6.49,7.37
KANSAINER,29.75,27.60
FOSECOIND,44.55,39.23
ESABINDIA,42.56,46.19
3MINDIA,75.94,90.24
ANDHRAPAP,65.90,65.90
GABRIEL,72.64,69.74
SCHAEFFLER,53.22,53.22
AARTIIND,42.29,43.02
RALLIS,24.53,
AMJLAND,10.54,10.54
PRAKASH,7.15,7.15
MFSL,522.69,522.69
KSB,66.56,62.43
KOPRAN,36.54,36.54
HEG,47.47,47.47
GREAVESCOT,147.97,157.96
GODFRYPHLP,26.91,26.91
VARDMNPOLY,42.76,42.76
SURYAROSNI,20.05,20.05
TATAINVEST,106.16,106.16
TIMKEN,61.92,61.92
SUDARSCHEM,634.87,129.57
SHREECEM,54.95,54.95
SAKHTISUG,7.26,7.26
IPCALAB,37.96,36.05
INGERRAND,54.91,53.43
JSWDULUX,7.38,39.66
HINDALCO,16.45,14.11
HINDZINC,16.51,16.53
HINDUNILVR,48.82,48.00
GSFC,9.73,9.73
GRASIM,21.63,21.11
AMBUJACEM,20.03,17.53
FINPIPE,19.36,19.36
FINCABLES,25.39,31.01
EIDPARRY,9.89,6.08
DCW,31.06,31.06
CGPOWER,121.74,119.29
SUDARCOLOR,18.96,13.39
CESC,13.92,13.92
BIRLACORPN,13.48,13.34
BHEL,87.66,87.66
BHARATGEAR,12.32,12.32
BEL,51.64,51.64
BAJFINANCE,33.17,32.86
ASHAPURMIN,15.79,15.62
NAVA,16.84,16.84
CORALFINAC,9.54,9.54
GREENPLY,33.36,30.62
TNPL,4.06,4.06
AUTOAXLES,16.60,15.79
REMSONSIND,14.21,13.79
DALMIASUG,12.93,12.93
NATCOPHARM,12.17,12.17
KHAITANLTD,10.36,10.36
SWARAJENG,23.63,23.34
MRF,23.77,23.32
GARFIBRES,36.56,34.76
ANDHRSUGAR,13.11,11.73
TNPETRO,9.15,9.76
TTKPRESTIG,54.76,48.92
STARPAPER,6.66,6.66
SKFINDIA,29.84,27.46
AUSOMENT,10.66,10.66
EIMCOELECO,28.50,28.50
JAYAGROGN,12.11,12.11
CUBEXTUB,15.72,15.72
MARICO,60.02,60.02
SILINV,11.72,11.72
SAMBHAAV,2090.27,2090.27
BIOFILCHEM,19.75,19.75
KEYFINSERV,23.43,22.83
ZENITHEXPO,47.22,47.22
SUNDRMBRAK,123.23,109.18
SANGAMIND,33.27,30.95
MOTHERSON,43.80,40.87
SOMATEX,33.04,87.45
VISAKAIND,8.27,18.63
AARTIDRUGS,17.78,17.78
STERTOOLS,30.49,51.62
CREST,21.88,21.88
INDIANCARD,34.94,27.94
HITECHGEAR,62.10,62.10
WENDT,111.06,111.06
DENORA,52.31,52.31
TVSSRICHAK,45.59,49.98
SHRIRAMFIN,24.98,24.98
PUNJABCHEM,20.57,20.06
DYNAMATECH,226.16,158.70
GUJAPOLLO,89.75,89.75
GANESHHOU,21.20,21.20
MMFL,24.38,24.37
JAGSNPHARM,36.21,34.95
ALKYLAMINE,51.11,51.11
BOSCH-HCIL,,233.58
MPHASIS,23.64,23.32
SKIL,1.57,1.57
GUJRAFFIA,20.80,20.80
RUCHINFRA,14.36,14.36
RAMCOIND,22.14,23.17
KOTHARIPET,10.87,10.84
HERITGFOOD,20.45,21.59
INDRAMEDCO,19.03,19.03
BANKBARODA,6.64,6.64
MADRASFERT,13.79,12.67
GAIL,18.94,18.94
INDNIPPON,20.29,22.68
SKMEGGPROD,16.31,16.31
BANKINDIA,6.31,6.08
CONCOR,30.15,30.15
ICICIBANK,17.75,17.75
KCPSUGIND,22.25,22.25
HUDCO,10.65,10.65
INDSWFTLAB,46.67,39.61
SAREGAMA,45.74,44.43
FDC,24.90,23.61
ENGINERSIN,21.28,21.28
ADROITINFO,14.73,14.73
JAICORPLTD,11.78,11.71
ANTGRAPHIC,9.74,9.74
GMDCLTD,19.86,32.96
MAHAPEXLTD,52.08,96.01
INDUSINDBK,88.48,88.48
ASAHIINDIA,64.43,62.48
TRIGYN,69.82,45.71
J&KBANK,7.61,7.61
KOTHARIPRO,124.05,
CUB,16.79,16.79
SOUTHBANK,8.43,8.43
ASTRAZEN,109.80,107.72
CEMPRO,44.26,44.26
AXISBANK,15.73,15.73
CYIENT,20.39,19.05
SONATSOFTW,16.73,15.31
NOIDATOLL,3.28,3.28
CYBERTECH,14.69,14.69
KOKUYOCMLN,35.41,35.41
DHANBANK,12.99,12.99
SANGHVIMOV,21.49,20.74
STCINDIA,1.15,13.80
MANUGRAPH,9.39,12.12
VIPCLOTHNG,23.04,23.04
NATIONALUM,11.09,11.09
IVC,54.24,54.24
JINDALSTEL,32.01,23.32
ALEMBICLTD,18.69,18.69
ICDSLTD,47.67,47.67
BSOFT,15.14,14.48
HCLTECH,18.48,17.72
ACCELYA,16.74,15.85
STAR,18.01,17.29
ZYDUSLIFE,22.98,21.41
GLENMARK,47.05,24.83
RAJESHEXPO,25.57,25.57
CINEVISTA,15.01,15.01
SHREERAMA,23.69,23.69
WOCKPHARMA,156.41,108.36
NRBBEARING,27.91,27.19
IOB,12.64,12.64
RAMCOSYS,78.76,28.39
GVPIL,20.99,19.26
BIL,33.65,33.65
KTKBANK,7.59,7.59
MUKTAARTS,,41.98
BLBLIMITED,2.58,2.58
AJANTPHARM,39.91,39.91
BLUESTARCO,62.37,59.47
CALSOFT,7.08,7.08
TVSMOTOR,54.54,53.98
PNBGILTS,8.88,8.99
PNC,,6.09
TAJGVK,5.33,16.38
NLCINDIA,11.33,11.33
CHENNPETRO,5.50,5.50
KRBL,13.22,13.22
HAVELLS,44.68,43.80
GAEL,24.56,24.31
USHAMART,33.17,32.26
AXISCADES,94.02,86.70
UMIYA-MRO,4.25,4.25
TIPSMUSIC,40.62,40.62
STLTECH,536.98,647.77
HIKAL,,56.98
TRIDENT,36.23,36.23
MARKSANS,28.02,28.02
GOLDTECH,318.19,
SMARTLINK,13.37,13.37
GODREJCP,60.50,55.27
JISLJALEQS,,166.88
LUPIN,21.27,19.57
UNITDSPR,55.40,53.49
TCI,19.02,19.02
MPSLTD,19.86,20.39
BHARTIARTL,35.91,33.24
ASAL,29.24,28.14
OLECTRA,68.85,70.29
PONNIERODE,5.71,11.93
PNB,7.01,7.01
APTECHT,25.69,24.00
SURANAT&P,12.45,12.50
TEAMGTY,286.09,286.09
OFSS,36.52,36.52
UNIONBANK,6.55,6.55
NUCLEUS,17.17,15.03
CANBK,6.70,6.70
GENESYS,42.41,39.36
OMAXAUTO,13.27,12.74
GODREJIND,20.71,20.22
DIVISLAB,70.89,69.42
RADICO,91.83,89.95
INDORAMA,8.61,8.46
MARUTI,31.58,31.58
VARDHACRLC,12.93,12.93
UCOBANK,12.04,12.04
BAGFILMS,18.57,18.57
JSL,18.18,17.92
NSIL,49.66,49.65
WELSPUNLIV,76.43,74.10
JAIBALAJI,48.97,47.76
TVSELECT,742.83,467.98
IGL,17.15,17.15
DREDGECORP,631.22,631.22
TVTODAY,59.83,1.05
UNIENTER,36.11,36.11
UPL,21.28,21.36
MUKANDLTD,3.18,3.18
PETRONET,10.85,10.85
PTC,7.22,7.19
VAIBHAVGBL,14.74,14.75
BIOCON,186.48,71.72
MAHABANK,9.48,9.48
POONAWALLA,77.41,77.41
XPROINDIA,173.58,173.58
RKFORGE,133.68,104.95
DATAMATICS,25.42,21.23
CCL,41.28,41.28
EXCELINDUS,15.12,15.12
LT,29.02,27.23
APARINDS,58.90,57.48
AMBICAAGAR,12.49,12.49
CENTEXT,13.85,13.30
NIITLTD,238.95,99.66
ULTRACEMCO,41.88,41.33
TCS,15.05,14.08
COFORGE,39.18,35.80
TEXINFRA,149.27,149.27
GULFPETRO,7.44,6.85
GUFICBIO,58.59,58.59
ASTRAMICRO,94.86,94.86
WELENT,20.84,19.59
NTPC,14.00,14.00
KOTARISUG,32.42,
JBMA,60.69,59.32
DWARKESH,27.06,27.06
SUPRAJIT,36.34,36.14
PATELENG,12.26,7.67
XCHANGING,11.93,11.93
JSWSTEEL,11.70,30.15
CONSOFINVT,13.88,13.88
JINDALPHOT,309.84,309.84
JPPOWER,26.90,26.90
EVEREADY,15.14,
GOKEX,62.28,62.28
SAKSOFT,16.89,16.45
ALLDIGI,15.20,13.99
IIFL,12.36,12.36
WELCORP,31.86,31.86
SSWL,20.34,20.34
CYBERMEDIA,8.53,8.90
SHAHALLOYS,3.88,
SURYALAXMI,36.20,38.72
JKPAPER,22.64,21.82
PRIMESECU,66.58,36.84
GRANULES,35.57,35.26
JSWHL,110.95,109.37
GEOJITFSL,28.16,26.25
GENUSPOWER,17.12,17.12
YESBANK,21.68,21.68
MSPL,71.02,17.70
SPLIL,12.58,12.58
MCLEODRUSS,,24.45
SEMAC,14.90,14.90
GOLDIAM,30.77,30.77
RML,32.10,31.10
HTMEDIA,,12.48
SASKEN,53.13,48.79
IMPAL,15.59,15.59
SUZLON,24.10,24.64
AURIONPRO,22.41,21.98
BASML,14.00,14.00
TRIVENI,37.27,36.20
AIAENG,35.79,35.72
NAHARINDUS,10.04,9.92
ORIENTCER,22.83,21.46
EKC,9.03,9.18
VIMTALABS,32.59,32.12
KERNEX,45.76,45.76
PVRINOX,61.70,46.95
NITINSPIN,17.71,17.71
ROHLTD,31.21,32.37
ENIL,,213.91
JAGRAN,7.56,7.56
SADBHAV,1.60,10.96
SAKUMA,29.33,29.33
KEC,22.22,20.57
JKCEMENT,42.78,41.37
INDOTECH,35.74,35.74
M&MFIN,16.52,15.92
BLKASHYAP,797.50,29.66
VISACHROME,0.58,
NITCO,96.55,84.72
CENTURYPLY,64.40,63.09
KEI,54.66,54.66
VAKRANGEE,59.43,59.59
SOLARINDS,96.65,96.61
GALLANTT,33.31,33.31
UTTAMSUGAR,9.17,9.07
KKCL,20.55,20.55
SUNTV,13.74,13.28
GPIL,21.75,21.38
RSYSTEMS,12.53,11.56
EMKAY,47.48,47.48
LOKESHMACH,182.33,182.33
BALPHARMA,19.36,19.36
SWELECTES,16.92,16.41
KAMDHENU,11.80,11.80
RATNAMANI,33.77,33.30
PIONEEREMB,114.30,
JKLAKSHMI,17.00,16.34
PFOCUS,60.38,56.64
MUNJALAU,23.90,27.52
EMAMILTD,23.34,23.07
GMRAIRPORT,514.41,390.86
TECHM,28.69,27.62
GRINDWELL,55.35,55.35
VOLTAMP,46.63,46.63
ANTELOPUS,32.01,32.01
ACE,28.87,28.87
ANANTRAJ,35.81,35.81
TALBROAUTO,30.79,30.79
ALICON,30.91,29.07
GEECEE,17.48,17.48
JMFINANCIL,10.75,10.59
FIEMIND,23.10,23.10
DCBBANK,8.24,8.24
INSPIRISYS,10.62,10.08
GTLINFRA,2.19,
NAUKRI,37.75,38.57
VGL,26.97,26.97
GESHIP,6.84,6.84
TORNTPOWER,27.70,27.70
MANALIPETC,8.38,16.10
LTFOODS,21.25,21.25
DONEAR,10.37,10.37
RUCHIRA,11.33,11.33
SOBHA,80.41,80.41
VENUSREM,21.64,21.64
JINDRILL,9.15,8.97
HIRECT,97.35,94.99
NFL,21.60,21.60
PLASTIBLEN,12.72,12.72
PARACABLES,36.64,36.65
HBLENGINE,23.54,22.92
TANLA,14.19,14.19
AVTNPL,16.71,16.71
ZEEMEDIA,273.78,77.55
VEEDOL,15.70,15.70
LUMAXTECH,30.65,29.78
SARLAPOLY,,16.70
PTL,12.22,12.22
WANBURY,14.99,14.24
AUTOIND,9.85,22.63
GANDHITUBE,15.60,15.43
PITTIENG,30.45,30.45
UNOMINDA,63.49,62.27
IZMO,31.25,31.25
HUBTOWN,18.40,18.40
CTE,128.31,128.31
TIIL,19.30,19.30
ORIENTBELL,41.78,38.51
PGIL,33.79,33.66
REDINGTON,16.85,15.65
TTL,672.71,672.71
FSL,25.77,23.25
PFC,4.13,4.13
SMSPHARMA,44.74,44.74
INDIANB,9.25,8.85
ORIENTALTL,23.68,17.75
IDEA,4.42,
PAGEIND,62.08,60.05
LAOPALA,21.82,21.49
RAJTV,76.83,76.83
JKTYRE,15.25,12.33
ASTRAL,69.79,67.74
NAHARSPING,44.12,44.12
NAHARPOLY,9.32,9.32
NCLIND,7.01,6.64
BALAMINES,41.08,41.08
BANSWRAS,16.43,14.12
ICRA,27.86,27.20
PHOENIXLTD,48.38,47.66
NDLVENTURE,490.09,490.09
ZENITHSTL,17.49,24.46
BFUTILITIE,7.33,7.33
FORTIS,70.61,69.67
SRHHYPOLTD,9.65,8.65
WEBELSOLAR,14.77,14.75
TGBHOTELS,18.01,18.01
HILTON,35.35,35.35
INSECTICID,13.86,13.86
KMSUGAR,4.87,4.87
NAVINFLUOR,59.72,59.23
TIMETECHNO,18.51,18.51
NAGREEKEXP,25.30,25.30
NELCAST,25.37,25.37
V2RETAIL,52.01,60.16
DLF,63.57,68.71
TARMAT,19.96,19.96
SPARC,5.47,5.42
SIGMAADV,36.30,35.33
ADSL,17.20,16.96
ALPA,10.08,10.32
CENTRALBK,6.59,6.67
ASIANTILES,148.75,148.75
TAKE,89.26,89.26
KPRMILL,46.50,46.50
CIEINDIA,20.65,20.65
PURVA,91.68,91.68
MOTILALOFS,30.76,30.76
INDOWIND,,222.21
NAGREEKCAP,4.14,4.14
KSCL,15.82,15.82
CENTUM,456.04,96.67
POWERGRID,16.53,16.53
CCCL,11.35,
SUPREMEINF,0.15,
MAANALU,56.55,56.55
IL&FSENGG,704.48,121.87
DELTACORP,20.73,20.12
BAJAJELEC,,88.61
ENERGYDEV,,15.54
CERA,41.40,40.86
RELIGARE,120.56,120.56
BVCL,335.31,335.31
ADANIPORTS,34.30,33.82
EDELWEISS,18.02,15.58
RGL,14.28,12.97
KAUSHALYA,118.90,118.90
COLPAL,42.68,42.09
JYOTHYLAB,21.05,21.05
MADHAV,334.03,334.03
KALYANIFRG,25.15,25.15
HITECHCORP,35.99,33.27
ECLERX,19.95,19.95
TARIL,37.64,37.64
BRIGADE,24.19,23.82
MANAKSIA,7.13,7.13
PATINTLOG,11.52,11.52
PPAP,8.18,590.94
ARIES,10.56,10.56
AMBIKCO,13.77,13.77
KAVDEFENCE,309.25,309.25
CEATLTD,22.58,20.80
BIRLAMONEY,13.80,13.26
RPOWER,,169.43
JKIL,9.63,9.42
CORDSCABLE,13.31,13.31
KNRCON,8.70,8.70
SEPC,23.71,23.24
BANG,6.99,5.39
IRB,29.39,27.95
NMDC,10.09,10.09
GSS,,15.50
NAHARCAP,23.23,23.23
RECLTD,5.89,5.88
VGUARD,43.29,41.25
NESCO,19.65,19.65
DPSCLTD,56.30,56.30
TITAGARH,57.95,57.95
KIRIINDUS,0.46,4.94
BAJAJFINSV,15.24,15.04
BAJAJ-AUTO,28.01,27.93
DIGISPICE,21.53,20.10
GOKUL,22.31,22.31
RPGLIFE,34.70,35.66
ALMONDZ,19.34,19.34
ARCHIDPLY,20.39,18.59
LOTUSEYE,3160.06,3029.33
VINYLINDIA,28.93,28.93
UBL,87.57,99.63
LPDC,58.26,58.26
ZFCVINDIA,52.80,52.21
20MICRONS,10.29,10.24
JOCIL,15.93,15.93
ALKALI,156.61,156.61
COUNCODOS,65.70,65.70
TPHQ,544.22,544.22
TATACAP,38.66,38.34
MAWANASUG,11.69,9.97
AJMERA,16.62,16.62
MHRIL,69.23,76.77
VINATIORGA,31.39,31.39
LANDSMILL,97.49,97.49
ADANIPOWER,32.69,32.69
NHPC,19.02,19.02
GLOBUSSPR,28.80,28.80
OIL,10.77,10.77
EXPLEOSOL,10.29,9.60
RTNPOWER,92.57,92.57
AMRUTANJAN,26.53,23.75
SUNTECK,24.65,24.65
ZYDUSWELL,94.02,75.53
DEN,8.46,8.46
SHILPAMED,47.73,54.03
SARDAEN,16.73,16.89
REFEX,20.70,20.70
GILLANDERS,20.07,20.07
AHLUCONT,21.46,21.57
DLINKINDIA,17.98,17.98
JSWENERGY,36.49,35.44
GODREJPROP,31.80,32.15
DBCORP,10.62,10.62
HINDCOPPER,51.95,51.95
BEARDSELL,10.12,10.12
MMTC,46.87,
NESTLEIND,80.17,82.76
TRF,,36.75
WHIRLPOOL,34.40,32.20
UNITEDTEA,10.96,10.96
JUBLFOOD,78.88,76.39
VASCONEQ,15.54,15.54
THANGAMAYL,55.53,55.26
EMMBI,22.93,20.73
DBREALTY,86.72,642.37
HATHWAY,25.81,25.81
TEXMOPIPES,9.26,9.26
MANINFRA,21.64,21.64
LGBBROSLTD,15.83,15.93
PERSISTENT,39.89,38.50
ASIANHOTNR,,565.31
ISFT,9.61,9.61
KIRLOSBROS,41.22,37.73
KSL,14.88,14.55
SJVN,43.68,43.68
SUNDARAM,19.23,22.12
KIRLOSIND,11.96,11.70
MANAPPURAM,32.74,32.74
UMESLTD,50.62,47.63
TI,547.68,44.63
HMVL,8.00,6.64
IMFA,17.28,17.28
BLISSGVS,38.60,38.15
AHLWEST,10.54,7.99
AHLEAST,,23.60
BAJAJCON,42.56,42.61
UGARSUGAR,33.91,33.91
PRAKASHSTL,88.25,88.25
GPPL,15.26,15.73
ADFFOODS,37.67,35.76
WELINV,215.85,215.85
WAAREEINDO,6.53,6.53
KILITCH,22.81,22.81
DEEPAKNTR,39.69,39.05
CPCAP,4.67,4.67
GREENPOWER,16.69,19.51
RAMKY,9.82,12.92
CANTABIL,23.30,23.30
WABAG,34.60,34.35
ASHOKA,1.42,15.05
BEDMUTHA,50.31,50.31
JWL,63.11,58.85
OBEROIRLTY,28.52,28.32
PRESTIGE,55.48,55.48
SHAH,34.56,34.56
CGCL,24.57,24.57
RESPONIND,38.41,38.27
COALINDIA,8.79,8.79
IOLCP,30.81,28.96
GRAVITA,34.56,34.56
JINDWORLD,47.16,47.90
PENIND,16.69,16.69
RPPINFRA,26.03,29.20
JAMNAAUTO,23.84,23.04
SUMEETINDS,70.38,68.64
MOIL,21.28,21.28
ZEELEARN,7.36,15.28
A2ZINFRA,,27.88
KIRLOSENG,59.06,56.54
RKDL,326.49,36.21
PSB,13.32,13.32
FMNL,9.69,9.69
SURANASOL,119.70,119.70
SHEKHAWATI,5.49,5.49
KICL,65.17,48.90
SUMMITSEC,16.12,16.12
STEL,51.91,51.91
TEXRAIL,28.81,28.37
HFCL,104.81,104.87
LOVABLE,15.15,15.15
PFS,6.16,6.12
MUTHOOTFIN,11.88,11.88
VADILALIND,29.74,29.74
SYMPHONY,,44.22
PIIND,30.88,33.00
RELAXO,55.65,55.65
OMINFRAL,42.12,42.12
VSTTILLERS,37.00,37.01
DELPHIFX,71.95,50.85
KARMAENG,45.92,113.41
ASHIANA,32.43,32.43
DHANUKA,17.11,17.11
MAITHANALL,6.64,6.64
RUSHIL,71.88,71.88
BGLOBAL,1.53,1.53
INVENTURE,25.38,27.72
LTF,28.19,28.00
WINDMACHIN,,761.53
IBULLSLTD,20.35,17.10
BODALCHEM,16.38,16.37
GAYAPROJ,0.48,10.97
ASAHISONG,16.98,16.98
FILATEX,14.24,14.24
BROOKS,39.01,39.01
TDPOWERSYS,76.83,76.83
APLLTD,24.49,22.69
VASWANI,42.94,42.94
PGEL,84.14,84.14
PANAMAPET,12.61,12.61
PAISALO,27.62,27.55
ONELIFECAP,26.42,26.42
SHAKTIPUMP,28.72,28.72
TRITURBINE,58.87,57.09
INDOTHAI,46.80,46.80
ESSARSHPNG,,75.56
DSSL,20.40,20.40
JISLDVREQS,5.56,0.97
POLYMED,54.30,53.47
RUPA,18.99,17.92
VIKASECO,276.72,276.72
APLAPOLLO,41.65,41.65
KANANIIND,11.67,11.67
MINDACORP,60.13,60.05
THOMASCOTT,21.19,20.30
DBSTOCKBRO,40.50,40.50
IRFC,16.83,16.83
COMPUSOFT,36.14,353.12
RHIM,,41.73
SCHNEIDER,168.84,163.51
NDL,10.44,10.44
NBCC,36.22,39.35
TBZ,6.21,6.21
VSSL,21.54,21.54
SWANCORP,38.78,38.78
SPECIALITY,30.05,26.45
CINELINE,24.47,23.53
SAMPANN,20.78,20.78
PROZONER,41.87,41.87
THEJO,41.36,39.85
MAYURUNIQ,20.01,20.01
ROSSELLIND,13.69,13.51
DUCON,9.56,9.56
TVSHLTD,8.46,8.38
ZUARI,1.30,
VETO,9.80,9.80
CARERATING,28.98,28.98
PCJEWELLER,11.45,11.44
INDUSTOWER,14.27,14.27
VMART,51.28,51.07
REPCOHOME,5.94,5.94
