SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,72.41,77.03
WHEELS,24.01,24.01
RIIL,114.34,114.34
PREMIERPOL,20.84,20.84
RAYMOND,72.19,15.64
RSWM,19.05,16.52
SHREDIGCEM,43.11,43.11
SESHAPAPER,20.35,20.35
SMLMAH,37.03,37.03
SUNDRMFAST,34.02,33.47
EXIDEIND,41.48,41.16
ELECON,46.25,43.95
CRISIL,35.32,35.32
LMW,131.74,124.87
NELCO,675.64,208.98
MASTEK,13.19,12.68
MAHSCOOTER,48.06,48.06
LUMAXIND,42.43,38.52
TRENT,89.08,88.08
KECL,56.66,36.44
CUMMINSIND,72.67,70.63
KCP,8.02,7.75
JAYBARMARU,15.72,15.21
JBCHEPHARM,56.30,54.79
INFY,15.05,14.61
INDIAGLYCO,30.00,29.92
IONEXCHANG,45.66,42.04
IFBIND,38.69,36.10
IGPL,606.79,606.79
HIMATSEIDE,17.63,17.63
GNFC,9.10,9.10
BPCL,5.44,5.38
BHARATFORG,92.22,84.46
BASF,37.85,37.85
FORCEMOT,19.00,21.71
ATUL,26.10,26.16
ARVIND,33.71,32.83
ACC,12.00,12.15
TMPV,,29.07
SCI,10.02,10.02
MRPL,14.36,14.36
LINDEINDIA,122.38,122.38
HINDPETRO,4.96,4.96
ESCORTS,23.98,24.35
BAJAJHLDNG,53.46,143.46
ASHOKLEY,24.84,23.18
VOLTAS,89.83,86.43
TITAN,80.06,78.87
TATASTEEL,22.35,20.98
SUNDARMFIN,24.72,24.02
SPIC,7.68,7.68
VEDL,6.60,6.01
SBIN,11.00,11.31
RELIANCE,18.30,18.30
PFIZER,29.54,28.22
NOCIL,50.56,47.61
BOSCHLTD,44.14,52.63
DRREDDY,25.10,25.10
BATAINDIA,65.44,94.23
DEEPAKFERT,26.35,26.35
CHAMBLFERT,9.97,9.97
CARBORUNIV,148.72,49.36
MAHSEAMLES,11.10,11.03
HINDOILEXP,32.90,67.74
DICIND,24.99,22.64
COROMANDEL,32.20,31.50
BALMLAWRIE,14.92,14.92
MOTOGENFIN,0.74,
MARALOVER,69.41,58.65
ASIANPAINT,59.90,58.35
RAMCOCEM,31.70,123.60
INDIACEM,,136.70
PGHL,35.13,35.13
BEML,109.32,109.32
ADOR,27.93,27.31
CENTENKA,11.38,11.22
TATACHEM,,219.81
TORNTPHARM,78.73,76.53
VTL,26.49,26.49
SUNDROP,120.54,120.54
FEDERALBNK,18.04,18.04
EPL,19.07,17.99
VLSFINANCE,36.71,36.71
SUPREMEIND,51.05,51.05
SRF,44.34,42.86
BIRLACABLE,33.75,33.75
BALRAMCHIN,36.84,36.84
AEGISLOG,38.78,38.78
WEIZMANIND,17.54,17.54
UNICHEMLAB,16.19,81.83
BBOX,70.97,56.01
HONAUT,64.10,63.11
JTEKTINDIA,50.98,48.11
SAURASHCEM,41.49,26.32
RANEHOLDIN,16.11,18.32
PRECOT,26.61,26.61
TATAELXSI,35.18,32.67
SUNPHARMA,40.30,37.13
KOHINOOR,1.10,
SHREYANIND,29.16,29.16
SANDESH,11.36,11.07
HCC,37.71,43.77
BAJAJHIND,33.13,29.85
APOLLOHOSP,65.37,64.87
ARE&M,18.28,23.26
ADANIENT,44.51,170.57
IVP,9.00,8.85
BALKRISIND,33.67,33.67
INDBANK,20.36,20.36
GINNIFILA,10.69,9.67
EICHERMOT,42.36,41.98
RAJSREESUG,90.34,32.64
GVT&D,93.40,90.10
NEULANDLAB,66.97,66.97
ONGC,6.69,6.65
ITI,94.24,
ZENSARTECH,15.51,15.13
TAINWALCHM,19.62,19.62
BERGEPAINT,52.95,51.11
BANARISUG,29.50,29.50
KPIL,21.53,21.96
JYOTISTRUC,24.31,24.31
IGARASHI,120.23,120.23
BSL,55.31,55.31
BLUEDART,47.03,40.90
JAYNECOIND,18.96,18.56
MUNJALSHOW,24.44,22.73
APCOTEXIND,26.99,27.11
SOTL,21.85,21.85
HSCL,44.86,44.86
RCF,16.49,17.93
RANASUG,0.67,
KARURVYSYA,11.53,11.53
DECCANCE,27.87,51.82
WSI,218.28,253.61
UFLEX,9.80,9.53
TATAPOWER,27.37,27.10
ADVANIHOTR,20.30,19.73
THOMASCOOK,22.26,21.76
SUNFLAG,30.50,29.49
SUBROS,31.96,30.93
SPMLINFRA,21.42,21.42
SIMPLEXINF,55.29,56.33
SIEMENS,98.90,98.90
BHARATRAS,15.71,14.30
WIPRO,13.25,13.25
VSTIND,13.83,13.83
JUBLPHARMA,39.02,35.15
UNIVCABLES,47.96,47.96
TATACOMM,52.36,49.47
TOKYOPLAST,128.11,128.11
SOMANYCERA,29.63,28.62
MURUDCERA,17.01,17.01
IFCI,46.19,44.64
HLVLTD,237.40,96.63
SANOFI,24.99,23.55
M&M,23.09,22.80
LIBERTSHOE,40.36,40.86
KAJARIACER,40.21,37.89
HEIDELBERG,26.63,25.63
MODTHREAD,13.72,13.72
MANGLMCEM,20.52,18.82
PRSMJOHNSN,93.51,
POLYPLEX,81.51,81.51
PIDILITIND,64.01,63.74
PCBL,63.36,68.21
3PLAND,26.29,26.29
OSWALAGRO,63.29,38.05
EIHAHOTELS,23.03,22.30
HONDAPOWER,33.47,30.07
JINDALSAW,27.72,27.72
SAIL,23.33,20.39
RUBYMILLS,29.40,29.40
STYRENIX,21.36,21.21
ABB,95.01,95.01
IDBI,10.10,10.10
GRAPHITE,70.95,70.20
CANFINHOME,11.01,11.01
BRITANNIA,49.57,49.57
BBL,25.56,25.56
ELECTCAST,29.10,24.97
DHAMPURSUG,14.22,14.22
DCMSHRIRAM,18.73,18.30
DABUR,41.20,40.94
COSMOFIRST,13.76,13.29
CIPLA,30.02,28.36
HEROMOTOCO,18.11,17.80
HDFCBANK,16.03,15.81
HARRMALAYA,14.35,14.35
GMBREW,12.37,12.37
GIPCL,6.41,6.41
ITC,16.73,16.53
INDIANHUME,15.47,23.75
HINDCOMPOS,21.31,20.33
IOC,4.75,4.75
OSWALGREEN,,15.57
HUHTAMAKI,13.86,13.88
RICOAUTO,32.70,29.00
KAMATHOTEL,14.00,19.15
IFBAGRO,16.33,16.33
BANCOINDIA,19.52,20.05
MANINDS,24.47,24.47
APOLLOTYRE,19.72,18.87
SIYSIL,12.72,12.72
SHANTIGEAR,44.05,42.12
PRECWIRE,44.65,44.65
ONWARDTEC,14.28,13.59
NILKAMAL,18.75,17.22
NCC,12.44,12.00
ICIL,63.64,63.64
SEAMECLTD,14.31,14.31
ELGIEQUIP,43.15,42.10
AUROPHARMA,25.52,25.18
BBTC,4.16,4.30
EIHOTEL,35.06,30.27
KANORICHEM,30.26,30.26
LICHSGFIN,5.40,5.40
GICHSGFIN,5.17,5.17
BEPL,14.82,14.82
RAIN,17.00,17.00
BANARBEADS,43.11,43.11
MOREPENLAB,35.84,47.32
WSTCSTPAPR,22.42,22.42
VENKEYS,15.20,15.20
GHCL,8.51,8.51
S&SPOWER,44.55,44.55
PRUDMOULI,6.15,6.15
PRAJIND,271.09,71.23
BPL,,291.13
PGHH,33.64,33.64
VESUVIUS,36.20,36.20
TFCILTD,30.20,30.20
BOMDYEING,95.97,93.22
GTL,0.19,
NAVNETEDUL,9.94,40.35
GUJALKALI,211.72,211.72
AGI,12.57,12.44
GLAXO,40.28,40.89
TATACONSUM,66.34,65.76
ZEEL,36.54,35.62
CHOLAFIN,28.88,28.88
INDHOTEL,47.55,52.55
FMGOETZE,14.65,13.78
KOTAKBANK,19.64,19.91
ORIENTHOT,33.24,32.94
GILLETTE,39.00,39.00
GOLDENTOBC,6.70,7.61
KANSAINER,27.67,25.68
FOSECOIND,44.65,39.32
ESABINDIA,42.09,45.68
3MINDIA,78.81,93.65
ANDHRAPAP,65.59,65.59
GABRIEL,71.13,68.29
SCHAEFFLER,53.26,53.26
AARTIIND,41.82,42.54
RALLIS,24.40,
AMJLAND,10.37,10.37
PRAKASH,6.86,6.86
MFSL,532.54,532.54
KSB,65.67,61.59
KOPRAN,38.90,38.90
HEG,49.50,49.50
GREAVESCOT,173.38,185.09
GODFRYPHLP,26.00,26.00
VARDMNPOLY,41.44,41.44
SURYAROSNI,18.88,18.88
TATAINVEST,106.85,106.85
TIMKEN,58.18,58.18
SUDARSCHEM,738.07,150.63
SHREECEM,54.22,54.22
SAKHTISUG,7.26,7.26
IPCALAB,39.19,37.22
INGERRAND,54.15,52.69
JSWDULUX,6.67,35.81
HINDALCO,16.35,14.02
HINDZINC,16.13,16.15
HINDUNILVR,47.01,46.22
GSFC,9.59,9.59
GRASIM,20.95,20.46
AMBUJACEM,19.50,17.07
FINPIPE,18.55,18.55
FINCABLES,24.13,29.47
EIDPARRY,10.04,6.17
DCW,28.93,28.93
CGPOWER,120.27,117.85
SUDARCOLOR,19.60,13.84
CESC,13.09,13.09
BIRLACORPN,13.36,13.22
BHEL,91.37,91.37
BHARATGEAR,11.50,11.50
BEL,49.77,49.77
BAJFINANCE,32.45,32.14
ASHAPURMIN,16.93,16.74
NAVA,16.20,16.20
CORALFINAC,8.95,8.95
GREENPLY,32.72,30.03
TNPL,4.02,4.02
AUTOAXLES,16.33,15.52
REMSONSIND,12.87,12.49
DALMIASUG,12.55,12.55
NATCOPHARM,12.69,12.69
KHAITANLTD,10.29,10.29
SWARAJENG,23.25,22.96
MRF,22.96,22.53
GARFIBRES,37.16,35.33
ANDHRSUGAR,12.81,11.46
TNPETRO,8.81,9.39
TTKPRESTIG,58.10,51.90
STARPAPER,6.63,6.63
SKFINDIA,29.12,26.79
AUSOMENT,11.26,11.26
EIMCOELECO,25.72,25.72
JAYAGROGN,12.90,12.90
CUBEXTUB,15.26,15.26
MARICO,60.75,60.75
SILINV,11.62,11.62
SAMBHAAV,2057.10,2057.10
BIOFILCHEM,19.44,19.44
KEYFINSERV,21.98,21.42
ZENITHEXPO,46.99,46.99
SUNDRMBRAK,130.99,116.06
SANGAMIND,38.01,35.37
MOTHERSON,42.81,39.95
SOMATEX,37.27,98.66
VISAKAIND,8.50,19.16
AARTIDRUGS,18.99,18.99
STERTOOLS,30.09,50.95
CREST,21.52,21.52
INDIANCARD,35.84,28.66
HITECHGEAR,56.61,56.61
WENDT,107.58,107.58
DENORA,52.83,52.83
TVSSRICHAK,44.57,48.87
SHRIRAMFIN,23.85,23.85
PUNJABCHEM,22.23,21.68
DYNAMATECH,216.59,151.98
GUJAPOLLO,91.14,91.14
GANESHHOU,22.60,22.60
MMFL,25.42,25.41
JAGSNPHARM,34.49,33.30
ALKYLAMINE,53.08,53.08
BOSCH-HCIL,,228.12
MPHASIS,24.31,23.98
GUJRAFFIA,20.45,20.45
RUCHINFRA,13.65,13.65
RAMCOIND,23.40,24.49
KOTHARIPET,10.60,10.57
HERITGFOOD,20.44,21.58
INDRAMEDCO,18.67,18.67
BANKBARODA,6.55,6.55
MADRASFERT,13.47,12.38
GAIL,18.56,18.56
INDNIPPON,24.61,27.51
SKMEGGPROD,17.99,17.99
BANKINDIA,6.40,6.17
CONCOR,30.89,30.89
