,02-Jul-2026
The Nifty witnessed an intraday movement of about 135.75 points.The closing index was 0.71 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 122377.81
, Traded Quantity (in Lakhs), 55868.76
, Number of Trades, 37820806
, Total Market Capitalisation (Rs. Crores), 47980203.72

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24005.85,     24062.20,     24194.55,     24058.80,     24175.70,169.85
,NIFTY50 EQL Wgt,     32556.10,     32670.35,     32852.70,     32652.30,     32837.65,281.55
,NIFTY100 EQL Wgt,     34320.45,     34453.55,     34562.95,     34397.35,     34551.60,231.15
,NIFTY100 LowVol30,     19811.50,     19885.70,     20011.90,     19870.00,     19997.75,186.25
,NIFTY Alpha 50,     53609.80,     53797.25,     53908.90,     53492.25,     53835.30,225.50
,NIFTY MIDCAP 150,     22823.50,     22908.45,     22964.65,     22856.65,     22934.90,111.40
,NIFTY SMLCAP 50,      9354.15,      9387.40,      9464.85,      9367.15,      9460.00,105.85
,NIFTY SMLCAP 250,     17801.55,     17867.60,     17993.80,     17846.20,     17983.35,181.80
,NIFTY MIDSML 400,     20995.45,     21073.50,     21146.75,     21039.40,     21136.35,140.90
,NIFTY200 QUALTY30,     19662.40,     19763.65,     19917.60,     19759.95,     19899.60,237.20
,Nifty FinSrv25 50,     29057.70,     29094.30,     29252.00,     29077.30,     29167.15,109.45
,NIFTY AlphaLowVol,     26481.30,     26601.35,     26648.40,     26508.65,     26632.75,151.45
,Nifty200Momentm30,     30893.75,     30986.20,     31012.50,     30709.80,     30849.30,-44.45
,Nifty100ESGSecLdr,      4028.35,      4037.45,      4064.05,      4037.30,      4060.05,31.70
,NIFTY100 ESG,      4878.90,      4896.50,      4934.60,      4896.05,      4931.05,52.15
,NIFTY M150 QLTY50,     23885.65,     23976.40,     24052.40,     23920.35,     24016.55,130.90
,NIFTY INDIA MFG,     15890.30,     15956.65,     15986.75,     15901.65,     15980.10,89.80
,Nifty200 Alpha 30,     26265.50,     26334.70,     26399.05,     26142.05,     26279.00,13.50
,NiftyM150Momntm50,     63083.65,     63260.90,     63329.55,     62713.80,     62989.40,-94.25
,Nifty50 USD,      8734.65,      8734.65,      8814.05,      8574.25,      8780.15,45.50
,Nifty IT,     25769.80,     26141.75,     27030.95,     26132.00,     26965.05,1195.25
,Nifty Next 50,     72100.65,     72422.10,     72524.00,     72090.90,     72418.55,317.90
,Nifty Bank,     58033.05,     58134.50,     58396.10,     57884.60,     58031.65,-1.40
,NIFTY MIDCAP 100,     62008.80,     62238.15,     62421.00,     62127.50,     62307.90,299.10
,Nifty 500,     23111.65,     23182.05,     23276.20,     23170.75,     23264.80,153.15
,Nifty 100,     25065.10,     25133.60,     25245.70,     25131.40,     25230.20,165.10
,Nifty Midcap 50,     17716.10,     17786.25,     17847.85,     17761.50,     17806.00,89.90
,Nifty Realty,       859.25,       861.90,       872.85,       860.55,       871.70,12.45
,Nifty Infra,      9442.05,      9456.20,      9467.75,      9411.85,      9455.80,13.75
,Nifty Energy,     39764.85,     39816.05,     39835.30,     39473.50,     39707.00,-57.85
,Nifty FMCG,     49806.80,     49930.30,     50176.50,     49677.25,     50084.70,277.90
,Nifty MNC,     32851.15,     32974.65,     32994.45,     32783.95,     32934.50,83.35
,Nifty Pharma,     25182.70,     25301.80,     25364.75,     25160.30,     25308.90,126.20
,Nifty PSE,     10016.35,     10043.85,     10052.40,      9981.30,     10039.05,22.70
,Nifty PSU Bank,      8576.60,      8622.20,      8628.85,      8504.60,      8539.35,-37.25
,Nifty Serv Sector,     30662.60,     30723.35,     30967.35,     30721.65,     30921.50,258.90
,Nifty Auto,     26783.20,     26965.55,     27141.40,     26777.10,     27108.20,325.00
,Nifty Metal,     12394.75,     12450.85,     12590.20,     12446.85,     12503.90,109.15
,Nifty Media,      1509.05,      1517.65,      1526.90,      1503.95,      1519.15,10.10
,NIFTY SMLCAP 100,     18931.05,     19008.85,     19179.20,     18984.10,     19167.80,236.75
,Nifty 200,     13879.05,     13919.65,     13973.60,     13915.40,     13965.60,86.55
,Nifty Div Opps 50,      5714.30,      5751.15,      5797.95,      5746.35,      5794.75,80.45
,Nifty Commodities,      9785.45,      9822.55,      9870.40,      9794.20,      9859.80,74.35
,Nifty Consumption,     11692.60,     11726.00,     11777.80,     11681.55,     11767.95,75.35
,Nifty Fin Service,     26797.75,     26804.15,     26979.05,     26802.55,     26862.40,64.65
,Nifty50 Div Point,       117.69,       117.69,       117.69,       117.69,       117.69,0.00
,Nifty100 Liq 15,      7529.35,      7526.10,      7559.20,      7517.85,      7542.35,13.00
,Nifty CPSE,      6704.65,      6721.15,      6730.20,      6659.10,      6720.90,16.25
,Nifty GrowSect 15,     10594.00,     10677.60,     10845.25,     10676.00,     10829.15,235.15
,Nifty50 PR 2x Lev,     11932.65,     11986.95,     12118.50,     11986.90,     12099.75,167.10
,Nifty50 PR 1x Inv,       220.20,       219.70,       219.70,       218.50,       218.65,-1.55
,Nifty50 TR 2x Lev,     18075.20,     18157.40,     18356.70,     18157.40,     18328.35,253.15
,Nifty50 TR 1x Inv,       179.20,       178.85,       178.85,       177.85,       178.00,-1.20
,Nifty50 Value 20,     11884.40,     11926.95,     12005.10,     11910.70,     11985.90,101.50
,Nifty Mid Liq 15,     16463.60,     16541.10,     16633.30,     16501.20,     16524.90,61.30
,Nifty Pvt Bank,     28177.75,     28202.80,     28372.40,     28101.10,     28215.45,37.70
,NIFTY100 Qualty30,      5416.50,      5444.25,      5493.65,      5443.35,      5488.75,72.25
,Nifty GS 8 13Yr,      3040.96,      3041.52,      3048.40,      3041.52,      3047.63,6.67
,Nifty GS 10Yr,      2668.42,      2668.92,      2676.15,      2668.91,      2675.57,7.15
,Nifty GS 10Yr Cln,       880.17,       880.17,       882.58,       880.17,       882.38,2.21
,Nifty GS 4 8Yr,      3319.59,      3320.19,      3324.88,      3320.18,      3324.60,5.01
,Nifty GS 11 15Yr,      3366.91,      3367.54,      3373.06,      3367.54,      3372.03,5.12
,Nifty GS 15YrPlus,      3582.15,      3582.88,      3602.78,      3582.87,      3601.06,18.91
,Nifty GS Compsite,      3136.55,      3137.13,      3145.18,      3137.13,      3144.33,7.78
,NIFTY HEALTHCARE,     16060.95,     16126.00,     16188.55,     16056.35,     16150.90,89.95
,NIFTY CONSR DURBL,     36446.90,     36551.00,     37020.00,     36529.55,     36968.50,521.60
,NIFTY OIL AND GAS,     11084.15,     11088.50,     11170.60,     11068.25,     11132.50,48.35
,NIFTY500 MULTICAP,     16356.85,     16409.60,     16480.25,     16398.70,     16472.50,115.65
,NIFTY LARGEMID250,     16543.60,     16596.95,     16646.60,     16581.80,     16638.45,94.85
,NIFTY MID SELECT,     14536.10,     14595.70,     14619.50,     14537.05,     14573.30,37.20
,NIFTY TOTAL MKT,     13042.10,     13082.30,     13136.30,     13075.95,     13129.65,87.55
,NIFTY MICROCAP250,     25185.05,     25285.10,     25427.40,     25198.85,     25401.95,216.90
,NIFTY IND DIGITAL,      7665.20,      7721.65,      7852.50,      7719.60,      7840.75,175.55
,Nifty Tata 25 Cap,     13884.55,     13965.95,     14153.00,     13957.40,     14129.00,244.45
,Nifty MidSml Hlth,     49846.00,     50009.80,     50318.45,     49735.40,     50269.25,423.25
,Nifty Multi Mfg,     16227.15,     16289.35,     16333.35,     16251.95,     16327.15,100.00
,Nifty Multi Infra,     14715.00,     14747.15,     14767.70,     14686.20,     14755.00,40.00
,BHARATBOND-APR30,      1606.78,      1607.10,      1607.95,      1607.08,      1607.95,1.17
,BHARATBOND-APR31,      1461.63,      1461.91,      1462.43,      1461.91,      1462.43,0.80
,BHARATBOND-APR32,      1328.18,      1328.44,      1328.46,      1328.43,      1328.46,0.28
,BHARATBOND-APR33,      1287.36,      1287.62,      1288.56,      1287.61,      1288.56,1.20
,Nifty Ind Defence,      9555.45,      9582.35,      9613.05,      9508.50,      9604.50,49.05
,Nifty Ind Tourism,      8068.50,      8098.00,      8125.55,      8063.95,      8094.10,25.60
,Nifty Capital Mkt,      5554.50,      5575.25,      5608.60,      5529.05,      5536.25,-18.25
,Nifty500Momentm50,     53835.75,     53965.90,     54017.45,     53458.95,     53701.85,-133.90
,NiftyMS400 MQ 100,     50470.40,     50652.35,     50813.40,     50415.15,     50714.95,244.55
,NiftySml250MQ 100,     46397.25,     46544.15,     47026.30,     46482.20,     46984.35,587.10
,Nifty Top 10 EW,      8525.40,      8555.90,      8614.65,      8555.70,      8603.20,77.80
,Nifty AQL 30,     22725.30,     22812.65,     22853.60,     22737.50,     22839.85,114.55
,Nifty AQLV 30,     20026.40,     20108.60,     20138.25,     20051.30,     20130.10,103.70
,Nifty EV,      3093.00,      3110.55,      3141.45,      3105.30,      3138.95,45.95
,Nifty HighBeta 50,      4352.50,      4369.10,      4386.45,      4358.25,      4383.55,31.05
,Nifty New Consump,     11565.45,     11610.85,     11661.80,     11577.30,     11654.10,88.65
,Nifty Corp MAATR,     38310.05,     38457.95,     38755.05,     38435.45,     38732.50,422.45
