,11-Aug-2026
The Nifty witnessed an intraday movement of about 147.6 points.The closing index was 0.46 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 121035.77
, Traded Quantity (in Lakhs), 48979.86
, Number of Trades, 36990050
, Total Market Capitalisation (Rs. Crores), 49214063.65

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24583.80,     24575.10,     24576.85,     24429.25,     24471.70,-112.10
,NIFTY50 EQL Wgt,     33724.80,     33734.50,     33744.45,     33514.00,     33564.20,-160.60
,NIFTY100 EQL Wgt,     35629.70,     35664.40,     35668.35,     35456.40,     35528.90,-100.80
,NIFTY100 LowVol30,     20694.50,     20707.50,     20710.60,     20563.00,     20606.80,-87.70
,NIFTY Alpha 50,     56242.35,     56434.10,     56497.75,     56179.60,     56346.20,103.85
,NIFTY MIDCAP 150,     23470.90,     23502.90,     23510.70,     23387.70,     23459.80,-11.10
,NIFTY SMLCAP 50,      9925.30,      9958.30,      9981.45,      9930.75,      9942.80,17.50
,NIFTY SMLCAP 250,     18345.55,     18385.30,     18418.45,     18357.80,     18381.85,36.30
,NIFTY MIDSML 400,     21607.10,     21642.50,     21648.80,     21564.35,     21615.05,7.95
,NIFTY200 QUALTY30,     21051.45,     21066.65,     21082.40,     20931.55,     20974.25,-77.20
,Nifty FinSrv25 50,     28932.35,     28921.80,     28922.40,     28700.40,     28828.15,-104.20
,NIFTY AlphaLowVol,     27692.80,     27679.60,     27682.70,     27453.75,     27512.10,-180.70
,Nifty200Momentm30,     31304.35,     31396.90,     31423.00,     31080.30,     31212.45,-91.90
,Nifty100ESGSecLdr,      4136.65,      4137.05,      4137.65,      4108.90,      4115.20,-21.45
,NIFTY100 ESG,      5134.85,      5139.55,      5139.65,      5107.95,      5117.20,-17.65
,NIFTY M150 QLTY50,     25002.75,     25021.95,     25024.85,     24869.10,     24914.65,-88.10
,NIFTY INDIA MFG,     16655.50,     16654.90,     16677.95,     16574.25,     16608.90,-46.60
,Nifty200 Alpha 30,     26854.10,     26974.95,     26996.25,     26751.25,     26821.60,-32.50
,NiftyM150Momntm50,     64170.90,     64320.10,     64355.20,     63795.40,     64125.00,-45.90
,Nifty50 USD,      8938.50,      8938.50,      9049.90,      8869.80,      8884.15,-54.35
,Nifty IT,     31631.45,     31741.25,     31954.00,     31639.10,     31823.15,191.70
,Nifty Next 50,     74766.85,     74878.45,     74878.45,     74367.35,     74650.85,-116.00
,Nifty Bank,     57686.95,     57604.35,     57607.25,     57158.10,     57446.25,-240.70
,NIFTY MIDCAP 100,     63855.70,     63934.05,     63953.95,     63586.75,     63843.85,-11.85
,Nifty 500,     23743.20,     23755.40,     23756.05,     23638.55,     23681.15,-62.05
,Nifty 100,     25728.30,     25728.05,     25729.20,     25578.30,     25625.40,-102.90
,Nifty Midcap 50,     18298.90,     18319.95,     18327.05,     18219.15,     18312.35,13.45
,Nifty Realty,       897.95,       899.95,       902.50,       887.20,       889.10,-8.85
,Nifty Infra,      9465.85,      9462.70,      9464.55,      9371.70,      9384.50,-81.35
,Nifty Energy,     38748.15,     38834.80,     38857.90,     38580.95,     38707.75,-40.40
,Nifty FMCG,     49363.60,     49337.25,     49360.45,     48739.05,     48787.85,-575.75
,Nifty MNC,     33875.30,     33966.80,     34028.00,     33713.30,     33746.10,-129.20
,Nifty Pharma,     26479.55,     26506.00,     26757.90,     26422.55,     26750.45,270.90
,Nifty PSE,      9850.75,      9855.35,      9864.40,      9792.40,      9831.40,-19.35
,Nifty PSU Bank,      8639.80,      8645.45,      8668.55,      8557.40,      8640.25,0.45
,Nifty Serv Sector,     31310.15,     31307.25,     31307.65,     31107.15,     31223.65,-86.50
,Nifty Auto,     29620.05,     29618.65,     29713.00,     29422.30,     29458.55,-161.50
,Nifty Metal,     13226.70,     13261.30,     13289.70,     13073.65,     13100.80,-125.90
,Nifty Media,      1559.45,      1551.40,      1560.70,      1543.35,      1552.75,-6.70
,NIFTY SMLCAP 100,     19813.95,     19860.00,     19909.60,     19834.40,     19857.15,43.20
,Nifty 200,     14255.60,     14259.00,     14259.35,     14179.70,     14209.50,-46.10
