,29-Jul-2026
The Nifty witnessed an intraday movement of about 146.8 points.The closing index was 1.1 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 128099.99
, Traded Quantity (in Lakhs), 43330.40
, Number of Trades, 37194632
, Total Market Capitalisation (Rs. Crores), 48217465.48

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23985.35,     24176.65,     24283.55,     24136.75,     24250.20,264.85
,NIFTY50 EQL Wgt,     32929.75,     33152.65,     33269.50,     33071.85,     33235.40,305.65
,NIFTY100 EQL Wgt,     34605.25,     34772.55,     34930.20,     34728.00,     34898.65,293.40
,NIFTY100 LowVol30,     20308.75,     20442.15,     20544.95,     20411.25,     20516.40,207.65
,NIFTY Alpha 50,     53198.20,     53434.45,     53860.20,     53313.65,     53779.65,581.45
,NIFTY MIDCAP 150,     22931.45,     23036.75,     23148.35,     23006.40,     23123.70,192.25
,NIFTY SMLCAP 50,      9502.55,      9539.30,      9647.80,      9515.00,      9641.10,138.55
,NIFTY SMLCAP 250,     17741.45,     17826.10,     17990.15,     17777.55,     17978.05,236.60
,NIFTY MIDSML 400,     21036.95,     21134.85,     21267.75,     21098.95,     21248.65,211.70
,NIFTY200 QUALTY30,     20447.55,     20612.20,     20704.55,     20579.65,     20669.05,221.50
,Nifty FinSrv25 50,     28497.30,     28717.45,     28828.70,     28616.80,     28790.40,293.10
,NIFTY AlphaLowVol,     27112.65,     27211.10,     27311.20,     27147.10,     27277.80,165.15
,Nifty200Momentm30,     29992.70,     30086.10,     30239.10,     30011.10,     30201.35,208.65
,Nifty100ESGSecLdr,      4036.15,      4065.50,      4084.35,      4058.95,      4079.25,43.10
,NIFTY100 ESG,      4991.50,      5029.30,      5052.80,      5022.05,      5047.30,55.80
,NIFTY M150 QLTY50,     24181.30,     24293.50,     24465.00,     24274.85,     24439.90,258.60
,NIFTY INDIA MFG,     15941.20,     15987.00,     16068.05,     15958.75,     16055.05,113.85
,Nifty200 Alpha 30,     25739.85,     25837.70,     25985.10,     25780.05,     25951.90,212.05
,NiftyM150Momntm50,     61915.15,     62197.70,     62577.30,     62051.60,     62492.00,576.85
,Nifty50 USD,      8670.10,      8670.10,      8803.60,      8460.35,      8781.55,111.45
,Nifty IT,     30418.35,     31106.60,     31352.80,     30770.55,     31123.10,704.75
,Nifty Next 50,     72087.45,     72317.70,     72693.40,     72248.65,     72626.55,539.10
,Nifty Bank,     56755.60,     57126.60,     57315.95,     56939.35,     57205.90,450.30
,NIFTY MIDCAP 100,     62351.50,     62651.95,     62933.55,     62567.55,     62862.25,510.75
,Nifty 500,     23114.90,     23261.05,     23377.80,     23233.40,     23352.60,237.70
,Nifty 100,     25046.95,     25224.65,     25338.35,     25186.25,     25307.05,260.10
,Nifty Midcap 50,     17973.90,     18065.75,     18120.20,     18036.25,     18087.70,113.80
,Nifty Realty,       921.45,       922.45,       927.75,       911.85,       918.45,-3.00
,Nifty Infra,      9254.35,      9305.05,      9335.25,      9291.55,      9316.10,61.75
,Nifty Energy,     38174.80,     38272.25,     38288.90,     37968.25,     38180.55,5.75
,Nifty FMCG,     48881.20,     49233.20,     49867.50,     49051.35,     49690.65,809.45
,Nifty MNC,     32517.90,     32612.35,     32882.80,     32540.65,     32838.00,320.10
,Nifty Pharma,     25998.85,     26055.40,     26410.45,     26022.55,     26373.35,374.50
,Nifty PSE,      9878.85,      9897.50,      9898.95,      9832.70,      9875.35,-3.50
,Nifty PSU Bank,      8284.20,      8318.05,      8361.00,      8299.95,      8317.15,32.95
,Nifty Serv Sector,     30799.80,     31080.85,     31219.45,     30998.55,     31176.05,376.25
,Nifty Auto,     27843.90,     27935.20,     28135.50,     27731.00,     27825.95,-17.95
,Nifty Metal,     12400.25,     12456.45,     12705.60,     12426.45,     12686.80,286.55
,Nifty Media,      1558.60,      1563.80,      1583.25,      1558.55,      1580.85,22.25
,NIFTY SMLCAP 100,     19080.70,     19160.90,     19378.25,     19113.75,     19362.35,281.65
,Nifty 200,     13886.35,     13978.55,     14041.45,     13958.90,     14024.45,138.10
,Nifty Div Opps 50,      5868.55,      5922.60,      5951.80,      5905.40,      5937.65,69.10
,Nifty Commodities,      9720.90,      9757.75,      9814.85,      9733.50,      9800.95,80.05
,Nifty Consumption,     11907.05,     11963.95,     12039.95,     11936.75,     12021.45,114.40
,Nifty Fin Service,     26024.20,     26217.10,     26325.00,     26135.80,     26287.10,262.90
,Nifty50 Div Point,       158.29,       158.29,       158.29,       158.29,       158.29,0.00
,Nifty100 Liq 15,      7423.25,      7462.20,      7506.55,      7449.55,      7494.75,71.50
,Nifty CPSE,      6489.85,      6505.90,      6507.35,      6452.35,      6473.50,-16.35
,Nifty GrowSect 15,     11407.25,     11528.40,     11599.30,     11516.75,     11587.90,180.65
,Nifty50 PR 2x Lev,     11854.60,     12041.95,     12147.05,     12007.45,     12114.65,260.05
,Nifty50 PR 1x Inv,       221.00,       219.25,       219.55,       218.25,       218.55,-2.45
,Nifty50 TR 2x Lev,     18017.65,     18302.40,     18462.15,     18249.90,     18412.85,395.20
,Nifty50 TR 1x Inv,       179.55,       178.15,       178.45,       177.35,       177.60,-1.95
,Nifty50 Value 20,     11807.60,     11914.15,     11956.65,     11872.70,     11935.75,128.15
,Nifty Mid Liq 15,     16509.00,     16617.15,     16743.35,     16591.75,     16713.70,204.70
,Nifty Pvt Bank,     27282.70,     27453.05,     27608.85,     27360.00,     27563.45,280.75
,NIFTY100 Qualty30,      5602.75,      5648.80,      5681.70,      5640.30,      5672.00,69.25
