SYMBOL,SYMBOL P/E,ADJUSTED P/E
NAVA,15.10,15.10
KESORAMIND,,Infinity
CORALFINAC,9.16,9.16
GREENPLY,35.95,31.28
TNPL,4.21,4.21
PARASPETRO,,Infinity
AUTOAXLES,16.56,Infinity
PEARLPOLY,,Infinity
REMSONSIND,16.07,Infinity
DALMIASUG,12.10,12.10
NATCOPHARM,11.58,11.58
KHAITANLTD,8.88,8.88
SWARAJENG,21.84,Infinity
MRF,23.27,Infinity
GARFIBRES,36.02,34.24
ANDHRSUGAR,12.78,11.23
TNPETRO,8.91,Infinity
TTKPRESTIG,46.24,Infinity
STARPAPER,7.21,Infinity
SKFINDIA,27.51,Infinity
AUSOMENT,10.01,Infinity
EIMCOELECO,25.93,Infinity
JAYAGROGN,12.64,12.64
CUBEXTUB,14.65,Infinity
MARICO,62.35,62.35
SILINV,11.60,11.60
SAMBHAAV,1493.20,1493.20
REGENCERAM,,Infinity
BIOFILCHEM,18.66,18.66
NORBTEAEXP,,Infinity
KEYFINSERV,21.40,20.85
ZENITHEXPO,47.34,47.34
SUNDRMBRAK,117.53,Infinity
SANGAMIND,25.22,Infinity
MOTHERSON,38.94,36.53
SOMATEX,36.47,Infinity
VISAKAIND,8.64,19.46
AARTIDRUGS,20.19,Infinity
STERTOOLS,31.24,Infinity
CREST,21.60,21.60
INDIANCARD,36.05,28.83
HITECHGEAR,51.28,51.28
WENDT,96.84,96.84
DENORA,39.45,Infinity
TVSSRICHAK,42.36,Infinity
SHRIRAMFIN,21.76,21.76
SAGCEM,,Infinity
PUNJABCHEM,21.45,Infinity
DYNAMATECH,216.65,152.02
GUJAPOLLO,75.05,Infinity
GANESHHOU,23.29,Infinity
MMFL,26.92,Infinity
JAGSNPHARM,33.46,Infinity
ALKYLAMINE,50.73,Infinity
BOSCH-HCIL,,240.46
MPHASIS,23.40,23.09
GUJRAFFIA,20.46,Infinity
RUCHINFRA,13.86,13.86
ATLASCYCLE,,Infinity
RAMCOIND,9.26,9.44
KOTHARIPET,11.35,Infinity
HERITGFOOD,22.78,24.21
INDRAMEDCO,18.29,Infinity
BANKBARODA,6.97,5.69
BLUECHIP,,Infinity
MADRASFERT,13.31,Infinity
GAIL,12.09,12.09
INDNIPPON,23.82,Infinity
SKMEGGPROD,11.81,Infinity
BANKINDIA,5.33,5.33
CONCOR,32.09,32.09
DCMFINSERV,,Infinity
ICICIBANK,18.36,18.36
KCPSUGIND,32.55,32.55
HUDCO,9.18,9.18
INDSWFTLAB,47.09,Infinity
SAREGAMA,49.00,47.56
FDC,23.71,Infinity
ENGINERSIN,18.07,18.07
ADROITINFO,14.35,Infinity
JAICORPLTD,10.54,10.48
ANTGRAPHIC,9.48,8.89
GMDCLTD,18.76,31.16
MAHAPEXLTD,,Infinity
INDUSINDBK,59.66,59.66
ASAHIINDIA,64.76,62.80
TRIGYN,83.24,Infinity
J&KBANK,7.46,7.46
KOTHARIPRO,10.09,13.99
CUB,14.58,14.58
SOUTHBANK,8.09,8.09
ASTRAZEN,107.99,Infinity
CEMPRO,39.06,Infinity
AXISBANK,13.77,13.77
CYIENT,22.74,21.09
SONATSOFTW,19.47,17.82
NOIDATOLL,3.00,Infinity
CYBERTECH,13.38,Infinity
KOKUYOCMLN,34.78,Infinity
GOACARBON,,Infinity
DHANBANK,10.96,10.96
SANGHVIMOV,17.80,17.23
STCINDIA,35.27,15.12
MANUGRAPH,8.87,Infinity
VIPCLOTHNG,19.60,Infinity
NATIONALUM,9.52,9.52
IVC,55.10,55.10
JINDALSTEL,41.52,Infinity
ALEMBICLTD,7.37,7.37
ICDSLTD,48.13,48.13
BSOFT,14.76,14.17
HCLTECH,20.96,20.14
ACCELYA,17.88,Infinity
STAR,14.89,Infinity
ZYDUSLIFE,21.94,20.37
GLENMARK,35.07,Infinity
RAJESHEXPO,22.28,Infinity
CINEVISTA,14.18,14.18
SHREERAMA,21.11,Infinity
BLUECOAST,,Infinity
WOCKPHARMA,160.02,Infinity
LCCINFOTEC,,Infinity
NRBBEARING,27.28,Infinity
IOB,10.96,10.96
RAMCOSYS,52.57,Infinity
GVPIL,19.21,Infinity
BIL,73.87,Infinity
HCL-INSYS,,Infinity
CREATIVEYE,,Infinity
KTKBANK,7.49,7.49
MAHLIFE,25.20,Infinity
MUKTAARTS,,44.25
BLBLIMITED,2.46,Infinity
AJANTPHARM,38.15,Infinity
BLUESTARCO,65.55,61.88
CALSOFT,5.11,Infinity
TVSMOTOR,56.90,56.38
PNBGILTS,14.88,15.20
PNC,,5.69
TAJGVK,5.35,Infinity
NLCINDIA,10.96,10.96
REPRO,,Infinity
CHENNPETRO,4.50,Infinity
TTML,208.10,Infinity
KRBL,12.40,12.40
HAVELLS,48.50,47.52
GAEL,18.98,18.83
USHAMART,29.78,29.00
AXISCADES,91.68,84.58
UMIYA-MRO,19.35,19.35
TIPSMUSIC,39.79,Infinity
STLTECH,117.81,116.41
HIKAL,,57.27
TRIDENT,31.86,31.86
MARKSANS,27.87,Infinity
NEXTMEDIA,,Infinity
GOLDTECH,292.89,
SMARTLINK,12.06,Infinity
GODREJCP,58.84,53.76
SUVEN,,Infinity
JISLJALEQS,,159.01
LUPIN,20.62,18.97
UNITDSPR,58.55,54.89
TCI,15.53,15.53
MPSLTD,24.48,25.07
BHARTIARTL,36.38,33.69
ASAL,26.61,Infinity
OLECTRA,60.54,61.78
PONNIERODE,5.26,8.87
PNB,5.86,5.86
APTECHT,22.60,21.12
SURANAT&P,11.26,11.30
TEAMGTY,270.18,270.18
OFSS,28.54,28.54
UNIONBANK,6.33,6.33
NUCLEUS,17.13,15.81
CANBK,5.71,5.71
GENESYS,34.60,Infinity
OMAXAUTO,10.06,Infinity
GODREJIND,18.40,18.03
RADAAN,,Infinity
DIVISLAB,73.12,Infinity
RADICO,82.66,Infinity
INDORAMA,9.11,Infinity
MARUTI,31.22,Infinity
VARDHACRLC,8.65,Infinity
UCOBANK,11.65,11.65
BAGFILMS,18.20,18.20
JSL,19.02,Infinity
NSIL,50.01,50.00
WELSPUNLIV,69.20,63.82
JAIBALAJI,40.51,Infinity
TVSELECT,724.25,456.28
IGL,13.78,Infinity
DREDGECORP,669.10,Infinity
TVTODAY,47.61,107.57
UNIENTER,31.87,
UPL,22.98,23.03
MUKANDLTD,3.38,3.38
PETRONET,10.76,Infinity
PTC,7.24,7.21
VAIBHAVGBL,16.75,16.76
BIOCON,188.11,115.23
MAHABANK,8.10,8.10
POONAWALLA,51.87,51.87
XPROINDIA,107.79,107.79
RKFORGE,110.97,Infinity
DATAMATICS,25.23,21.07
NDTV,,Infinity
CCL,35.67,Infinity
EXCELINDUS,16.39,Infinity
LT,27.61,25.95
APARINDS,48.79,47.81
AMBICAAGAR,12.46,12.46
CENTEXT,14.49,Infinity
NIITLTD,141.54,Infinity
ULTRACEMCO,40.92,Infinity
TCS,17.10,15.86
COFORGE,39.68,54.14
TEXINFRA,130.10,130.10
GULFPETRO,6.27,5.91
GUFICBIO,60.88,Infinity
ASTRAMICRO,91.59,Infinity
WELENT,20.87,19.63
NTPC,11.88,11.88
SALSTEEL,,Infinity
KOTARISUG,31.70,
JBMA,64.00,62.39
DWARKESH,47.36,47.36
INDOCO,653.54,Infinity
SUPRAJIT,37.89,Infinity
PATELENG,10.07,6.08
XCHANGING,12.39,Infinity
JSWSTEEL,11.09,Infinity
CONSOFINVT,17.82,17.82
JPPOWER,19.54,15.01
EVEREADY,14.53,Infinity
GOKEX,59.64,Infinity
SAKSOFT,16.84,16.40
ALLDIGI,14.49,13.36
IIFL,11.48,11.48
MANGALAM,,Infinity
SHOPERSTOP,,Infinity
WELCORP,18.77,18.77
SSWL,22.98,Infinity
CYBERMEDIA,7.41,7.69
SHAHALLOYS,3.46,Infinity
SURYALAXMI,36.72,Infinity
JKPAPER,21.37,20.72
PRIMESECU,201.79,55.42
GRANULES,30.85,Infinity
JSWHL,85.20,84.20
VHL,5.01,5.01
GEOJITFSL,28.52,26.47
GENUSPOWER,16.06,Infinity
YESBANK,18.93,18.93
MSPL,51.30,Infinity
NECLIFE,,Infinity
SPLIL,12.36,Infinity
MCLEODRUSS,,22.93
SEMAC,13.34,Infinity
VIVIMEDLAB,,Infinity
GOLDIAM,33.16,33.16
RML,29.69,Infinity
HTMEDIA,,74.98
SASKEN,38.13,35.56
FCSSOFT,91.09,58.35
IMPAL,17.72,Infinity
SUZLON,20.99,21.46
AURIONPRO,19.66,19.24
BASML,15.62,Infinity
TRIVENI,17.79,17.29
AIAENG,33.76,Infinity
NAHARINDUS,9.54,9.41
ORIENTCER,22.42,20.90
EKC,8.17,8.31
VIMTALABS,34.15,Infinity
KERNEX,43.64,Infinity
PVRINOX,25.02,22.48
CELEBRITY,,Infinity
NITINSPIN,17.23,Infinity
ROHLTD,25.74,Infinity
ENIL,,Infinity
JAGRAN,7.51,7.51
SADBHAV,1.66,Infinity
SAKUMA,27.03,Infinity
KEC,20.61,19.00
JKCEMENT,44.83,Infinity
INDOTECH,39.54,Infinity
M&MFIN,16.45,15.93
BLKASHYAP,793.43,Infinity
VISACHROME,0.52,Infinity
NITCO,90.36,79.28
CENTURYPLY,59.46,58.38
KEI,52.04,52.04
SANWARIA,,Infinity
VAKRANGEE,64.31,64.42
SOLARINDS,95.82,Infinity
GALLANTT,34.02,Infinity
MALUPAPER,,Infinity
UTTAMSUGAR,8.43,8.34
SGL,,Infinity
KKCL,20.19,Infinity
SUNTV,13.91,Infinity
GPIL,20.35,Infinity
RSYSTEMS,14.60,13.47
EMKAY,33.72,33.72
BALPHARMA,22.19,Infinity
SWELECTES,15.64,Infinity
KAMDHENU,11.29,Infinity
RATNAMANI,30.94,30.50
PIONEEREMB,129.22,Infinity
JKLAKSHMI,16.99,Infinity
PFOCUS,73.96,Infinity
MUNJALAU,21.94,23.89
EMAMILTD,22.41,Infinity
GMRAIRPORT,235.27,Infinity
TECHM,31.35,30.25
GRINDWELL,53.64,53.64
RAMANEWS,,Infinity
VOLTAMP,45.26,Infinity
ATLANTAA,,Infinity
ANTELOPUS,21.77,Infinity
ACE,29.17,29.17
ANANTRAJ,40.35,Infinity
HGM,,Infinity
BILVYAPAR,,Infinity
TALBROAUTO,24.18,Infinity
ALICON,32.51,Infinity
GEECEE,17.50,17.50
MADHUCON,,Infinity
JMFINANCIL,9.73,9.60
INFOMEDIA,,Infinity
FIEMIND,23.92,23.92
JHS,,Infinity
DCBBANK,7.61,7.61
GLOBALVECT,,Infinity
INSPIRISYS,9.58,8.99
GTLINFRA,2.02,Infinity
NAUKRI,45.10,46.09
VGL,25.75,7.81
GESHIP,6.55,6.55
TORNTPOWER,28.84,28.84
PARSVNATH,,Infinity
MANALIPETC,8.59,Infinity
LTFOODS,22.25,Infinity
DONEAR,10.14,Infinity
RUCHIRA,11.89,Infinity
SOBHA,63.62,63.62
VENUSREM,18.20,Infinity
JINDRILL,8.48,Infinity
HIRECT,119.18,381.32
NFL,16.58,16.58
PLASTIBLEN,11.33,Infinity
PARACABLES,35.53,35.55
HBLENGINE,42.16,41.62
TANLA,14.60,Infinity
AVTNPL,16.79,Infinity
ZEEMEDIA,259.25,Infinity
SITINET,,Infinity
VEEDOL,12.73,Infinity
LUMAXTECH,31.70,Infinity
SARLAPOLY,,15.42
PTL,11.30,Infinity
WANBURY,15.51,Infinity
AUTOIND,10.34,Infinity
GANDHITUBE,15.58,Infinity
PITTIENG,29.55,Infinity
NETWORK18,,Infinity
UNOMINDA,53.10,Infinity
IZMO,31.24,Infinity
HUBTOWN,16.56,Infinity
CTE,143.83,Infinity
TIIL,19.96,19.96
ORIENTBELL,37.79,Infinity
PGIL,35.31,35.18
REDINGTON,16.71,15.69
TTL,643.64,Infinity
FSL,31.22,28.17
PFC,4.16,4.16
SMSPHARMA,34.19,Infinity
INDIANB,8.81,8.81
ORIENTALTL,21.02,Infinity
IDEA,4.08,Infinity
PAGEIND,58.96,Infinity
LAOPALA,22.17,Infinity
RAJTV,,Infinity
AMDIND,,Infinity
JKTYRE,14.85,12.01
ASTRAL,72.78,70.58
EMBDL,,Infinity
NAHARSPING,46.46,Infinity
NAHARPOLY,8.38,Infinity
THEMISMED,847.32,Infinity
NCLIND,8.64,8.07
BALAMINES,32.80,32.80
BANSWRAS,11.39,Infinity
ICRA,24.12,24.00
DISHTV,,Infinity
PHOENIXLTD,41.54,40.95
NDLVENTURE,477.33,Infinity
ZENITHSTL,17.39,Infinity
BFUTILITIE,7.30,7.30
FORTIS,67.04,66.15
SRHHYPOLTD,9.29,32.12
ALPHAGEO,,Infinity
WEBELSOLAR,13.86,Infinity
TGBHOTELS,19.01,Infinity
HILTON,32.09,Infinity
INSECTICID,13.38,Infinity
KMSUGAR,4.75,4.75
NAVINFLUOR,58.48,Infinity
TIMETECHNO,21.60,21.60
NAGREEKEXP,22.00,Infinity
HGS,398.25,271.02
NELCAST,25.71,Infinity
V2RETAIL,49.53,Infinity
DLF,36.97,Infinity
TARMAT,19.81,Infinity
SPARC,4.31,Infinity
SIGMAADV,41.59,Infinity
ADSL,16.09,15.87
ALPA,9.27,Infinity
OMAXE,,Infinity
CENTRALBK,6.14,6.14
ASIANTILES,165.28,Infinity
TAKE,29.21,Infinity
KPRMILL,41.41,41.41
CIEINDIA,17.16,17.16
PURVA,88.09,Infinity
MOTILALOFS,25.87,25.87
INDOWIND,,Infinity
NAGREEKCAP,3.97,3.97
KSCL,13.61,Infinity
CENTUM,,Infinity
POWERGRID,16.60,16.60
CCCL,,Infinity
SUPREMEINF,0.14,Infinity
MAANALU,56.45,Infinity
IL&FSENGG,45.66,Infinity
DELTACORP,19.77,19.05
BAJAJELEC,,110.59
ENERGYDEV,,14.60
CERA,38.60,Infinity
RELIGARE,117.99,117.99
BVCL,311.07,Infinity
ADANIPORTS,29.79,29.39
EDELWEISS,16.06,13.93
RGL,13.95,Infinity
KOLTEPATIL,,Infinity
KAUSHALYA,99.30,99.30
COLPAL,41.90,Infinity
JYOTHYLAB,21.92,21.92
MADHAV,79.98,79.98
KALYANIFRG,23.50,Infinity
HITECHCORP,36.21,Infinity
ECLERX,24.57,Infinity
TARIL,33.09,Infinity
BRIGADE,26.11,25.70
MANAKSIA,6.90,6.90
DVL,9.58,9.58
PATINTLOG,10.11,10.11
PPAP,9.23,Infinity
ARIES,10.36,Infinity
AMBIKCO,13.69,Infinity
KAVDEFENCE,277.69,Infinity
CEATLTD,23.56,Infinity
BIRLAMONEY,14.05,13.45
RPOWER,,Infinity
JKIL,9.43,Infinity
CORDSCABLE,12.62,Infinity
KNRCON,7.84,Infinity
ONMOBILE,,Infinity
SEPC,21.23,72.64
BANG,6.74,Infinity
IRB,25.32,24.21
NMDC,10.04,10.04
GSS,,15.17
NAHARCAP,6.61,6.61
RECLTD,6.12,6.12
VGUARD,37.67,36.16
NESCO,18.01,18.01
DPSCLTD,55.86,Infinity
TITAGARH,65.53,65.53
KIRIINDUS,0.49,Infinity
BAJAJFINSV,15.74,15.54
BAJAJ-AUTO,27.87,27.80
DIGISPICE,22.05,19.33
GOKUL,20.92,Infinity
RPGLIFE,38.27,Infinity
ALMONDZ,7.52,7.52
ARCHIDPLY,20.21,18.42
LOTUSEYE,3039.52,Infinity
VINYLINDIA,23.75,Infinity
UBL,90.75,116.27
LPDC,54.31,Infinity
ZFCVINDIA,55.12,Infinity
20MICRONS,10.05,Infinity
JOCIL,15.44,15.44
ALKALI,67.55,Infinity
COUNCODOS,77.71,Infinity
TPHQ,466.48,466.48
TATACAP,28.31,28.15
MAWANASUG,11.03,9.41
AJMERA,16.25,Infinity
MHRIL,86.07,97.88
VINATIORGA,30.16,Infinity
LANDSMILL,99.95,99.95
ADANIPOWER,28.04,28.04
NHPC,18.74,Infinity
GLOBUSSPR,25.73,Infinity
OIL,9.88,9.88
EXPLEOSOL,10.05,Infinity
RTNPOWER,41.99,Infinity
AMRUTANJAN,25.71,23.01
SUNTECK,21.08,Infinity
ZYDUSWELL,93.18,Infinity
DEN,8.92,8.92
ASTEC,,Infinity
SHILPAMED,49.13,Infinity
SARDAEN,15.82,15.95
REFEX,16.76,16.76
ARSHIYA,,Infinity
GILLANDERS,20.14,20.14
AHLUCONT,20.70,20.80
DLINKINDIA,14.95,Infinity
JSWENERGY,41.35,40.03
GODREJPROP,34.46,299.42
DBCORP,10.58,10.58
HINDCOPPER,51.75,Infinity
BEARDSELL,9.26,9.26
MMTC,24.26,
NESTLEIND,76.38,Infinity
TRF,,48.19
WHIRLPOOL,34.50,Infinity
UNITEDTEA,10.95,10.95
MBLINFRA,,Infinity
JUBLFOOD,65.09,Infinity
VASCONEQ,15.14,15.14
THANGAMAYL,41.54,Infinity
EMMBI,21.33,Infinity
DBREALTY,226.48,Infinity
HATHWAY,25.16,25.16
TEXMOPIPES,8.91,Infinity
MANINFRA,18.76,18.76
LGBBROSLTD,15.89,15.84
PERSISTENT,45.51,43.98
ASIANHOTNR,,Infinity
ISFT,9.99,Infinity
KIRLOSBROS,39.36,Infinity
TARAPUR,,Infinity
KSL,14.80,Infinity
SJVN,42.20,Infinity
SUNDARAM,18.33,Infinity
KIRLOSIND,11.62,11.37
MANAPPURAM,35.17,35.17
UMESLTD,33.51,Infinity
TI,,Infinity
HMVL,14.32,10.61
IMFA,18.40,18.40
BLISSGVS,36.72,Infinity
EMAMIREAL,,Infinity
AHLWEST,9.70,Infinity
AHLEAST,,Infinity
BAJAJCON,30.70,Infinity
UGARSUGAR,33.63,33.63
PRAKASHSTL,83.45,Infinity
GPPL,14.10,Infinity
ADFFOODS,32.37,30.76
WAAREEINDO,7.67,Infinity
KILITCH,22.11,Infinity
DEEPAKNTR,41.17,40.51
CPCAP,4.70,4.70
GREENPOWER,17.45,Infinity
RAMKY,9.28,12.21
CANTABIL,21.45,Infinity
WABAG,33.36,33.13
ASHOKA,1.32,14.19
BEDMUTHA,54.06,54.06
JWL,66.75,Infinity
OBEROIRLTY,25.27,25.10
PRESTIGE,55.02,Infinity
SHAH,24.88,Infinity
