,05-Aug-2026
The Nifty witnessed an intraday movement of about 179.65 points.The closing index was 0.04 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 131134.15
, Traded Quantity (in Lakhs), 47233.41
, Number of Trades, 37496861
, Total Market Capitalisation (Rs. Crores), 49238102.18

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24614.90,     24669.20,     24677.60,     24497.95,     24624.65,9.75
,NIFTY50 EQL Wgt,     33797.95,     33893.50,     33893.50,     33695.30,     33861.50,63.55
,NIFTY100 EQL Wgt,     35522.80,     35682.70,     35705.95,     35494.70,     35637.95,115.15
,NIFTY100 LowVol30,     20761.10,     20793.45,     20794.10,     20655.35,     20744.05,-17.05
,NIFTY Alpha 50,     55288.95,     55651.70,     55735.90,     55339.00,     55719.80,430.85
,NIFTY MIDCAP 150,     23347.75,     23476.75,     23479.70,     23344.40,     23403.45,55.70
,NIFTY SMLCAP 50,      9751.80,      9792.50,      9866.40,      9788.75,      9843.15,91.35
,NIFTY SMLCAP 250,     18194.30,     18298.30,     18366.90,     18274.75,     18321.95,127.65
,NIFTY MIDSML 400,     21471.60,     21591.60,     21620.15,     21510.25,     21556.75,85.15
,NIFTY200 QUALTY30,     20853.35,     20912.45,     20912.45,     20785.55,     20879.95,26.60
,Nifty FinSrv25 50,     29288.15,     29331.85,     29386.25,     29090.90,     29271.00,-17.15
,NIFTY AlphaLowVol,     27642.70,     27717.95,     27718.10,     27465.35,     27670.60,27.90
,Nifty200Momentm30,     30978.05,     31145.90,     31148.60,     30872.40,     31074.10,96.05
,Nifty100ESGSecLdr,      4143.30,      4156.85,      4157.25,      4122.70,      4145.10,1.80
,NIFTY100 ESG,      5147.15,      5169.20,      5169.20,      5131.30,      5155.65,8.50
,NIFTY M150 QLTY50,     24727.90,     24860.55,     24876.60,     24754.05,     24859.00,131.10
,NIFTY INDIA MFG,     16496.05,     16577.10,     16592.05,     16521.85,     16591.55,95.50
,Nifty200 Alpha 30,     26533.70,     26697.35,     26697.35,     26469.50,     26610.10,76.40
,NiftyM150Momntm50,     63701.90,     63998.35,     63998.35,     63476.15,     63682.20,-19.70
,Nifty50 USD,      8941.60,      8941.60,      9024.00,      8916.45,      8968.70,27.10
,Nifty IT,     31454.15,     31578.00,     31603.30,     31237.10,     31404.05,-50.10
,Nifty Next 50,     74210.55,     74661.35,     74860.10,     74254.65,     74469.95,259.40
,Nifty Bank,     57907.20,     57810.05,     57931.85,     57456.35,     57739.95,-167.25
,NIFTY MIDCAP 100,     63491.60,     63852.15,     63852.15,     63442.65,     63605.25,113.65
,Nifty 500,     23690.15,     23779.35,     23782.70,     23643.30,     23735.55,45.40
,Nifty 100,     25719.15,     25794.30,     25801.45,     25622.85,     25744.05,24.90
,Nifty Midcap 50,     18215.85,     18323.80,     18324.45,     18179.35,     18218.45,2.60
,Nifty Realty,       891.20,       898.95,       915.10,       898.25,       898.70,7.50
,Nifty Infra,      9419.55,      9497.75,      9509.15,      9401.20,      9452.75,33.20
,Nifty Energy,     38816.65,     39038.40,     39056.45,     38631.30,     38830.05,13.40
,Nifty FMCG,     49527.10,     49474.75,     49544.15,     49172.60,     49383.50,-143.60
,Nifty MNC,     33460.90,     33552.00,     33655.05,     33417.55,     33586.25,125.35
,Nifty Pharma,     26597.50,     26657.30,     26659.60,     26367.10,     26563.55,-33.95
,Nifty PSE,      9937.90,      9982.90,      9985.60,      9881.40,      9951.45,13.55
,Nifty PSU Bank,      8479.90,      8517.50,      8597.85,      8495.00,      8541.30,61.40
,Nifty Serv Sector,     31608.50,     31674.65,     31674.65,     31373.45,     31559.70,-48.80
,Nifty Auto,     29041.30,     29231.30,     29489.20,     29113.10,     29411.55,370.25
,Nifty Metal,     13032.30,     13110.80,     13257.65,     13010.00,     13256.35,224.05
,Nifty Media,      1600.50,      1606.45,      1619.50,      1568.45,      1575.15,-25.35
,NIFTY SMLCAP 100,     19635.25,     19729.80,     19823.65,     19710.40,     19783.70,148.45
,Nifty 200,     14235.20,     14284.65,     14287.00,     14190.55,     14251.35,16.15
,Nifty Div Opps 50,      6025.15,      6048.20,      6050.25,      6014.95,      6050.25,25.10
,Nifty Commodities,      9928.75,      9980.90,     10004.45,      9928.35,     10004.00,75.25
,Nifty Consumption,     12209.30,     12271.65,     12271.65,     12175.60,     12222.70,13.40
,Nifty Fin Service,     26844.70,     26857.70,     26925.90,     26659.60,     26843.90,-0.80
,Nifty50 Div Point,       182.42,       182.42,       182.42,       182.42,       182.42,0.00
,Nifty100 Liq 15,      7676.05,      7723.65,      7727.20,      7654.55,      7709.55,33.50
,Nifty CPSE,      6534.35,      6555.05,      6559.40,      6472.80,      6526.25,-8.10
,Nifty GrowSect 15,     11797.90,     11829.00,     11829.00,     11747.10,     11783.60,-14.30
,Nifty50 PR 2x Lev,     12467.75,     12521.10,     12521.10,     12347.90,     12475.95,8.20
,Nifty50 PR 1x Inv,       215.45,       215.00,       216.50,       215.00,       215.40,-0.05
,Nifty50 TR 2x Lev,     18986.15,     19067.35,     19067.35,     18803.60,     18998.60,12.45
,Nifty50 TR 1x Inv,       174.90,       174.55,       175.75,       174.55,       174.85,-0.05
,Nifty50 Value 20,     12110.80,     12108.55,     12117.20,     12025.35,     12090.30,-20.50
,Nifty Mid Liq 15,     17022.65,     17112.95,     17112.95,     16977.55,     17026.60,3.95
,Nifty Pvt Bank,     27860.45,     27779.70,     27840.00,     27569.05,     27744.25,-116.20
