,06-Aug-2026
The Nifty witnessed an intraday movement of about 72.9 points.The closing index was 0.05 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 135611.71
, Traded Quantity (in Lakhs), 44109.57
, Number of Trades, 39625909
, Total Market Capitalisation (Rs. Crores), 49251788.34

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24624.65,     24641.00,     24677.05,     24604.15,     24636.00,11.35
,NIFTY50 EQL Wgt,     33861.50,     33854.30,     33863.55,     33713.65,     33756.40,-105.10
,NIFTY100 EQL Wgt,     35637.95,     35653.30,     35669.60,     35551.85,     35587.50,-50.45
,NIFTY100 LowVol30,     20744.05,     20728.00,     20766.85,     20673.85,     20712.00,-32.05
,NIFTY Alpha 50,     55719.80,     55781.10,     55913.25,     55529.40,     55859.05,139.25
,NIFTY MIDCAP 150,     23403.45,     23419.55,     23431.40,     23301.10,     23310.55,-92.90
,NIFTY SMLCAP 50,      9843.15,      9901.25,      9968.00,      9874.55,      9945.05,101.90
,NIFTY SMLCAP 250,     18321.95,     18379.10,     18407.75,     18313.25,     18358.65,36.70
,NIFTY MIDSML 400,     21556.75,     21589.55,     21602.95,     21491.35,     21515.30,-41.45
,NIFTY200 QUALTY30,     20879.95,     20869.30,     20934.65,     20846.55,     20874.45,-5.50
,Nifty FinSrv25 50,     29271.00,     29314.05,     29385.55,     29246.55,     29321.40,50.40
,NIFTY AlphaLowVol,     27670.60,     27619.20,     27688.35,     27535.50,     27622.50,-48.10
,Nifty200Momentm30,     31074.10,     30972.85,     31075.45,     30810.55,     30917.00,-157.10
,Nifty100ESGSecLdr,      4145.10,      4148.70,      4153.55,      4139.25,      4143.60,-1.50
,NIFTY100 ESG,      5155.65,      5156.20,      5157.35,      5139.60,      5143.55,-12.10
,NIFTY M150 QLTY50,     24859.00,     24865.50,     24888.10,     24743.75,     24764.95,-94.05
,NIFTY INDIA MFG,     16591.55,     16580.30,     16629.75,     16537.65,     16587.60,-3.95
,Nifty200 Alpha 30,     26610.10,     26569.75,     26652.35,     26417.60,     26554.85,-55.25
,NiftyM150Momntm50,     63682.20,     63606.25,     63793.20,     63303.35,     63600.35,-81.85
,Nifty50 USD,      8969.35,      8969.35,      9130.60,      8954.75,      8965.20,-4.15
,Nifty IT,     31404.05,     31467.90,     31701.90,     31090.20,     31106.20,-297.85
,Nifty Next 50,     74469.95,     74478.90,     74649.75,     74236.90,     74526.75,56.80
,Nifty Bank,     57739.95,     57815.00,     58076.85,     57714.70,     58063.65,323.70
,NIFTY MIDCAP 100,     63605.25,     63656.25,     63677.70,     63306.85,     63326.80,-278.45
,Nifty 500,     23735.55,     23756.15,     23783.85,     23708.55,     23729.45,-6.10
,Nifty 100,     25744.05,     25758.60,     25798.45,     25720.05,     25757.40,13.35
,Nifty Midcap 50,     18218.45,     18256.90,     18258.65,     18115.90,     18125.25,-93.20
,Nifty Realty,       898.70,       901.40,       902.25,       886.20,       886.85,-11.85
,Nifty Infra,      9452.75,      9443.30,      9469.40,      9415.50,      9453.30,0.55
,Nifty Energy,     38830.05,     38730.85,     38739.25,     38517.65,     38683.25,-146.80
,Nifty FMCG,     49383.50,     49375.30,     49448.95,     49241.60,     49369.85,-13.65
,Nifty MNC,     33586.25,     33511.20,     33563.70,     33405.35,     33503.80,-82.45
,Nifty Pharma,     26563.55,     26593.85,     26757.65,     26523.10,     26564.80,1.25
,Nifty PSE,      9951.45,      9940.30,      9956.75,      9900.80,      9937.40,-14.05
,Nifty PSU Bank,      8541.30,      8547.85,      8731.00,      8525.90,      8729.25,187.95
,Nifty Serv Sector,     31559.70,     31590.15,     31590.15,     31469.75,     31474.20,-85.50
,Nifty Auto,     29411.55,     29375.40,     29383.95,     29050.75,     29113.40,-298.15
