,13-Aug-2026
The Nifty witnessed an intraday movement of about 120.2 points.The closing index was 0.16 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 111635.71
, Traded Quantity (in Lakhs), 41657.28
, Number of Trades, 34656553
, Total Market Capitalisation (Rs. Crores), 49198868.93

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty50 Shariah,      4397.70,      4390.80,      4403.15,      4369.55,      4403.15,5.45
,Nifty500 LMS Eql,     18768.70,     18781.50,     18781.50,     18729.20,     18775.20,6.50
,Nifty500 Shariah,      7148.95,      7149.20,      7154.50,      7127.75,      7154.45,5.50
,Nifty500 Qlty50,     20063.40,     20045.45,     20090.35,     19988.30,     20083.50,20.10
,Nifty500 LowVol50,     22639.80,     22635.10,     22635.50,     22539.50,     22616.50,-23.30
,Nifty500 MQVLv50,     31429.90,     31399.75,     31403.05,     31239.75,     31298.00,-131.90
,Nifty500 Flexicap,     10253.45,     10260.15,     10287.05,     10231.80,     10284.30,30.85
,Nifty TMMQ 50,     45138.40,     45174.70,     45209.00,     44912.55,     45127.55,-10.85
,Nifty FPI 150,      1588.55,      1588.25,      1588.25,      1579.90,      1586.80,-1.75
,Nifty SME Emerge,     14263.35,     14248.80,     14259.05,     14186.90,     14193.00,-70.35
,Nifty Internet,      1427.05,      1426.35,      1439.70,      1423.60,      1438.40,11.35
,Nifty Chemicals,     30439.75,     30483.75,     30830.35,     30460.45,     30820.75,381.00
,Nifty Waves,      1915.40,      1931.75,      1948.45,      1931.25,      1936.95,21.55
,Nifty InfraLog,     12212.10,     12231.60,     12252.80,     12173.80,     12217.00,4.90
,Nifty500 Health,     21659.45,     21652.75,     21667.90,     21544.05,     21649.10,-10.35
,Nifty RailwaysPSU,      2887.40,      2882.35,      2905.70,      2872.40,      2902.75,15.35
,NiftyConglomerate,     15449.90,     15452.80,     15456.60,     15348.50,     15452.20,2.30
,Nifty MidSmall 50 50,     21072.00,     21092.90,     21114.30,     21054.90,     21097.30,25.30
,Nifty Cement,     15225.15,     15231.00,     15237.65,     15016.60,     15083.25,-141.90
,Nifty Smallcap 500,     20885.60,     20919.75,     20966.95,     20903.90,     20923.20,37.60
,Nifty REITs Realty,      1939.60,      1935.60,      1959.65,      1929.30,      1955.70,16.10
,India VIX,11.6900,11.6900,12.1975,10.6525,11.4175,-0.2725

,ADVANCES,1789
,DECLINES,1787
,UNCHANGED,105

,Total securities that have hit their price bands today,273

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR,VALUE(Rs Crs)
,BHARTIARTL,EQ,      1945.00,      1939.10,-0.30,2544.10
,ASTRAL,EQ,      1464.00,      1592.00,8.74,1947.16
,LENSKART,EQ,       586.45,       596.90,1.78,1943.69
,NETWEB,EQ,      4837.40,      5181.00,7.10,1765.61
,ICICIBANK,EQ,      1431.70,      1406.80,-1.74,1610.71
,HDFCBANK,EQ,       729.00,       725.00,-0.55,1608.61
,SOLARINDS,EQ,     18730.00,     20324.00,8.51,1385.02
,CUPID,EQ,       289.87,       294.86,1.72,1351.53
,JIOFIN,EQ,       256.05,       255.60,-0.18,1254.36
,SARDAEN,EQ,       489.45,       523.30,6.92,1248.92
,RELIANCE,EQ,      1329.00,      1317.00,-0.90,1234.66
,BSE,EQ,      3527.00,      3502.80,-0.69,1192.49
,TMCV,EQ,       457.05,       474.80,3.88,1100.40
,SBIN,EQ,      1082.00,      1083.00,0.09,1027.06
,KALYANKJIL,EQ,       596.70,       613.40,2.80,984.96
,LT,EQ,      4020.00,      4070.70,1.26,928.05
,AMAGI,EQ,       638.75,       648.20,1.48,892.58
,MCX,EQ,      2970.10,      2970.00,-0.00,849.49
,ETERNAL,EQ,       314.05,       318.00,1.26,833.38
,HINDCOPPER,EQ,       547.70,       544.45,-0.59,816.12
,HAL,EQ,      4995.00,      4945.00,-1.00,793.51
,LICI,EQ,       417.00,       412.15,-1.16,786.17
,M&M,EQ,      3403.60,      3428.20,0.72,780.88
,IDEA,EQ,        13.50,        13.51,0.07,748.01
,INFY,EQ,      1176.10,      1175.00,-0.09,727.25

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,TATACONSUM,EQ,      1090.50,      1061.90,2.69
,TMPV,EQ,       349.60,       343.00,1.92
,NTPC,EQ,       344.25,       339.45,1.41
,HINDUNILVR,EQ,      2092.00,      2063.00,1.41
,SHRIRAMFIN,EQ,      1132.30,      1117.20,1.35

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,HINDALCO,EQ,      1046.25,      1078.50,-2.99
,ICICIBANK,EQ,      1406.80,      1431.70,-1.74
,ULTRACEMCO,EQ,     11706.00,     11891.00,-1.56
,GRASIM,EQ,      3257.00,      3307.80,-1.54
,SBILIFE,EQ,      1812.00,      1830.00,-0.98

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE,TRADED QUANTITY
,0SCL27,YW,      1241.87,                    12418.70,10
,1003IIFL29,NC,      1000.00,                   201991.00,200
,1003ISFL28,N4,      1013.49,                   690779.90,685
,1015ECL29,NR,      1020.00,                   380060.60,374
,1015SCL29,ZL,      1012.00,                   201199.00,200
,1018GS2026,GS,       104.65,                      836.70,8
,1025IIFL30,Y3,      1020.00,                   612000.00,600
,1025SCL34A,ZT,       950.20,                    19004.00,20
,1040UCL27B,N1,       995.20,                     4976.00,5
,1050ISFL28,N5,      1060.00,                  3706125.45,3493
,1050SCL31,ZP,      1024.00,                    37158.00,36
,1050UCL28,NH,      1034.60,                    20692.00,20
,1075SCL33,YK,      1079.80,                    43192.00,40
,1075WCA28,N0,      9860.00,                     9860.00,1
,10IIFL28,N4,      1004.99,                  1872842.86,1864
,10IIFL28A,NE,      1041.00,                   218385.80,211
,10ISFL26,N3,      1045.00,                   104500.00,100
,1119NFL27,ND,      1045.20,                    31537.45,30
,1150AFIL29,N0,      9850.00,                   108350.00,11
,115VCCL31,N0,     97800.00,                   195600.00,2
,115VCCL31A,N0,      9650.00,                    48250.00,5
,1165ESFB32,N0,    100000.00,                   200000.00,2
,118VCCL27B,N0,     97000.00,                    97000.00,1
,1225IFL28,N0,      7406.00,                   267938.00,36
,125VCCL31,N0,     96800.00,                   774400.00,8
,12VCCL29A,N0,     99000.00,                   198000.00,2
,12VCCL29B,N0,     99999.99,                   199999.99,2
,12VPT28,N0,     10025.00,                    90225.00,9
,182D070127,TB,        97.20,                    19226.00,200
,20MICRONS,EQ,       183.08,                 30816463.56,166840
,21STCENMGM,EQ,        43.19,                   418571.60,9714
,360ONE,EQ,      1183.00,                456487120.90,388858
,364D080727,TB,        94.20,                    18599.00,200
,364D290727,TB,        94.60,                    94600.00,1000
,3BBLACKBIO,EQ,      1225.50,                 11698177.10,9462
,3IINFOLTD,EQ,        26.93,                 37284859.73,1391031
,3MINDIA,EQ,     36165.00,                146861070.00,4039
,3PLAND,EQ,        32.33,                   101803.41,3177
