SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,79.51,84.59
WHEELS,24.72,24.72
RIIL,115.95,115.95
PREMIERPOL,20.83,20.83
RAYMOND,73.66,15.96
RSWM,18.37,15.93
SHREDIGCEM,44.16,44.16
SESHAPAPER,21.14,21.14
SMLMAH,37.64,37.64
SUNDRMFAST,33.35,32.81
EXIDEIND,41.97,41.65
ELECON,48.53,46.12
CRISIL,35.70,35.70
LMW,131.83,124.96
NELCO,672.73,208.08
MASTEK,12.89,12.39
MAHSCOOTER,48.35,48.35
LUMAXIND,42.47,38.55
TRENT,90.13,89.12
KECL,55.16,35.47
CUMMINSIND,74.36,72.28
KCP,7.97,7.71
JAYBARMARU,14.82,14.34
JBCHEPHARM,55.12,53.64
INFY,14.70,14.27
INDIAGLYCO,29.05,28.97
IONEXCHANG,48.54,44.69
IFBIND,38.59,36.01
IGPL,599.65,599.65
HIMATSEIDE,17.51,17.51
GNFC,9.26,9.26
BPCL,5.52,5.46
BHARATFORG,92.11,84.35
BASF,37.12,37.12
FORCEMOT,19.54,22.33
ATUL,26.80,26.86
ARVIND,32.86,31.99
ACC,12.20,12.35
TMPV,,29.47
SCI,10.01,10.01
MRPL,14.86,14.86
LINDEINDIA,121.55,121.55
HINDPETRO,5.08,5.08
ESCORTS,24.09,24.46
BAJAJHLDNG,54.31,145.76
ASHOKLEY,25.21,23.52
VOLTAS,85.05,81.84
TITAN,80.24,79.06
TATASTEEL,22.69,21.30
SUNDARMFIN,25.35,24.64
SPIC,7.86,7.86
VEDL,6.72,6.12
SBIN,11.23,11.54
RELIANCE,18.51,18.51
PFIZER,29.96,28.62
NOCIL,52.67,49.60
BOSCHLTD,44.52,53.08
DRREDDY,25.06,25.06
BATAINDIA,66.15,95.26
DEEPAKFERT,26.08,26.08
CHAMBLFERT,9.96,9.96
CARBORUNIV,152.21,50.52
MAHSEAMLES,11.27,11.21
HINDOILEXP,32.40,66.72
DICIND,25.21,22.84
COROMANDEL,32.14,31.45
BALMLAWRIE,15.15,15.15
MOTOGENFIN,0.76,
MARALOVER,70.01,59.16
ASIANPAINT,60.73,59.16
RAMCOCEM,32.17,125.42
INDIACEM,,137.99
PGHL,34.73,34.73
BEML,109.74,109.74
ADOR,28.12,27.49
CENTENKA,11.24,11.08
