,27-Jul-2026
The Nifty witnessed an intraday movement of about 120.05 points.The closing index was 0.96 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 106403.84
, Traded Quantity (in Lakhs), 39415.44
, Number of Trades, 33619467
, Total Market Capitalisation (Rs. Crores), 47952973.48

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23767.45,     23928.40,     24011.60,     23891.55,     23995.95,228.50
,NIFTY50 EQL Wgt,     32501.10,     32737.00,     32878.95,     32690.75,     32864.65,363.55
,NIFTY100 EQL Wgt,     34264.10,     34496.15,     34668.10,     34473.00,     34654.50,390.40
,NIFTY100 LowVol30,     20046.30,     20174.00,     20247.85,     20142.20,     20236.95,190.65
,NIFTY Alpha 50,     53021.40,     53435.85,     53689.65,     53350.00,     53630.70,609.30
,NIFTY MIDCAP 150,     22685.25,     22852.95,     22947.30,     22850.15,     22933.05,247.80
,NIFTY SMLCAP 50,      9362.65,      9442.25,      9492.65,      9428.95,      9486.35,123.70
,NIFTY SMLCAP 250,     17601.20,     17727.80,     17841.85,     17720.65,     17824.50,223.30
,NIFTY MIDSML 400,     20831.30,     20983.90,     21085.00,     20981.20,     21071.35,240.05
,NIFTY200 QUALTY30,     20156.20,     20320.60,     20416.45,     20308.15,     20398.10,241.90
,Nifty FinSrv25 50,     28351.40,     28496.70,     28634.90,     28420.45,     28606.75,255.35
,NIFTY AlphaLowVol,     26883.00,     27037.60,     27112.90,     27002.40,     27101.60,218.60
,Nifty200Momentm30,     30058.40,     30294.55,     30414.55,     30247.45,     30375.15,316.75
,Nifty100ESGSecLdr,      3999.95,      4025.40,      4045.40,      4021.50,      4043.45,43.50
,NIFTY100 ESG,      4921.00,      4953.45,      4986.85,      4952.10,      4985.00,64.00
,NIFTY M150 QLTY50,     23869.80,     24021.15,     24134.65,     23997.05,     24082.90,213.10
,NIFTY INDIA MFG,     15844.95,     15955.60,     16022.50,     15932.90,     16014.65,169.70
,Nifty200 Alpha 30,     25650.85,     25859.15,     25987.05,     25843.80,     25946.40,295.55
,NiftyM150Momntm50,     61469.80,     61914.85,     62225.30,     61874.55,     62143.95,674.15
,Nifty50 USD,      8528.15,      8528.15,      8682.40,      8309.25,      8675.10,146.95
,Nifty IT,     28767.95,     29181.70,     29537.50,     29070.25,     29441.90,673.95
,Nifty Next 50,     71766.00,     72205.60,     72637.75,     72186.40,     72596.85,830.85
,Nifty Bank,     56693.50,     57116.80,     57330.05,     56928.65,     57087.20,393.70
,NIFTY MIDCAP 100,     61622.35,     62109.95,     62356.80,     62109.00,     62303.65,681.30
,Nifty 500,     22913.30,     23070.60,     23160.60,     23061.35,     23153.10,239.80
,Nifty 100,     24840.75,     25006.00,     25099.05,     24979.90,     25088.60,247.85
,Nifty Midcap 50,     17709.45,     17857.50,     17947.30,     17856.95,     17935.25,225.80
,Nifty Realty,       881.80,       888.65,       903.15,       886.90,       901.90,20.10
,Nifty Infra,      9240.85,      9300.65,      9311.90,      9269.25,      9301.65,60.80
,Nifty Energy,     38821.80,     39038.85,     39064.65,     38761.15,     38830.10,8.30
,Nifty FMCG,     49053.30,     49520.75,     49748.20,     49409.60,     49564.80,511.50
,Nifty MNC,     32360.75,     32582.40,     32723.65,     32551.40,     32705.40,344.65
,Nifty Pharma,     25548.15,     25639.35,     25972.85,     25592.40,     25945.75,397.60
,Nifty PSE,      9952.30,     10007.05,     10019.70,      9968.75,     10009.75,57.45
,Nifty PSU Bank,      8345.65,      8388.45,      8423.95,      8339.50,      8364.15,18.50
,Nifty Serv Sector,     30442.30,     30637.60,     30804.15,     30596.30,     30768.10,325.80
,Nifty Auto,     27217.95,     27443.65,     27675.55,     27365.25,     27653.40,435.45
,Nifty Metal,     12401.55,     12494.20,     12515.55,     12452.35,     12476.45,74.90
,Nifty Media,      1527.45,      1538.75,      1568.95,      1537.90,      1563.90,36.45
,NIFTY SMLCAP 100,     18874.95,     19024.35,     19142.05,     19006.90,     19122.60,247.65
,Nifty 200,     13762.40,     13857.45,     13908.25,     13849.35,     13902.70,140.30
,Nifty Div Opps 50,      5797.00,      5851.15,      5872.05,      5842.95,      5867.80,70.80
,Nifty Commodities,      9764.75,      9834.40,      9838.35,      9791.25,      9806.00,41.25
,Nifty Consumption,     11700.15,     11780.70,     11896.25,     11780.70,     11889.65,189.50
,Nifty Fin Service,     25909.90,     26058.55,     26155.75,     25968.90,     26126.15,216.25
,Nifty50 Div Point,       157.04,       158.29,       158.29,       158.29,       158.29,1.25
,Nifty100 Liq 15,      7332.50,      7381.65,      7443.75,      7381.65,      7438.05,105.55
,Nifty CPSE,      6648.10,      6682.15,      6684.25,      6618.55,      6635.25,-12.85
,Nifty GrowSect 15,     11066.60,     11163.05,     11276.70,     11149.40,     11267.45,200.85
,Nifty50 PR 2x Lev,     11647.75,     11800.60,     11881.65,     11764.65,     11866.80,219.05
,Nifty50 PR 1x Inv,       222.90,       221.50,       221.85,       220.70,       220.85,-2.05
,Nifty50 TR 2x Lev,     17701.40,     17935.55,     18058.75,     17880.90,     18036.15,334.75
,Nifty50 TR 1x Inv,       181.15,       179.95,       180.25,       179.35,       179.45,-1.70
,Nifty50 Value 20,     11785.50,     11868.95,     11876.70,     11825.55,     11844.05,58.55
,Nifty Mid Liq 15,     16380.90,     16507.45,     16566.50,     16504.85,     16548.00,167.10
,Nifty Pvt Bank,     27277.55,     27459.45,     27536.60,     27307.75,     27393.35,115.80
,NIFTY100 Qualty30,      5537.45,      5581.60,      5606.85,      5574.60,      5603.55,66.10
,Nifty GS 8 13Yr,      3044.21,      3044.77,      3056.61,      3044.77,      3055.84,11.63
,Nifty GS 10Yr,      2666.72,      2667.22,      2679.27,      2667.22,      2678.09,11.37
,Nifty GS 10Yr Cln,       875.42,       875.42,       879.43,       875.41,       879.04,3.62
,Nifty GS 4 8Yr,      3325.38,      3325.98,      3336.87,      3325.97,      3336.51,11.13
,Nifty GS 11 15Yr,      3363.99,      3364.63,      3380.30,      3364.63,      3379.89,15.90
,Nifty GS 15YrPlus,      3547.90,      3548.62,      3570.88,      3548.62,      3568.57,20.67
,Nifty GS Compsite,      3132.95,      3133.54,      3146.89,      3133.54,      3146.22,13.27
,NIFTY HEALTHCARE,     16236.25,     16298.95,     16487.45,     16261.25,     16472.65,236.40
,NIFTY CONSR DURBL,     38948.40,     39110.75,     39295.70,     39017.25,     39128.45,180.05
,NIFTY OIL AND GAS,     11077.00,     11153.00,     11171.20,     11052.40,     11079.10,2.10
,NIFTY500 MULTICAP,     16213.30,     16326.35,     16396.00,     16324.90,     16389.80,176.50
,NIFTY LARGEMID250,     16419.45,     16534.75,     16597.00,     16533.30,     16591.05,171.60
,NIFTY MID SELECT,     14436.05,     14543.40,     14592.05,     14541.00,     14572.90,136.85
